Latitude,Longitude,Altitude,Time,VCP0.32,VCP0.32_inph,VCP0.71,VCP0.71_inph,VCP1.14,VCP1.14_inph,Inv.Cond.1 [mS/m],Inv.Cond.2 [mS/m],Inv.Thick [m],Inv.RMS [%],Note
5224.420972N,00220.644928W,38.15,12:53:21.05,6.32,1.85,11.57,2.48,15.58,4.58,0.83,42.76,2.3,3.6,
5224.420972N,00220.644928W,38.15,12:53:21.95,6.78,1.85,12.13,2.47,15.62,4.59,0.65,28.06,1.3,5.3,
5224.420934N,00220.644572W,38.21,12:53:23.00,6.62,1.83,12.04,2.46,15.9,4.61,0.47,32.24,1.6,8.4,
5224.420873N,00220.643782W,38.54,12:53:24.05,6.81,1.83,12.08,2.45,15.59,4.56,0.65,28,1.3,5.2,
5224.420873N,00220.643782W,38.54,12:53:24.95,6.77,1.82,12.2,2.48,15.76,4.64,0.65,28.31,1.3,5.7,
5224.420828N,00220.643695W,38.55,12:53:26.00,6.66,1.82,12.19,2.44,15.89,4.55,0.47,32.22,1.6,8.1,
5224.420690N,00220.643361W,38.58,12:53:27.05,6.78,1.82,12.41,2.44,15.79,4.61,0.66,28.36,1.3,5.2,
5224.420690N,00220.643361W,38.58,12:53:27.95,6.63,1.82,12.3,2.46,15.95,4.55,0.47,32.34,1.6,7.7,
5224.420640N,00220.643409W,38.54,12:53:29.00,7.11,1.82,12.55,2.45,15.7,4.55,0.65,28.2,1.3,4,
5224.420661N,00220.643424W,38.54,12:53:30.05,7.15,1.81,12.56,2.48,15.71,4.56,0.65,28.22,1.3,4.2,
5224.420661N,00220.643424W,38.54,12:53:30.95,6.87,1.82,12.41,2.47,15.68,4.58,0.65,28.17,1.3,4.3,
5224.420677N,00220.643436W,38.53,12:53:32.00,6.88,1.79,12.02,2.43,15.12,4.28,0.63,27.16,1.3,4.2,
5224.420707N,00220.643404W,38.53,12:53:32.90,6.75,1.79,11.68,2.4,14.81,4.32,0.61,26.6,1.3,4.7,
5224.420735N,00220.643413W,38.53,12:53:33.95,6.69,1.78,11.56,2.42,14.78,4.3,0.61,26.55,1.3,4.8,
5224.420773N,00220.643501W,38.5,12:53:35.00,6.77,1.79,11.64,2.39,14.33,4.25,0.6,24.82,1.3,6.4,
5224.420776N,00220.643530W,38.51,12:53:35.90,7.04,1.77,11.65,2.4,14.1,4.24,1.3,22.42,1.2,3.4,
5224.420766N,00220.643448W,38.5,12:53:36.95,7.25,1.78,11.99,2.42,14.54,4.32,1.47,23.96,1.2,3.4,
5224.420813N,00220.643193W,38.55,12:53:38.00,6.24,1.79,11.25,2.39,14.44,4.17,0.6,25.94,1.3,5.9,
5224.421225N,00220.643212W,38.61,12:53:38.90,5.9,1.82,10.77,2.38,14.4,4.15,0.84,36.63,2.2,4.6,
5224.421797N,00220.643066W,38.64,12:53:39.95,6.99,1.83,11.73,2.44,14.78,4.37,0.61,26.55,1.3,5.7,
5224.422349N,00220.642870W,38.68,12:53:41.00,6.91,1.82,11.78,2.41,14.57,4.25,0.6,26.17,1.3,6.4,
5224.422887N,00220.642638W,38.76,12:53:41.90,6.94,1.83,11.53,2.46,14.81,4.38,0.61,26.6,1.3,6,
5224.423397N,00220.642345W,38.85,12:53:42.95,7.88,1.82,12.46,2.43,14.92,4.25,1.5,24.59,1.2,5,
5224.423941N,00220.642182W,38.92,12:53:44.00,7.82,1.82,12.68,2.46,15.17,4.31,1.53,25,1.2,4.2,
5224.424505N,00220.642034W,38.97,12:53:44.90,7.98,1.82,12.58,2.46,15.27,4.38,1.54,25.17,1.2,4.1,
5224.425075N,00220.641933W,39.05,12:53:45.95,8.21,1.83,12.82,2.48,15.12,4.33,2.96,22.59,1,7.6,
5224.425593N,00220.641797W,39.04,12:53:47.00,7.83,1.83,12.85,2.44,15.31,4.31,1.54,25.23,1.2,4,
5224.426230N,00220.641614W,39,12:53:47.90,7.92,1.84,12.9,2.49,15.59,4.49,1.57,25.69,1.2,3.2,
5224.426854N,00220.641337W,39.09,12:53:48.95,7.9,1.84,12.83,2.44,15.5,4.33,1.56,25.55,1.2,3.3,
5224.427440N,00220.641086W,39.24,12:53:50.00,8.1,1.84,13.08,2.45,15.52,4.37,1.56,25.58,1.2,4.7,
5224.428057N,00220.640956W,39.32,12:53:50.90,8.13,1.85,13.49,2.44,16.03,4.41,1.62,26.42,1.2,3.5,
5224.428758N,00220.640821W,39.4,12:53:51.95,8.05,1.86,13.48,2.48,16.22,4.43,1.63,26.73,1.2,3.1,
5224.429400N,00220.640658W,39.38,12:53:53.00,8.37,1.85,13.63,2.49,15.72,4.34,2.61,26.93,1.3,9.3,
5224.430031N,00220.640508W,39.44,12:53:53.90,8.31,1.86,13.73,2.47,15.66,4.37,2.6,26.83,1.3,8.8,
5224.430656N,00220.640385W,39.41,12:53:54.94,8.03,1.87,13.44,2.49,15.74,4.38,2.61,26.97,1.3,8.4,
5224.431286N,00220.640138W,39.57,12:53:56.00,8,1.87,13.42,2.48,15.54,4.33,2.58,26.62,1.3,8.4,
5224.431929N,00220.639945W,39.52,12:53:56.90,8.17,1.87,13.45,2.49,15.38,4.41,2.55,26.35,1.3,9,
5224.432582N,00220.639717W,39.62,12:53:57.95,8.41,1.86,13.4,2.45,14.98,4.18,2.93,22.38,1,5,
5224.433201N,00220.639517W,39.64,12:53:59.00,8.48,1.87,13.36,2.48,14.78,4.29,2.89,22.08,1,5.9,
5224.433856N,00220.639380W,39.59,12:53:59.90,8.17,1.86,13.08,2.43,14.8,4.24,2.9,22.11,1,5.8,
5224.434468N,00220.639156W,39.7,12:54:00.94,8.28,1.9,13.12,2.51,14.8,4.34,2.9,22.11,1,5.2,
5224.435125N,00220.638878W,39.75,12:54:02.00,8.45,1.89,13.22,2.51,14.67,4.37,2.87,21.92,1,6,
5224.435794N,00220.638647W,39.75,12:54:02.89,8.18,1.9,13.02,2.49,14.84,4.39,2.9,22.17,1,6.1,
5224.436431N,00220.638355W,39.74,12:54:03.95,8.85,1.88,13.43,2.47,15.01,4.34,2.94,22.42,1,6.3,
5224.436997N,00220.638129W,39.68,12:54:05.00,9.09,1.93,13.76,2.52,15.26,4.42,2.99,22.8,1,6.8,
5224.437584N,00220.637936W,39.62,12:54:05.89,8.54,1.88,13.66,2.47,15.15,4.24,2.96,22.63,1,5.1,
5224.438284N,00220.637684W,39.73,12:54:06.94,8.32,1.87,13.53,2.48,15.07,4.25,2.95,22.51,1,5.6,
5224.438848N,00220.637347W,39.89,12:54:08.00,8.43,1.88,13.62,2.45,15.18,4.29,2.97,22.68,1,5.3,
5224.439421N,00220.637022W,39.99,12:54:08.90,8.56,1.88,13.7,2.48,14.89,4.29,2.91,22.24,1,6.5,
5224.440002N,00220.636715W,39.98,12:54:09.94,8.53,1.88,13.7,2.49,14.96,4.33,2.93,22.35,1,6,
5224.440580N,00220.636482W,39.91,12:54:10.99,8.74,1.88,13.96,2.47,15.04,4.29,2.94,22.47,1,7.1,
5224.441179N,00220.636191W,39.88,12:54:11.89,8.43,1.89,13.5,2.48,14.76,4.33,2.89,22.05,1,6.2,
5224.441812N,00220.635879W,40.01,12:54:12.94,8.25,1.87,13.55,2.46,14.94,4.26,2.92,22.32,1,6,
5224.442404N,00220.635581W,39.93,12:54:13.99,8.15,1.89,13.41,2.46,14.91,4.31,2.92,22.27,1,6.1,
5224.442942N,00220.635192W,40.02,12:54:14.89,7.73,1.89,13.2,2.46,14.69,4.26,2.44,25.17,1.3,8.7,
5224.443424N,00220.634924W,39.88,12:54:15.94,8.17,1.88,13.57,2.48,14.87,4.29,2.91,22.22,1,6.4,
5224.443977N,00220.634603W,39.94,12:54:17.00,8.53,1.89,13.6,2.47,14.85,4.36,2.91,22.19,1,6.3,
5224.444567N,00220.634331W,39.92,12:54:17.89,8.1,1.89,12.97,2.46,14.32,4.19,2.28,20.01,0.9,5.7,
5224.445140N,00220.634053W,39.85,12:54:18.94,7.83,1.89,13.02,2.49,14.55,4.3,2.85,21.74,1,6.6,
5224.445650N,00220.633803W,39.99,12:54:19.99,8.15,1.88,13.03,2.53,14.44,4.42,2.82,21.57,1,5.5,
5224.445773N,00220.633711W,40.02,12:54:20.89,8.82,1.87,13.69,2.47,14.42,4.23,4.36,20.35,0.9,9.9,
5224.446071N,00220.633401W,40,12:54:21.94,7.7,1.89,12.86,2.46,14.28,4.24,2.27,19.95,0.9,6.8,
5224.446510N,00220.633050W,40.05,12:54:22.99,7.78,1.89,13,2.49,14.24,4.24,2.26,19.9,0.9,6.8,
5224.446989N,00220.632660W,39.84,12:54:23.89,7.75,1.9,13.01,2.5,14.33,4.31,2.28,20.02,0.9,7,
5224.447573N,00220.632213W,39.9,12:54:24.94,7.77,1.89,12.84,2.51,13.89,4.34,2.21,19.41,0.9,6.2,
5224.448181N,00220.631716W,40.07,12:54:25.99,7.97,1.89,12.97,2.52,13.55,4.33,2.72,19.73,0.9,11.6,
5224.448796N,00220.631201W,40.09,12:54:26.89,7.51,1.88,12.51,2.5,13.38,4.24,2.13,18.7,0.9,6.3,
5224.449380N,00220.630743W,40.1,12:54:27.94,7.32,1.89,12.14,2.45,13.01,4.1,2.07,18.18,0.9,6,
5224.449940N,00220.630234W,40.12,12:54:28.99,7.15,1.89,12.15,2.47,13.06,4.21,2.08,18.25,0.9,6.8,
5224.450438N,00220.629702W,40.08,12:54:29.89,7.04,1.88,11.9,2.47,12.93,4.19,2.06,18.07,0.9,6.6,
5224.450959N,00220.629150W,40.13,12:54:30.94,7.67,1.89,12.27,2.5,13.01,4.34,2.07,18.18,0.9,7.8,
5224.451538N,00220.628662W,40.02,12:54:31.99,7.71,1.88,12.51,2.45,13.27,4.1,2.11,18.54,0.9,7.4,
5224.452039N,00220.628108W,40.15,12:54:32.89,7.75,1.9,12.4,2.48,12.9,4.19,3.56,17.38,0.8,9.5,
5224.452579N,00220.627623W,39.98,12:54:33.94,7.73,1.88,12.41,2.48,12.9,4.14,3.56,17.38,0.8,9.5,
5224.453188N,00220.627148W,40.11,12:54:34.99,7.32,1.9,12,2.48,12.52,4.14,2.51,18.23,0.9,10.9,
5224.453732N,00220.626685W,40.12,12:54:35.89,7.8,1.88,12.05,2.47,12.24,4.16,3.38,16.49,0.8,7,
5224.454332N,00220.626239W,40.12,12:54:36.94,7.79,1.89,11.77,2.49,12.07,4.17,3.33,16.26,0.8,7.6,
5224.454810N,00220.625910W,40.05,12:54:37.99,7.68,1.87,12,2.48,12.48,4.28,3.45,16.81,0.8,8.4,
5224.455085N,00220.625364W,40.13,12:54:38.89,7.21,1.88,11.86,2.48,12.65,4.21,2.01,17.68,0.9,6.3,
5224.455450N,00220.624764W,40.15,12:54:39.94,7.61,1.88,11.98,2.48,12.74,4.24,2.03,17.8,0.9,8,
5224.456000N,00220.624350W,40.18,12:54:40.99,7.93,1.88,12.33,2.5,12.85,4.33,3.55,17.31,0.8,8.6,
5224.456638N,00220.623895W,40.2,12:54:41.89,7.8,1.88,12.28,2.46,13.43,4.03,2.14,18.77,0.9,6.5,
5224.457261N,00220.623538W,40.17,12:54:42.94,7.64,1.93,12.52,2.51,13.24,4.43,2.1,18.5,0.9,7.3,
5224.457875N,00220.623042W,40.37,12:54:43.99,7.36,1.92,12.18,2.5,13.66,4.32,2.17,19.09,0.9,6.2,
5224.458442N,00220.622518W,40.41,12:54:44.89,6.96,1.95,11.85,2.5,13.88,4.3,2.44,23.34,1.3,8.3,
5224.458941N,00220.622031W,40.26,12:54:45.94,7.33,1.94,12.39,2.51,14.24,4.33,2.5,23.95,1.3,8.6,
5224.459544N,00220.621539W,40.33,12:54:46.99,7.26,1.91,12.34,2.48,14.2,4.25,2.5,23.88,1.3,8.4,
5224.460152N,00220.621099W,40.44,12:54:47.89,7.64,1.91,12.48,2.55,14.34,4.47,2.28,20.04,0.9,7.7,
5224.460740N,00220.620712W,40.54,12:54:48.94,7.76,1.92,12.81,2.51,14.94,4.45,2.48,25.6,1.3,9.2,
5224.461336N,00220.620425W,40.48,12:54:49.84,7.43,1.94,12.85,2.49,15.32,4.42,1.54,25.25,1.2,4.5,
5224.462041N,00220.619969W,40.52,12:54:50.89,8.11,1.92,13.02,2.49,15.27,4.37,2.53,26.16,1.3,9.9,
5224.462585N,00220.619639W,40.56,12:54:51.94,8.05,1.92,13.04,2.48,15.23,4.4,2.53,26.09,1.3,9.7,
5224.463121N,00220.619328W,40.64,12:54:52.84,7.91,1.92,12.96,2.51,15.63,4.51,1.58,25.76,1.2,3.1,
5224.463647N,00220.618930W,40.62,12:54:53.89,8.34,1.9,13.11,2.5,15.56,4.39,4.24,28.13,1.7,4,
5224.464213N,00220.618415W,40.7,12:54:54.94,8.42,1.93,13.3,2.55,15.66,4.54,3.06,23.4,1,7.7,
5224.464852N,00220.617868W,40.72,12:54:55.84,8.26,1.93,13.21,2.57,15.75,4.6,1.59,25.96,1.2,4.6,
5224.465435N,00220.617377W,40.83,12:54:56.89,8.29,1.92,13.13,2.48,15.51,4.41,3.03,23.17,1,8,
5224.465950N,00220.616855W,40.83,12:54:57.94,8.72,1.92,13.37,2.45,15.72,4.42,3.08,23.48,1,6.5,
5224.466478N,00220.616189W,40.8,12:54:58.84,10.14,1.93,14.17,2.61,15.65,4.46,2.13,20.04,0.7,2.8,
5224.467046N,00220.615589W,40.8,12:54:59.89,9.64,1.92,14.54,2.69,16.42,4.79,3.21,24.53,1,5.7,
5224.467681N,00220.615167W,40.82,12:55:00.94,8.81,1.95,14.05,2.6,16.86,4.83,1.7,27.79,1.2,3.8,
5224.468223N,00220.614607W,40.83,12:55:01.84,9.04,1.92,14.22,2.53,16.87,4.59,4.6,30.5,1.7,3.6,
5224.468824N,00220.614161W,40.9,12:55:02.89,8.65,1.95,13.88,2.56,16.87,4.72,1.7,27.8,1.2,2.8,
5224.469382N,00220.613770W,40.96,12:55:03.94,8.09,1.92,13.72,2.55,16.66,4.67,1.68,27.46,1.2,3.3,
5224.469921N,00220.613326W,41,12:55:04.84,7.99,1.94,13.28,2.54,16.37,4.64,1.65,26.98,1.2,2.8,
5224.470440N,00220.612817W,40.93,12:55:05.89,7.72,1.94,12.92,2.51,15.89,4.53,1.6,26.19,1.2,3.2,
5224.470890N,00220.612429W,40.94,12:55:06.94,8.35,1.95,13.26,2.58,16.22,4.7,1.63,26.73,1.2,3,
5224.471290N,00220.611845W,40.98,12:55:07.84,9.08,1.93,14.04,2.56,16.55,4.71,3.24,24.72,1,6.7,
5224.471697N,00220.611236W,40.9,12:55:08.89,8.6,1.94,13.76,2.59,16.46,4.68,1.66,27.13,1.2,4.1,
5224.472150N,00220.610881W,41,12:55:09.94,8.6,1.94,13.97,2.57,17.11,4.74,1.72,28.2,1.2,2,
5224.472685N,00220.610405W,41,12:55:10.84,9.18,1.93,14.46,2.54,17.43,4.69,1.76,28.73,1.2,4.1,
5224.473193N,00220.609931W,40.95,12:55:11.88,9.29,1.91,14.32,2.53,16.87,4.66,3.3,25.2,1,6.4,
5224.473507N,00220.609628W,40.87,12:55:12.94,9.57,1.88,14.7,2.58,17.16,4.76,3.36,25.64,1,5.8,
5224.473662N,00220.609802W,40.93,12:55:13.84,9.39,1.9,14.51,2.54,16.96,4.7,3.32,25.34,1,6,
5224.473979N,00220.609286W,40.87,12:55:14.89,8.58,1.93,14.02,2.58,17.02,4.74,1.72,28.05,1.2,2.4,
5224.474510N,00220.608952W,41.04,12:55:15.94,9.65,1.97,14.66,2.63,17.59,4.84,4.8,31.81,1.7,2.7,
5224.474979N,00220.608576W,41.05,12:55:16.84,9.58,1.94,14.76,2.51,17.36,4.46,3.4,25.93,1,6.4,
5224.475444N,00220.608321W,41.18,12:55:17.89,9.44,2.14,14.22,2.48,17.08,4.32,4.66,30.88,1.7,2.2,
5224.475898N,00220.608067W,41.11,12:55:18.94,9.64,2.12,14.15,2.61,17.01,4.51,4.64,30.76,1.7,1.7,
5224.476366N,00220.607728W,41.05,12:55:19.84,9.64,1.99,14.38,2.58,16.73,4.57,3.27,24.99,1,6,
5224.476787N,00220.607398W,41.15,12:55:20.89,9.65,1.96,14.51,2.59,16.81,4.78,3.29,25.11,1,5.7,
5224.477311N,00220.607058W,41.12,12:55:21.94,10.48,1.97,15.03,2.6,17.41,4.89,2.37,22.29,0.7,3.9,
5224.477795N,00220.606652W,41.12,12:55:22.84,9.66,1.98,14.47,2.73,17.01,4.87,3.33,25.41,1,5.9,
5224.478110N,00220.606499W,41.3,12:55:23.89,9.5,1.96,14.13,2.58,16.73,4.64,3.27,24.99,1,6.2,
5224.478373N,00220.606252W,41.38,12:55:24.93,10.03,1.94,14.1,2.48,16.17,4.63,2.2,20.71,0.7,2.6,
5224.478371N,00220.606116W,41.4,12:55:25.84,9.95,1.94,14.66,2.63,17.23,4.84,3.37,25.74,1,6.5,
5224.478571N,00220.605653W,41.23,12:55:26.89,9.95,1.93,15.12,2.65,17.76,4.88,3.47,26.53,1,6,
5224.478611N,00220.605460W,41.11,12:55:27.94,9.77,1.96,14.92,2.68,17.23,4.86,3.37,25.74,1,5.3,
5224.478604N,00220.604963W,41.24,12:55:28.84,9.63,1.97,14.39,2.65,16.95,4.9,3.32,25.32,1,6,
5224.478983N,00220.604304W,41.28,12:55:29.89,9.69,2.03,14.19,2.63,16.68,4.81,3.26,24.92,1,6.7,
5224.479357N,00220.603948W,41.42,12:55:30.93,10.45,1.99,14.81,2.68,17.1,4.86,2.33,21.9,0.7,3.2,
5224.479696N,00220.603577W,41.44,12:55:31.84,10.34,2.03,14.32,2.61,16.76,4.63,2.29,21.46,0.7,3.3,
5224.479937N,00220.603054W,41.44,12:55:32.88,9.82,2.07,13.69,2.64,16.57,4.75,4.52,29.96,1.7,3,
5224.479994N,00220.602983W,41.37,12:55:33.93,9.92,2.01,15.02,2.78,17.73,5.29,3.47,26.49,1,6.2,
5224.480157N,00220.602553W,41.43,12:55:34.83,9.61,1.97,15.13,2.75,17.91,5.4,3.5,26.76,1,7.8,
5224.480087N,00220.602388W,41.42,12:55:35.88,9.03,1.9,14.96,2.71,18.19,5.12,1.83,29.98,1.2,2.9,
5224.480000N,00220.602239W,41.38,12:55:36.93,9.1,1.9,15.01,2.77,18.04,5.32,1.82,29.73,1.2,3,
5224.480035N,00220.602344W,41.37,12:55:37.83,9.72,1.92,15.28,2.64,17.87,5.05,3.5,26.7,1,6.9,
5224.479996N,00220.601853W,41.46,12:55:38.88,10.25,1.97,15.08,2.68,17.86,5.02,3.49,26.68,1,6.8,
5224.480153N,00220.601337W,41.53,12:55:39.93,9.33,2.07,14.9,2.76,18.43,5.35,1.86,30.37,1.2,2.3,
5224.480258N,00220.600723W,41.5,12:55:40.83,9.35,1.98,14.5,2.61,17.67,4.9,1.78,29.12,1.2,4,
5224.480452N,00220.600212W,41.6,12:55:41.88,8.92,1.95,14.56,2.59,18.01,4.84,1.82,29.68,1.2,2.4,
5224.480745N,00220.599948W,41.7,12:55:42.93,9.12,1.94,14.53,2.61,18.02,5.16,1.82,29.7,1.2,2.1,
5224.480734N,00220.599301W,41.61,12:55:43.83,9.67,1.97,15.26,2.64,18.65,5.06,1.88,30.74,1.2,3.6,
5224.480841N,00220.598588W,41.62,12:55:44.88,9.21,1.98,14.87,2.76,18.25,5.2,1.84,30.08,1.2,2.4,
5224.481167N,00220.598115W,41.85,12:55:45.93,10.03,1.95,14.91,2.69,17.71,5.13,4.83,32.02,1.7,2.3,
5224.481071N,00220.597557W,41.89,12:55:46.83,9.32,1.93,14.7,2.63,17.73,4.93,1.79,29.22,1.2,4.1,
5224.481468N,00220.597168W,41.99,12:55:47.88,9.06,1.94,14.51,2.67,17.2,5.08,2.86,29.47,1.3,9.5,
5224.481498N,00220.596346W,42.07,12:55:48.93,8.98,1.91,14.4,2.58,17.32,4.85,1.75,28.54,1.2,3.7,
5224.481709N,00220.595701W,41.96,12:55:49.83,8.99,1.93,14.55,2.58,17.39,5,1.75,28.66,1.2,3.8,
5224.481912N,00220.595150W,42.03,12:55:50.88,9.94,1.93,14.91,2.51,17.19,4.91,3.36,25.68,1,5.9,
5224.482032N,00220.594725W,41.96,12:55:51.93,10.65,1.94,15.43,2.74,17.44,5.57,2.38,22.33,0.7,2.6,
5224.481929N,00220.594484W,41.9,12:55:52.83,10.1,1.92,15.44,2.87,17.82,5.69,3.49,26.62,1,5.5,
5224.481930N,00220.594034W,41.91,12:55:53.88,10.02,1.84,14.49,2.64,16.83,5.22,3.29,25.14,1,7,
5224.481928N,00220.594074W,41.93,12:55:54.94,9.93,1.86,14.13,2.8,15.83,5.69,2.16,20.27,0.7,1.7,
5224.481922N,00220.594008W,41.9,12:55:55.83,9.91,1.84,14.49,2.77,15.53,5.44,2.12,19.89,0.7,3.3,
5224.481987N,00220.594009W,41.87,12:55:56.88,11.05,1.87,14.89,2.8,17.53,5.57,2.39,22.45,0.7,2.9,
5224.481812N,00220.593877W,41.85,12:55:57.93,10.74,1.89,14.46,2.81,15.86,5.5,6.86,20.12,1,3.6,
5224.481909N,00220.593491W,41.9,12:55:58.83,10.06,1.97,14.41,2.8,16.8,5.2,2.29,21.51,0.7,4.1,
5224.481814N,00220.592677W,41.97,12:55:59.88,8.65,1.94,13.58,2.67,16.72,5.1,1.69,27.56,1.2,2.7,
5224.481959N,00220.592224W,42.14,12:56:00.93,9.62,1.93,14.48,2.64,16.54,4.98,3.24,24.71,1,5.8,
5224.482407N,00220.591999W,42.25,12:56:01.83,9.28,1.86,14.01,2.46,15.47,4.88,2.11,19.81,0.7,3.8,
5224.482480N,00220.591394W,42.27,12:56:02.88,8.66,1.86,13.11,2.44,15.87,4.94,4.33,28.7,1.7,2.7,
5224.482834N,00220.590790W,42.24,12:56:03.93,8.17,1.88,12.53,2.6,14.54,4.99,2.84,21.72,1,6.2,
5224.483174N,00220.590430W,42.43,12:56:04.83,8.49,1.9,12.65,2.61,14.61,5.03,2.86,21.83,1,6.9,
5224.483284N,00220.589849W,42.34,12:56:05.88,7.97,1.86,12.25,2.59,14.5,4.93,2.84,21.66,1,7.6,
5224.483653N,00220.589230W,42.49,12:56:06.78,7.56,1.91,12.06,2.67,14.29,5.1,2.51,24.03,1.3,10.5,
5224.483973N,00220.588932W,42.62,12:56:07.83,7.81,1.88,11.95,2.64,13.86,5.05,2.2,19.37,0.9,6,
5224.484218N,00220.588291W,42.57,12:56:08.88,8.1,1.85,11.32,2.6,12.83,4.74,1.82,16.1,0.6,2.8,
5224.484504N,00220.587651W,42.54,12:56:09.78,8.03,1.88,11.93,2.59,13.88,4.93,2.21,19.39,0.9,6.9,
5224.484760N,00220.587483W,42.7,12:56:10.83,8.36,1.93,11.83,2.74,13.26,5.31,1.89,16.64,0.6,2.7,
5224.485038N,00220.586979W,42.75,12:56:11.88,8.91,1.9,13.04,2.66,15.49,5.26,4.22,28.01,1.7,3.1,
5224.485169N,00220.586739W,42.62,12:56:12.78,8.68,1.83,13.02,2.72,15.96,5.17,4.35,28.86,1.7,2.4,
5224.485194N,00220.586477W,42.7,12:56:13.83,7.88,1.82,12.93,2.57,15.61,4.86,1.57,25.73,1.2,3,
5224.485215N,00220.586433W,42.69,12:56:14.88,7.45,1.84,11.96,2.64,15.04,5.24,1.52,24.79,1.2,2.2,
5224.485200N,00220.586477W,42.69,12:56:15.78,8.91,1.83,13.3,2.55,15.94,4.81,4.35,28.82,1.7,2.2,
5224.485233N,00220.586817W,42.58,12:56:16.83,8.69,1.93,12.5,2.71,14.26,5.01,2.03,17.9,0.6,4.7,
5224.485191N,00220.586642W,42.62,12:56:17.88,8.98,1.83,13,2.51,14.87,4.74,2.03,19.04,0.7,4,
5224.485241N,00220.586466W,42.61,12:56:18.78,8.68,1.82,12.42,2.61,14.47,5.03,1.97,18.53,0.7,5,
5224.485205N,00220.586493W,42.63,12:56:19.83,9,1.8,12.74,2.56,15.02,4.89,2.05,19.23,0.7,5.2,
5224.485229N,00220.586458W,42.63,12:56:20.88,9.53,1.89,14.31,2.74,16.43,5.46,3.21,24.55,1,5.9,
5224.485046N,00220.586018W,42.62,12:56:21.78,7.99,1.87,12.05,2.6,14.41,4.89,3.93,26.06,1.7,3.2,
5224.485039N,00220.585315W,42.59,12:56:22.83,8.96,1.9,13.22,2.69,15.35,5.21,3,22.93,1,6.9,
5224.485282N,00220.584545W,42.59,12:56:23.88,9.61,1.95,13.16,2.57,14.95,4.72,2.04,19.14,0.7,2.8,
5224.485380N,00220.583846W,42.52,12:56:24.78,9.69,1.99,14.41,2.94,16.67,5.98,3.26,24.9,1,6.1,
5224.485598N,00220.583325W,42.58,12:56:25.83,8.48,1.92,12.62,2.43,15.24,4.02,4.16,27.56,1.7,2.4,
5224.485642N,00220.582809W,42.49,12:56:26.88,8.52,1.95,13.69,2.73,15.77,5.5,3.09,23.56,1,6.7,
5224.485784N,00220.582117W,42.53,12:56:27.78,9.36,1.91,12.62,2.54,14.76,4.57,2.01,18.9,0.7,3.4,
5224.486001N,00220.581711W,42.58,12:56:28.83,9.73,1.94,14.27,2.64,16.57,5.1,3.24,24.75,1,6.6,
5224.486196N,00220.581296W,42.68,12:56:29.88,8.72,1.97,13.08,2.71,14.92,5.14,2.92,22.29,1,6.5,
5224.486044N,00220.581388W,42.51,12:56:30.78,9.14,1.96,13.44,2.69,16.33,5.34,4.45,29.53,1.7,1.5,
5224.486080N,00220.581265W,42.54,12:56:31.83,8.31,1.91,12.74,2.69,14.12,5.05,2.24,19.73,0.9,6.7,
5224.486225N,00220.581054W,42.58,12:56:32.88,8.67,1.9,12.85,2.68,14.93,5.34,2.92,22.3,1,7,
5224.486216N,00220.580948W,42.56,12:56:33.78,8.91,1.92,13.85,2.68,16.41,4.98,3.21,24.52,1,7.3,
5224.486256N,00220.581185W,42.53,12:56:34.83,8.53,1.96,12.73,2.75,15.38,5.36,4.19,27.81,1.7,2.4,
5224.486004N,00220.581630W,42.5,12:56:35.88,9.33,1.85,13.21,2.47,15.14,4.31,2.06,19.39,0.7,3.2,
5224.485838N,00220.582393W,42.58,12:56:36.78,9.03,1.91,13.23,2.82,14.61,5.35,1.99,18.71,0.7,3.2,
5224.485597N,00220.583251W,42.6,12:56:37.83,7.45,1.9,11.58,2.71,12.81,5.12,2.04,17.9,0.9,5.9,
5224.485264N,00220.583974W,42.54,12:56:38.88,7.7,1.83,11.63,2.53,14.08,4.74,3.65,23.21,1.5,3.1,
5224.485049N,00220.584007W,42.63,12:56:39.78,7.88,1.79,11.84,2.52,13.77,4.79,2.19,19.24,0.9,6.5,
5224.484966N,00220.584073W,42.62,12:56:40.83,8.36,1.79,11.73,2.48,13.9,4.46,1.98,17.45,0.6,6.4,
5224.485015N,00220.584218W,42.63,12:56:41.88,7.56,1.83,12.37,2.51,13.88,4.57,2.21,19.39,0.9,6,
5224.484903N,00220.584461W,42.71,12:56:42.78,8.36,1.79,11.07,2.51,12.6,4.62,1.79,15.81,0.6,4.4,
5224.484884N,00220.584438W,42.68,12:56:43.83,8.7,1.79,11.86,2.59,12.84,4.78,5.37,15.69,0.9,4.1,
5224.484830N,00220.584413W,42.65,12:56:44.88,7.65,1.83,11.59,2.5,13,4.44,2.07,18.16,0.9,5.9,
5224.484791N,00220.585080W,42.69,12:56:45.78,8.41,1.89,11.94,2.62,13.93,5,1.98,17.48,0.6,5.7,
5224.484395N,00220.585817W,42.59,12:56:46.83,8.27,1.91,11.67,2.75,12.99,5.28,1.85,16.3,0.6,3,
5224.484002N,00220.586313W,42.61,12:56:47.88,8.44,1.86,11.82,2.39,14.71,4.36,4.01,26.6,1.7,1.9,
5224.483653N,00220.587012W,42.47,12:56:48.78,8.66,1.87,12.48,2.37,15.03,4.29,4.1,27.18,1.7,2.9,
5224.483360N,00220.587649W,42.45,12:56:49.83,8.59,1.87,13.14,2.63,15.04,5.1,2.94,22.47,1,5.9,
