block,plots,VCP0.32,VCP0.71,VCP1.18,lo1inph,lo2inph,lo3inph,lo1err,lo2err,lo3err,HCP0.32,HCP0.71,HCP1.18,hi1inph,hi2inph,hi3inph,hi1err,hi2err,hi3err,repeat,treatment,name
2,111,29.82,44.38,61.57,2.83,3.41,5.25,0,0,0.2,21.72,30.33,39.23,3.08,3.42,3.9,0.2,0.1,0.1,1,12,Revelation
2,111,30.26,42.69,56.32,2.83,3.36,4.87,0,0,0,24.21,35.96,49.86,3.15,3.54,4.5,0,0,0.5,2,12,Revelation
2,111,24.28,31.2,38.5,2.79,3.18,3.91,0.1,0.1,0,25.08,38.47,55.04,3.08,3.53,4.76,0,0.2,0.1,3,12,Revelation
2,112,20.05,24.93,30.56,2.73,2.92,3.16,0,0,0.1,23.39,33.86,45.85,3.19,3.74,4.65,0.3,0.2,0.1,1,37,Memory (tall)
2,112,23.95,25.76,29.96,2.67,2.88,3.22,0,0.1,0,23.8,32.53,42.3,3.05,3.41,4.05,0.2,0.1,0.1,2,37,Memory (tall)
2,112,22.84,25.38,29.4,2.77,3.01,3.28,0,0,0,23.6,30.27,39.37,3.05,3.34,3.98,0.2,0.1,0,3,37,Memory (tall)
2,113,25.58,33.7,44.73,2.81,3.17,4.12,0,0,0,22.34,29.55,37.81,3.04,3.3,3.84,0,0,0.1,1,35,Gallant (med)
2,113,29.14,39.9,54.74,2.81,3.28,4.59,0,0.1,0.2,22.4,30.57,39.3,3.1,3.36,3.89,0.4,0.4,0.5,2,35,Gallant (med)
2,113,31.21,46.01,63.65,2.84,3.43,5.09,0.3,0,0,21.79,28.15,36.82,3,3.45,3.97,0,0.2,0,3,35,Gallant (med)
2,114,20.49,25.68,32.05,2.86,3.14,3.65,0.1,0.3,0.1,24.32,37.46,53.27,3.09,3.54,4.7,0,0.1,0.1,1,54,Fallow
2,114,23.07,26.79,33.05,2.74,3.03,3.51,0,0,0.4,24.06,35.2,46.92,3.09,3.42,4.27,0,0.1,0.1,2,54,Fallow
2,114,21.19,26.09,30.63,2.78,2.91,3.22,0.1,0,0.1,24.68,34.28,45.35,2.99,3.38,4.61,0,0,0,3,54,Fallow
2,115,21.3,23.91,27.55,2.78,2.96,3.25,0.2,0.1,0.1,19.9,27.21,36.29,3.08,3.39,4.07,0,0.2,0.3,1,2,Cordiale
2,115,21.28,23.83,27.59,2.77,2.98,3.21,0.1,0.2,0,21.12,27.71,35.06,3.08,3.43,4.05,0.1,0,0.2,2,2,Cordiale
2,115,18.83,21.09,24.72,2.82,3.02,3.28,0,0,0.2,19.33,25.36,33.29,3.13,3.42,3.99,0,0.1,0.2,3,2,Cordiale
2,116,17.97,19.62,23.05,2.79,3.03,3.3,0.2,0.2,0.4,17.56,23.37,30.51,3.11,3.38,3.84,0.1,0.1,0.4,1,64,SYNAB108101
2,116,18.95,19.83,23.4,2.81,3.03,3.28,0.2,0.2,0.3,16.55,21.05,27.65,3.06,3.31,3.82,0,0.6,0.2,2,64,SYNAB108101
2,116,19.41,19.35,22.68,2.77,3,3.29,0.1,0.1,0.3,15.78,19.62,27.73,3.07,3.36,3.83,0.2,0.2,0,3,64,SYNAB108101
2,117,20.77,23.58,27.33,2.76,2.96,3.15,0,0,0.2,21.59,27.02,32.82,3.08,3.29,3.78,0,0.3,0.1,1,27,SY Wolf
2,117,20.73,24.94,28.23,2.73,2.45,2.5,0.1,0.5,0.2,21.09,26.49,32.57,2.98,3.28,5.45,0.5,0.1,0,2,27,SY Wolf
2,117,19.84,24.47,28.49,2.75,2.57,2.8,0.3,0.3,0.4,20.82,26.61,33.49,2.91,3.25,4.56,0.3,0.5,0,3,27,SY Wolf
2,118,24.34,27.39,31.39,2.8,2.97,3.23,0.1,0.2,0,25.11,31.24,38.66,3.07,3.3,3.78,0.1,0.3,0,1,3,Glasgow
2,118,25.05,28.06,31.84,2.78,2.97,3.22,0.1,0.3,0.1,24.62,30.47,38.41,3.07,3.26,3.72,0,0,0,2,3,Glasgow
2,118,22.91,26.59,31.39,2.8,2.95,3.13,0,0,0,24.17,31.16,38.56,3.09,3.3,3.83,0,0.2,0,3,3,Glasgow
2,119,21.15,23.51,27.46,2.82,3.05,3.35,0.2,0,0.5,23.77,26.62,34.47,3.04,3.33,3.79,0.3,0.1,0.3,1,71,SY Moisson
2,119,21.93,23.69,27.48,2.78,3.03,3.28,0.1,0,0.1,22.76,27.34,34.8,3.02,3.31,3.78,0.1,0.3,0,2,71,SY Moisson
2,119,24.05,24.82,27.3,2.8,3.03,3.32,0.4,0.1,0.4,23.52,26.96,33.5,3.04,3.29,3.77,0.1,0,0,3,71,SY Moisson
2,120,25.62,30.99,35.83,2.81,2.86,3.17,0,0,0.6,26.8,32.86,40.29,3.02,3.2,3.94,0,0,0.1,1,56,Kranich 
2,120,26.65,31.05,34.5,2.81,2.98,3.22,0.1,0,0.2,28.93,33.54,39.08,3.01,3.27,3.8,0,0.1,0.1,2,56,Kranich 
2,120,23.88,27.24,30.87,2.82,3.01,3.28,0.1,0,0.3,23.28,28.72,36.9,3.06,3.34,3.83,0.2,0,0.1,3,56,Kranich 
2,121,23.91,25.97,29.75,2.77,2.97,3.29,0.1,0.1,0.6,21.2,26.24,33.86,3.09,3.33,3.9,0.1,0,0.2,1,25,Oakes
2,121,26.03,28.24,31.63,2.81,2.98,3.28,0,0.3,0.4,26.32,29.68,36.85,3.07,3.33,3.87,0,0,0,2,25,Oakes
2,121,26.56,29.36,32.69,2.8,2.99,3.28,0,0.1,0.4,26.17,30.04,38.55,3.12,3.38,3.89,0.1,0.3,0,3,25,Oakes
2,122,27.15,29.68,32.14,2.82,3.03,3.35,0.1,0,0,24.24,28.84,33.44,3.07,3.34,3.82,0,0.1,0,1,32,Dickens (med)
2,122,27.2,28.71,31.97,2.76,2.99,3.29,0.1,0,0.1,26.54,30.81,37.19,3.08,3.34,3.86,0.2,0,0.1,2,32,Dickens (med)
2,122,26.67,28.68,32.2,2.78,3.03,3.3,0,0,0.3,24.7,29.48,36.94,3.11,3.35,3.81,0.1,0.5,0.2,3,32,Dickens (med)
2,123,24.21,27.08,31.49,2.63,2.17,2.78,0.1,0.1,0,25.26,30.56,37.9,2.84,2.77,3.88,0.1,0,0.1,1,16,SY Epson
2,123,24.84,27.87,31.5,2.68,2.65,2.86,0,0,0.2,24.34,30.06,38.24,3.05,3.3,3.85,0.3,0.3,0.1,2,16,SY Epson
2,123,22.88,26.43,30.41,2.79,2.95,3.18,0,0.2,0.6,25.75,30.48,36.61,2.97,3.25,3.94,0,0.2,0,3,16,SY Epson
2,124,21.75,25.82,29.79,2.77,2.98,3.2,0.2,0.1,0,24.25,30.12,36.55,3.06,3.28,3.77,0,0,0.1,1,30,SY Flint
2,124,21.36,26.14,30.02,2.81,2.98,3.16,0,0.1,0.1,23.01,29.53,35.24,3.06,3.26,3.72,0,0,0,2,30,SY Flint
2,124,24.9,26.42,29.71,2.67,2.8,3.1,0.2,0.2,0.1,22.73,29.2,33.93,3.02,3.37,4.04,0,0.2,0,3,30,SY Flint
2,125,17.42,18.36,22.17,2.8,3.04,3.32,0.2,0.1,0.1,17.22,21.2,27.69,3.03,3.28,3.76,0,0.1,0,1,57,Meteor 
2,125,19.92,20.11,23.22,2.77,3.02,3.3,0.1,0.4,0.2,18.67,22.4,29.64,3.09,3.36,3.76,0,0.2,0.3,2,57,Meteor 
2,125,19.26,20.55,23.63,2.8,3.04,3.32,0.1,0,0.6,19.63,24.16,30.69,3.1,3.34,3.76,0.1,0.2,0,3,57,Meteor 
2,126,19.64,22.43,26.57,2.78,2.99,3.28,0.1,0,0.1,19.9,24.74,32.66,3.04,3.33,3.8,0.1,0,0.2,1,42,SY112-499 (tall)
2,126,19.52,23.88,28.09,2.82,3.02,3.31,0.1,0,0,22.15,26.99,33.38,3.02,3.32,3.79,0,0.1,0.2,2,42,SY112-499 (tall)
2,126,21.18,23.61,28.03,2.78,3.02,3.29,0,0.1,0,21.43,27.84,35.61,3.07,3.33,3.8,0.2,0.1,0,3,42,SY112-499 (tall)
2,127,23.17,27.27,31.93,2.68,2.79,3.11,0,0.2,0,24.89,31.63,40.4,2.9,3.37,4.49,0.3,0.2,0,1,4,Hereford
2,127,22.74,26.42,31.06,2.8,3.01,3.32,0.1,0,0.1,25.43,31.36,40.37,3.04,3.35,3.92,0,0.2,0,2,4,Hereford
2,127,18.39,23.24,28.95,2.8,3.03,3.42,0.1,0,0.4,22.16,30.19,40.54,3.05,3.32,3.92,0,0,0.2,3,4,Hereford
2,128,18.67,23.22,27.83,2.86,3.1,3.47,0.1,0,0.2,23.46,30.67,39.9,3.05,3.29,3.87,0.2,0.4,0,1,31,Cubanita (med)
2,128,19.74,21.52,25.33,2.82,3.05,3.39,0,0.1,0.1,27.98,28.81,36.12,3,3.34,3.89,0,0,0,2,31,Cubanita (med)
2,128,20.73,20.7,24.43,2.79,3.1,3.43,0,0.2,0.1,21.06,26.12,33.32,3.04,3.33,3.87,0.1,0.2,0.4,3,31,Cubanita (med)
2,129,17,20,23.41,2.84,3.03,3.31,0,0.2,0,18.42,22.35,29.76,3.09,3.35,3.79,2.2,0.3,0.1,1,53,Inspiration
2,129,21.34,24.23,28.12,2.75,2.99,3.28,0.1,0,0.2,16.81,23.79,31.53,3.08,3.38,3.95,0.4,0.1,0.3,2,53,Inspiration
2,129,22.28,25.09,30.53,3,3.5,3.89,0,0.1,0.3,20.33,26.98,34.7,3.08,3.35,3.85,0.2,0.1,0,3,53,Inspiration
2,130,21.77,25.2,30.5,2.77,2.99,3.25,0,0,0,21.39,28.92,38.75,3.09,3.44,4.09,0,0.1,0,1,22,SY Gold
2,130,24.3,27.65,32.67,2.77,2.99,3.24,0.1,0.1,0.1,22.56,30.07,40.21,3.08,3.29,3.91,0.3,0,0,2,22,SY Gold
2,130,23.22,27.99,33.11,2.7,2.73,3,0,0.2,0,25.42,32.01,41.47,3.08,3.33,3.89,0,0.2,0,3,22,SY Gold
2,131,21.56,23.28,27.42,2.66,2.74,3.12,0.3,0.2,0.4,22.14,27.02,34.39,3.02,3.25,4.1,0,0,0.2,1,9,Player
2,131,19.83,23.9,28.05,2.81,2.97,3.31,0.3,0.1,0.2,22.87,27.65,35.02,3.09,3.34,3.87,0,0,0.1,2,9,Player
2,131,20.21,23.8,27.53,2.81,3.03,3.29,0,0,0,20.9,26.84,33.28,3.05,3.3,3.83,0,0.4,0.1,3,9,Player
2,132,18.8,19.86,23.69,2.8,3.1,3.38,0,0.2,0.3,17.25,22.56,30.27,3.12,3.3,3.8,0.2,0.2,0.4,1,36,RhtC
2,132,22.12,21.25,23.43,2.76,2.99,3.23,0,0,0.4,19.59,22.49,29.06,3.03,3.28,3.49,0.1,0,0.1,2,36,RhtC
2,132,19.52,18.74,22.39,2.84,3.02,3.24,0.1,0.3,0.2,18.13,20.88,27.97,3.06,3.28,3.65,0,0.1,0.1,3,36,RhtC
2,133,21.31,24.96,28.57,2.79,2.95,3.3,0.1,0.1,0.2,23.21,28.28,34.75,3.05,3.31,3.9,0.1,0,0.2,1,5,JB Diego
2,133,22.51,25.95,29.63,2.76,2.92,3.15,0.1,0.1,0.2,24.09,29.46,35.38,3.09,3.3,3.9,0.2,0,0,2,5,JB Diego
2,133,22.82,26.72,30.97,2.8,3.01,3.26,0,0,0.1,23.65,30,36.78,3.08,3.34,3.88,0.1,0,0.4,3,5,JB Diego
2,134,25.04,28.97,32.86,2.79,2.9,3.25,0,0.2,0.3,23.99,31.53,38.59,3.07,3.22,3.89,0.4,0,0.1,1,47,Gladiator
2,134,25.06,28.34,32.52,2.79,2.97,3.1,0.1,0.1,0,26.49,33.6,40.89,3.08,3.27,3.75,0,0,0,2,47,Gladiator
2,134,28.23,29.76,32.58,2.5,1.54,1.75,0.3,0,0.1,27.79,34.12,40,2.61,2.46,5.05,0.1,0.1,0.2,3,47,Gladiator
2,135,24.9,28.53,32.53,2.77,3.02,3.3,0,0,0,26.79,32.78,39.88,3.08,3.36,3.87,0.2,0.2,0.2,1,45,Tobak (tall)
2,135,23.09,27.09,31.43,2.83,3.05,3.33,0,0,0.1,26.2,31.06,38.43,3.05,3.31,3.81,0,0.1,0.1,2,45,Tobak (tall)
2,135,25.99,26.84,30.12,2.78,3.06,3.31,0,0,0.4,24.42,29.89,37.01,3.01,3.29,3.83,0.4,0,0.2,3,45,Tobak (tall)
2,136,28.43,27.39,31.47,2.79,3.14,3.3,1.5,1.5,0,27.11,30.06,37.86,3.61,3.81,3.69,0,0,0.4,1,33,Edward (tall)
2,136,26.11,27.13,30.31,2.79,3.04,3.34,0,0.3,0.1,29.65,34.68,41.36,3.07,3.35,3.98,0,0.1,0,2,33,Edward (tall)
2,136,21.65,24.06,27.43,2.78,2.99,3.32,0.2,0.2,0.3,27.11,30.16,36.57,3.09,3.43,3.95,0,0,0.2,3,33,Edward (tall)
2,137,22.36,24.43,27.8,2.84,3.11,3.64,0,0.2,0.1,30.41,44.18,61.4,3.06,3.76,5.9,0.2,0,0,1,58,Bernstein
2,137,22.64,24.2,27.74,2.84,3.07,3.33,0.1,0.1,0.1,30.99,40.54,55.98,3.05,3.73,5.6,0,0.2,0.1,2,58,Bernstein
2,137,24.9,26.3,27.54,2.81,3.01,3.33,0,0.1,0.2,30.8,40.08,52.83,3.03,3.59,5.15,0.1,0.1,0.1,3,58,Bernstein
2,138,23.03,24.9,28.48,2.79,3,3.27,0.1,0.1,0.1,23.42,29.69,38.71,3.1,3.43,4.29,0,0,0.1,1,72,Bermude
2,138,24.11,27.12,31.2,2.79,3,3.27,0.1,0.2,0.2,25.72,31.43,39.71,3.11,3.41,4.2,0,0.2,0,2,72,Bermude
2,138,24.59,27.81,31.62,2.78,3.02,3.26,0.2,0,0.5,25.64,31.97,39.61,3.09,3.4,4.12,0,0,0.2,3,72,Bermude
2,139,27.95,30.58,35.79,2.76,2.96,3.23,0.1,0.1,0.1,26.83,34.62,43.8,3.05,3.36,3.97,0,0.1,0.1,1,51,Türkis 
2,139,24.03,30.19,35.23,2.8,3.01,3.27,0.1,0,0,28.61,35.05,43.12,3.02,3.31,3.93,0,0,0,2,51,Türkis 
2,139,22.35,28.23,33.72,2.8,2.99,3.29,0,0,0.1,25.87,33.55,42.5,3.03,3.32,3.89,0,0.1,0,3,51,Türkis 
2,140,21.62,26.21,30.53,2.82,2.99,3.22,0,0,0.4,24.07,29.9,37.13,3.03,3.32,3.87,0.1,0,0.3,1,34,Elixer (tall)
2,140,22.66,25.92,30.38,2.78,3,3.27,0.1,0,0,21.81,27.7,34.45,3.08,3.3,3.81,0.3,0,0.1,2,34,Elixer (tall)
2,140,21.92,24.91,28.78,2.8,3.02,3.3,0.2,0,0.2,21.37,27.2,34.33,3.06,3.29,3.8,0.1,0,0.2,3,34,Elixer (tall)
2,141,16.84,18.46,22.17,2.84,3.04,3.31,0.1,0,0.3,16.1,20.08,26.79,3.09,3.32,3.79,0.6,0.2,0.2,1,67,Expert
2,141,18.3,20.45,23.69,2.8,3.01,3.34,0.1,0.4,0,17.08,21.62,28.41,3.11,3.34,3.77,0,0.2,0,2,67,Expert
2,141,18.52,20.33,23.81,2.8,3.03,3.33,0,0,0.3,18.42,21.62,28.33,3.06,3.36,3.83,0.1,0.2,0,3,67,Expert
2,142,21.23,23.74,28.06,2.77,3.02,3.26,0,0.1,0.4,21.67,27.82,34.73,3.08,3.31,3.79,0,0.2,0,1,6,KWS Kielder
2,142,21.59,24.27,27.95,2.78,2.98,3.29,0.3,0.1,0.2,21.91,26.51,32.76,3.08,3.34,3.8,0,0.3,0.2,2,6,KWS Kielder
2,142,20.86,23.55,27.2,2.8,3.02,3.28,0.1,0,0.1,21.15,25.83,32.69,3.05,3.34,3.78,0,0.2,0.2,3,6,KWS Kielder
2,143,25.46,28.93,34.06,2.72,2.92,3.16,0,0,0,25.06,31.24,40.06,3.02,3.36,3.91,0.1,0.1,0.1,1,1,Altigo
2,143,24.92,28.87,33.67,2.77,2.94,3.2,0.1,0.2,0,26.14,32.68,40.35,3.08,3.34,3.93,0.2,0.1,0.1,2,1,Altigo
2,143,23.03,26.37,31.33,2.74,2.98,3.25,0.1,0,0.1,23.73,30.81,40.15,3.08,3.34,3.91,0,0,0.1,3,1,Altigo
2,144,21.32,24.43,28.03,2.8,3.01,3.29,0.4,0,0,21.92,26.28,31.83,3.04,3.29,3.74,0.1,0.1,0,1,18,5602HR:1-
2,144,21.25,22.54,25.17,2.79,3.02,3.27,0,0,0.3,20.28,24.15,28.96,3.05,3.28,3.77,0,0,0.3,2,18,5602HR:1-
2,144,18.15,19.08,21.59,2.78,3.01,3.27,0.2,0.1,0.2,18.26,22.06,27.97,3.09,3.32,3.78,0,0.2,0.1,3,18,5602HR:1-
3,145,17.52,19.59,22.94,2.82,3.02,3.28,0,0.1,0.2,23.08,31.25,40.45,3.11,3.42,4.03,0.1,0,0,1,10,Premio
3,145,19.79,21.58,24.89,2.79,3.01,3.24,0.3,0,0.3,23.06,31.36,41.13,2.98,3.31,3.78,0,0.2,0.1,2,10,Premio
3,145,19.37,22.36,26.71,2.81,3,3.29,0.1,0,0.3,26.44,33.92,41.53,3.09,3.35,3.92,0,0,0,3,10,Premio
3,146,23.02,27.14,33.16,2.81,3.02,3.31,0,0,0.2,21.46,26.69,34.65,3.08,3.4,3.9,0.1,0.3,0,1,71,SY Moisson
3,146,23.98,29.04,34.95,2.78,3,3.25,0.2,0.1,0.3,20.59,27.38,34.76,3.1,3.32,3.85,0,0,0.3,2,71,SY Moisson
3,146,25,29.58,34.54,2.8,2.99,3.22,0.2,0.1,0.3,20.84,26.37,34.24,3.02,3.32,3.77,0,0,0,3,71,SY Moisson
3,147,21.15,23.77,28,2.73,2.96,3.23,0.2,0,0.2,16.15,20.84,28.09,3.07,3.38,3.9,0,0.4,0.1,1,51,Türkis 
3,147,21.65,23.96,28.02,2.81,3.01,3.27,0.1,0,0,20.09,22.58,28.41,3.04,3.29,3.8,0.1,0.1,0.1,2,51,Türkis 
3,147,21.01,24.22,28.13,2.8,3.01,3.27,0,0,0.3,17.46,20.91,27.97,3.06,3.31,3.76,0.1,0.2,0.1,3,51,Türkis 
3,148,17.89,18.69,22.2,2.83,3.07,3.42,0.3,0.1,0.1,21.87,28.02,35.78,3.05,3.34,3.97,0,0.1,0.2,1,20,BW445-101
3,148,16.55,18.03,21.12,2.84,3.01,3.27,19.2,9.9,6.2,22.86,28.64,36.55,3.05,3.31,3.87,0,0.1,0.1,2,20,BW445-101
3,148,20.03,19.72,22.5,2.8,3.03,3.32,0,0.1,0,24.49,30.6,39.2,3.04,3.34,3.99,0,0.1,0.1,3,20,BW445-101
3,149,21.66,24.89,28.49,2.79,2.97,3.18,0,0.2,0.2,26.69,35.61,43.91,3.1,3.34,4.01,0.2,0,0.1,1,30,SY Flint
3,149,21.77,24.85,28.65,2.8,2.98,3.23,0.2,0,0.3,26.08,33.92,43.3,3.07,3.35,4.02,0,0,0,2,30,SY Flint
3,149,23.68,26,29.68,2.78,2.99,3.18,0.1,0.3,0.6,27.51,35.73,43.79,3.11,3.39,4.13,0,0,0.3,3,30,SY Flint
3,150,25.57,29.02,34.91,2.8,3.05,3.33,0.1,0.2,0.5,26.56,33.39,43.33,3.08,3.43,4.23,0,0.1,0.1,1,12,Revelation
3,150,25.75,30.49,35.07,2.76,2.99,3.31,0.1,0,0,27.94,34.8,45.39,3.1,3.45,4.22,0,0,0,2,12,Revelation
3,150,24.4,28.95,33.26,2.8,3.04,3.33,0.2,0,0.2,25.14,31.05,40,3.08,3.41,4.11,0,0.1,0,3,12,Revelation
3,151,23.5,26.43,30.52,2.8,3.11,3.61,0.5,0.1,0.6,24.09,26.64,30.32,3.05,3.4,3.96,0.4,0,0,1,36,RhtC
3,151,28.58,29.92,34.85,2.85,3.16,3.92,0.1,0,0.1,27.79,35.18,47.85,3.09,3.53,4.7,0.2,0.2,0.2,2,36,RhtC
3,151,25.35,29.55,35.37,2.8,3.2,4.25,0,0,0.2,32.74,44.75,58.2,3.09,3.73,5.63,0,0.1,0,3,36,RhtC
3,152,39.3,57.39,79.09,2.9,4.02,7.65,0.2,0,0,31.35,33.98,38.85,3.01,3.28,3.81,0.1,0,0.1,1,13,Riband
3,152,40.79,53.63,69.92,2.84,3.76,6.6,0,0,0,29.91,31.84,37.27,3.05,3.33,3.9,0,0.1,0,2,13,Riband
3,152,32.49,41.81,51.54,2.85,3.44,5.21,0,0.1,0.2,25.58,30.39,37.92,3.1,3.38,4.11,0,0,0.2,3,13,Riband
3,153,28.68,30.05,31.99,2.78,2.98,3.26,0.1,0,0.3,23.12,27.44,35.86,3.09,3.44,4.19,0.1,0,0,1,65,Buenno
3,153,27.18,29.91,31.88,2.82,3.01,3.33,0,0.3,0.1,24.96,30.28,39.27,3.1,3.51,4.36,0.1,0,0.1,2,65,Buenno
3,153,23.83,24.94,26.55,2.79,3.06,3.59,0.5,0.1,0.1,25.91,31.83,42.2,3.05,3.44,4.33,0,0.1,0,3,65,Buenno
3,154,20.13,23.87,27.14,2.79,3.03,3.54,0,0,0,24.67,29.75,38.23,3.03,3.36,4.07,0.3,0.4,0.2,1,53,Inspiration
3,154,22.91,27.53,31.93,2.84,3.13,3.91,0.1,0,0.4,31.28,41.07,56.92,3.09,3.68,5.5,0,0,0.1,2,53,Inspiration
3,154,25.04,27.71,32.63,2.78,3.17,4.1,0.2,0.1,0,33.05,45.96,63.84,3.13,3.79,5.83,0.1,0.2,0.4,3,53,Inspiration
3,155,39.19,58.31,80.75,2.87,3.91,7.69,0,0,0.1,28.22,36.86,48.26,3.07,3.56,4.79,0,0.1,0,1,27,SY Wolf
3,155,37.8,51.72,66.49,2.84,3.73,6.44,0.1,0.2,0.3,27.17,34.88,45.62,3.03,3.42,4.45,0.1,0.1,0,2,27,SY Wolf
3,155,30.64,37.56,44.18,2.84,3.36,4.7,0.1,0.1,0.3,25.24,33.24,41.36,3.09,3.44,4.35,0.1,0.1,0.3,3,27,SY Wolf
3,156,22.88,27.72,32.65,2.81,2.97,3.15,0.2,0.1,0,19.71,22.63,28.93,3.04,3.36,4.23,0.1,0.5,0.2,1,61,SY 11DE11228
3,156,23.75,27.24,31.65,2.78,2.92,3.15,0,0.1,0,18,21.67,28.74,3.08,3.36,3.95,0.1,0.4,0.1,2,61,SY 11DE11228
3,156,23.57,27.47,31,2.78,2.99,3.25,0.1,0.2,0.1,19.15,22.03,28.29,3.05,3.3,3.94,0.2,0,0,3,61,SY 11DE11228
3,157,20.86,22.45,24.92,2.74,2.88,3.14,0,0.5,0.3,22.67,29.04,36.41,3.04,3.29,3.87,0.2,0.1,0,1,18,5602HR:1-
3,157,19.49,20.17,23.12,2.78,2.99,3.22,0,0.1,0,24.43,30.05,38.27,3.06,3.37,3.9,0.2,0,0,2,18,5602HR:1-
3,157,19.45,20.36,22.88,2.78,3,3.26,0.2,0.1,0,24.97,30.7,39.38,3.13,3.38,3.94,0,0.2,0.2,3,18,5602HR:1-
3,158,22.98,27.06,31.25,2.82,3,3.28,0.1,0.1,0.1,26.27,35.77,42.95,3.07,3.36,4.02,0,0,0,1,19,AC Unity
3,158,22.31,26.57,31.34,2.78,2.98,3.24,0,0,0.3,26.4,33.81,42.14,3.09,3.32,4.05,0.2,0.2,0.1,2,19,AC Unity
3,158,21.78,27.12,31.63,2.79,2.93,3.27,0,0.2,0,22.76,30.84,40.15,3.05,3.28,3.93,0,0.2,0.1,3,19,AC Unity
3,159,25.25,29.09,34.07,2.48,2.26,2.82,0.1,0.1,0,20.57,25.27,31.2,3.1,3.34,3.82,0.1,0,0,1,14,Scout
3,159,25.93,29.75,34.38,2.74,2.92,3.2,0,0,0.2,19.73,22.84,28.14,3.08,3.36,3.78,0.2,0.4,0.6,2,14,Scout
3,159,21.77,26.27,31.63,2.77,2.92,3.24,0,0.1,0.1,18.71,20.62,25.57,3.11,3.32,3.79,0.2,0.2,0.1,3,14,Scout
3,160,20.15,21.35,24.9,2.85,3.04,3.3,0,0.2,0,18.37,20.4,25.15,3.08,3.29,3.74,0.1,0.3,0,1,4,Hereford
3,160,19.67,21.19,23.84,2.77,3,3.29,0,0.2,0.4,18.38,20.43,25.24,3.09,3.29,3.74,0,0.1,0.1,2,4,Hereford
3,160,18.8,19.97,22.06,2.79,3,3.29,0.1,0.1,0.6,18.42,20.5,25.33,3.09,3.29,3.75,0.1,0,0.3,3,4,Hereford
3,161,17.96,19.14,21.85,2.79,3,3.23,0.6,0,0,15.19,18.13,24.3,3.07,3.32,3.78,0,0.3,0.2,1,3,Glasgow
3,161,18.55,20.37,23.01,2.81,3.02,3.27,0.2,0,0.5,17.3,20.34,26.34,3.04,3.33,3.79,0,0.2,0,2,3,Glasgow
3,161,19.56,21.8,25.09,2.79,3.02,3.28,0.1,0,0.3,18.96,23.01,29.69,3.07,3.33,3.82,0.1,0,0.1,3,3,Glasgow
3,162,21.98,26.41,31.42,2.81,2.94,3.22,0.4,0.1,0.2,22.64,30.31,39.41,3.06,3.29,4,0,0.1,0,1,66,Bologna 902109
3,162,26.01,29.38,33.93,2.73,2.9,3.17,0,0.2,0,26.07,34.65,43.13,3.06,3.32,3.91,0.2,0,0.2,2,66,Bologna 902109
3,162,24.92,28.72,33.21,2.73,2.91,3.15,0,0,0.5,26.13,33.88,42.71,3.08,3.37,3.95,0.2,0.2,0,3,66,Bologna 902109
3,163,23.65,27.29,32.16,2.64,2.9,3.14,0,0.1,0,24.16,32.43,42.14,3.09,3.51,4.2,0.1,0.1,0,1,16,SY Epson
3,163,24.7,27.81,32.45,2.7,2.82,3.08,0,0.1,0.3,26.45,34.17,42.48,3.05,3.38,4.1,0,0,0.1,2,16,SY Epson
3,163,25.19,28.25,32.27,2.72,2.97,3.23,0,0,0,25.4,33.42,40.66,3.05,3.37,4.02,0,0,0,3,16,SY Epson
3,164,18.43,20.15,23.11,2.81,3.04,3.39,0.2,0.2,0,19.69,24.52,32.52,3.1,3.4,4.08,0.1,0.4,0,1,5,JB Diego
3,164,19.2,19.96,22.58,2.77,3.01,3.36,0,0.1,0,19.14,24.13,32.98,3.13,3.39,4.05,0.3,0,0,2,5,JB Diego
3,164,18.64,20.77,24.33,2.75,2.98,3.55,0.3,0,0.1,19.47,25.71,34.16,3.1,3.37,4.22,0.5,0,0,3,5,JB Diego
3,165,26.17,34.28,44.25,2.81,3.27,4.56,0,0,0.1,27.96,37.97,49.48,3.08,3.43,4.44,0.1,0.1,0.1,1,34,Elixer (tall)
3,165,30.42,43.8,61.59,2.85,3.49,5.83,0,0.1,0.2,28.63,36.96,45.64,3.03,3.35,4.13,0,0,0.1,2,34,Elixer (tall)
3,165,35.05,54.47,78.31,2.83,3.75,7.06,0.2,0.1,0.1,24.54,30.25,36.11,3.04,3.32,3.73,0.3,0.2,0,3,34,Elixer (tall)
3,166,23.66,28.5,33.5,2.8,3.13,3.83,0.1,0.1,0,30.45,43.23,58.5,3.11,3.74,5.72,0,0,0,1,63,Interet
3,166,26.1,27.76,31.07,2.76,3.01,3.28,0,0,0.5,30.57,39.3,51.71,3.11,3.68,5.4,0,0,0,2,63,Interet
3,166,24.38,26.37,28.87,2.77,2.91,3.03,0.1,0.3,0.1,28.02,36.37,48.31,3.1,3.53,5.08,0.1,0,0,3,63,Interet
3,167,23.62,25.17,27.55,2.77,2.99,3.24,0.1,0.1,0,23.99,27.18,33.75,3.03,3.42,4.29,0,0,0,1,59,Helmond
3,167,22.36,23.95,26.14,2.82,2.99,3.24,0,0.1,0.1,22.37,24.89,30.52,3.08,3.41,4.15,0,0.1,0.1,2,59,Helmond
3,167,22.49,23.63,25.69,2.79,3,3.2,0.1,0.1,0,22.08,24.65,29.32,3.06,3.36,4.01,0,0,0.2,3,59,Helmond
