Latitude,Longitude,Altitude,Time,HCP0.32f10000h0,HCP0.32f10000h0_inph,HCP0.72f10000h0,HCP0.72f10000h0_inph,HCP1.18f10000h0,HCP1.18f10000h0_inph,Inv.Cond.1[mS/m],Inv.Cond.2[mS/m],Inv.Thick[m],Inv.RMS[%],Note
5332.505065N,00255.766784W,23.51,10:54:11.51,-0.59,2.52,2.44,2.56,5.53,2.91,-1,-1,-1,-1,
5332.505065N,00255.766784W,23.51,10:54:11.96,-0.54,2.51,2.52,2.53,5.55,2.9,-1,-1,-1,-1,
5332.504717N,00255.765328W,23.6,10:54:12.50,-0.37,2.5,2.62,2.53,5.72,2.91,-1,-1,-1,-1,
5332.504346N,00255.764034W,23.52,10:54:13.02,-0.35,2.5,2.66,2.52,5.68,2.89,-1,-1,-1,-1,
5332.504346N,00255.764034W,23.52,10:54:13.47,-0.19,2.5,2.78,2.52,5.73,2.9,-1,-1,-1,-1,
5332.504346N,00255.764034W,23.52,10:54:14.00,-0.39,2.51,2.65,2.53,5.61,2.84,-1,-1,-1,-1,
5332.503978N,00255.762785W,23.72,10:54:14.52,-0.03,2.49,2.26,2.54,5.6,2.9,-1,-1,-1,-1,
5332.503978N,00255.762785W,23.72,10:54:14.97,-0.23,2.51,2.49,2.54,5.44,2.86,-1,-1,-1,-1,
5332.503524N,00255.761519W,23.68,10:54:15.49,-0.57,2.49,2.27,2.51,5.38,2.87,-1,-1,-1,-1,
5332.503524N,00255.761519W,23.68,10:54:16.01,-0.67,2.5,2.28,2.52,5.21,2.89,-1,-1,-1,-1,
5332.503034N,00255.760308W,23.7,10:54:16.46,-1.14,2.52,1.84,2.55,4.92,2.92,-1,-1,-1,-1,
5332.503034N,00255.760308W,23.7,10:54:16.99,-0.73,2.51,2,2.55,4.83,2.92,-1,-1,-1,-1,
5332.502587N,00255.759179W,23.64,10:54:17.52,-0.63,2.48,2.08,2.54,4.89,2.93,-1,-1,-1,-1,
5332.502587N,00255.759179W,23.64,10:54:17.97,-0.51,2.5,2.1,2.56,5.11,2.94,-1,-1,-1,-1,
5332.502253N,00255.757940W,23.51,10:54:18.50,-0.5,2.5,2.27,2.53,5.25,2.93,-1,-1,-1,-1,
5332.501917N,00255.756669W,23.49,10:54:19.02,-0.66,2.52,1.92,2.56,5.07,2.98,-1,-1,-1,-1,
5332.501917N,00255.756669W,23.49,10:54:19.47,-0.28,2.46,2.07,2.53,5.11,2.93,-1,-1,-1,-1,
5332.501917N,00255.756669W,23.49,10:54:20.00,-0.77,2.51,1.94,2.55,5.09,2.93,-1,-1,-1,-1,
5332.501548N,00255.755294W,23.45,10:54:20.52,-0.69,2.53,2.37,2.58,5.23,2.96,-1,-1,-1,-1,
5332.501548N,00255.755294W,23.45,10:54:20.97,0.04,2.51,1.88,2.59,5,2.96,-1,-1,-1,-1,
5332.501215N,00255.753956W,23.56,10:54:21.49,-0.68,2.52,2.04,2.58,5.07,2.93,-1,-1,-1,-1,
5332.501215N,00255.753956W,23.56,10:54:22.02,-0.39,2.48,2.09,2.53,5.12,2.94,-1,-1,-1,-1,
5332.500988N,00255.752574W,23.55,10:54:22.46,-0.38,2.51,1.82,2.58,5.01,2.95,-1,-1,-1,-1,
5332.500988N,00255.752574W,23.55,10:54:22.98,0.27,2.47,2.49,2.52,5.5,2.9,-1,-1,-1,-1,
5332.500774N,00255.751295W,23.61,10:54:23.51,-0.42,2.47,2.46,2.54,5.19,2.95,-1,-1,-1,-1,
5332.500774N,00255.751295W,23.61,10:54:23.96,-0.96,2.53,2.09,2.59,5.2,2.98,-1,-1,-1,-1,
5332.500557N,00255.750143W,23.6,10:54:24.48,-0.63,2.51,2.03,2.58,5.09,2.97,-1,-1,-1,-1,
5332.500557N,00255.750143W,23.6,10:54:25.01,-1.04,2.52,1.82,2.57,4.98,2.97,-1,-1,-1,-1,
5332.500482N,00255.748875W,23.57,10:54:25.46,-1.1,2.52,1.89,2.57,5.09,2.94,-1,-1,-1,-1,
5332.500482N,00255.748875W,23.57,10:54:25.98,-0.76,2.53,2.07,2.59,4.95,2.94,-1,-1,-1,-1,
5332.500243N,00255.747568W,23.42,10:54:26.52,-0.74,2.53,1.87,2.57,5.33,2.85,-1,-1,-1,-1,
5332.500243N,00255.747568W,23.42,10:54:26.97,-0.3,2.52,2.18,2.56,5.15,2.94,-1,-1,-1,-1,
5332.500048N,00255.746221W,23.52,10:54:27.49,-0.74,2.53,1.92,2.6,4.89,2.96,-1,-1,-1,-1,
5332.499823N,00255.744880W,23.37,10:54:28.02,-0.14,2.51,2.32,2.57,5.22,2.97,-1,-1,-1,-1,
5332.499823N,00255.744880W,23.37,10:54:28.47,-0.3,2.51,2.19,2.56,5.15,2.97,-1,-1,-1,-1,
5332.499823N,00255.744880W,23.37,10:54:28.99,-0.31,2.5,2.26,2.55,5.25,2.95,-1,-1,-1,-1,
5332.499608N,00255.743502W,23.5,10:54:29.52,-0.8,2.54,2.16,2.59,5.12,2.93,-1,-1,-1,-1,
5332.499608N,00255.743502W,23.5,10:54:29.97,-0.54,2.51,2.02,2.55,5.09,2.95,-1,-1,-1,-1,
5332.499419N,00255.742178W,23.4,10:54:30.50,-0.72,2.51,2.16,2.57,5.19,2.97,-1,-1,-1,-1,
5332.499169N,00255.740840W,23.36,10:54:31.02,-0.45,2.5,2.16,2.56,5.08,2.97,-1,-1,-1,-1,
5332.499169N,00255.740840W,23.36,10:54:31.47,-0.83,2.54,2.21,2.59,5.06,2.97,-1,-1,-1,-1,
5332.499169N,00255.740840W,23.36,10:54:32.00,-1.02,2.53,2.02,2.6,4.94,2.96,-1,-1,-1,-1,
5332.498855N,00255.739582W,23.27,10:54:32.52,-0.17,2.49,2.23,2.55,5.15,2.96,-1,-1,-1,-1,
5332.498855N,00255.739582W,23.27,10:54:32.97,-0.52,2.5,2,2.57,4.87,2.97,-1,-1,-1,-1,
5332.498578N,00255.738258W,23.32,10:54:33.50,-0.34,2.5,2.17,2.58,4.88,2.97,-1,-1,-1,-1,
5332.498290N,00255.736991W,23.36,10:54:34.02,-0.95,2.52,1.88,2.58,4.76,2.97,-1,-1,-1,-1,
5332.498290N,00255.736991W,23.36,10:54:34.47,-0.57,2.51,2.04,2.57,4.71,2.96,-1,-1,-1,-1,
5332.498290N,00255.736991W,23.36,10:54:35.00,-1.04,2.54,1.83,2.61,4.62,2.96,-1,-1,-1,-1,
5332.497997N,00255.735803W,23.41,10:54:35.52,-0.86,2.54,1.98,2.58,4.92,2.96,-1,-1,-1,-1,
5332.497997N,00255.735803W,23.41,10:54:35.97,-0.95,2.52,1.9,2.57,4.99,2.94,-1,-1,-1,-1,
5332.497781N,00255.734551W,23.35,10:54:36.49,-0.56,2.53,2.25,2.57,5.26,2.93,-1,-1,-1,-1,
5332.497781N,00255.734551W,23.35,10:54:37.02,-0.91,2.54,2.07,2.62,4.94,2.97,-1,-1,-1,-1,
5332.497619N,00255.733233W,23.34,10:54:37.46,-0.67,2.53,2.2,2.57,5.24,2.92,-1,-1,-1,-1,
5332.497619N,00255.733233W,23.34,10:54:37.98,-0.83,2.54,2.22,2.58,5.19,2.89,-1,-1,-1,-1,
5332.497364N,00255.731993W,23.4,10:54:38.51,-0.72,2.53,2.38,2.56,5.34,2.91,-1,-1,-1,-1,
5332.497364N,00255.731993W,23.4,10:54:38.96,-0.74,2.54,2.34,2.58,5.22,2.94,-1,-1,-1,-1,
5332.496941N,00255.730838W,23.32,10:54:39.48,-0.64,2.53,2.33,2.58,5.2,2.96,-1,-1,-1,-1,
5332.496552N,00255.729629W,23.37,10:54:40.02,-0.56,2.54,2.38,2.59,5.04,2.97,-1,-1,-1,-1,
5332.496552N,00255.729629W,23.37,10:54:40.47,-0.84,2.55,2.1,2.6,5.11,2.95,-1,-1,-1,-1,
5332.496552N,00255.729629W,23.37,10:54:40.99,-0.78,2.54,2.22,2.61,4.99,2.97,-1,-1,-1,-1,
5332.496201N,00255.728418W,23.54,10:54:41.52,-0.62,2.53,2.1,2.59,5.08,2.92,-1,-1,-1,-1,
5332.496201N,00255.728418W,23.54,10:54:41.97,-0.42,2.53,2.31,2.56,5.12,2.91,-1,-1,-1,-1,
5332.495881N,00255.727275W,23.56,10:54:42.49,-0.54,2.53,2.3,2.57,4.96,2.93,-1,-1,-1,-1,
5332.495688N,00255.726018W,23.66,10:54:43.02,-0.97,2.55,1.93,2.61,4.78,2.96,-1,-1,-1,-1,
5332.495688N,00255.726018W,23.66,10:54:43.47,-1.18,2.55,1.87,2.6,4.85,2.96,-1,-1,-1,-1,
5332.495688N,00255.726018W,23.66,10:54:43.99,-1.12,2.57,1.81,2.63,4.94,2.96,-1,-1,-1,-1,
5332.495441N,00255.724719W,23.64,10:54:44.52,-1.11,2.57,1.79,2.64,4.63,2.94,-1,-1,-1,-1,
5332.495441N,00255.724719W,23.64,10:54:44.97,-0.46,2.56,3.11,2.56,4.85,2.91,-1,-1,-1,-1,
5332.495167N,00255.723597W,23.58,10:54:45.49,0.38,2.55,2.46,2.6,4.8,2.93,-1,-1,-1,-1,
5332.494876N,00255.722464W,23.58,10:54:46.02,-1.38,2.58,1.55,2.65,4.47,2.94,-1,-1,-1,-1,
5332.494876N,00255.722464W,23.58,10:54:46.47,-1.45,2.58,1.44,2.67,4.22,2.98,-1,-1,-1,-1,
5332.494876N,00255.722464W,23.58,10:54:46.99,-2.19,2.57,1.18,2.68,4.07,3.01,-1,-1,-1,-1,
5332.494584N,00255.721516W,23.58,10:54:47.51,-1.49,2.58,1.24,2.67,4.22,2.99,-1,-1,-1,-1,
5332.494584N,00255.721516W,23.58,10:54:47.96,-1.46,2.58,1.58,2.66,4.25,3,-1,-1,-1,-1,
5332.494366N,00255.720679W,23.59,10:54:48.49,-1.23,2.57,1.4,2.66,4.15,3,-1,-1,-1,-1,
5332.494249N,00255.720221W,23.64,10:54:49.02,-1.07,2.57,1.63,2.66,4.28,2.99,-1,-1,-1,-1,
5332.494249N,00255.720221W,23.64,10:54:49.47,-1.27,2.57,1.49,2.66,4.28,2.99,-1,-1,-1,-1,
5332.494249N,00255.720221W,23.64,10:54:49.99,-1.47,2.58,1.51,2.67,4.39,2.99,-1,-1,-1,-1,
5332.494183N,00255.720158W,23.71,10:54:50.43,-1.39,2.58,1.44,2.66,4.31,2.98,-1,-1,-1,-1,
5332.494183N,00255.720158W,23.71,10:54:50.96,-1.41,2.58,1.62,2.65,4.63,2.96,-1,-1,-1,-1,
5332.494122N,00255.719728W,23.7,10:54:51.48,-1.62,2.57,1.4,2.65,4.4,2.97,-1,-1,-1,-1,
5332.494122N,00255.719728W,23.7,10:54:51.93,-1.52,2.57,1.49,2.63,4.4,2.95,-1,-1,-1,-1,
5332.493902N,00255.718617W,23.73,10:54:52.46,-1.5,2.56,1.46,2.63,4.36,2.98,-1,-1,-1,-1,
5332.493902N,00255.718617W,23.73,10:54:52.98,-1.48,2.57,1.32,2.64,4.36,3,-1,-1,-1,-1,
5332.493605N,00255.717463W,23.6,10:54:53.44,-1.6,2.57,1.36,2.64,4.35,2.95,-1,-1,-1,-1,
5332.493605N,00255.717463W,23.6,10:54:53.97,-1.54,2.57,1.35,2.64,4.31,3,-1,-1,-1,-1,
5332.493257N,00255.716233W,23.63,10:54:54.48,-1.47,2.56,1.33,2.65,4.26,2.99,-1,-1,-1,-1,
5332.493257N,00255.716233W,23.63,10:54:54.93,-1.44,2.57,1.21,2.64,4.15,2.99,-1,-1,-1,-1,
5332.492947N,00255.715102W,23.64,10:54:55.48,-1.59,2.58,1.26,2.67,4.09,2.99,-1,-1,-1,-1,
5332.492947N,00255.715102W,23.64,10:54:56.00,-1.56,2.57,1.3,2.66,3.84,3,-1,-1,-1,-1,
5332.492620N,00255.713933W,23.83,10:54:56.44,-1.49,2.58,1.11,2.68,3.68,3.01,-1,-1,-1,-1,
5332.492620N,00255.713933W,23.83,10:54:56.96,-1.77,2.58,1,2.68,3.77,3.02,-1,-1,-1,-1,
5332.492253N,00255.712724W,24.03,10:54:57.50,-1.52,2.57,1.28,2.66,3.97,3,-1,-1,-1,-1,
5332.492253N,00255.712724W,24.03,10:54:57.95,-1.44,2.56,1.25,2.65,4.14,2.99,-1,-1,-1,-1,
5332.491878N,00255.711698W,23.91,10:54:58.47,-1.45,2.57,1.31,2.64,4.12,2.97,-1,-1,-1,-1,
5332.491878N,00255.711698W,23.91,10:54:59.00,-1.6,2.56,1.27,2.64,4.02,2.99,-1,-1,-1,-1,
5332.491490N,00255.710484W,23.94,10:54:59.45,-1.37,2.56,1.34,2.63,4.17,3.01,-1,-1,-1,-1,
5332.491490N,00255.710484W,23.94,10:54:59.97,-1.4,2.56,1.3,2.65,4.08,3,-1,-1,-1,-1,
5332.491114N,00255.709271W,23.93,10:55:00.49,-1.38,2.56,1.19,2.64,3.93,2.99,-1,-1,-1,-1,
5332.491114N,00255.709271W,23.93,10:55:00.94,-1.37,2.56,1.38,2.64,4.16,2.99,-1,-1,-1,-1,
5332.490840N,00255.708165W,23.99,10:55:01.47,-1.19,2.56,1.28,2.63,4.05,3.02,-1,-1,-1,-1,
5332.490840N,00255.708165W,23.99,10:55:01.92,-1.41,2.57,1.42,2.66,4.17,3.02,-1,-1,-1,-1,
5332.490724N,00255.707000W,24.04,10:55:02.46,-1.35,2.57,1.28,2.65,4.03,3,-1,-1,-1,-1,
5332.490724N,00255.707000W,24.04,10:55:02.98,-1.48,2.58,1.17,2.66,3.81,3.02,-1,-1,-1,-1,
5332.490974N,00255.705838W,24.05,10:55:03.42,-1.47,2.57,1.27,2.66,3.92,3.02,-1,-1,-1,-1,
5332.490974N,00255.705838W,24.05,10:55:03.95,-1.29,2.56,1.28,2.65,4.2,3.02,-1,-1,-1,-1,
5332.491476N,00255.705066W,24.03,10:55:04.48,-1.53,2.58,1.34,2.67,4.23,3.03,-1,-1,-1,-1,
5332.491476N,00255.705066W,24.03,10:55:04.93,-1.4,2.56,1.29,2.66,4.28,3.04,-1,-1,-1,-1,
5332.492128N,00255.704368W,24.1,10:55:05.46,-1.32,2.58,1.55,2.68,4.15,3.05,-1,-1,-1,-1,
5332.492128N,00255.704368W,24.1,10:55:05.98,-1.48,2.58,1.48,2.7,4.16,3.04,-1,-1,-1,-1,
5332.492879N,00255.703690W,24.34,10:55:06.44,-1.34,2.58,1.5,2.68,4.47,3.04,-1,-1,-1,-1,
5332.492879N,00255.703690W,24.34,10:55:06.96,-1.56,2.57,1.69,2.67,4.5,3.03,-1,-1,-1,-1,
5332.493614N,00255.703393W,24.31,10:55:07.47,-1.14,2.57,1.76,2.67,4.44,3.03,-1,-1,-1,-1,
5332.493614N,00255.703393W,24.31,10:55:07.93,-1.23,2.58,1.61,2.68,4.59,3.02,-1,-1,-1,-1,
5332.494278N,00255.702894W,24.1,10:55:08.45,-1.18,2.57,1.67,2.66,4.55,3.03,-1,-1,-1,-1,
5332.494278N,00255.702894W,24.1,10:55:08.98,-1.17,2.56,1.66,2.64,4.44,3.01,-1,-1,-1,-1,
5332.495067N,00255.702520W,24.08,10:55:09.44,-1.39,2.56,1.37,2.66,4.1,3.02,-1,-1,-1,-1,
5332.495067N,00255.702520W,24.08,10:55:09.96,-1.18,2.56,1.4,2.65,4.26,3.03,-1,-1,-1,-1,
5332.495869N,00255.702167W,24.03,10:55:10.48,-1.54,2.57,1.33,2.66,4.15,3.01,-1,-1,-1,-1,
5332.495869N,00255.702167W,24.03,10:55:10.94,-1.32,2.57,1.34,2.66,4.03,3.02,-1,-1,-1,-1,
5332.496555N,00255.701789W,24.12,10:55:11.48,-1.59,2.57,1.25,2.66,4.12,3.03,-1,-1,-1,-1,
5332.496555N,00255.701789W,24.12,10:55:11.92,-1.17,2.55,1.34,2.64,4.07,3.01,-1,-1,-1,-1,
5332.497250N,00255.701648W,24.1,10:55:12.45,-1.25,2.55,1.47,2.63,4.33,2.99,-1,-1,-1,-1,
5332.497250N,00255.701648W,24.1,10:55:12.97,-1.28,2.55,1.77,2.63,4.44,3,-1,-1,-1,-1,
5332.497984N,00255.701373W,23.89,10:55:13.42,-1.1,2.55,1.62,2.63,4.31,2.99,-1,-1,-1,-1,
5332.497984N,00255.701373W,23.89,10:55:13.95,-1.01,2.53,1.37,2.59,4.27,2.99,-1,-1,-1,-1,
5332.498670N,00255.701082W,23.97,10:55:14.48,-1.39,2.56,1.35,2.65,4.13,3,-1,-1,-1,-1,
5332.498670N,00255.701082W,23.97,10:55:14.92,-1.64,2.56,1.22,2.64,3.99,3,-1,-1,-1,-1,
5332.499348N,00255.700629W,24.03,10:55:15.45,-1.06,2.55,1.4,2.64,4.07,3,-1,-1,-1,-1,
5332.499348N,00255.700629W,24.03,10:55:15.97,-1.47,2.56,1.25,2.64,3.89,3,-1,-1,-1,-1,
5332.500123N,00255.700265W,23.95,10:55:16.42,-1.37,2.56,1.3,2.63,3.97,2.99,-1,-1,-1,-1,
5332.500123N,00255.700265W,23.95,10:55:16.95,-1.2,2.54,1.42,2.61,3.94,2.98,-1,-1,-1,-1,
5332.500966N,00255.700178W,24.01,10:55:17.47,-1.11,2.53,1.24,2.61,3.94,3.02,-1,-1,-1,-1,
5332.500966N,00255.700178W,24.01,10:55:17.92,-1.65,2.56,1.18,2.63,3.93,3,-1,-1,-1,-1,
5332.501773N,00255.700457W,23.89,10:55:18.45,-0.81,2.53,1.68,2.6,4.08,2.98,-1,-1,-1,-1,
5332.501773N,00255.700457W,23.89,10:55:18.97,-1.26,2.55,1.32,2.63,3.96,3.01,-1,-1,-1,-1,
5332.502548N,00255.701004W,23.67,10:55:19.42,-1.81,2.57,0.87,2.66,3.62,3.01,-1,-1,-1,-1,
5332.502548N,00255.701004W,23.67,10:55:19.95,-1.51,2.55,1.12,2.63,3.58,2.99,-1,-1,-1,-1,
5332.503243N,00255.701547W,23.54,10:55:20.47,-1.16,2.54,0.95,2.63,3.58,3.02,-1,-1,-1,-1,
5332.503243N,00255.701547W,23.54,10:55:20.92,-1.22,2.52,1.08,2.61,3.72,3.01,-1,-1,-1,-1,
5332.503955N,00255.702119W,23.66,10:55:21.47,-1.7,2.54,1.1,2.62,3.98,3,-1,-1,-1,-1,
5332.503955N,00255.702119W,23.66,10:55:21.93,-1.51,2.57,1.34,2.64,3.86,2.98,-1,-1,-1,-1,
5332.504680N,00255.702792W,23.54,10:55:22.45,-1.01,2.54,1.33,2.61,3.88,2.99,-1,-1,-1,-1,
5332.504680N,00255.702792W,23.54,10:55:22.97,-1.41,2.54,1.07,2.61,3.73,3,-1,-1,-1,-1,
5332.505335N,00255.703567W,23.78,10:55:23.43,-1.54,2.55,0.81,2.63,3.19,3.09,-1,-1,-1,-1,
5332.505335N,00255.703567W,23.78,10:55:23.95,-1.65,2.55,0.97,2.63,3.85,3.01,-1,-1,-1,-1,
5332.505919N,00255.704660W,23.9,10:55:24.48,-1.46,2.55,1.12,2.65,4.04,3.03,-1,-1,-1,-1,
5332.505919N,00255.704660W,23.9,10:55:24.92,-1.6,2.55,1.06,2.63,3.81,3,-1,-1,-1,-1,
5332.506481N,00255.705706W,23.86,10:55:25.45,-1.47,2.56,1.24,2.64,3.79,2.98,-1,-1,-1,-1,
5332.506481N,00255.705706W,23.86,10:55:25.97,-1.98,2.55,1.19,2.63,3.81,2.97,-1,-1,-1,-1,
5332.507128N,00255.706774W,23.85,10:55:26.41,-1.47,2.55,1.27,2.62,3.82,2.97,-1,-1,-1,-1,
5332.507128N,00255.706774W,23.85,10:55:26.94,-2.11,2.55,1.04,2.65,3.55,3,-1,-1,-1,-1,
5332.507757N,00255.707698W,23.89,10:55:27.48,-1.28,2.56,1.06,2.66,3.7,3.02,-1,-1,-1,-1,
5332.507757N,00255.707698W,23.89,10:55:27.92,-1.32,2.55,1.24,2.64,3.91,2.99,-1,-1,-1,-1,
5332.507990N,00255.708753W,23.86,10:55:28.45,-1.63,2.57,0.98,2.66,3.75,3.02,-1,-1,-1,-1,
5332.507990N,00255.708753W,23.86,10:55:28.98,-1.53,2.57,1.23,2.66,4.01,3.03,-1,-1,-1,-1,
5332.508107N,00255.709971W,23.81,10:55:29.42,-1.62,2.56,1.1,2.65,4.23,3,-1,-1,-1,-1,
5332.508107N,00255.709971W,23.81,10:55:29.95,-0.94,2.56,2.05,2.62,4.42,2.97,-1,-1,-1,-1,
5332.508309N,00255.711227W,23.81,10:55:30.48,-0.33,2.55,1.87,2.62,4.32,2.99,-1,-1,-1,-1,
5332.508309N,00255.711227W,23.81,10:55:30.92,-1.23,2.56,1.48,2.65,4.13,3,-1,-1,-1,-1,
5332.508566N,00255.712504W,23.71,10:55:31.45,-1.62,2.55,1.34,2.64,3.9,3.03,-1,-1,-1,-1,
5332.508566N,00255.712504W,23.71,10:55:31.98,-1.28,2.55,1.2,2.64,4.11,3,-1,-1,-1,-1,
5332.508909N,00255.713746W,23.64,10:55:32.41,-1.38,2.57,1.69,2.64,4.24,2.96,-1,-1,-1,-1,
5332.508909N,00255.713746W,23.64,10:55:32.94,2.6,2.49,2.92,2.54,4.73,2.94,1.81,751.6,5.6,8.1,
5332.509156N,00255.715080W,23.56,10:55:33.40,-1.06,2.54,1.42,2.62,4.16,3.02,-1,-1,-1,-1,
5332.509156N,00255.715080W,23.56,10:55:33.92,-1.21,2.56,1.42,2.65,4.06,3.01,-1,-1,-1,-1,
5332.509388N,00255.716383W,23.45,10:55:34.45,-1.42,2.57,1.28,2.66,4.06,3.02,-1,-1,-1,-1,
5332.509388N,00255.716383W,23.45,10:55:34.90,-1.75,2.57,1.12,2.66,3.79,3,-1,-1,-1,-1,
5332.509699N,00255.717676W,23.44,10:55:35.42,-1.3,2.54,1.18,2.64,3.83,3.02,-1,-1,-1,-1,
5332.509699N,00255.717676W,23.44,10:55:35.95,-1.57,2.56,1.31,2.65,3.89,3.01,-1,-1,-1,-1,
5332.509984N,00255.718913W,23.53,10:55:36.41,-1.19,2.55,1.49,2.63,4.24,3,-1,-1,-1,-1,
5332.509984N,00255.718913W,23.53,10:55:36.93,-1.1,2.55,1.56,2.62,4.19,2.97,-1,-1,-1,-1,
5332.510134N,00255.720324W,23.4,10:55:37.46,-0.99,2.52,1.46,2.59,4.06,2.96,-1,-1,-1,-1,
5332.510134N,00255.720324W,23.4,10:55:37.91,-1.27,2.56,1.52,2.63,4.25,2.99,-1,-1,-1,-1,
5332.510317N,00255.721682W,23.32,10:55:38.43,-1.23,2.54,1.45,2.62,4.29,3.01,-1,-1,-1,-1,
5332.510317N,00255.721682W,23.32,10:55:38.96,-0.74,2.5,1.72,2.61,4.7,3.02,-1,-1,-1,-1,
5332.510443N,00255.723135W,23.24,10:55:39.41,-0.93,2.53,1.82,2.61,4.76,3,-1,-1,-1,-1,
5332.510443N,00255.723135W,23.24,10:55:39.94,-1.03,2.56,1.94,2.64,4.71,3.02,-1,-1,-1,-1,
5332.510514N,00255.724539W,23.42,10:55:40.40,-1,2.55,1.88,2.63,4.7,3.01,-1,-1,-1,-1,
5332.510514N,00255.724539W,23.42,10:55:40.93,-1.12,2.56,1.66,2.64,4.58,3.03,-1,-1,-1,-1,
5332.510637N,00255.725988W,23.47,10:55:41.45,-1.34,2.53,1.73,2.62,4.71,3.01,-1,-1,-1,-1,
5332.510637N,00255.725988W,23.47,10:55:41.90,-0.47,2.52,1.8,2.59,4.65,2.99,-1,-1,-1,-1,
5332.510671N,00255.727435W,23.44,10:55:42.42,-1.05,2.55,1.62,2.62,4.48,2.97,-1,-1,-1,-1,
5332.510671N,00255.727435W,23.44,10:55:42.95,-0.85,2.5,1.73,2.59,4.59,3,-1,-1,-1,-1,
5332.510741N,00255.728909W,23.38,10:55:43.40,-0.84,2.54,1.72,2.63,4.61,3,-1,-1,-1,-1,
5332.510741N,00255.728909W,23.38,10:55:43.92,-0.93,2.54,1.69,2.6,4.86,2.99,-1,-1,-1,-1,
5332.510854N,00255.730276W,23.31,10:55:44.45,-1.02,2.56,1.83,2.63,4.63,2.99,-1,-1,-1,-1,
5332.510854N,00255.730276W,23.31,10:55:44.90,-0.93,2.55,1.95,2.62,4.89,2.99,-1,-1,-1,-1,
5332.511006N,00255.731699W,23.1,10:55:45.43,-0.77,2.54,2.2,2.62,5.08,3,-1,-1,-1,-1,
5332.511006N,00255.731699W,23.1,10:55:45.95,-0.83,2.54,2.02,2.62,4.9,3.01,-1,-1,-1,-1,
5332.511126N,00255.733156W,23.11,10:55:46.40,-1.09,2.56,1.88,2.63,4.84,3,-1,-1,-1,-1,
5332.511126N,00255.733156W,23.11,10:55:46.92,-0.93,2.52,1.73,2.6,4.51,2.99,-1,-1,-1,-1,
5332.511286N,00255.734650W,23.21,10:55:47.44,-1.13,2.55,1.63,2.63,4.38,3.03,-1,-1,-1,-1,
5332.511286N,00255.734650W,23.21,10:55:47.89,-1.08,2.54,1.54,2.62,4.55,3,-1,-1,-1,-1,
5332.511467N,00255.736136W,23.15,10:55:48.41,-1.07,2.55,1.62,2.63,4.47,3.03,-1,-1,-1,-1,
5332.511467N,00255.736136W,23.15,10:55:48.94,-0.99,2.56,1.77,2.65,4.73,3.05,-1,-1,-1,-1,
5332.511582N,00255.737611W,23.19,10:55:49.40,-0.63,2.53,2.31,2.61,5.38,3,-1,-1,-1,-1,
5332.511582N,00255.737611W,23.19,10:55:49.92,-0.52,2.53,2.66,2.62,5.46,3.03,-1,-1,-1,-1,
5332.511776N,00255.739070W,23.1,10:55:50.45,-0.5,2.54,2.58,2.63,5.54,3.02,-1,-1,-1,-1,
5332.511776N,00255.739070W,23.1,10:55:50.90,-0.3,2.53,2.96,2.62,5.9,2.99,-1,-1,-1,-1,
5332.511949N,00255.740377W,23.01,10:55:51.42,-0.47,2.54,2.67,2.62,5.75,3.03,-1,-1,-1,-1,
5332.511949N,00255.740377W,23.01,10:55:51.95,-0.52,2.55,2.49,2.64,5.54,3.03,-1,-1,-1,-1,
5332.512123N,00255.741796W,22.94,10:55:52.41,-0.73,2.54,2.19,2.63,5.15,3.02,-1,-1,-1,-1,
5332.512123N,00255.741796W,22.94,10:55:52.93,-0.62,2.54,2.07,2.62,5.02,3.01,-1,-1,-1,-1,
5332.512335N,00255.743310W,23.04,10:55:53.46,-0.94,2.53,1.97,2.62,4.91,2.99,-1,-1,-1,-1,
5332.512335N,00255.743310W,23.04,10:55:53.91,-0.61,2.55,2.02,2.63,4.89,2.99,-1,-1,-1,-1,
5332.512431N,00255.744722W,23.03,10:55:54.43,-0.7,2.53,1.92,2.62,4.81,2.98,-1,-1,-1,-1,
5332.512431N,00255.744722W,23.03,10:55:54.96,-1.08,2.56,1.75,2.65,4.68,3.02,-1,-1,-1,-1,
5332.512491N,00255.746177W,23.12,10:55:55.41,-1.81,2.56,1.62,2.66,4.55,3.03,-1,-1,-1,-1,
5332.512491N,00255.746177W,23.12,10:55:55.93,-1.45,2.57,1.47,2.68,4.31,3.04,-1,-1,-1,-1,
5332.512606N,00255.747594W,23.07,10:55:56.38,-1.14,2.55,1.57,2.64,4.29,3.03,-1,-1,-1,-1,
5332.512606N,00255.747594W,23.07,10:55:56.90,-0.78,2.52,1.77,2.63,4.68,3.02,-1,-1,-1,-1,
5332.512750N,00255.749020W,23.08,10:55:57.43,-1.04,2.56,1.78,2.64,4.7,3.02,-1,-1,-1,-1,
5332.512750N,00255.749020W,23.08,10:55:57.96,-1.14,2.55,1.84,2.62,4.83,2.99,-1,-1,-1,-1,
5332.513001N,00255.750397W,23.03,10:55:58.40,-0.92,2.55,1.85,2.63,4.65,3,-1,-1,-1,-1,
5332.513001N,00255.750397W,23.03,10:55:58.93,-1.13,2.55,1.65,2.64,4.54,3.01,-1,-1,-1,-1,
5332.513301N,00255.751814W,22.92,10:55:59.40,-1.41,2.56,1.73,2.66,4.67,3.02,-1,-1,-1,-1,
