x,y,VCP0.32f10000h0,VCP0.72f10000h0,VCP1.18f10000h0,HCP0.32f10000h0,HCP0.72f10000h0,HCP1.18f10000h0,elevation
338521.3020599424,405347.55424429616,-0.5020697315862291,2.8555004476723074,6.084208906186107,-0.5020697315862291,2.8555004476723074,6.084208906186107,0.0
338525.72443476715,405347.55424429616,0.0991716039752432,3.4840255978500685,6.7106265190795,0.0991716039752432,3.4840255978500685,6.7106265190795,0.0
338530.1468095919,405347.55424429616,-0.07137058642633017,3.655780968899626,7.241515056330898,-0.07137058642633017,3.655780968899626,7.241515056330898,0.0
338534.5691844167,405347.55424429616,1.5943675603306855,4.853993516439193,8.495977481204502,1.5943675603306855,4.853993516439193,8.495977481204502,0.0
338538.99155924143,405347.55424429616,0.6844046809787477,4.130849849547528,7.825998467614967,0.6844046809787477,4.130849849547528,7.825998467614967,0.0
338512.45731029287,405351.01672877016,-0.3136824982090648,3.0081420244920456,6.189595852329065,-0.3136824982090648,3.0081420244920456,6.189595852329065,0.0
338516.87968511763,405351.01672877016,-0.10270852394596791,2.9792337251000123,6.201198938831448,-0.10270852394596791,2.9792337251000123,6.201198938831448,0.0
338521.3020599424,405351.01672877016,0.022524067425107867,3.5549555763417464,6.5857472232379095,0.022524067425107867,3.5549555763417464,6.5857472232379095,0.0
338525.72443476715,405351.01672877016,0.3349111260016877,3.727680797393594,6.914611165605043,0.3349111260016877,3.727680797393594,6.914611165605043,0.0
338530.1468095919,405351.01672877016,0.8563626803216877,4.308943012471439,7.70277136954009,0.8563626803216877,4.308943012471439,7.70277136954009,0.0
338534.5691844167,405351.01672877016,1.4901968116118134,4.9435182988704325,8.570189880162438,1.4901968116118134,4.9435182988704325,8.570189880162438,0.0
338538.99155924143,405351.01672877016,-0.3899373622177167,3.3867962297313134,6.957558271490471,-0.3899373622177167,3.3867962297313134,6.957558271490471,0.0
338543.4139340662,405351.01672877016,0.718257337777883,3.8436908466812274,7.333910254313756,0.718257337777883,3.8436908466812274,7.333910254313756,0.0
338503.61256064335,405354.4792132441,1.9691799555250196,3.7234190375576444,5.96041367903691,1.9691799555250196,3.7234190375576444,5.96041367903691,0.0
338508.0349354681,405354.4792132441,-1.0395776755435662,1.943002242700585,5.0274072690961855,-1.0395776755435662,1.943002242700585,5.0274072690961855,0.0
338512.45731029287,405354.4792132441,-0.1602076277265192,2.7541091109157674,5.892711125201912,-0.1602076277265192,2.7541091109157674,5.892711125201912,0.0
338516.87968511763,405354.4792132441,0.877001041896972,3.4319526227150696,6.724078534371976,0.877001041896972,3.4319526227150696,6.724078534371976,0.0
338521.3020599424,405354.4792132441,0.3874488716321159,3.826908392647936,6.820019902221998,0.3874488716321159,3.826908392647936,6.820019902221998,0.0
338525.72443476715,405354.4792132441,0.01648906658347446,3.502704185628838,6.778574554744649,0.01648906658347446,3.502704185628838,6.778574554744649,0.0
338530.1468095919,405354.4792132441,0.8319313342334579,4.368492355425821,7.816823964317978,0.8319313342334579,4.368492355425821,7.816823964317978,0.0
338534.5691844167,405354.4792132441,-0.9067253427415052,3.2671495082967397,7.002800688400758,-0.9067253427415052,3.2671495082967397,7.002800688400758,0.0
338538.99155924143,405354.4792132441,0.7337732109077703,3.634917048082859,7.461085939679396,0.7337732109077703,3.634917048082859,7.461085939679396,0.0
338543.4139340662,405354.4792132441,0.07328631882071344,2.9781317532363896,6.99480114310971,0.07328631882071344,2.9781317532363896,6.99480114310971,0.0
338547.83630889095,405354.4792132441,3.222193854661353,5.052483676415902,8.470963965178273,3.222193854661353,5.052483676415902,8.470963965178273,0.0
338494.7678109938,405357.94169771805,6.848069553342249,5.361101667960251,6.502645376922305,6.848069553342249,5.361101667960251,6.502645376922305,0.0
338499.1901858186,405357.94169771805,-2.080173670664493,2.0428535474654943,4.806910152661106,-2.080173670664493,2.0428535474654943,4.806910152661106,0.0
338503.61256064335,405357.94169771805,-0.574631387735088,2.043124950911607,5.053397632013984,-0.574631387735088,2.043124950911607,5.053397632013984,0.0
338508.0349354681,405357.94169771805,-0.06809371794761092,2.1341083446151297,5.080531304637946,-0.06809371794761092,2.1341083446151297,5.080531304637946,0.0
338512.45731029287,405357.94169771805,-0.7364282856315777,2.6644902785929014,5.599606712871818,-0.7364282856315777,2.6644902785929014,5.599606712871818,0.0
338516.87968511763,405357.94169771805,2.66241789755501,3.458923739386194,6.927236203777434,2.66241789755501,3.458923739386194,6.927236203777434,0.0
338521.3020599424,405357.94169771805,0.5914921898716592,3.396499679374481,6.652098176697385,0.5914921898716592,3.396499679374481,6.652098176697385,0.0
338525.72443476715,405357.94169771805,0.545412238248796,3.4200352731467323,6.779058326581399,0.545412238248796,3.4200352731467323,6.779058326581399,0.0
338530.1468095919,405357.94169771805,0.5371767411493688,3.8546498951805894,7.722325904847551,0.5371767411493688,3.8546498951805894,7.722325904847551,0.0
338534.5691844167,405357.94169771805,0.27285301130269135,3.4405182741869598,7.172118457900853,0.27285301130269135,3.4405182741869598,7.172118457900853,0.0
338538.99155924143,405357.94169771805,-0.13581227504291682,4.3870581321523945,7.826185633480329,-0.13581227504291682,4.3870581321523945,7.826185633480329,0.0
338543.4139340662,405357.94169771805,0.44017741141413846,3.2631956198627536,7.2881259651275165,0.44017741141413846,3.2631956198627536,7.2881259651275165,0.0
338547.83630889095,405357.94169771805,-0.09982400354209507,3.022937991230285,6.640416773503894,-0.09982400354209507,3.022937991230285,6.640416773503894,0.0
