VCP0.32,VCP0.71,VCP1.18,HCP0.32,HCP0.71,HCP1.18,name,plot,x,y,elevation
29.9564363115907,28.79150889763521,24.547086565467186,28.237899951302534,25.65966743378646,24.45810150836256,var30,31,30,0,0
30.958315183989892,32.71034854608983,28.42751632357297,32.38962320905494,33.025723616374265,31.419543615751422,var31,32,31,0,0
29.63630045163321,31.48108988277741,27.88355601050054,31.124495426557512,32.55219143320792,30.433288740031546,var32,33,32,0,0
33.4011807320125,29.62795934146809,25.416884491815672,29.21632094109281,27.06113136982427,24.967919413350053,var33,34,33,0,0
28.904078807111468,29.050300195174657,25.69425039402585,27.31359600395832,28.166039797212445,27.723363804592022,var34,35,34,0,0
29.23716271767683,28.163015746467966,24.627872750576945,27.808672332125568,25.894041948686986,25.935966506748947,var35,36,35,0,0
25.82094153917388,26.134276824685426,23.66382427493373,25.388240303619128,23.985563755925607,24.521828746485987,var36,37,36,0,0
31.078788350515513,28.814615263486942,24.617101259228967,29.594459044673854,25.45877499244316,23.91793729950675,var37,38,37,0,0
33.093992922662906,31.76298754616861,26.844107095421553,33.337466177658904,29.691865720748485,27.54735524215587,var38,39,38,0,0
32.73125985273453,30.713958536499728,26.555969701863376,30.00151002967361,29.103537856814533,29.3590295830936,var39,40,39,0,0
35.367970854060815,34.013547580127806,28.510995381519717,35.155950180188555,32.41347998561373,30.208726091406106,var40,41,40,0,0
35.19439191475211,32.654893268045676,27.145708853164678,32.37584796188684,30.677195314003743,28.891696503521718,var41,42,41,0,0
30.886444120470706,29.46621478050593,24.692501698664756,28.68567117243654,25.956222942436103,23.91186803873309,var42,43,42,0,0
29.51714085545912,28.454155956199852,24.38820706808464,27.24070829504149,25.49225706600038,24.728183612790453,var43,44,43,0,0
29.29627338349548,29.073406561026392,25.03449654896277,28.46057455112948,26.46323719915968,26.43971515096279,var44,45,44,0,0
29.264560042151494,30.066980292651092,25.97161629623607,28.11097088811089,27.30507219145543,26.236394915045143,var45,46,45,0,0
30.577192129140162,31.33320914132629,26.582898430233296,32.088308599295914,29.950156002475595,27.23175368192551,var46,47,46,0,0
26.08684570890409,29.369168043928642,25.74272210509173,30.278225983775357,29.859276088534585,28.21497392725854,var47,48,47,0,0
29.054576438814802,30.67698835113697,26.655605996832083,30.740605021961226,30.892437215443,28.621614399093808,var48,49,48,0,0
31.576443860836306,32.52087634610558,27.72467651311799,33.44819797220234,33.57100310002038,30.138929592508998,var49,50,49,0,0
