layer0,layer1,layer2,layer3,layer4,layer5,layer6,depth0,depth1,depth2,depth3,depth4,depth5,name,plot
0.235097903,0.275280758,0.250298859,0.246187125,0.264316134,0.253164613,0.25085955000000004,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var30,31
0.212109572,0.26201107100000004,0.240393318,0.214290037,0.165136126,0.294593448,0.31421763300000005,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var31,32
0.19391826399999998,0.25546967600000003,0.23335353100000006,0.19915138,0.185943992,0.297272305,0.314279932,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var32,33
0.202764722,0.267306486,0.25715174900000004,0.24874138399999995,0.24824299199999994,0.245501836,0.26232256600000003,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var33,34
0.200833453,0.274283974,0.270483735,0.22176591699999998,0.17061843799999998,0.212421067,0.33820274800000005,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var34,35
0.180897773,0.277897316,0.23958343100000004,0.287802857,0.259456812,0.3306645690000001,0.322877194,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var35,36
0.190491819,0.203823805,0.12015624799999998,0.170556139,0.26525061899999997,0.25397450000000005,0.31016819799999995,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var36,37
0.213230954,0.23958343100000004,0.17529086300000002,0.13292754299999998,0.207001054,0.274844665,0.246810115,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var37,38
0.2165951,0.27852030600000005,0.24456735100000002,0.15292552199999995,0.18170766,0.30786313499999995,0.28917343500000003,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var38,39
0.23553399599999994,0.28020237899999995,0.2476200019999999,0.26032899800000003,0.277897316,0.311538776,0.29297367399999996,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var39,40
0.208870024,0.24556413499999996,0.196223327,0.17977639099999998,0.31477832399999994,0.318391666,0.30655485599999993,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var40,41
0.212109572,0.271169024,0.19790539999999998,0.208371632,0.196347925,0.287989754,0.301570936,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var41,42
0.206191167,0.269113157,0.222575804,0.189681932,0.188685148,0.2602044000000001,0.31253556,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var42,43
0.149000685,0.13735077199999998,0.11118519199999996,0.182704444,0.274283974,0.248928281,0.30518427800000003,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var43,44
0.189681932,0.23030088,0.18382582600000003,0.094426761,0.254285995,0.3367698709999999,0.30717784600000003,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var44,45
0.219024761,0.270421436,0.27291339600000003,0.29390815899999995,0.23653078,0.252853118,0.277897316,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var45,46
0.198902184,0.26406693800000003,0.258522327,0.22182821600000002,0.231484561,0.241078607,0.256653357,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var46,47
0.15435839899999998,0.24656091900000005,0.230861571,0.22780892,0.155105987,0.225877651,0.31832936700000003,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var47,48
0.213355552,0.247931497,0.23628158399999996,0.165821415,0.193606769,0.28973412600000004,0.30543347400000004,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var48,49
0.207374848,0.2783957079999999,0.290668611,0.259830606,0.24587563,0.232979737,0.235783192,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var49,50
