layer0,layer1,layer2,layer3,layer4,layer5,layer6,depth0,depth1,depth2,depth3,depth4,depth5,name,plot
0.323001792,0.30605646400000003,0.272228107,0.250111962,0.281759854,0.24693471299999994,0.25721404800000003,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var30,31
0.290481714,0.310915786,0.261014287,0.227061332,0.17890420499999998,0.297646099,0.31166337399999994,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var31,32
0.3036268030000001,0.31216176599999995,0.25970600800000004,0.21186037600000002,0.189432736,0.306804052,0.3209459249999999,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var32,33
0.30119714200000003,0.323624782,0.276152944,0.266122805,0.263817742,0.24830529100000004,0.26961154899999995,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var33,34
0.31060429100000003,0.3206344300000001,0.291603096,0.251171045,0.18980653,0.224257877,0.32642823699999995,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var34,35
0.295278737,0.322627998,0.265873609,0.29197689,0.26662119700000003,0.322752596,0.31913925399999993,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var35,36
0.30692865,0.24737080599999994,0.140901815,0.19547573899999998,0.258148533,0.251794035,0.298642883,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var36,37
0.309732105,0.297521501,0.200895752,0.14358067200000002,0.213230954,0.278956399,0.248616786,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var37,38
0.314591427,0.32138201800000005,0.274595469,0.17111683000000005,0.186566982,0.310479693,0.29340976699999993,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var38,39
0.3232509880000001,0.317394882,0.278084213,0.280825369,0.27179201399999997,0.316148902,0.291104704,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var39,40
0.30051185300000005,0.281759854,0.222762701,0.195226543,0.31733258299999995,0.319076955,0.30505968,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var40,41
0.29945277000000003,0.311974869,0.231733757,0.218775565,0.20313851600000002,0.277710419,0.28063847199999997,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var41,42
0.31589970599999995,0.304498989,0.253725304,0.204259898,0.198715287,0.26032899800000003,0.308486125,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var42,43
0.26462762900000003,0.20351231,0.14744321,0.204446795,0.276090645,0.24606252699999995,0.298705182,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var43,44
0.285435495,0.2940950559999999,0.221952814,0.13890824699999998,0.262384865,0.328421805,0.308735321,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var44,45
0.33683217,0.31589970599999995,0.29907897599999994,0.303875999,0.259269915,0.25347610800000003,0.283815721,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var45,46
0.301259441,0.31708338699999994,0.292475282,0.243259072,0.2445050520000001,0.249551271,0.26151267899999997,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var46,47
0.27602834600000004,0.29963966699999994,0.252292427,0.23248134499999995,0.20725025,0.25771244,0.30474818499999995,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var47,48
0.303875999,0.300947946,0.268739363,0.180025587,0.211798077,0.285684691,0.309545208,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var48,49
0.318703161,0.316522696,0.3124109620000001,0.270421436,0.25522048,0.245688733,0.236717677,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var49,50
