layer0,layer1,layer2,layer3,layer4,layer5,layer6,depth0,depth1,depth2,depth3,depth4,depth5,name,plot
0.312971653,0.306367959,0.267555682,0.24593792899999997,0.257276347,0.24755770300000002,0.25254162299999994,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var30,31
0.26226026700000005,0.305744969,0.260453596,0.234474913,0.17192671699999998,0.290917807,0.3092960120000001,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var31,32
0.275841449,0.30219392599999995,0.25335150999999995,0.2103652,0.193295274,0.296836212,0.32069672899999996,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var32,33
0.268054074,0.30082334799999993,0.27640214,0.259830606,0.241140906,0.24905287899999998,0.259020719,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var33,34
0.27633984100000003,0.30686635100000004,0.29166539500000005,0.234724109,0.17435637799999998,0.215162223,0.3289201970000001,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var34,35
0.2595191109999999,0.308486125,0.263007855,0.2913539,0.26188647299999995,0.323811679,0.31484062300000004,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var35,36
0.263257051,0.24874138399999995,0.137973762,0.17865500899999998,0.25515818099999993,0.256840254,0.303564504,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var36,37
0.28250744199999994,0.29340976699999993,0.194728151,0.138036061,0.202827021,0.271729715,0.24400666,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var37,38
0.280700771,0.312909354,0.266994991,0.162581867,0.178218916,0.30742704200000004,0.287491362,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var38,39
0.29970196600000004,0.311601075,0.26525061899999997,0.26525061899999997,0.270670632,0.310853487,0.2909801060000001,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var39,40
0.26487682500000004,0.272975695,0.217903379,0.189931128,0.3106665899999999,0.317644078,0.310728889,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var40,41
0.271293622,0.30692865,0.223946382,0.21871326600000002,0.197095513,0.27852030600000005,0.311725673,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var41,42
0.28337962799999994,0.30393829799999994,0.2437574639999999,0.205568177,0.191613201,0.26232256600000003,0.30717784600000003,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var42,43
0.228743405,0.195724935,0.139531237,0.19267228399999997,0.278644904,0.238773544,0.307115547,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var43,44
0.248865982,0.281323761,0.210427499,0.10694886,0.2553450780000001,0.331287559,0.309856703,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var44,45
0.29340976699999993,0.314591427,0.294157355,0.306367959,0.25048575599999995,0.25310231399999994,0.271729715,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var45,46
0.263817742,0.298393687,0.283815721,0.232668242,0.224569372,0.23821285300000006,0.25571887199999993,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var46,47
0.240206421,0.28375342200000003,0.244442753,0.226002249,0.17367108899999995,0.246436321,0.30960750699999995,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var47,48
0.28288123600000004,0.279703987,0.264814526,0.181645361,0.203387712,0.290606312,0.302069328,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var48,49
0.27764811999999994,0.308735321,0.30487278300000004,0.27029683800000004,0.24942667299999996,0.24033101899999998,0.233478129,0.22499999999999998,0.4,0.6000000000000001,0.8500000000000001,1.125,1.35,var49,50
