VCP0.32,VCP0.71,VCP1.18,HCP0.32,HCP0.71,HCP1.18,name,plot
31.184812243174342,32.22973613637369,28.050514126394052,32.13750591061049,33.70493139424925,31.286019878730873,var0,1
29.572310810223197,29.138104385411268,25.24184775741117,27.22663029518838,26.54455080637007,25.486841209498053,var1,2
28.223274059206556,28.14915192695692,25.136825716768474,26.550053732355927,26.616298106849808,26.652139278040924,var2,3
30.684341939243158,30.030010107288323,26.50749799079752,28.527407206346076,29.42879228565607,28.609475877546497,var3,4
28.734065273042603,28.643628156184093,24.819066722003388,28.39033592820651,28.07515988327142,26.570204257596487,var4,5
29.803499192091675,27.54838641481175,23.873868356219123,25.73557332150012,23.842069154966094,23.004513553070808,var5,6
27.447892245991827,25.385630571089145,22.217751561468912,25.18433637026299,21.680083833842925,21.924185135359203,var6,7
31.030373900416443,29.04105764883397,25.293012341314014,28.823802084973646,27.730772840968623,26.372953282452517,var7,8
30.81626193311778,28.71756852690965,25.182604554997344,28.13632642548073,26.54933395973537,26.96470620788443,var8,9
31.588453646907393,27.955058453802323,23.890025593241077,27.236318381108788,22.139266556913327,22.18212871823978,var9,10
30.273194419215695,27.340429122146105,23.424158592441426,26.881265169759978,23.277657057858715,22.87705907682393,var10,11
30.626544843776045,27.98740736599475,24.17547011396225,26.88588214820642,24.253420344383343,23.696409281268128,var11,12
30.65563104441696,31.176085853534488,27.6869762934001,29.23925445698252,30.667629007273106,30.396873175389576,var12,13
25.591066727656933,25.940183351530838,23.647667037911766,25.35289392764388,24.2725529578446,24.9830925652842,var13,14
30.781358492348676,30.043873926799368,25.933916076518173,29.602709055340448,28.395631158747648,25.96327818023041,var14,15
34.74214840801261,31.62434935105818,27.60888298112733,33.645441346488234,32.5474082798426,30.69426695329896,var15,16
30.771975846980645,33.153990770443194,28.834140121958786,31.829909182637447,33.45142426588746,30.92186423231123,var16,17
31.7873657287098,30.36736304872368,26.05240248134583,30.03072566377736,28.118208263559275,26.115009699571928,var17,18
27.4456404111035,26.476251039291128,23.771539188413414,25.67570397803884,24.46387909245727,25.289590234354076,var18,19
29.77159819784033,30.39046941457541,26.61252003144021,29.996363234028397,29.639251033730005,28.41525953278936,var19,20
25.767648113483425,26.332991571010364,23.451087320811343,25.679488386601502,23.33505489824252,23.344392156395806,var20,21
30.120257299716673,28.292411395237675,24.221248952191118,26.735868192782572,24.32038449149778,23.122864138157198,var21,22
30.426319191622092,28.139909380616213,24.293956518789905,29.59059894793993,26.247995297720422,25.028612021086673,var22,23
29.55692327181961,28.99484491713049,25.59192122622016,29.40448173482828,28.811765501530207,28.591268095225505,var23,24
31.207330592057644,30.78789890722529,27.05415117670693,29.32735548832126,29.318779758253783,28.991839306287122,var24,25
32.04032184783214,30.348877956042283,25.94468756786614,32.49816004663204,27.668591847219496,26.418472738254966,var25,26
29.664448387737345,28.070590283061005,23.919647194447993,26.693558505052014,24.14340781698105,23.028790596165447,var26,27
27.261552908982573,26.77201252219337,23.693445876140643,26.12052336049395,23.57421256650836,23.60537036966322,var27,28
29.155158397160182,28.67597706837652,25.139518589605473,26.937123040144844,26.793274781366534,26.776559123900963,var28,29
28.954557439191518,29.14272565858161,25.567685370687226,27.19241924178193,26.616298106849808,26.315295305102733,var29,30
29.9564363115907,28.79150889763521,24.547086565467183,28.237899951302534,25.65966743378646,24.458101508362557,var30,31
30.958315183989892,32.71034854608983,28.427516323572966,32.38962320905494,33.025723616374265,31.419543615751422,var31,32
29.63630045163321,31.48108988277741,27.88355601050054,31.124495426557512,32.55219143320792,30.433288740031546,var32,33
33.4011807320125,29.62795934146809,25.416884491815672,29.21632094109281,27.06113136982427,24.967919413350057,var33,34
28.904078807111468,29.050300195174657,25.694250394025854,27.31359600395832,28.166039797212445,27.723363804592022,var34,35
29.23716271767683,28.163015746467963,24.627872750576945,27.808672332125568,25.894041948686986,25.935966506748947,var35,36
25.82094153917388,26.134276824685426,23.66382427493373,25.388240303619128,23.985563755925604,24.521828746485987,var36,37
31.078788350515513,28.814615263486942,24.617101259228967,29.594459044673854,25.45877499244316,23.91793729950675,var37,38
33.093992922662906,31.76298754616861,26.84410709542155,33.337466177658904,29.691865720748485,27.54735524215587,var38,39
32.73125985273453,30.713958536499728,26.555969701863376,30.00151002967361,29.103537856814533,29.3590295830936,var39,40
35.367970854060815,34.013547580127806,28.510995381519717,35.155950180188555,32.41347998561373,30.208726091406106,var40,41
35.19439191475211,32.654893268045676,27.145708853164674,32.37584796188684,30.677195314003743,28.891696503521718,var41,42
30.886444120470706,29.46621478050593,24.692501698664753,28.68567117243654,25.956222942436103,23.91186803873309,var42,43
29.51714085545912,28.454155956199852,24.388207068084636,27.24070829504149,25.49225706600038,24.728183612790453,var43,44
29.29627338349548,29.073406561026392,25.03449654896277,28.46057455112948,26.46323719915968,26.43971515096279,var44,45
29.264560042151498,30.066980292651092,25.971616296236068,28.11097088811089,27.30507219145543,26.236394915045143,var45,46
30.577192129140162,31.33320914132629,26.582898430233296,32.088308599295914,29.950156002475595,27.23175368192551,var46,47
26.08684570890409,29.369168043928642,25.74272210509173,30.278225983775357,29.859276088534585,28.21497392725854,var47,48
29.054576438814802,30.676988351136966,26.655605996832083,30.740605021961226,30.892437215443,28.621614399093808,var48,49
31.576443860836306,32.52087634610558,27.72467651311799,33.44819797220234,33.57100310002038,30.138929592508998,var49,50
28.916839204811982,28.930147092745628,25.182604554997344,28.84794661160341,28.252136557788138,26.709797255390693,var50,51
26.790919417321742,27.87649680990641,24.46899325319441,27.08690993105495,25.56400436648013,25.104477780757428,var51,52
30.231535473781605,29.41075950246176,25.058732404495696,28.252280703840647,26.42497197223715,24.95881552218957,var52,53
30.267377179087504,29.845159180474425,25.30916957833597,30.08249637291455,26.64499702704172,24.8222571547822,var53,54
36.227796475587894,34.54961526788811,28.510995381519717,35.05710142853186,33.44185795915683,30.767098082582887,var54,55
34.03432164144777,33.20020350214666,28.155536167036747,33.993606934252995,33.58056940675101,31.98398486770186,var55,56
35.74552850367071,34.152185775238216,28.49214527166077,37.605824907312495,36.16347222402207,34.46934715451592,var56,57
33.720941286155245,34.184534687430656,28.481373780312804,34.28621740431791,32.992241542817055,30.71247473561993,var57,58
30.676272864226643,29.46621478050593,25.406113000467702,30.116480361807252,27.032432449632374,25.708369227736675,var58,59
27.172230125078837,29.988418648755193,25.65385730147097,30.06115230862115,26.57803287992728,24.543071159193808,var59,60
27.748512203583783,27.349671668486806,24.16739149545127,26.016754877705804,23.363753818434414,23.244249353630405,var60,61
