VCP0.32,VCP0.71,VCP1.18,HCP0.32,HCP0.71,HCP1.18,VCP0.32_inph,VCP0.71_inph,VCP1.18_inph,HCP0.32_inph,HCP0.71_inph,HCP1.18_inph,plot,name,block
18.23,18.58,23.05,16.3,25.92,34.7,3.32,3.5,3.75,3.6,3.75,4.33,81,var63,2
16.88,18.44,22.99,17.51,25.25,32.89,3.33,3.49,3.73,3.58,3.79,4.33,81,var63,2
17.52,19.38,24.24,17.68,28.41,37.56,3.35,3.51,3.76,3.6,3.76,4.37,81,var63,2
19.22,22.66,28.08,21.98,32.58,40.51,3.35,3.5,3.79,3.58,3.77,4.47,82,var21,2
19.75,21.63,26.92,21.23,30.58,38.96,3.32,3.5,3.77,3.6,3.77,4.41,82,var21,2
18.11,21.69,27.31,21.01,31.25,39.45,3.35,3.5,3.81,3.6,3.78,4.51,82,var21,2
13.7,14.8,20.05,15.45,23.76,31.07,3.36,3.52,3.78,3.61,3.81,4.42,83,var51,2
16.55,15.77,20.38,16.26,23.36,30.52,3.28,3.5,3.77,3.59,3.78,4.41,83,var51,2
15.68,16.24,20.18,16.01,23.69,30.85,3.34,3.5,3.77,3.57,3.78,4.35,83,var51,2
17.23,17.51,21.5,16.84,24.18,31.04,3.33,3.49,3.75,3.59,3.78,4.36,84,var42,2
18.43,17.5,21.34,17.94,24.08,29.74,3.33,3.5,3.74,3.58,3.75,4.34,84,var42,2
16.43,17.26,20.35,18.37,25.39,33.17,3.32,3.47,3.73,3.58,3.79,4.52,84,var42,2
17.21,18.93,23.31,19.22,28.59,37.11,3.33,3.49,3.81,3.59,3.88,4.7,85,var66,2
18.11,19.49,23.98,19.03,28.43,37.1,3.32,3.5,3.8,3.63,3.86,4.75,85,var66,2
16.99,19.6,23.87,19.36,30.68,40.66,3.33,3.5,3.88,3.58,3.92,4.91,85,var66,2
23.87,33.88,49.84,22.61,39.11,55.47,3.25,3.48,5.66,3.68,4.13,6.0,86,var1,2
26.85,38.61,57.46,27.24,41.09,55.14,3.35,4.03,6.56,3.44,4.11,6.16,86,var1,2
27.49,39.55,53.79,23.94,36.27,44.92,3.39,4.01,6.13,3.66,4.03,5.1,86,var1,2
19.84,21.92,28.07,20.43,31.42,40.09,3.32,3.61,4.16,3.63,3.8,4.44,87,var26,2
19.19,20.31,24.72,20.94,33.43,43.57,3.31,3.53,3.92,3.61,3.86,4.64,87,var26,2
20.13,20.11,24.47,20.63,31.74,41.83,3.3,3.5,3.8,3.69,3.88,4.67,87,var26,2
20.1,20.4,25.43,20.9,30.95,40.98,3.33,3.53,3.8,3.58,3.84,4.44,88,var35,2
19.24,21.03,26.09,21.6,32.74,42.48,3.33,3.5,3.77,3.59,3.84,4.55,88,var35,2
19.18,23.0,28.09,23.61,33.46,41.44,3.38,3.53,3.81,3.59,3.8,4.47,88,var35,2
23.1,26.34,30.62,24.01,31.16,36.11,3.36,3.52,3.79,3.55,3.78,4.35,89,var47,2
22.72,24.4,29.18,24.76,31.6,36.26,3.32,3.5,3.78,3.56,3.79,4.37,89,var47,2
21.93,24.83,30.04,24.94,33.12,36.18,3.34,3.5,3.78,3.6,3.79,4.52,89,var47,2
17.71,19.98,24.66,20.35,27.69,33.68,3.38,3.48,3.76,3.61,3.81,4.42,90,var6,2
20.41,20.73,25.29,21.83,28.4,35.42,3.31,3.47,3.77,3.57,3.88,4.49,90,var6,2
18.66,20.67,25.44,19.56,29.14,38.05,3.32,3.47,3.76,3.6,3.82,4.48,90,var6,2
20.86,22.26,27.33,24.67,32.93,39.76,3.31,3.45,3.68,3.62,3.83,4.5,91,var58,2
21.22,21.68,26.24,23.17,32.24,39.17,3.27,3.27,3.63,3.59,3.77,4.76,91,var58,2
19.61,20.95,25.54,21.78,32.05,40.78,3.31,3.44,3.74,3.64,3.87,4.77,91,var58,2
21.61,23.91,30.48,23.8,36.11,48.1,3.32,3.54,4.22,3.59,4.04,5.44,92,var52,2
22.13,26.39,35.02,24.58,36.89,49.52,3.34,3.71,4.81,3.62,4.04,5.53,92,var52,2
23.57,29.01,41.47,23.78,37.55,50.2,3.38,3.89,5.51,3.64,4.07,5.72,92,var52,2
20.6,24.03,31.56,19.03,26.45,32.3,3.35,3.77,4.79,3.6,3.83,4.43,93,var38,2
18.03,19.42,23.82,16.42,26.28,34.06,3.35,3.62,4.22,3.67,3.88,4.53,93,var38,2
15.58,16.02,20.4,16.62,26.73,35.99,3.38,3.57,4.02,3.64,3.87,4.63,93,var38,2
15.64,17.6,21.63,19.58,29.31,36.9,3.37,3.51,3.8,3.62,3.78,4.52,94,var30,2
15.5,16.67,20.96,17.77,26.38,35.82,3.35,3.52,3.78,3.63,3.82,4.43,94,var30,2
18.26,19.29,23.66,18.46,28.89,36.76,3.33,3.5,3.78,3.64,3.84,4.54,94,var30,2
19.06,20.62,25.54,20.61,30.44,39.38,3.36,3.49,3.75,3.64,3.81,4.47,95,var8,2
20.42,21.83,27.25,21.96,30.47,38.83,3.35,3.49,3.78,3.61,3.8,4.46,95,var8,2
21.43,22.05,27.89,20.51,30.51,39.86,3.24,3.48,3.78,3.58,3.79,4.56,95,var8,2
20.41,23.77,30.38,22.19,33.73,41.75,3.32,3.45,3.73,3.61,3.82,4.47,96,var68,2
20.07,23.65,29.1,22.08,33.96,41.39,3.35,3.5,3.77,3.65,3.82,4.39,96,var68,2
19.64,22.64,27.51,22.09,30.36,37.62,3.34,3.46,3.73,3.6,3.82,4.35,96,var68,2
19.47,22.91,28.8,21.31,31.83,40.46,3.37,3.52,3.83,3.63,3.76,4.37,97,var14,2
20.65,24.58,31.06,22.08,32.21,41.17,3.36,3.53,3.84,3.55,3.69,4.33,97,var14,2
19.75,23.72,30.01,23.32,35.95,44.22,3.34,3.5,3.8,3.62,3.79,4.47,97,var14,2
18.37,21.14,26.37,21.81,31.04,39.65,3.33,3.47,3.76,3.68,3.77,4.55,98,var45,2
17.92,19.32,24.48,19.45,29.82,38.36,3.35,3.51,3.8,3.61,3.78,4.55,98,var45,2
18.23,19.56,24.47,19.19,30.47,39.43,3.35,3.52,3.81,3.62,3.8,4.53,98,var45,2
17.47,19.0,24.01,18.91,29.99,40.59,3.36,3.52,4.02,3.61,3.88,4.96,99,var3,2
15.77,19.24,24.78,19.37,31.19,42.82,3.34,3.51,4.1,3.64,3.94,5.13,99,var3,2
16.09,19.58,26.02,20.56,33.86,46.65,3.39,3.59,4.32,3.64,3.99,5.37,99,var3,2
25.81,37.94,55.56,19.61,25.97,32.33,3.45,4.15,6.56,3.63,3.95,4.65,100,var36,2
24.73,31.32,43.32,16.59,24.68,29.68,3.38,3.94,5.73,3.61,3.8,4.34,100,var36,2
20.38,23.1,29.3,17.64,25.2,33.19,3.35,3.72,4.69,3.63,3.83,4.44,100,var36,2
17.43,18.27,22.02,19.38,28.17,35.97,3.35,3.52,3.87,3.64,3.81,4.51,101,var49,2
17.43,18.33,22.96,19.72,28.52,36.25,3.35,3.51,3.75,3.63,3.86,4.53,101,var49,2
18.12,19.93,25.39,20.92,31.3,39.81,3.34,3.37,3.6,3.63,3.75,4.5,101,var49,2
21.78,21.32,24.75,22.37,30.8,38.56,3.31,3.41,3.69,3.6,3.89,4.53,102,var71,2
20.27,20.36,25.0,19.53,29.46,38.17,3.29,3.33,3.41,3.64,3.78,4.41,102,var71,2
20.76,20.68,25.57,22.11,30.27,37.17,3.18,3.11,3.31,3.45,3.95,5.12,102,var71,2
18.1,18.84,24.63,19.7,28.91,36.41,3.32,3.46,3.73,3.61,3.83,4.47,103,var59,2
18.75,19.07,24.31,19.78,27.31,34.82,3.32,3.48,3.75,3.68,3.86,4.41,103,var59,2
19.97,18.44,23.31,19.63,28.75,37.27,3.34,3.54,3.8,3.52,3.83,4.41,103,var59,2
19.92,21.35,25.36,25.93,32.0,39.31,3.33,3.46,3.71,3.59,3.8,4.47,104,var20,2
19.05,21.35,25.06,21.59,31.09,37.64,3.35,3.49,3.79,3.63,3.78,4.41,104,var20,2
19.11,20.23,24.94,18.79,28.28,36.32,3.34,3.5,3.82,3.64,3.83,4.35,104,var20,2
19.22,19.37,24.18,20.92,29.51,35.65,3.33,3.5,3.73,3.66,3.76,4.39,105,var31,2
22.2,22.57,26.5,22.0,31.09,36.81,3.32,3.47,3.74,3.66,3.84,4.47,105,var31,2
21.79,22.46,26.86,23.43,30.99,37.1,3.34,3.37,3.65,3.61,3.65,4.42,105,var31,2
17.76,18.64,22.51,20.86,29.9,35.36,3.38,3.53,3.82,3.69,3.84,4.44,106,var55,2
17.84,18.58,22.84,17.93,27.05,34.24,3.34,3.5,3.77,3.66,3.84,4.43,106,var55,2
17.65,18.85,23.61,18.65,27.3,35.42,3.34,3.5,3.77,3.68,3.88,4.46,106,var55,2
20.59,21.12,25.96,21.97,30.56,37.89,3.29,3.38,3.59,3.67,3.76,4.41,107,var0,2
19.65,19.9,24.84,21.09,28.79,35.12,3.25,3.2,3.53,3.55,3.56,4.15,107,var0,2
19.6,21.03,25.48,21.1,29.13,34.91,3.35,3.49,3.75,3.66,3.83,4.4,107,var0,2
18.57,20.65,24.94,21.31,28.21,34.55,3.36,3.38,3.55,3.58,3.77,4.48,108,var19,2
18.63,19.05,22.86,16.02,25.54,33.02,3.31,3.26,3.6,3.63,3.93,5.1,108,var19,2
13.38,18.04,22.27,21.12,24.8,31.47,3.35,3.58,3.84,3.68,3.9,4.45,108,var19,2
14.84,14.47,18.1,16.62,21.68,27.49,3.41,3.55,3.81,3.62,3.82,4.42,109,var65,2
15.76,14.83,18.41,15.15,21.15,28.17,3.34,3.5,3.79,3.64,3.85,4.47,109,var65,2
16.79,16.35,19.54,17.12,23.62,30.18,3.38,3.56,3.85,3.6,3.79,4.46,109,var65,2
15.82,16.84,20.99,16.83,25.26,33.67,3.37,3.51,3.86,3.62,3.86,4.67,110,var10,2
16.24,17.62,22.63,18.44,29.95,38.98,3.38,3.54,3.9,3.69,3.92,4.87,110,var10,2
19.65,20.49,25.37,21.57,32.35,41.25,3.35,3.53,4.0,3.67,3.94,5.06,110,var10,2
24.83,34.33,48.8,25.26,40.88,53.95,3.31,3.72,5.58,3.62,4.0,5.43,111,var43,2
29.11,41.95,61.26,24.05,37.63,47.16,3.38,4.03,6.21,3.66,3.92,4.81,111,var43,2
26.81,38.69,53.46,21.89,31.96,40.46,3.43,3.93,5.6,3.62,3.81,4.41,111,var43,2
46.1,25.19,29.65,22.17,33.33,42.66,3.11,3.43,3.84,3.59,3.81,4.43,112,var62,2
21.42,21.98,26.42,22.92,34.3,43.36,3.08,3.09,3.56,3.56,3.84,4.58,112,var62,2
18.67,19.59,24.18,20.33,30.88,39.36,3.36,3.52,3.84,3.62,3.77,4.42,112,var62,2
17.68,24.49,34.21,21.56,35.21,48.59,3.45,3.68,4.56,3.68,3.96,5.15,113,var5,2
23.32,33.1,47.49,22.91,38.6,54.62,3.39,3.81,5.12,3.68,4.06,5.39,113,var5,2
26.08,38.51,56.7,25.62,42.18,57.69,3.34,3.75,5.53,3.66,4.08,5.53,113,var5,2
33.64,34.32,38.76,37.64,41.12,45.92,3.37,3.58,4.06,3.64,3.81,4.53,114,var70,2
33.33,34.65,38.66,34.84,40.96,46.34,3.33,3.41,3.7,3.68,3.78,4.57,114,var70,2
35.46,33.47,36.4,38.36,42.18,45.16,3.24,3.15,3.38,3.54,3.76,4.8,114,var70,2
18.0,18.02,22.26,18.21,26.88,35.37,3.32,3.44,3.71,3.63,3.96,4.61,115,var29,2
17.62,18.39,21.87,18.58,26.57,33.73,3.34,3.49,3.79,3.69,3.86,4.51,115,var29,2
16.82,17.2,21.05,15.94,24.3,31.35,3.35,3.51,3.78,3.6,3.83,4.45,115,var29,2
14.04,15.26,19.33,15.57,23.78,30.38,3.39,3.53,3.78,3.62,3.8,4.39,116,var12,2
15.11,14.59,18.37,15.51,22.34,28.17,3.38,3.55,3.79,3.63,3.8,4.41,116,var12,2
14.52,14.97,18.77,14.79,21.57,28.07,3.35,3.51,3.75,3.62,3.77,4.32,116,var12,2
19.59,19.8,23.2,20.4,26.44,30.51,3.28,3.16,3.24,3.67,3.77,4.26,117,var54,2
19.52,19.61,23.79,20.24,26.31,31.08,3.26,3.09,3.3,3.57,3.61,4.64,117,var54,2
17.88,19.89,24.69,18.86,27.65,33.9,3.32,3.31,3.53,3.65,3.77,4.45,117,var54,2
19.75,19.74,25.08,19.82,28.6,35.67,3.31,3.43,3.61,3.57,3.8,4.37,118,var39,2
20.34,20.31,25.35,21.58,28.37,35.75,3.32,3.46,3.68,3.65,3.83,4.44,118,var39,2
19.92,19.93,24.84,20.25,29.22,35.57,3.34,3.44,3.68,3.63,3.82,4.45,118,var39,2
17.0,17.28,22.09,17.3,26.5,34.82,3.33,3.51,3.8,3.7,3.86,4.44,119,var61,2
16.26,17.59,21.82,16.28,25.1,32.96,3.38,3.53,3.84,3.69,3.86,4.35,119,var61,2
16.27,17.9,21.93,18.88,26.3,32.97,3.43,3.55,3.83,3.65,3.85,4.45,119,var61,2
9.68,21.47,27.3,21.13,32.71,39.19,3.18,3.16,3.43,3.6,3.62,4.49,120,var23,2
20.32,20.74,25.65,21.04,30.26,36.17,3.33,3.5,3.77,3.65,3.79,4.36,120,var23,2
17.54,18.99,23.83,18.87,28.82,35.04,3.39,3.53,3.82,3.67,3.83,4.43,120,var23,2
18.52,18.18,22.6,18.25,25.42,31.51,3.36,3.5,3.76,3.66,3.86,4.47,121,var4,2
18.31,20.11,23.96,19.41,27.64,34.71,3.42,3.49,3.79,3.66,3.85,4.47,121,var4,2
20.15,20.18,24.65,22.09,30.08,38.18,3.37,3.51,3.79,3.62,3.85,4.49,121,var4,2
18.34,18.74,23.61,18.08,26.14,32.12,3.36,3.49,3.77,3.62,3.82,4.37,122,var13,2
18.42,19.22,23.97,17.94,27.61,35.08,3.36,3.51,3.79,3.69,3.87,4.46,122,var13,2
19.14,19.1,24.28,17.72,26.97,34.34,3.35,3.57,3.82,3.71,3.82,4.44,122,var13,2
18.92,19.12,24.69,20.67,30.55,37.28,3.32,3.23,3.08,3.6,3.49,5.19,123,var60,2
18.94,20.83,24.81,21.55,28.07,34.1,3.15,2.24,2.99,3.14,3.77,6.26,123,var60,2
18.15,19.81,23.86,19.35,26.68,33.1,3.36,3.44,3.65,3.67,3.86,4.46,123,var60,2
18.62,19.85,24.48,20.58,28.07,32.62,3.4,3.5,3.75,3.67,3.86,4.41,124,var34,2
21.21,21.16,24.69,21.13,26.51,32.5,3.34,3.42,3.63,3.71,3.89,4.43,124,var34,2
20.22,20.82,24.18,21.4,25.98,31.4,3.35,3.41,3.68,3.63,3.82,4.46,124,var34,2
17.29,15.37,18.77,14.02,20.38,26.84,3.36,3.52,3.81,3.67,3.85,4.38,125,var16,2
15.54,14.97,18.48,14.36,21.51,27.73,3.37,3.53,3.8,3.69,3.85,4.42,125,var16,2
16.08,15.72,19.6,14.19,20.53,28.3,3.36,3.52,3.81,3.71,3.83,4.32,125,var16,2
16.81,16.79,20.94,17.02,24.02,30.05,3.38,3.54,3.8,3.65,3.82,4.39,126,var44,2
16.57,16.83,21.07,16.12,25.4,31.26,3.36,3.51,3.82,3.76,3.89,4.49,126,var44,2
17.0,17.02,22.04,16.87,26.37,32.21,3.34,3.55,3.8,3.72,3.89,4.45,126,var44,2
21.63,21.2,25.44,20.55,30.77,38.88,3.02,2.65,3.02,3.56,3.85,5.04,127,var64,2
18.58,20.94,26.68,20.75,30.44,38.86,3.32,3.41,3.63,3.62,3.82,4.46,127,var64,2
18.77,20.72,26.63,19.76,30.36,39.0,3.39,3.52,3.81,3.7,3.81,4.53,127,var64,2
19.18,21.13,25.96,18.97,29.24,37.79,3.41,3.55,3.87,3.65,3.87,4.61,128,var27,2
17.3,19.18,23.54,18.32,27.71,35.29,3.41,3.55,3.87,3.69,3.89,4.51,128,var27,2
17.49,17.33,20.96,19.0,27.78,34.15,3.38,3.57,3.89,3.71,3.86,4.56,128,var27,2
15.82,16.09,19.5,16.23,23.86,29.72,3.41,3.56,3.8,3.69,3.83,4.4,129,var40,2
15.56,16.73,20.04,18.37,24.87,31.56,3.42,3.56,3.84,3.7,3.84,4.42,129,var40,2
16.35,17.45,22.21,17.88,26.95,34.46,3.39,3.57,3.82,3.68,3.83,4.4,129,var40,2
16.8,19.97,25.79,19.1,31.02,40.53,3.38,3.46,3.72,3.71,3.89,4.62,130,var67,2
18.14,20.06,25.71,19.84,29.94,38.63,3.35,3.5,3.77,3.68,3.86,4.45,130,var67,2
16.31,20.13,25.91,19.42,30.89,40.21,3.38,3.37,3.57,3.66,3.79,4.66,130,var67,2
18.31,19.4,22.08,17.94,22.91,30.51,3.23,3.11,3.5,3.54,3.89,4.66,131,var33,2
16.46,16.28,21.2,16.81,23.38,29.41,3.37,3.49,3.73,3.67,3.84,4.54,131,var33,2
17.36,17.53,21.81,16.21,24.4,30.78,3.36,3.5,3.77,3.69,3.83,4.38,131,var33,2
15.64,16.18,19.24,16.41,22.21,27.91,3.41,3.47,3.82,3.8,3.93,4.39,132,var11,2
16.2,14.03,17.58,12.38,20.28,26.94,3.36,3.54,3.79,3.76,3.86,4.38,132,var11,2
16.1,15.43,18.26,15.44,21.65,27.4,3.36,3.51,3.8,3.61,3.81,4.27,132,var11,2
18.04,17.91,22.26,18.86,26.39,32.35,3.32,3.42,3.69,3.65,3.88,4.49,133,var2,2
18.5,19.51,23.09,21.51,28.12,33.97,3.38,3.48,3.74,3.71,3.9,4.44,133,var2,2
17.26,18.67,22.8,20.77,29.46,35.08,3.35,3.47,3.73,3.69,3.87,4.44,133,var2,2
17.73,19.17,23.44,17.62,26.97,34.64,3.33,3.44,3.68,3.66,3.82,4.51,134,var24,2
19.54,19.43,23.93,20.13,29.03,36.11,3.28,2.99,2.91,3.74,3.76,4.35,134,var24,2
17.86,20.6,24.67,20.12,29.29,36.99,3.16,2.44,2.47,3.29,3.14,5.9,134,var24,2
18.53,19.87,25.11,19.48,29.53,37.05,3.4,3.57,3.85,3.74,3.95,4.53,135,var53,2
18.45,19.12,24.31,18.54,26.98,34.8,3.36,3.56,3.86,3.71,3.89,4.51,135,var53,2
16.68,18.29,22.61,18.98,26.47,31.66,3.37,3.5,3.79,3.66,3.87,4.45,135,var53,2
18.56,18.69,22.3,20.66,28.19,35.26,3.41,3.51,3.79,3.71,3.89,4.53,136,var18,2
15.98,18.49,22.64,19.31,28.2,34.47,3.43,3.55,3.86,3.59,3.85,4.6,136,var18,2
16.62,18.19,22.06,17.76,27.07,35.06,3.4,3.51,3.8,3.76,3.93,4.7,136,var18,2
21.78,25.3,32.49,16.15,24.5,31.35,3.41,3.89,5.37,3.72,3.89,4.51,137,var37,2
20.63,20.58,24.84,17.44,25.05,33.26,3.38,3.7,4.6,3.72,3.9,4.58,137,var37,2
18.86,18.31,21.78,18.76,30.51,40.29,3.36,3.59,4.08,3.76,3.96,4.86,137,var37,2
20.31,17.69,21.59,19.1,28.59,35.48,3.35,3.53,3.79,3.66,3.92,4.71,138,var7,2
19.73,19.88,23.35,20.92,30.99,38.96,3.38,3.54,3.83,3.77,3.96,4.77,138,var7,2
19.91,19.46,23.53,21.45,29.43,36.49,3.33,3.53,3.8,3.68,3.87,4.54,138,var7,2
18.34,20.32,26.74,21.15,31.24,39.37,3.4,3.53,3.81,3.73,3.88,4.59,139,var25,2
20.95,23.28,28.44,21.39,31.8,40.03,3.36,3.5,3.83,3.74,3.88,4.53,139,var25,2
18.82,21.79,26.74,22.17,32.46,40.16,3.37,3.52,3.83,3.77,3.93,4.57,139,var25,2
19.09,20.2,24.57,19.0,28.08,34.55,3.36,3.4,3.67,3.69,3.79,4.43,140,var50,2
19.6,19.87,23.72,18.69,26.82,33.0,3.37,3.5,3.79,3.65,3.83,4.39,140,var50,2
19.49,18.73,22.89,18.18,26.67,31.8,3.37,3.51,3.77,3.74,3.8,4.43,140,var50,2
16.97,14.41,18.18,15.55,20.87,25.35,3.36,3.53,3.77,3.65,3.79,4.32,141,var57,2
16.4,15.18,18.62,14.7,21.15,27.3,3.37,3.52,3.82,3.7,3.82,4.4,141,var57,2
17.03,15.74,19.16,16.04,22.25,27.84,3.38,3.57,3.83,3.73,3.85,4.38,141,var57,2
17.51,18.75,23.24,17.94,25.47,31.74,3.39,3.53,3.8,3.71,3.81,4.34,142,var9,2
17.78,18.16,22.19,16.63,25.04,31.58,3.36,3.49,3.81,3.73,3.85,4.38,142,var9,2
17.45,18.19,22.38,17.41,24.95,31.54,3.37,3.52,3.83,3.72,3.84,4.4,142,var9,2
20.28,22.17,27.24,21.54,30.9,38.62,3.29,3.38,3.67,3.75,3.86,4.51,143,var46,2
20.77,23.53,28.94,22.88,33.23,40.11,3.32,3.42,3.7,3.73,3.8,4.45,143,var46,2
20.45,23.15,28.18,20.96,31.46,40.7,3.37,3.45,3.78,3.64,3.79,4.43,143,var46,2
18.46,19.57,23.22,18.7,26.53,33.48,3.39,3.52,3.8,3.72,3.86,4.41,144,var22,2
17.06,18.22,21.28,18.56,25.47,28.49,3.41,3.55,3.82,3.72,3.83,4.36,144,var22,2
16.74,16.23,18.89,15.64,22.69,26.8,3.36,3.51,3.77,3.71,3.88,4.41,144,var22,2
16.17,15.86,19.03,16.75,21.77,26.14,3.42,3.6,3.84,3.74,3.88,4.39,145,var68,3
17.24,17.28,21.03,19.88,25.25,27.51,3.4,3.57,3.85,3.76,3.91,4.52,145,var68,3
17.71,19.72,23.67,19.85,27.41,33.25,3.37,3.41,3.8,3.71,3.85,4.41,145,var68,3
18.07,22.41,28.89,21.13,31.79,40.71,3.41,3.48,3.85,3.75,4.02,4.51,146,var61,3
21.78,24.8,29.31,25.13,35.44,42.15,3.37,3.5,3.81,3.78,3.93,4.55,146,var61,3
19.84,22.72,27.6,14.55,27.56,38.41,3.37,3.42,3.71,3.99,4.14,4.6,146,var61,3
17.76,17.85,22.78,18.9,25.23,33.1,3.33,3.47,3.74,3.76,3.96,4.53,147,var25,3
16.18,17.4,22.35,18.04,26.44,32.7,3.4,3.5,3.82,3.8,3.95,4.45,147,var25,3
16.38,17.62,22.79,17.15,26.16,32.88,3.38,3.52,3.76,3.79,3.93,4.49,147,var25,3
14.95,13.82,17.13,14.76,22.02,27.65,3.37,3.53,3.74,3.76,3.94,4.44,148,var51,3
14.02,12.68,16.99,11.93,20.74,26.72,3.4,3.57,3.73,3.93,3.92,4.43,148,var51,3
14.57,14.55,18.56,13.19,20.15,26.01,3.39,3.53,3.77,3.74,3.88,4.43,148,var51,3
20.47,19.1,22.85,19.63,25.9,32.08,3.37,3.52,3.78,3.73,3.9,4.5,149,var34,3
17.84,18.81,23.69,20.44,27.93,34.35,3.45,3.54,3.72,3.8,3.92,4.5,149,var34,3
18.64,20.43,25.86,18.84,28.19,36.41,3.36,3.4,3.62,3.69,3.82,4.7,149,var34,3
21.82,20.81,26.36,21.39,30.99,38.19,3.39,3.58,3.84,3.74,3.95,4.77,150,var43,3
20.63,22.08,27.23,23.56,34.05,40.62,3.37,3.53,3.88,3.82,3.99,4.91,150,var43,3
19.8,21.45,26.27,21.94,32.39,40.36,3.39,3.53,3.83,3.75,3.93,4.83,150,var43,3
20.8,19.23,22.44,22.32,32.39,42.28,3.39,3.61,4.08,3.73,4.14,5.53,151,var11,3
17.77,18.45,23.3,23.47,36.23,46.85,3.43,3.68,4.28,3.8,4.24,5.92,151,var11,3
19.21,20.25,24.63,23.71,36.29,49.31,3.43,3.71,4.58,3.82,4.24,6.18,151,var11,3
34.05,52.31,78.58,20.76,31.47,37.68,3.5,4.73,9.11,3.82,4.13,4.98,152,var20,3
28.64,42.51,61.43,17.85,25.3,30.17,3.51,4.4,7.68,3.78,3.99,4.45,152,var20,3
28.16,34.69,45.76,19.11,22.17,25.08,3.44,4.12,6.41,3.74,3.88,4.37,152,var20,3
20.28,18.47,19.49,20.01,25.19,29.95,3.4,3.48,3.77,3.8,3.93,4.71,153,var58,3
19.86,17.49,20.12,20.01,23.85,29.92,3.37,3.53,3.81,3.78,3.99,4.7,153,var58,3
21.25,18.3,19.65,22.05,26.58,29.54,3.39,3.55,3.83,3.79,3.95,4.77,153,var58,3
18.07,16.42,19.41,20.26,27.77,34.49,3.39,3.59,4.04,3.71,4.01,5.32,154,var40,3
21.17,19.39,22.08,21.22,31.36,41.39,3.37,3.59,4.16,3.81,4.18,5.82,154,var40,3
19.68,20.09,24.97,22.34,33.67,47.19,3.41,3.7,4.67,3.81,4.34,6.38,154,var40,3
33.72,50.31,74.83,25.89,40.01,52.19,3.49,4.55,8.77,3.79,4.31,6.52,155,var54,3
33.9,50.14,70.6,23.28,31.01,37.36,3.49,4.57,8.45,3.84,4.15,5.06,155,var54,3
27.09,36.12,49.56,21.3,27.9,32.32,3.46,4.18,6.68,3.79,3.95,4.41,155,var54,3
18.87,19.31,23.93,21.64,31.86,41.76,3.37,3.63,4.39,3.72,3.93,4.85,156,var32,3
18.54,19.88,23.96,23.12,32.25,41.16,3.39,3.56,4.02,3.72,3.95,4.94,156,var32,3
19.17,19.29,23.58,22.71,31.36,39.32,3.39,3.55,3.85,3.77,3.98,4.88,156,var32,3
16.17,15.39,18.73,15.61,22.89,29.11,3.37,3.43,3.68,3.73,3.89,4.54,157,var22,3
16.84,15.09,18.18,16.11,22.48,28.58,3.39,3.57,3.8,3.79,3.95,4.51,157,var22,3
17.08,15.25,18.64,15.76,23.55,29.4,3.38,3.56,3.82,3.72,3.92,4.59,157,var22,3
17.62,19.56,24.37,19.08,27.95,35.65,3.36,3.48,3.78,3.72,3.91,4.57,158,var3,3
19.85,21.55,25.87,21.3,30.08,38.08,3.32,3.45,3.82,3.79,3.99,4.61,158,var3,3
19.95,20.31,25.43,21.61,30.44,37.61,3.3,3.46,3.84,3.75,3.98,4.6,158,var3,3
20.72,23.0,28.05,22.04,32.43,40.25,3.11,2.42,2.87,3.64,3.8,5.64,159,var31,3
21.97,23.67,29.23,23.54,32.54,40.19,3.29,3.41,3.77,3.63,4.07,4.91,159,var31,3
21.88,24.14,28.56,23.36,33.22,40.52,3.34,3.37,3.64,3.81,3.92,4.69,159,var31,3
16.7,16.89,20.44,17.06,24.02,28.4,3.42,3.61,3.87,3.74,3.86,4.41,160,var64,3
16.05,15.72,18.66,16.14,22.7,26.85,3.4,3.57,3.86,3.76,3.91,4.4,160,var64,3
14.88,14.56,17.35,14.39,19.74,24.59,3.42,3.54,3.86,3.73,3.92,4.36,160,var64,3
14.79,13.29,16.65,12.83,18.5,23.28,3.37,3.55,3.81,3.74,3.85,4.36,161,var39,3
14.54,13.61,17.59,14.48,19.64,24.27,3.42,3.58,3.83,3.73,3.9,4.39,161,var39,3
14.86,14.81,19.23,16.53,22.0,27.3,3.4,3.57,3.83,3.69,3.89,4.45,161,var39,3
20.91,22.73,28.14,22.3,32.22,39.4,3.39,3.45,3.73,3.73,3.85,4.7,162,var42,3
22.61,23.34,28.25,23.15,32.9,40.37,3.37,3.49,3.77,3.74,3.9,4.59,162,var42,3
21.11,22.74,27.14,21.96,31.7,38.63,3.32,3.26,3.51,3.75,3.93,4.77,162,var42,3
21.09,21.71,26.69,22.08,32.23,39.09,3.31,3.36,3.72,3.74,4.08,4.88,163,var60,3
20.64,20.78,26.22,22.67,32.74,39.38,3.35,3.49,3.73,3.72,4.01,4.69,163,var60,3
17.71,19.34,23.87,17.68,28.29,36.06,3.4,3.52,3.81,3.84,4.02,4.67,163,var60,3
16.32,13.96,17.46,16.76,23.96,29.98,3.4,3.57,3.83,3.78,4.02,4.78,164,var2,3
17.19,15.03,17.45,14.96,23.75,31.12,3.38,3.56,3.86,3.77,4.0,4.89,164,var2,3
18.09,16.35,18.84,19.46,25.95,31.7,3.41,3.46,3.81,3.69,3.94,5.09,164,var2,3
