VCP0.32,VCP0.71,VCP1.18,HCP0.32,HCP0.71,HCP1.18,name,plot,x,y,elevation
23.80181889953477,22.73555561680116,21.155584587636408,18.968932035430342,21.894462472018166,23.03007284197956,var30,31,30,0,0
27.426644460395824,27.010279658511013,25.277460870299386,24.216305183634983,29.404179685815425,29.96736912492195,var31,32,31,0,0
26.043328933216053,26.005536828194593,24.630635303706146,22.966661362780204,28.80067681186153,29.56000816878072,var32,33,32,0,0
24.515547797727407,22.858864964158176,21.551012363165068,20.46171922414373,22.011269479880205,22.896312528022733,var33,34,33,0,0
22.96712871819464,23.173988851848332,22.65349642606285,20.653972119659848,24.566422776862424,26.14304014861101,var34,35,34,0,0
23.91590086800089,23.128318723197584,21.95691504665475,20.58611815653651,23.442155326190253,25.00303747284266,var35,36,35,0,0
19.120445258859238,20.561657493025653,20.59779573871188,15.417907965309096,20.268898279271365,23.337113562653155,var36,37,36,0,0
24.630203042416987,22.84973093842803,21.18700931151948,19.494800249636192,20.200760858018512,21.236468632104,var37,38,37,0,0
26.445768842076482,24.863783611925946,23.310796900617113,21.128949861523203,24.82923854455202,25.699199106845196,var38,39,38,0,0
24.395159790803337,24.320309080982057,23.114392376347908,20.405174254874282,24.89250900714396,27.833284115883565,var39,40,39,0,0
26.747312135610073,25.818289300726533,24.49184277322257,22.7630994734102,27.155644784471054,28.948966734568877,var40,41,40,0,0
30.92936218566248,26.01010384105967,23.939291378278554,25.454640010635863,28.73253939060867,29.034086934359568,var41,42,41,0,0
27.40657979257514,23.251628070554595,21.273427302197927,23.57734703089023,25.807497235396642,26.2160003198602,var42,43,42,0,0
23.870038770125078,21.867823172436992,21.281283483168693,23.76959992640636,26.751687215614833,27.438083188283876,var43,44,43,0,0
22.8926028091464,22.297122381754004,21.401744924720465,25.13798818272696,28.177706103263965,28.952006741704263,var44,45,44,0,0
24.17846137834004,23.690061305601763,22.580172070335678,20.58611815653651,24.371744430425682,25.586718842836056,var45,46,45,0,0
25.732613220107282,23.918411948855486,22.588028251306447,21.739635529633226,24.8779081311612,25.54111873580532,var46,47,46,0,0
24.19107345525589,24.649134007267428,23.161529462172517,21.909270437441553,26.25039047354022,27.31952291000396,var47,48,47,0,0
26.673932779008737,25.631041773258467,23.776930304882683,21.52476464640933,27.170245660453833,27.95184439416348,var48,49,48,0,0
23.94915088896089,25.00079399787817,23.326509262558645,21.38905672016265,25.559282343689798,26.53216106193995,var49,50,49,0,0
