x,y,VCP1.48f10000h1,VCP2.82f10000h1,VCP4.49f10000h1,HCP1.48f10000h1,HCP2.82f10000h1,HCP4.49f10000h1
468095.918367347,468770.408163265,20.7884933187175,22.9457993290494,25.7321371844571,15.4733186059432,18.3929152662003,22.4809827771063
468099.387755102,468770.408163265,18.9679586300758,21.5164462564256,24.5934711917331,16.8996798305971,19.2374317670825,22.9970475418812
468102.857142857,468770.408163265,19.8068220735189,21.8814159811679,24.6760753451602,18.4259075467481,19.8246058269651,22.6605506721254
468106.326530612,468770.408163265,24.7704669870188,25.1494816395448,26.8106832216521,20.3163970364883,21.0936308372801,24.0860481656617
468109.795918367,468770.408163265,27.4988849764029,28.0305796238912,30.4932563123934,19.6454565331131,20.7403388584219,24.4260659526915
468113.265306122,468770.408163265,27.5475136766835,28.0240027152673,30.9649092824958,17.9579429873937,20.0470480224336,24.0838875572487
468116.734693878,468770.408163265,27.5735815427647,27.5316210758504,27.2596299550248,17.947131112583,19.8675209282686,23.6483452515606
468120.204081633,468770.408163265,25.9053606536375,27.4836721136774,27.8442605680882,18.0138232891574,19.7167401115679,23.1861974060026
468123.673469388,468770.408163265,23.5381996065501,25.13831571142,26.1536038132646,16.8357907979801,19.1348517341956,22.9764637999547
468127.142857143,468770.408163265,21.3128189171979,22.3441189674213,24.6450677324236,16.2264327257543,19.0933246955371,23.2119158611815
468130.612244898,468770.408163265,24.0676531725877,24.3246103456573,26.296148305227,15.6904571868915,19.1117696532378,23.6471691498466
468134.081632653,468770.408163265,23.6675482998385,23.825504140705,25.9723953233378,15.6024848367171,19.241918012595,24.1768315719089
468137.551020408,468770.408163265,26.4572580737253,26.2796010444036,28.0486430445561,15.823013316952,19.4025821733875,24.6611909433595
468141.020408163,468770.408163265,28.8942910182035,29.0254254776016,31.0801875955933,16.1857889227681,19.6584764235931,25.1884877100107
468144.489795918,468770.408163265,35.4743664855109,32.8727801354139,33.4689834316637,18.126975033029,21.4697764707543,25.7234147265854
468147.959183674,468770.408163265,31.7736401527081,32.1026990265539,33.8446211538766,21.3322754477148,23.9090318866244,26.4661706873693
468151.428571429,468770.408163265,28.6074976690853,31.721876493547,34.4544831157486,28.1392391771928,27.2868395623971,27.0214113556593
468154.897959184,468770.408163265,35.5716445338153,36.7160885872249,37.1511738568699,24.2985834613401,27.3300433873329,28.4288113318264
468158.367346939,468770.408163265,38.9011800697104,40.0686654321907,39.3079084503859,22.9689762296839,27.512021909439,28.890116578698
468161.836734694,468770.408163265,41.2133833919038,41.4032745497889,39.6139972461302,24.6929250387459,28.3373759123008,29.306681415781
468165.306122449,468770.408163265,39.4426783062685,39.2106655561851,37.8004302666218,23.5183694302178,27.4807542775787,29.4084999156056
468168.775510204,468770.408163265,36.1419354064906,36.3211068315651,35.8792267123329,22.7638495863916,26.5124861198971,28.7613276230707
468172.244897959,468770.408163265,39.7224432523203,35.2727739674989,34.8048211382866,21.3602885281715,24.9212952444128,27.9457628826975
468175.714285714,468770.408163265,54.4591267697671,37.5819648389086,34.998925907164,20.0562373422798,24.0516021123836,28.4070350350597
468179.183673469,468770.408163265,69.195810287461,39.8911557103569,35.1930306760447,18.7521861563661,23.1819089803399,28.8683071874298
468182.653061225,468770.408163265,79.0613012693364,41.0066040404287,35.6014721785253,18.243450411134,22.6611220062292,29.1945296333966
468186.12244898,468770.408163265,89.1550473529998,46.1251321247549,39.5226935296723,19.3779776822006,22.9742932576877,32.5927099734821
468078.571428571,468774.489795918,20.9800474943132,21.7436799866347,23.2141291946747,11.6741877067815,14.8024388784987,18.4081274968366
468082.040816327,468774.489795918,15.5405616614681,18.2009112830976,20.9360140655236,12.5453693621283,15.5067360922779,19.2983161065899
468085.510204082,468774.489795918,16.8552641463035,19.8872220422497,22.8204331940103,13.3492220559308,16.4396975413583,20.2552111227709
468088.979591837,468774.489795918,19.5532424085555,22.1122502809429,24.9756545954745,14.2477259082702,17.239915091587,21.0515598196894
468092.448979592,468774.489795918,20.4430987672182,22.9550094291263,25.6570388794529,15.37063625111,18.1612402735487,21.8255830882901
468095.918367347,468774.489795918,18.8022835748203,21.7006333954596,24.7264878037052,15.9862359450235,18.7081127208573,22.3030443890117
468099.387755102,468774.489795918,18.8514928740949,21.4075369687609,24.133310303896,16.6542483029347,18.9725099555321,21.9111987820972
468102.857142857,468774.489795918,18.6667663696898,21.5431618500808,24.4187711192218,17.4578058498383,19.2828139227406,21.43489157532
468106.326530612,468774.489795918,21.8044680398059,23.7607989197326,26.4024269838653,17.2373676072987,18.4892845310917,20.8193240614846
468109.795918367,468774.489795918,25.3772901136749,28.6195915554368,33.8822360556767,15.8785101923891,16.7137848556731,20.3873711131762
468113.265306122,468774.489795918,22.9316133541391,24.54346481342,27.4147051380339,17.9583098149849,18.9127614704905,22.168138752044
468116.734693878,468774.489795918,24.001042216244,25.6480974494725,25.9221268930142,18.9766383824863,19.3336075557933,22.3913079581483
468120.204081633,468774.489795918,24.1452425646805,26.9365335150029,25.4703008813982,16.6504060195642,16.9687698072183,19.4530029431405
468123.673469388,468774.489795918,20.8784017738262,24.2346457506273,24.7050589017337,16.6032249471705,18.8963878528606,22.8555448328713
468127.142857143,468774.489795918,18.4088991435213,21.3102751033603,23.4980686891673,16.1023450804833,18.8140068423703,23.2176174361813
468130.612244898,468774.489795918,16.0754944332992,18.5298147722474,22.3101083951607,15.0413597597316,17.6426647451492,21.5881981125261
468134.081632653,468774.489795918,21.5072122617677,22.3612388414122,25.1185747697827,16.5029902344281,19.1402499904439,23.3453835984872
468137.551020408,468774.489795918,27.1717272993508,26.4218021864685,28.2082059824998,16.4606531006991,19.2291741828779,23.8263378620803
468141.020408163,468774.489795918,29.8796895327436,27.8008321913292,28.7668551255683,17.3170915089988,19.7351729775789,24.4557917093434
468144.489795918,468774.489795918,32.0988527855636,29.0227844030356,29.0332867733101,21.3062106902448,22.4128611965705,25.3510081188641
468147.959183674,468774.489795918,37.3406339184237,33.9328226778846,33.4019731114399,24.120766578056,24.818952394948,25.7439678611166
468151.428571429,468774.489795918,34.9801232604729,34.1182622739359,34.3157001473621,27.4647782396142,27.2684789045034,26.7878347351356
468154.897959184,468774.489795918,44.9543723359887,39.9478718528806,37.1633584155417,27.9910717580037,28.5557374530615,28.4302652286398
468158.367346939,468774.489795918,44.5824907069645,42.1586378465148,39.9604865302908,27.3492171809292,29.5529622652949,30.0122757987573
468161.836734694,468774.489795918,43.4571024929859,41.4936532842072,39.4549785794778,27.0051398018973,29.530333052397,30.3482663322336
468165.306122449,468774.489795918,39.3258714447244,38.3917843129122,37.1111645657774,25.4092984007761,28.5440294221847,30.3233178946618
468168.775510204,468774.489795918,34.7310258184127,35.1436659127693,34.6970169259979,24.0180476910908,27.5698142348348,29.2660704471286
468172.244897959,468774.489795918,36.719642917274,34.4610212014982,33.8456210188007,22.7092763883069,25.6853324996637,27.2810261550852
468175.714285714,468774.489795918,45.0485684595266,34.9810271758274,34.3197099652448,20.0224853307379,23.3283812576947,26.4311538350324
468179.183673469,468774.489795918,53.3774940019189,35.5010331501653,34.793798911697,17.2412805174855,21.8136944686032,28.1249501714564
468182.653061225,468774.489795918,61.7064195441715,36.0210391244945,35.2678878581411,16.5391139884265,21.0126194678541,27.3281551254411
468186.12244898,468774.489795918,30.3820191829442,28.1671171371743,32.0401986145244,17.9074195386321,21.3303374206004,29.0748594282188
468078.571428571,468778.571428571,15.4644750338805,17.7919311390378,20.2927132613256,11.8804544928355,14.9778409202127,18.5301370940735
468082.040816327,468778.571428571,21.3731946887813,22.9974653320913,25.4270599377864,12.965600310306,15.8958638607418,19.4548243391356
468085.510204082,468778.571428571,22.6330087133684,23.8058771655348,25.8740689279406,14.1530803937029,16.9258557571556,20.4605883669115
468088.979591837,468778.571428571,24.120644799346,24.8213150282595,26.6038920679984,13.614603983251,16.7036764544603,20.6225865580792
468092.448979592,468778.571428571,21.2446113322238,23.1407510546801,25.5917329508192,13.9663914007505,17.028754673053,21.0906015693876
468095.918367347,468778.571428571,20.9779241043367,22.992928225008,25.0617904586567,16.3177251319863,18.604087284312,21.9535028470352
468099.387755102,468778.571428571,21.2138745562291,22.6992684225053,24.2373051871171,15.3275673998332,18.2916285112309,21.2269533923768
468102.857142857,468778.571428571,20.7480482005163,22.8760452496593,25.0762275990803,17.1784406327322,18.8923479708719,20.7187883276954
468106.326530612,468778.571428571,19.1752100252593,22.7076001945624,25.7595903452819,17.8984365076889,19.2890610543809,21.2199102160178
468109.795918367,468778.571428571,22.7066785531953,28.2317382032033,35.6692966293045,16.1515451613753,16.7734636002132,19.9596185293147
468113.265306122,468778.571428571,19.0533013798981,22.2232242637964,25.4211649963369,18.0412791340923,20.1640795783923,23.6749746589868
468116.734693878,468778.571428571,20.0153121131314,22.9130845819581,24.0996478235538,18.0979405520386,17.1795988484376,20.0257070117829
468120.204081633,468778.571428571,22.8026458674089,25.3308671132891,23.5517189940716,16.8459556084375,15.4867395402009,18.1194499617271
468123.673469388,468778.571428571,19.4875096780449,22.0709746755396,23.1008014090928,15.3602481565447,16.0397744721934,19.6979464196516
468127.142857143,468778.571428571,17.7308604083953,20.098009212754,22.1735202546222,15.0194520542841,16.3153564776247,20.3636859755715
468130.612244898,468778.571428571,17.2096296680715,19.0092681706718,22.1364255954898,15.2746058954426,17.6835973973641,20.4224847173204
468134.081632653,468778.571428571,24.3326917419265,23.8203143160466,25.5421902050313,16.4686363938822,18.9672993837516,22.550364015775
468137.551020408,468778.571428571,30.6028358228504,28.2767700685831,28.8078258720973,16.187214245542,18.9114570124349,23.3304037172559
468141.020408163,468778.571428571,31.5067962800518,29.7275299187422,30.3409962857757,20.6607822729833,20.818569888979,24.2431925420035
468144.489795918,468778.571428571,30.4122073226664,29.927243534046,30.952660956011,24.5979794479093,22.9302168387693,24.8374622789091
468147.959183674,468778.571428571,29.9444857937164,30.2268239801759,31.349396452245,27.1858830249036,25.8634183279976,26.1911818783239
468151.428571429,468778.571428571,29.6955014025584,31.9733861495608,33.3226589095721,29.5531115226548,28.4386251422669,28.7271935649193
468154.897959184,468778.571428571,36.3329704519105,37.3924671612494,37.138218810649,30.2372133399865,29.8412279864627,30.1254871687766
468158.367346939,468778.571428571,40.5341392080341,41.9072268006006,40.8616098693996,29.3691028894904,30.1393777059585,30.1757117475441
468161.836734694,468778.571428571,42.6238948771275,40.534493547791,38.9554546727592,30.0105329316659,30.8745670467757,31.5479837851953
468165.306122449,468778.571428571,40.9886150701716,39.2446513195121,37.8995547531998,28.4215326378964,30.0463649405193,31.3277856981656
468168.775510204,468778.571428571,42.9223744443725,39.7252665376764,37.3250775753401,26.2325136065271,28.5677902486881,29.683631482447
468172.244897959,468778.571428571,37.9654837006451,34.6169947101561,32.5871232664675,23.7634041748715,25.772222956204,27.2189682507067
468175.714285714,468778.571428571,37.6549714742233,31.9794372456687,31.298979528051,19.3044204809824,22.6501067348786,26.752205251924
468179.183673469,468778.571428571,41.2942287133697,31.9461813758536,31.8692243689243,16.5224398849575,20.6307210328523,26.57581830674
468182.653061225,468778.571428571,26.05263730884,28.1055926490531,31.1896793726278,15.8605789424475,19.8935482485574,25.7466898516149
468186.12244898,468778.571428571,39.5221238100923,29.542713294141,31.2071891335311,16.6349473129635,19.8388310207092,25.6594548228012
468075.102040816,468782.653061225,20.5131901336223,21.1793006403892,22.3049714537081,13.4525352169559,15.3460328415491,17.9703821887127
468078.571428571,468782.653061225,25.4952639770013,21.9545593732996,22.5237469163482,13.3572066971448,15.694035868623,18.6886679650121
468082.040816327,468782.653061225,25.538122478363,21.9303078524363,22.4133673483763,14.0141028943529,16.272072062017,19.3625002874838
468085.510204082,468782.653061225,26.3823926364313,23.8712460494059,24.6205223840005,15.3959056150323,17.5717507294931,20.7323803913656
468088.979591837,468782.653061225,26.8721882724441,26.1579959958312,27.5479628808624,15.2793745319693,17.4561874460451,20.1547573771436
468092.448979592,468782.653061225,26.6597722480737,26.2488957942584,26.4545539568183,14.8609990729719,17.1630836106438,19.5888962993981
468095.918367347,468782.653061225,26.6330797405422,26.2235287488234,26.3514028741249,15.2992225659172,17.6739105597849,19.8924466441807
468099.387755102,468782.653061225,26.1299157663492,26.0376645177314,25.8559177552605,16.8591556919047,18.5715971066002,20.5950167138107
468102.857142857,468782.653061225,24.0735318670481,26.0167598184436,36.1373883459892,18.105997750608,19.8025488171257,21.6912271122066
468106.326530612,468782.653061225,24.8120223768105,26.9183513667507,33.0001595657652,16.1867486121068,18.0474998891366,19.2264210730205
468109.795918367,468782.653061225,25.9304288117941,28.7304927960212,33.4160900204408,17.0593822045014,18.673221506669,20.5159252642797
468113.265306122,468782.653061225,22.815722891567,27.6291574621737,29.8954870742571,17.0523566404251,19.3323630347537,23.2834633613954
468116.734693878,468782.653061225,20.0047868053103,23.3022282568362,22.4879672240909,17.5691503820639,17.5145962349594,20.6113875469682
468120.204081633,468782.653061225,20.0179255169595,24.5160688541317,29.7713380569682,16.1958556984988,15.888044517642,19.1781859384047
468123.673469388,468782.653061225,15.1976119473017,18.4639744376921,22.5464868885837,13.5206016787858,15.9589614482239,20.3402953690093
468127.142857143,468782.653061225,15.7286304296809,19.268402082232,23.49101859788,13.7006082957278,15.7568281249908,20.6780707848046
468130.612244898,468782.653061225,17.130229003687,20.1558831775786,24.0629621244016,15.5137303425365,17.3428368282695,20.9156292608861
468134.081632653,468782.653061225,26.2777618247473,25.0615359024077,26.8332343585906,16.9371661988771,19.0147614054921,21.7216552424307
468137.551020408,468782.653061225,35.8663763792254,30.5245194620922,30.3300333339754,17.4853078860896,20.1519880211086,23.649825383108
468141.020408163,468782.653061225,30.0329627756518,29.5399963637946,30.5816201996213,18.9027136321642,20.959346949447,23.4373071748387
468144.489795918,468782.653061225,29.1611106886323,29.6721249293803,30.8605135100332,21.3357870223399,22.2292948013043,22.9397341214783
468147.959183674,468782.653061225,28.2892586015982,29.8042534949682,31.1394068204497,24.3308273560913,24.1005658314115,22.8871909696579
468151.428571429,468782.653061225,32.7695911891409,34.0421818971376,34.6560677892908,26.3117806822682,26.4652092998054,26.0164078401855
468154.897959184,468782.653061225,39.0282456037351,39.7131805212803,39.3524091379526,28.5653506383532,28.9095587806681,29.4819573013489
468158.367346939,468782.653061225,40.9177905192836,41.0317581333016,40.2737874981171,28.2461734301464,29.2815556713609,29.9984433015948
468161.836734694,468782.653061225,38.1543489398509,38.568300299716,38.6118508971426,29.7846828809449,30.6271803069251,31.7596857892724
468165.306122449,468782.653061225,33.4858439373027,35.5941778525338,36.9630007718109,29.0259518227419,30.4746298200042,31.8193446825014
468168.775510204,468782.653061225,32.6041529891334,33.5125904835788,34.0563586673483,27.3787786074747,29.0135673239482,30.0296605630771
468172.244897959,468782.653061225,33.3327896600503,32.2089754208693,32.2073153300155,24.1823690899287,25.4883592283723,27.055220277211
468175.714285714,468782.653061225,30.6606833915028,29.477459300585,29.932128240211,17.3748809005201,20.9213226544462,25.8704795692154
468179.183673469,468782.653061225,26.9687423167036,27.1016930920822,29.0132297486823,16.850730820443,20.2592160247211,25.2531000795394
468182.653061225,468782.653061225,25.7894114398675,26.4144957903541,28.8388224066884,16.5271711422133,19.7191799612425,24.6148929789207
468186.12244898,468782.653061225,24.8011837689155,26.213559864377,28.7600174776152,16.303985834475,19.317370882666,24.5203565132678
468075.102040816,468786.734693878,20.8395832223481,20.2570513412126,20.5812752935811,13.8644659361839,15.7993827245536,18.4526481368736
468078.571428571,468786.734693878,26.3044621733174,22.1811390802297,22.6911415659311,14.1605945674732,16.1308236484625,18.8524820356936
468082.040816327,468786.734693878,22.4502720989172,20.5173090541597,20.3490229981149,14.3768923545866,16.4531594686713,19.3568145356558
468085.510204082,468786.734693878,22.0094648447556,20.8276372223352,21.0402128230912,14.6032548116988,16.6269120166091,19.3854703748066
468088.979591837,468786.734693878,26.625125075458,25.0610393830182,25.6915805265391,14.7824628001168,16.2347289173989,17.7601694132877
468092.448979592,468786.734693878,25.0635168851248,24.203444990233,26.4242272776923,14.7477411777038,15.8861498646995,16.3538297628562
468095.918367347,468786.734693878,23.849716849826,23.7136096013652,32.0457205463919,16.2120259324563,17.8917566261286,19.3457433049209
468099.387755102,468786.734693878,25.4654054478258,24.7817821744204,35.1134072293095,20.9699884007051,19.1015188524812,20.452643829648
468102.857142857,468786.734693878,28.8778651198551,27.6898471744385,34.4783859047006,29.9834657263672,20.4625940344936,21.2533166856151
468106.326530612,468786.734693878,29.6163556296175,28.5914387227456,31.3411571244765,21.7352592713587,18.0512118037822,16.561626470818
468109.795918367,468786.734693878,28.6644331012482,28.8112564219632,29.8408111597341,17.3231687927661,16.0821978737671,15.0780535936572
468113.265306122,468786.734693878,25.6045129576746,27.9580228765112,26.2609107249093,18.0745639999203,15.8342971099438,16.8426738656777
468116.734693878,468786.734693878,22.5917664400759,26.5169236490612,21.5333778683143,18.7918463508641,14.6295575613281,17.3558085770399
