latitude,longitude,elevation,Date,Time,DOP,Satelites,HCP0.20,HCP0.20_inph,HCP0.33,HCP0.33_inph,HCP0.50,HCP0.50_inph,HCP0.72,HCP0.72_inph,HCP1.03,HCP1.03_inph,HCP1.50,HCP1.50_inph,Note,x,y,lat,lon
5059.1146N,00346.2337E,16.7,01/07/2000,09:50:47.82,1.6,5,4.267057212667824,2.73,4.5584298069191105,3.09,-0.22506812246261265,2.95,6.440527421410613,2.48,10.022988054996144,3.96,11.71451507763527,5.16,,554086.8157679037,5648466.491832642,50.98524333333334,3.7705616666666666
5059.1146N,00346.2337E,16.7,01/07/2000,09:50:48.34,1.6,5,4.332578244724143,2.73,4.615308610214,3.09,-0.12057220846211389,2.94,6.5903071288852795,2.47,10.107732765684045,3.95,11.9587216458993,5.18,,554086.8157679037,5648466.491832642,50.98524333333334,3.7705616666666666
5059.1156N,00346.2327E,16.7,01/07/2000,09:50:48.87,1.6,5,4.488190695857903,2.73,4.672187413508891,3.08,-0.1286103556929215,2.94,6.56665770138928,2.49,10.246405928627881,3.97,12.08452502955047,5.21,,554085.6265580362,5648468.332964727,50.98526,3.7705450000000003
5059.1156N,00346.2327E,16.7,01/07/2000,09:50:49.32,1.6,5,4.316197986710063,2.73,4.599057523558318,3.09,-0.1446866501545367,2.95,6.582423986386613,2.49,10.207885605587927,3.97,12.44713478242737,5.17,,554085.6265580362,5648468.332964727,50.98526,3.7705450000000003
5059.1167N,00346.2317E,16.8,01/07/2000,09:50:49.84,1.6,5,4.348958502738222,2.73,4.639685240197526,3.09,-0.09645776676969113,2.94,6.621839698879946,2.47,10.361966897747745,3.95,12.239929209354855,5.16,,554084.4354122957,5648470.359432784,50.98527833333333,3.770528333333333
5059.1178N,00346.2308E,16.8,01/07/2000,09:50:50.37,1.6,5,4.4636203088367825,2.73,4.753442846787307,3.08,-0.05626703061565316,2.93,6.692787981367946,2.47,10.385079091571718,3.95,12.306531000699593,5.17,,554083.361251577,5648472.387123542,50.98529666666667,3.7705133333333336
5059.1178N,00346.2308E,16.8,01/07/2000,09:50:50.82,1.6,5,4.4636203088367825,2.73,4.5503042635912685,3.11,-0.08841961953888351,2.98,6.7479699788586105,2.51,10.492935996083588,3.98,12.380532991082632,5.18,,554083.361251577,5648472.387123542,50.98529666666667,3.7705133333333336
5059.1178N,00346.2308E,16.8,01/07/2000,09:50:51.34,1.6,5,4.684753792026861,2.73,4.989083603294712,3.09,0.20095368077018988,2.95,6.968697968821275,2.49,10.647017288243408,3.98,12.624739559346663,5.2,,554083.361251577,5648472.387123542,50.98529666666667,3.7705133333333336
5059.1190N,00346.2298E,16.8,01/07/2000,09:50:51.87,1.6,5,4.750274824083181,2.73,5.078464579900969,3.09,0.29741144753988097,2.95,7.110594533797274,2.48,10.793394515795233,3.96,12.92814771991713,5.19,,554082.1681709941,5648474.598927822,50.98531666666667,3.7704966666666664
5059.1190N,00346.2298E,16.8,01/07/2000,09:50:52.32,1.6,5,4.725704437062061,2.73,5.143468926523703,3.08,0.45817439215603273,2.93,7.2682573837706075,2.47,10.978292066387016,3.96,12.535937170887017,5.22,,554082.1681709941,5648474.598927822,50.98531666666667,3.7704966666666664
5059.1203N,00346.2288E,16.7,01/07/2000,09:50:52.84,1.6,5,5.01235895230846,2.73,5.322230879736216,3.08,0.5305177172333012,2.94,7.33132252375994,2.49,11.063036777074915,3.98,13.0613513026066,5.22,,554080.9731548238,5648476.996068082,50.98533833333333,3.77048
5059.1214N,00346.2278E,16.9,01/07/2000,09:50:53.37,1.6,5,5.135210887414059,2.73,5.322230879736216,3.08,0.514441422771686,2.94,7.35497195125594,2.48,11.140077423154823,3.96,13.261156676640812,5.17,,554079.7820128222,5648479.02253721,50.98535666666667,3.7704633333333333
5059.1214N,00346.2278E,16.9,01/07/2000,09:50:53.82,1.6,5,4.979598436280301,2.73,5.346607509719741,3.08,0.6028610423105695,2.93,7.449569661239939,2.48,11.132373358546834,3.95,12.98734931222356,5.23,,554079.7820128222,5648479.02253721,50.98535666666667,3.7704633333333333
5059.1214N,00346.2278E,16.9,01/07/2000,09:50:54.34,1.6,5,4.938647791245101,2.73,5.395360769686789,3.08,0.6189373367721847,2.93,7.449569661239939,2.47,11.124669293938842,3.96,13.216755482410987,5.22,,554079.7820128222,5648479.02253721,50.98535666666667,3.7704633333333333
5059.1224N,00346.2268E,17.0,01/07/2000,09:50:54.87,1.6,5,5.176161532449259,2.73,5.484741746293047,3.09,0.6269754840029923,2.96,7.425920233743939,2.51,11.109261164722861,3.98,13.201955084334378,5.22,,554078.5928082383,5648480.86367091,50.985373333333335,3.7704466666666665
5059.1224N,00346.2268E,17.0,01/07/2000,09:50:55.32,1.6,5,5.2744430805337394,2.73,5.614750439538511,3.07,0.8038147230807595,2.92,7.575699941218604,2.46,11.278750586098662,3.96,13.305557870870635,5.21,,554078.5928082383,5648480.86367091,50.985373333333335,3.7704466666666665
5059.1235N,00346.2258E,17.0,01/07/2000,09:50:55.84,1.6,5,5.217112177484459,2.73,5.60662489621067,3.08,0.8038147230807595,2.93,7.55993365622127,2.47,11.217118069234736,3.97,13.238956079525897,5.28,,554077.4016680256,5648482.8901405865,50.985391666666665,3.77043
5059.1245N,00346.2249E,17.1,01/07/2000,09:50:56.37,1.6,5,5.20892204847742,2.73,5.639127069522036,3.08,0.9404632260044884,2.93,7.678180793701271,2.47,11.386607490610531,3.96,13.031750506453387,5.17,,554076.3294489742,5648484.732497101,50.98540833333333,3.770415
5059.1245N,00346.2249E,17.1,01/07/2000,09:50:56.82,1.6,5,5.3563443706041385,2.74,5.6635036995055605,3.09,0.8600817536964125,2.93,7.599349368714605,2.46,11.194005875410761,3.96,12.91334732184052,5.19,,554076.3294489742,5648484.732497101,50.98540833333333,3.770415
5059.1245N,00346.2249E,17.1,01/07/2000,09:50:57.35,1.6,5,5.159781274435179,2.73,5.533495006260097,3.08,0.7957765758499518,2.92,7.465335946237273,2.46,11.070740841682905,3.96,13.009549909338473,5.23,,554076.3294489742,5648484.732497101,50.98540833333333,3.770415
5059.1256N,00346.2239E,17.1,01/07/2000,09:50:57.87,1.6,5,5.282633209540779,2.73,5.6797547861612445,3.08,0.8279291647731821,2.92,7.504751658730604,2.46,11.109261164722861,3.96,12.98734931222356,5.21,,554075.1383105044,5648486.758967298,50.98542666666667,3.7703983333333335
5059.1256N,00346.2239E,17.1,01/07/2000,09:50:58.32,1.6,5,5.12702075840702,2.73,5.517243919604414,3.08,0.691280661849453,2.92,7.410153948746606,2.47,11.024516454034963,3.96,13.002149710300168,5.24,,554075.1383105044,5648486.758967298,50.98542666666667,3.7703983333333335
5059.1267N,00346.2230E,17.1,01/07/2000,09:50:58.84,1.6,5,5.05330959734366,2.73,5.444114029653839,3.08,0.691280661849453,2.94,7.465335946237273,2.48,11.201709940018752,3.97,12.96514871510865,5.21,,554074.0641566841,5648488.786659988,50.985445,3.770383333333333
5059.1277N,00346.2222E,17.2,01/07/2000,09:50:59.37,1.6,5,5.118830629399979,2.73,5.476616202965206,3.1,0.6832425146186455,2.94,7.370738236253273,2.47,11.063036777074915,3.96,12.876346326649001,5.2,,554073.1089236877,5648490.63023939,50.985461666666666,3.7703699999999998
5059.1277N,00346.2222E,17.2,01/07/2000,09:50:59.82,1.6,5,4.94683792025214,2.73,5.192222186490752,3.08,0.43405995046361007,2.93,7.2682573837706075,2.47,11.09385303550688,3.96,13.201955084334378,5.17,,554073.1089236877,5648490.63023939,50.985461666666666,3.7703699999999998
5059.1277N,00346.2222E,17.2,01/07/2000,09:51:00.34,1.6,5,5.1024503713859,2.73,5.013460233278237,3.1,0.48228883384845556,2.96,7.40227080624794,2.49,11.194005875410761,3.97,13.105752496836427,5.22,,554073.1089236877,5648490.63023939,50.985461666666666,3.7703699999999998
5059.1288N,00346.2214E,17.1,01/07/2000,09:51:00.87,1.6,5,4.889507017202861,2.74,5.330356423064058,3.1,0.6430517784646075,2.94,7.449569661239939,2.47,11.209414004626744,3.97,13.083551899721513,5.21,,554072.1517550771,5648492.659154678,50.98548,3.770356666666667
5059.1288N,00346.2214E,17.1,01/07/2000,09:51:01.32,1.6,5,4.815795856139502,2.73,5.28972870642485,3.08,0.6189373367721847,2.93,7.465335946237273,2.46,11.217118069234736,3.94,13.157553890104555,5.19,,554072.1517550771,5648492.659154678,50.98548,3.770356666666667
5059.1299N,00346.2206E,17.1,01/07/2000,09:51:01.84,1.6,5,4.660183405005742,2.74,5.110966753212336,3.08,0.4099455087711873,2.93,7.220958528778608,2.46,10.993700195602997,3.94,12.868946127610698,5.19,,554071.1945871976,5648494.6880701445,50.98549833333333,3.7703433333333334
5059.1310N,00346.2198E,16.9,01/07/2000,09:51:02.37,1.6,5,4.430859792808623,2.74,4.842823823393565,3.09,0.2652588586166506,2.93,7.086945106301275,2.47,10.870435161875143,3.96,13.18715468625777,5.18,,554070.2374200493,5648496.716985789,50.98551666666667,3.77033
5059.1310N,00346.2198E,16.9,01/07/2000,09:51:02.82,1.6,5,4.602852501956463,2.73,5.005334689950396,3.08,0.2813351530782658,2.93,7.086945106301275,2.48,10.84732296805117,3.95,12.765343341074441,5.18,,554070.2374200493,5648496.716985789,50.98551666666667,3.77033
5059.1310N,00346.2198E,16.9,01/07/2000,09:51:03.34,1.6,5,4.611042630963501,2.73,5.045962406589604,3.08,0.2893733003090734,2.94,7.110594533797274,2.49,10.75487419275528,3.95,12.920747520878828,5.18,,554070.2374200493,5648496.716985789,50.98551666666667,3.77033
5059.1324N,00346.2193E,16.5,01/07/2000,09:51:03.87,1.6,5,4.676563663019822,2.73,5.1190922965401775,3.07,0.40190736154037976,2.93,7.1815428162852735,2.47,10.893547355699118,3.96,12.743142743959528,5.22,,554069.6253955787,5648499.305575091,50.98554,3.770321666666667
5059.1324N,00346.2193E,16.5,01/07/2000,09:51:04.32,1.6,5,4.709324179047981,2.73,5.13534338319586,3.07,0.3858310670787645,2.92,7.134243961293276,2.46,10.739466063539297,3.96,12.831945132419177,5.19,,554069.6253955787,5648499.305575091,50.98554,3.770321666666667
5059.1338N,00346.2186E,16.2,01/07/2000,09:51:04.85,1.6,5,4.725704437062061,2.73,5.102841209884494,3.08,0.3777929198479569,2.93,7.086945106301275,2.47,10.793394515795233,3.95,12.63953995742327,5.16,,554068.7794048106,5648501.891720265,50.98556333333333,3.7703100000000003
5059.1351N,00346.2180E,16.0,01/07/2000,09:51:05.37,1.6,5,4.668373534012781,2.73,5.029711319933921,3.08,0.2813351530782658,2.93,7.0554125363066085,2.46,10.716353869715327,3.94,12.550737568963626,5.17,,554068.0523343728,5648504.293751952,50.985585,3.7703
5059.1351N,00346.2180E,16.0,01/07/2000,09:51:05.82,1.6,5,4.537331469900142,2.74,4.9159537133441376,3.09,0.17683923907776702,2.93,6.905632828831943,2.47,10.647017288243408,3.96,12.595138763193448,5.17,,554068.0523343728,5648504.293751952,50.985585,3.7703
5059.1351N,00346.2180E,16.0,01/07/2000,09:51:06.34,1.6,5,4.496380824864942,2.73,4.883451540032772,3.08,0.09645776676969113,2.94,6.866217116338611,2.48,10.56227257755551,3.95,12.558137768001927,5.18,,554068.0523343728,5648504.293751952,50.985585,3.7703
5059.1364N,00346.2173E,15.8,01/07/2000,09:51:06.80,1.6,5,4.471810437843821,2.73,4.883451540032772,3.08,0.09645776676969113,2.93,6.866217116338611,2.47,10.462119737651626,3.94,12.632139758384968,5.18,,554067.2082812518,5648506.694561681,50.98560666666667,3.7702883333333332
5059.1364N,00346.2173E,15.8,01/07/2000,09:51:07.32,1.6,5,4.471810437843821,2.73,4.859074910049248,3.08,0.08841961953888351,2.92,6.818918261346611,2.45,10.4852319314756,3.94,12.43233438435076,5.15,,554067.2082812518,5648506.694561681,50.98560666666667,3.7702883333333332
5059.1377N,00346.2166E,15.5,01/07/2000,09:51:07.84,1.6,5,4.414479534794543,2.73,4.810321650082198,3.07,0.0,2.92,6.787385691351943,2.47,10.492935996083588,3.94,12.484135777618889,5.21,,554066.3642288852,5648509.095371547,50.98562833333333,3.7702766666666667
5059.1377N,00346.2166E,15.5,01/07/2000,09:51:08.29,1.6,5,4.398099276780462,2.73,4.802196106754356,3.08,0.008038147230807594,2.93,6.811035118847944,2.46,10.431303479219663,3.95,12.306531000699593,5.22,,554066.3642288852,5648509.095371547,50.98562833333333,3.7702766666666667
5059.1389N,00346.2159E,15.4,01/07/2000,09:51:08.82,1.6,5,4.439049921815663,2.73,4.712815130148099,3.08,0.0,2.93,6.811035118847944,2.46,10.492935996083588,3.93,12.328731597814503,5.13,,554065.5221133264,5648511.310845841,50.98564833333333,3.770265
5059.1389N,00346.2159E,15.4,01/07/2000,09:51:09.34,1.6,5,4.447240050822702,2.73,4.883451540032772,3.08,0.16076294461615187,2.92,6.889866543834611,2.46,10.57768070677149,3.93,12.439734583389063,5.15,,554065.5221133264,5648511.310845841,50.98564833333333,3.770265
5059.1401N,00346.2151E,15.3,01/07/2000,09:51:09.79,1.6,5,4.414479534794543,2.73,4.834698280065723,3.08,0.03215258892323038,2.93,6.803151976349278,2.46,10.423599414611672,3.94,12.01052303916743,5.16,,554064.5630152905,5648513.525098264,50.98566833333334,3.770251666666667
5059.1401N,00346.2151E,15.3,01/07/2000,09:51:10.32,1.6,5,4.381719018766383,2.73,4.785945020098674,3.08,-0.024114441692422783,2.92,6.68490483886928,2.47,10.277222187059845,3.96,12.254729607431463,5.19,,554064.5630152905,5648513.525098264,50.98566833333334,3.770251666666667
5059.1413N,00346.2144E,15.3,01/07/2000,09:51:10.84,1.6,5,4.291627599688944,2.73,4.688438500164575,3.09,-0.20899182800099744,2.95,6.5272419888959465,2.48,10.184773411763956,3.96,12.08452502955047,5.2,,554063.7209011754,5648515.740572857,50.985688333333336,3.77024
5059.1413N,00346.2144E,15.3,01/07/2000,09:51:11.29,1.6,5,4.398099276780462,2.73,4.233408073805448,3.1,-0.3295640364631113,2.96,6.432644278911948,2.48,10.069212442644092,3.96,11.943921247822695,5.2,,554063.7209011754,5648515.740572857,50.985688333333336,3.77024
5059.1424N,00346.2136E,15.4,01/07/2000,09:51:11.82,1.6,5,4.480000566850862,2.73,4.81844719341004,3.08,-0.17683923907776702,2.93,6.424761136413281,2.47,9.945947408916236,3.95,11.840318461286438,5.14,,554062.7637406425,5648517.769489901,50.985706666666665,3.770226666666667
5059.1424N,00346.2136E,15.4,01/07/2000,09:51:12.34,1.6,5,4.987788565287341,2.72,4.834698280065723,3.08,-0.17683923907776702,2.94,6.424761136413281,2.48,9.945947408916236,3.96,11.736715674750183,5.17,,554062.7637406425,5648517.769489901,50.985706666666665,3.770226666666667
5059.1436N,00346.2128E,15.4,01/07/2000,09:51:12.79,1.6,5,4.291627599688944,2.74,4.631559696869685,3.09,-0.19291553353938226,2.93,6.456293706407946,2.47,9.9767636673482,3.96,11.869919257439653,5.15,,554061.804644915,5648519.9837428415,50.985726666666665,3.7702133333333334
5059.1436N,00346.2128E,15.4,01/07/2000,09:51:13.32,1.6,5,4.3243881157171025,2.73,4.599057523558318,3.1,-0.2732970058474582,2.95,6.377462281421281,2.48,9.961355538132219,3.96,11.914320451669479,5.16,,554061.804644915,5648519.9837428415,50.985726666666665,3.7702133333333334
5059.1447N,00346.2120E,15.4,01/07/2000,09:51:13.84,1.6,5,4.3243881157171025,2.73,4.655936326853209,3.08,-0.18487738630857467,2.94,6.408994851415948,2.48,9.907427085876282,3.96,11.721915276673572,5.14,,554060.8474858775,5648522.0126602445,50.985745,3.7702
5059.1447N,00346.2120E,15.4,01/07/2000,09:51:14.29,1.6,5,4.471810437843821,2.73,4.737191760131625,3.08,-0.09645776676969113,2.94,6.511475703898613,2.49,9.930539279700255,3.98,11.573911295907495,5.19,,554060.8474858775,5648522.0126602445,50.985745,3.7702
5059.1458N,00346.2112E,15.6,01/07/2000,09:51:14.82,1.6,5,4.840366243160622,2.73,5.021585776606079,3.1,0.09645776676969113,2.97,6.629722841378612,2.52,10.076916507252083,4.0,11.729315475711878,5.21,,554059.8903275711,5648524.041577823,50.98576333333333,3.7701866666666666
5059.1458N,00346.2112E,15.6,01/07/2000,09:51:15.35,1.6,5,4.8567465011747,2.72,4.964706973311188,3.1,0.01607629446161519,2.98,6.621839698879946,2.53,10.084620571860073,4.0,11.781116868980005,5.2,,554059.8903275711,5648524.041577823,50.98576333333333,3.7701866666666666
5059.1469N,00346.2103E,15.7,01/07/2000,09:51:15.79,1.6,5,4.701134050040942,2.73,4.980958059966871,3.1,0.05626703061565316,2.96,6.629722841378612,2.51,10.015283990388156,3.98,11.522109902639366,5.19,,554058.8161871067,5648526.069273701,50.98578166666667,3.7701716666666667
5059.1469N,00346.2103E,15.7,01/07/2000,09:51:16.32,1.6,5,4.471810437843821,2.73,4.542178720263427,3.1,-0.2732970058474582,2.96,6.385345423919948,2.49,9.730233599892493,3.96,11.4037067180265,5.16,,554058.8161871067,5648526.069273701,50.98578166666667,3.7701716666666667
5059.1479N,00346.2094E,15.7,01/07/2000,09:51:16.84,1.6,5,4.373528889759343,2.73,4.566555350246952,3.09,-0.3858310670787645,2.93,6.1882668614532825,2.46,9.637784824596599,3.94,11.559110897830886,5.12,,554057.7439832508,5648527.91163408,50.985798333333335,3.770156666666667
5059.1479N,00346.2094E,15.7,01/07/2000,09:51:17.29,1.6,5,4.111444761534064,2.74,4.3796678537065965,3.09,-0.5064032755408784,2.93,5.999071441485284,2.47,9.522223855476737,3.95,11.300103931490243,5.16,,554057.7439832508,5648527.91163408,50.985798333333335,3.770156666666667
5059.1490N,00346.2085E,15.7,01/07/2000,09:51:17.82,1.6,5,4.095064503519985,2.73,4.363416767050913,3.08,-0.5787466006181468,2.93,6.014837726482617,2.46,9.529927920084727,3.93,11.32970472764346,5.19,,554056.6698443955,5648529.939330401,50.985816666666665,3.7701416666666665
5059.1490N,00346.2085E,15.7,01/07/2000,09:51:18.35,1.6,5,4.037733600470704,2.73,4.371542310378754,3.08,-0.8118528703115669,2.95,5.794109736519952,2.5,9.391254757140894,3.96,11.307504130528548,5.14,,554056.6698443955,5648529.939330401,50.985816666666665,3.7701416666666665
5059.1500N,00346.2075E,15.8,01/07/2000,09:51:18.79,1.6,5,-2.710932701330229,2.81,1.194454869192708,3.2,-1.2780654096984074,3.01,5.880824304005285,2.51,9.437479144788838,3.98,11.115098955532645,5.19,,554055.4806593148,5648531.780469419,50.98583333333333,3.770125
5059.1500N,00346.2075E,15.8,01/07/2000,09:51:19.32,1.6,5,4.4226696638015826,2.72,4.5503042635912685,3.07,-0.36975477261714934,2.91,6.227682573946616,2.45,9.684009212244549,3.93,11.492509106486148,5.16,,554055.4806593148,5648531.780469419,50.98583333333333,3.770125
5059.1510N,00346.2066E,16.0,01/07/2000,09:51:19.84,1.6,5,4.193346051604465,2.74,4.517802090279902,3.08,-0.3617166253863417,2.92,6.2828645714372815,2.45,9.799570181364412,3.93,11.433307514179718,5.15,,554054.4084577842,5648533.622830491,50.98585,3.77011
5059.1510N,00346.2066E,16.0,01/07/2000,09:51:20.29,1.6,5,4.2015361806115035,2.73,4.469048830312853,3.08,-0.40190736154037976,2.93,6.243448858943949,2.46,9.845794569012355,3.94,11.670113883405445,5.13,,554054.4084577842,5648533.622830491,50.98585,3.77011
5059.1521N,00346.2057E,16.1,01/07/2000,09:51:20.82,1.6,5,4.1605855355763035,2.73,4.45279774365717,3.08,-0.3858310670787645,2.92,6.2513320014426155,2.45,9.853498633620346,3.94,11.596111893022403,5.11,,554053.33432137,5648535.650527507,50.985868333333336,3.770095
5059.1521N,00346.2057E,16.1,01/07/2000,09:51:21.34,1.6,5,4.291627599688944,2.74,4.322789050411705,3.08,-0.4420980976944177,2.92,6.2513320014426155,2.44,9.853498633620346,3.92,11.67751408244375,5.1,,554053.33432137,5648535.650527507,50.985868333333336,3.770095
5059.1531N,00346.2048E,16.2,01/07/2000,09:51:21.79,1.6,5,4.242486825646703,2.73,4.50967654695206,3.07,-0.32152588923230374,2.91,6.290747713935949,2.45,9.868906762836328,3.92,11.788517068018312,5.16,,554052.2621213741,5648537.492889022,50.985885,3.77008
5059.1531N,00346.2048E,16.2,01/07/2000,09:51:22.32,1.6,5,4.2179164386255845,2.73,4.534053176935585,3.08,-0.3456403309247265,2.92,6.322280283930615,2.45,9.922835215092263,3.92,11.88471965551626,5.12,,554052.2621213741,5648537.492889022,50.985885,3.77008
5059.1541N,00346.2039E,16.2,01/07/2000,09:51:22.84,1.6,5,4.103254632527023,2.73,4.436546657001488,3.08,-0.4179836560019949,2.92,6.290747713935949,2.46,9.822682375188382,3.92,11.684914281482055,5.11,,554051.1899221269,5648539.335250759,50.98590166666666,3.7700649999999998
5059.1541N,00346.2039E,16.2,01/07/2000,09:51:23.29,1.6,5,4.111444761534064,2.74,4.420295570345805,3.08,-0.4420980976944177,2.92,6.211916288949283,2.45,9.753345793716466,3.92,11.300103931490243,5.11,,554051.1899221269,5648539.335250759,50.98590166666666,3.7700649999999998
5059.1552N,00346.2029E,16.5,01/07/2000,09:51:23.82,1.6,5,4.086874374512944,2.73,4.371542310378754,3.07,-0.48228883384845556,2.92,6.148851148959949,2.45,9.684009212244549,3.93,11.359305523796676,5.11,,554049.9988055656,5648541.361726759,50.98592,3.7700483333333334
5059.1552N,00346.2029E,16.5,01/07/2000,09:51:24.35,1.6,5,4.176965793590383,2.73,4.412170027017963,3.08,-0.5707084533873391,2.92,6.085786008970617,2.45,9.63008075998861,3.91,11.448107912256326,5.12,,554049.9988055656,5648541.361726759,50.98592,3.7700483333333334
5059.1564N,00346.2020E,16.6,01/07/2000,09:51:24.79,1.6,5,4.070494116498864,2.73,4.347165680395229,3.08,-0.514441422771686,2.92,6.140968006461283,2.45,9.69171327685254,3.92,11.485108907447845,5.16,,554048.9227369365,5648543.5747604165,50.98594,3.770033333333333
5059.1564N,00346.2020E,16.6,01/07/2000,09:51:25.32,1.6,5,4.103254632527023,2.73,4.363416767050913,3.07,-0.514441422771686,2.92,6.164617433957283,2.46,9.70712140606852,3.93,11.51470970360106,5.12,,554048.9227369365,5648543.5747604165,50.98594,3.770033333333333
5059.1576N,00346.2011E,16.6,01/07/2000,09:51:25.84,1.6,5,4.095064503519985,2.73,4.371542310378754,3.08,-0.43405995046361007,2.93,6.243448858943949,2.46,9.776457987540438,3.92,11.470308509371238,5.11,,554047.8466692048,5648545.7877942985,50.98596,3.7700183333333332
5059.1576N,00346.2011E,16.6,01/07/2000,09:51:26.29,1.6,5,4.373528889759343,2.73,4.428421113673645,3.08,-0.43405995046361007,2.92,6.2828645714372815,2.44,9.799570181364412,3.92,11.440707713218021,5.13,,554047.8466692048,5648545.7877942985,50.98596,3.7700183333333332
5059.1589N,00346.2002E,16.6,01/07/2000,09:51:26.82,1.6,5,4.291627599688944,2.73,4.517802090279902,3.07,-0.32152588923230374,2.91,6.314397141431948,2.44,9.8072742459724,3.91,11.67751408244375,5.13,,554046.7686669655,5648548.186164134,50.98598166666667,3.7700033333333334
5059.1589N,00346.2002E,16.6,01/07/2000,09:51:27.34,1.6,5,4.316197986710063,2.73,4.566555350246952,3.07,-0.3295640364631113,2.91,6.322280283930615,2.44,9.838090504404363,3.91,11.610912291099014,5.08,,554046.7686669655,5648548.186164134,50.98598166666667,3.7700033333333334
5059.1601N,00346.1993E,16.6,01/07/2000,09:51:27.79,1.6,5,4.2179164386255845,2.73,4.501551003624219,3.07,-0.3456403309247265,2.92,6.314397141431948,2.45,9.830386439796372,3.92,11.625712689175623,5.11,,554045.6926010661,5648550.399198467,50.98600166666667,3.7699883333333335
5059.1601N,00346.1993E,16.6,01/07/2000,09:51:28.32,1.6,5,4.2015361806115035,2.73,4.5503042635912685,3.07,-0.24918256415503537,2.91,6.393228566418613,2.45,9.999875861172175,3.92,11.736715674750183,5.16,,554045.6926010661,5648550.399198467,50.98600166666667,3.7699883333333335
5059.1613N,00346.1983E,16.7,01/07/2000,09:51:28.84,1.6,5,4.176965793590383,2.73,4.5584298069191105,3.07,-0.257220711385843,2.91,6.440527421410613,2.44,10.115436830292037,3.92,11.847718660324743,5.13,,554044.499553777,5648552.611011462,50.986021666666666,3.7699716666666667
5059.1613N,00346.1983E,16.7,01/07/2000,09:51:29.29,1.6,5,4.209726309618543,2.73,4.590931980230477,3.08,-0.22506812246261265,2.92,6.49570941890128,2.45,10.115436830292037,3.92,11.951321446860998,5.14,,554044.499553777,5648552.611011462,50.986021666666666,3.7699716666666667
5059.1625N,00346.1974E,16.7,01/07/2000,09:51:29.82,1.6,5,4.2179164386255845,2.73,4.60718306688616,3.08,-0.1286103556929215,2.92,6.5587745588906134,2.44,10.215589670195918,3.93,12.06232443243556,5.14,,554043.4234897229,5648554.824046271,50.986041666666665,3.769956666666667
5059.1625N,00346.1974E,16.7,01/07/2000,09:51:30.34,1.6,5,4.250676954653743,2.73,4.639685240197526,3.08,-0.10449591400049872,2.92,6.582423986386613,2.45,10.192477476371945,3.94,12.077124830512165,5.18,,554043.4234897229,5648554.824046271,50.986041666666665,3.769956666666667
5059.1638N,00346.1965E,16.6,01/07/2000,09:51:30.79,1.6,5,4.4636203088367825,2.73,4.477174373640694,3.1,-0.3617166253863417,2.98,6.487826276402613,2.52,10.254109993235874,3.97,12.121526024741991,5.15,,554042.3454913138,5648557.222417033,50.986063333333334,3.7699416666666665
5059.1638N,00346.1965E,16.6,01/07/2000,09:51:31.32,1.6,5,4.414479534794543,2.73,4.469048830312853,3.1,-0.03215258892323038,2.94,6.8346845463439445,2.46,10.400487220787701,3.93,12.01052303916743,5.14,,554042.3454913138,5648557.222417033,50.986063333333334,3.7699416666666665
5059.1649N,00346.1958E,16.5,01/07/2000,09:51:31.84,1.6,5,4.5864722439423815,2.73,4.9159537133441376,3.08,0.11253406123130633,2.92,6.91351597133061,2.45,10.40819128539569,3.92,12.106725626665384,5.17,,554041.50532858,5648559.2525595445,50.986081666666664,3.76993
5059.1649N,00346.1958E,16.5,01/07/2000,09:51:32.29,1.6,5,4.520951211886062,2.73,4.9078281700162965,3.07,0.10449591400049872,2.91,6.787385691351943,2.44,10.30803844549181,3.92,12.01052303916743,5.14,,554041.50532858,5648559.2525595445,50.986081666666664,3.76993
5059.1659N,00346.1951E,16.5,01/07/2000,09:51:32.82,1.6,5,4.4226696638015826,2.73,4.81844719341004,3.08,0.024114441692422783,2.91,6.700671123866612,2.45,10.254109993235874,3.93,11.914320451669479,5.13,,554040.66710168,5648561.09736646,50.98609833333333,3.769918333333333
5059.1659N,00346.1951E,16.5,01/07/2000,09:51:33.34,1.6,5,4.3243881157171025,2.73,4.712815130148099,3.07,-0.09645776676969113,2.91,6.598190271383945,2.44,10.130844959508018,3.92,11.825518063209831,5.13,,554040.66710168,5648561.09736646,50.98609833333333,3.769918333333333
5059.1668N,00346.1943E,16.5,01/07/2000,09:51:33.79,1.6,5,4.455430179829743,2.73,4.842823823393565,3.07,0.008038147230807594,2.9,6.661255411373278,2.44,10.107732765684045,3.92,11.766316470903398,5.13,,554039.7138284701,5648562.755616327,50.986113333333336,3.769905
5059.1668N,00346.1943E,16.5,01/07/2000,09:51:34.32,1.6,5,4.676563663019822,2.73,5.021585776606079,3.07,0.11253406123130633,2.92,6.708554266365278,2.45,10.238701864019887,3.94,12.047524034358952,5.15,,554039.7138284701,5648562.755616327,50.986113333333336,3.769905
5059.1677N,00346.1935E,16.6,01/07/2000,09:51:34.84,1.6,5,4.725704437062061,2.74,5.045962406589604,3.09,0.21702997523180503,2.93,6.881983401335944,2.45,10.431303479219663,3.93,12.091925228588776,5.15,,554038.7605558592,5648564.413866367,50.98612833333333,3.7698916666666666
