latitude,longitude,elevation,Date,Time,DOP,Satelites,HCP0.20,HCP0.20_inph,HCP0.33,HCP0.33_inph,HCP0.50,HCP0.50_inph,HCP0.72,HCP0.72_inph,HCP1.03,HCP1.03_inph,HCP1.50,HCP1.50_inph,Note,x,y,lat,lon
5059.1841N,00346.2097E,19.7,01/07/2000,09:30:10.83,2.0,5,8.927240617673565,2.77,10.628210672816751,3.14,7.009264385264222,3.14,15.97124670229854,2.88,23.52050924819618,4.95,31.909658253166945,8.12,,554057.3941698893,5648595.006833749,50.986401666666666,3.7701616666666666
5059.1841N,00346.2097E,19.7,01/07/2000,09:30:11.28,2.0,5,8.943620875687643,2.77,10.628210672816751,3.13,7.057493268649067,3.14,16.002779272293203,2.87,23.58214176506011,4.93,31.991060442588296,8.11,,554057.3941698893,5648595.006833749,50.986401666666666,3.7701616666666666
5059.1841N,00346.2097E,19.7,01/07/2000,09:30:11.80,2.0,5,8.951811004694685,2.77,10.644461759472431,3.14,7.017302532495029,3.14,15.979129844797203,2.88,23.505101118980196,4.93,31.909658253166945,8.09,,554057.3941698893,5648595.006833749,50.986401666666666,3.7701616666666666
5059.1841N,00346.2097E,19.7,01/07/2000,09:30:12.33,2.0,5,8.919050488666523,2.77,10.628210672816751,3.14,7.025340679725836,3.14,15.955480417301198,2.87,23.48969298976422,4.93,31.87265725797543,8.05,,554057.3941698893,5648595.006833749,50.986401666666666,3.7701616666666666
5059.1841N,00346.2097E,19.7,01/07/2000,09:30:12.78,2.0,5,8.935430746680606,2.77,10.628210672816751,3.14,7.033378826956644,3.14,15.963363559799868,2.88,23.505101118980196,4.93,31.791255068554083,8.09,,554057.3941698893,5648595.006833749,50.986401666666666,3.7701616666666666
5059.1841N,00346.2097E,19.7,01/07/2000,09:30:13.30,2.0,5,8.968191262708762,2.77,10.63633621614459,3.14,6.969073649110184,3.14,15.979129844797203,2.88,23.54362144202015,4.94,31.98366024354999,8.1,,554057.3941698893,5648595.006833749,50.986401666666666,3.7701616666666666
5059.1841N,00346.2097E,19.7,01/07/2000,09:30:13.83,2.0,5,8.943620875687643,2.77,10.63633621614459,3.14,6.977111796340991,3.14,15.947597274802536,2.87,23.58214176506011,4.94,31.87265725797543,8.1,,554057.3941698893,5648595.006833749,50.986401666666666,3.7701616666666666
5059.1841N,00346.2097E,19.7,01/07/2000,09:30:14.28,2.0,5,8.935430746680606,2.77,10.644461759472431,3.13,7.041416974187452,3.14,15.923947847306538,2.88,23.505101118980196,4.94,31.976260044511687,8.1,,554057.3941698893,5648595.006833749,50.986401666666666,3.7701616666666666
5059.1841N,00346.2097E,19.7,01/07/2000,09:30:14.81,2.0,5,8.951811004694685,2.77,10.660712846128115,3.14,7.025340679725836,3.14,15.987012987295872,2.88,23.505101118980196,4.94,31.887457656052046,8.11,,554057.3941698893,5648595.006833749,50.986401666666666,3.7701616666666666
5059.1841N,00346.2097E,19.7,01/07/2000,09:30:15.33,2.0,5,8.951811004694685,2.77,10.668838389455958,3.14,7.041416974187452,3.14,15.994896129794538,2.87,23.589845829668104,4.93,32.12426402527777,8.08,,554057.3941698893,5648595.006833749,50.986401666666666,3.7701616666666666
5059.1841N,00346.2097E,19.7,01/07/2000,09:30:15.78,2.0,5,8.960001133701724,2.77,10.660712846128115,3.13,7.049455121418259,3.14,15.97124670229854,2.88,23.505101118980196,4.94,32.10206342816286,8.12,,554057.3941698893,5648595.006833749,50.986401666666666,3.7701616666666666
5059.1841N,00346.2097E,19.7,01/07/2000,09:30:16.30,2.0,5,8.943620875687643,2.77,10.660712846128115,3.14,7.009264385264222,3.14,16.002779272293203,2.88,23.551325506628142,4.94,31.998460641626597,8.09,,554057.3941698893,5648595.006833749,50.986401666666666,3.7701616666666666
5059.1841N,00346.2097E,19.7,01/07/2000,09:30:16.83,2.0,5,8.943620875687643,2.77,10.652587302800274,3.14,7.001226238033415,3.14,15.979129844797203,2.87,23.481988925156227,4.93,31.732053476247664,8.08,,554057.3941698893,5648595.006833749,50.986401666666666,3.7701616666666666
5059.1841N,00346.2097E,19.7,01/07/2000,09:30:17.28,2.0,5,8.960001133701724,2.77,10.644461759472431,3.14,7.001226238033415,3.14,16.01066241479187,2.88,23.512805183588192,4.93,31.909658253166945,8.09,,554057.3941698893,5648595.006833749,50.986401666666666,3.7701616666666666
5059.1841N,00346.2097E,19.7,01/07/2000,09:30:17.80,2.0,5,8.943620875687643,2.77,10.63633621614459,3.14,7.001226238033415,3.14,15.939714132303866,2.88,23.512805183588192,4.93,31.976260044511687,8.11,,554057.3941698893,5648595.006833749,50.986401666666666,3.7701616666666666
5059.1841N,00346.2097E,19.7,01/07/2000,09:30:18.33,2.0,5,8.960001133701724,2.77,10.652587302800274,3.13,7.017302532495029,3.14,16.01854555729054,2.88,23.612958023492073,4.94,32.02066123874151,8.08,,554057.3941698893,5648595.006833749,50.986401666666666,3.7701616666666666
5059.1841N,00346.2097E,19.7,01/07/2000,09:30:18.78,2.0,5,8.960001133701724,2.77,10.644461759472431,3.14,7.009264385264222,3.14,15.963363559799868,2.88,23.458876731332253,4.93,32.0058608406649,8.14,,554057.3941698893,5648595.006833749,50.986401666666666,3.7701616666666666
5059.1841N,00346.2097E,19.7,01/07/2000,09:30:19.30,2.0,5,8.968191262708762,2.77,10.668838389455958,3.13,7.049455121418259,3.14,15.994896129794538,2.87,23.612958023492073,4.93,31.991060442588296,8.06,,554057.3941698893,5648595.006833749,50.986401666666666,3.7701616666666666
5059.1841N,00346.2097E,19.7,01/07/2000,09:30:19.83,2.0,5,8.943620875687643,2.77,10.63633621614459,3.13,7.009264385264222,3.14,16.002779272293203,2.88,23.54362144202015,4.94,31.909658253166945,8.11,,554057.3941698893,5648595.006833749,50.986401666666666,3.7701616666666666
5059.1841N,00346.2097E,19.7,01/07/2000,09:30:20.28,2.0,5,8.943620875687643,2.77,10.603834042833226,3.14,7.025340679725836,3.14,15.979129844797203,2.88,23.48969298976422,4.93,32.0132610397032,8.11,,554057.3941698893,5648595.006833749,50.986401666666666,3.7701616666666666
5059.1841N,00346.2097E,19.7,01/07/2000,09:30:20.80,2.0,5,8.951811004694685,2.77,10.611959586161069,3.13,7.025340679725836,3.14,15.987012987295872,2.87,23.566733635844123,4.94,31.98366024354999,8.11,,554057.3941698893,5648595.006833749,50.986401666666666,3.7701616666666666
5059.1841N,00346.2097E,19.7,01/07/2000,09:30:21.33,2.0,5,8.951811004694685,2.77,10.63633621614459,3.14,7.025340679725836,3.14,15.987012987295872,2.88,23.48969298976422,4.94,31.946659248358475,8.11,,554057.3941698893,5648595.006833749,50.986401666666666,3.7701616666666666
5059.1841N,00346.2097E,19.7,01/07/2000,09:30:21.78,2.0,5,8.943620875687643,2.77,10.652587302800274,3.13,7.041416974187452,3.14,15.994896129794538,2.87,23.559029571236135,4.93,31.857856859898817,8.06,,554057.3941698893,5648595.006833749,50.986401666666666,3.7701616666666666
5059.1841N,00346.2097E,19.7,01/07/2000,09:30:22.30,2.0,5,8.919050488666523,2.77,10.63633621614459,3.13,7.041416974187452,3.14,15.955480417301198,2.87,23.53591737741216,4.93,31.85045666086052,8.07,,554057.3941698893,5648595.006833749,50.986401666666666,3.7701616666666666
5059.1841N,00346.2097E,19.7,01/07/2000,09:30:22.83,2.0,5,8.960001133701724,2.77,10.644461759472431,3.13,7.049455121418259,3.14,15.994896129794538,2.87,23.62836615270806,4.92,31.93925904932017,8.07,,554057.3941698893,5648595.006833749,50.986401666666666,3.7701616666666666
5059.1841N,00346.2097E,19.7,01/07/2000,09:30:23.28,2.0,5,8.943620875687643,2.77,10.620085129488908,3.13,7.049455121418259,3.14,15.987012987295872,2.87,23.597549894276092,4.93,31.894857855090343,8.11,,554057.3941698893,5648595.006833749,50.986401666666666,3.7701616666666666
5059.1841N,00346.2097E,19.7,01/07/2000,09:30:23.80,2.0,5,8.935430746680606,2.77,10.620085129488908,3.14,7.001226238033415,3.14,15.908181562309203,2.87,23.474284860548234,4.94,31.880057457013734,8.08,,554057.3941698893,5648595.006833749,50.986401666666666,3.7701616666666666
5059.1841N,00346.2097E,19.7,01/07/2000,09:30:24.33,2.0,5,8.927240617673565,2.77,10.620085129488908,3.13,7.041416974187452,3.14,15.931830989805201,2.88,23.505101118980196,4.95,31.976260044511687,8.11,,554057.3941698893,5648595.006833749,50.986401666666666,3.7701616666666666
5059.1841N,00346.2097E,19.7,01/07/2000,09:30:24.78,2.0,5,8.951811004694685,2.77,10.644461759472431,3.13,7.065531415879874,3.14,16.034311842287867,2.87,23.682294604963992,4.93,31.961459646435078,8.09,,554057.3941698893,5648595.006833749,50.986401666666666,3.7701616666666666
5059.1841N,00346.2097E,19.7,01/07/2000,09:30:25.30,2.0,5,8.935430746680606,2.77,10.628210672816751,3.13,7.025340679725836,3.14,15.979129844797203,2.87,23.559029571236135,4.94,31.857856859898817,8.07,,554057.3941698893,5648595.006833749,50.986401666666666,3.7701616666666666
5059.1841N,00346.2097E,19.7,01/07/2000,09:30:25.83,2.0,5,8.919050488666523,2.77,10.628210672816751,3.13,6.993188090802605,3.14,15.923947847306538,2.87,23.443468602116273,4.94,31.732053476247664,8.08,,554057.3941698893,5648595.006833749,50.986401666666666,3.7701616666666666
5059.1841N,00346.2097E,19.7,01/07/2000,09:30:26.28,2.0,5,8.960001133701724,2.77,10.628210672816751,3.13,7.033378826956644,3.14,15.979129844797203,2.87,23.48969298976422,4.94,31.96885984547339,8.12,,554057.3941698893,5648595.006833749,50.986401666666666,3.7701616666666666
5059.1841N,00346.2097E,19.7,01/07/2000,09:30:26.80,2.0,5,8.951811004694685,2.77,10.644461759472431,3.13,7.033378826956644,3.14,15.979129844797203,2.88,23.62836615270806,4.95,32.02066123874151,8.11,,554057.3941698893,5648595.006833749,50.986401666666666,3.7701616666666666
5059.1841N,00346.2097E,19.7,01/07/2000,09:30:27.33,2.0,5,8.951811004694685,2.77,10.63633621614459,3.13,7.049455121418259,3.14,15.97124670229854,2.88,23.58214176506011,4.93,32.11686382623946,8.15,,554057.3941698893,5648595.006833749,50.986401666666666,3.7701616666666666
5059.1841N,00346.2097E,19.7,01/07/2000,09:30:27.78,2.0,5,8.960001133701724,2.77,10.63633621614459,3.13,7.041416974187452,3.14,16.002779272293203,2.87,23.589845829668104,4.94,32.21306641373741,8.09,,554057.3941698893,5648595.006833749,50.986401666666666,3.7701616666666666
5059.1841N,00346.2097E,19.7,01/07/2000,09:30:28.30,2.0,5,8.951811004694685,2.77,10.668838389455958,3.13,7.025340679725836,3.14,15.987012987295872,2.87,23.57443770045212,4.93,31.976260044511687,8.11,,554057.3941698893,5648595.006833749,50.986401666666666,3.7701616666666666
5059.1841N,00346.2097E,19.7,01/07/2000,09:30:28.83,2.0,5,8.935430746680606,2.77,10.611959586161069,3.13,6.961035501879376,3.14,15.963363559799868,2.88,23.49739705437221,4.94,31.880057457013734,8.12,,554057.3941698893,5648595.006833749,50.986401666666666,3.7701616666666666
5059.1841N,00346.2097E,19.7,01/07/2000,09:30:29.28,2.0,5,8.943620875687643,2.77,10.620085129488908,3.13,7.041416974187452,3.14,15.994896129794538,2.87,23.48969298976422,4.93,31.828256063745606,8.09,,554057.3941698893,5648595.006833749,50.986401666666666,3.7701616666666666
5059.1841N,00346.2097E,19.7,01/07/2000,09:30:29.80,2.0,5,8.951811004694685,2.77,10.628210672816751,3.13,7.049455121418259,3.14,16.002779272293203,2.87,23.566733635844123,4.93,31.828256063745606,8.11,,554057.3941698893,5648595.006833749,50.986401666666666,3.7701616666666666
5059.1841N,00346.2097E,19.7,01/07/2000,09:30:30.33,2.0,5,8.935430746680606,2.77,10.620085129488908,3.13,6.969073649110184,3.14,15.947597274802536,2.87,23.42806047290029,4.93,31.702452680094446,8.06,,554057.3941698893,5648595.006833749,50.986401666666666,3.7701616666666666
5059.1841N,00346.2097E,19.7,01/07/2000,09:30:30.78,2.0,5,8.960001133701724,2.77,10.644461759472431,3.13,7.017302532495029,3.14,16.01066241479187,2.87,23.597549894276092,4.93,31.709852879132743,8.06,,554057.3941698893,5648595.006833749,50.986401666666666,3.7701616666666666
5059.1841N,00346.2097E,19.7,01/07/2000,09:30:31.30,2.0,5,8.943620875687643,2.77,10.620085129488908,3.13,6.993188090802605,3.14,15.97124670229854,2.87,23.49739705437221,4.93,31.806055466630692,8.07,,554057.3941698893,5648595.006833749,50.986401666666666,3.7701616666666666
5059.1841N,00346.2097E,19.7,01/07/2000,09:30:31.83,2.0,5,8.976381391715806,2.77,10.652587302800274,3.13,7.049455121418259,3.14,16.01854555729054,2.87,23.666886475748008,4.93,32.07246263200964,8.12,,554057.3941698893,5648595.006833749,50.986401666666666,3.7701616666666666
5059.1841N,00346.2097E,19.7,01/07/2000,09:30:32.28,2.0,5,8.951811004694685,2.77,10.63633621614459,3.13,7.009264385264222,3.14,15.963363559799868,2.87,23.54362144202015,4.93,31.92445865124356,8.04,,554057.3941698893,5648595.006833749,50.986401666666666,3.7701616666666666
5059.1841N,00346.2097E,19.7,01/07/2000,09:30:32.80,2.0,5,8.943620875687643,2.77,10.628210672816751,3.13,7.017302532495029,3.14,15.994896129794538,2.88,23.559029571236135,4.94,31.791255068554083,8.12,,554057.3941698893,5648595.006833749,50.986401666666666,3.7701616666666666
5059.1841N,00346.2097E,19.7,01/07/2000,09:30:33.33,2.0,5,8.960001133701724,2.77,10.611959586161069,3.13,7.049455121418259,3.14,15.994896129794538,2.87,23.58214176506011,4.92,32.11686382623946,8.09,,554057.3941698893,5648595.006833749,50.986401666666666,3.7701616666666666
5059.1841N,00346.2097E,19.7,01/07/2000,09:30:33.78,2.0,5,8.960001133701724,2.77,10.620085129488908,3.13,7.049455121418259,3.14,15.963363559799868,2.87,23.53591737741216,4.94,32.08726303008625,8.11,,554057.3941698893,5648595.006833749,50.986401666666666,3.7701616666666666
5059.1841N,00346.2097E,19.7,01/07/2000,09:30:34.30,2.0,5,8.968191262708762,2.77,10.63633621614459,3.13,7.049455121418259,3.14,15.963363559799868,2.87,23.605253958884084,4.94,32.220466612775716,8.11,,554057.3941698893,5648595.006833749,50.986401666666666,3.7701616666666666
5059.1841N,00346.2097E,19.7,01/07/2000,09:30:34.83,2.0,5,8.951811004694685,2.77,10.628210672816751,3.13,7.073569563110683,3.14,16.0264286997892,2.87,23.57443770045212,4.93,31.828256063745606,8.08,,554057.3941698893,5648595.006833749,50.986401666666666,3.7701616666666666
5059.1841N,00346.2097E,19.7,01/07/2000,09:30:35.28,2.0,5,8.943620875687643,2.77,10.587582956177544,3.13,7.025340679725836,3.14,15.963363559799868,2.87,23.52050924819618,4.93,31.93925904932017,8.11,,554057.3941698893,5648595.006833749,50.986401666666666,3.7701616666666666
5059.1841N,00346.2097E,19.6,01/07/2000,09:30:35.80,2.0,5,8.960001133701724,2.77,10.628210672816751,3.13,7.057493268649067,3.14,16.01854555729054,2.88,23.612958023492073,4.94,31.991060442588296,8.09,,554057.3941698893,5648595.006833749,50.986401666666666,3.7701616666666666
5059.1841N,00346.2097E,19.6,01/07/2000,09:30:36.33,2.0,5,8.943620875687643,2.77,10.611959586161069,3.13,7.009264385264222,3.14,15.97124670229854,2.87,23.551325506628142,4.93,31.96885984547339,8.04,,554057.3941698893,5648595.006833749,50.986401666666666,3.7701616666666666
5059.1841N,00346.2097E,19.6,01/07/2000,09:30:36.78,2.0,5,8.943620875687643,2.77,10.628210672816751,3.13,7.009264385264222,3.14,15.931830989805201,2.87,23.528213312804173,4.93,31.791255068554083,8.08,,554057.3941698893,5648595.006833749,50.986401666666666,3.7701616666666666
5059.1841N,00346.2097E,19.6,01/07/2000,09:30:37.30,2.0,5,8.943620875687643,2.77,10.595708499505381,3.13,6.985149943571798,3.14,15.923947847306538,2.88,23.474284860548234,4.93,31.98366024354999,8.07,,554057.3941698893,5648595.006833749,50.986401666666666,3.7701616666666666
5059.1841N,00346.2097E,19.6,01/07/2000,09:30:37.83,2.0,5,8.935430746680606,2.77,10.63633621614459,3.13,7.017302532495029,3.14,16.01854555729054,2.87,23.512805183588192,4.94,32.0058608406649,8.1,,554057.3941698893,5648595.006833749,50.986401666666666,3.7701616666666666
5059.1841N,00346.2097E,19.6,01/07/2000,09:30:38.28,2.0,5,8.935430746680606,2.77,10.628210672816751,3.13,7.009264385264222,3.14,15.939714132303866,2.87,23.48969298976422,4.93,31.754254073362567,8.12,,554057.3941698893,5648595.006833749,50.986401666666666,3.7701616666666666
5059.1841N,00346.2097E,19.6,01/07/2000,09:30:38.80,2.0,5,8.951811004694685,2.77,10.63633621614459,3.13,7.001226238033415,3.14,15.987012987295872,2.87,23.551325506628142,4.94,31.96885984547339,8.1,,554057.3941698893,5648595.006833749,50.986401666666666,3.7701616666666666
5059.1841N,00346.2097E,19.6,01/07/2000,09:30:39.33,2.0,5,8.943620875687643,2.77,10.628210672816751,3.13,7.017302532495029,3.14,16.0264286997892,2.87,23.528213312804173,4.94,31.798655267592387,8.11,,554057.3941698893,5648595.006833749,50.986401666666666,3.7701616666666666
5059.1841N,00346.2097E,19.6,01/07/2000,09:30:39.78,2.0,5,8.943620875687643,2.77,10.603834042833226,3.13,7.001226238033415,3.14,15.931830989805201,2.88,23.528213312804173,4.94,31.96885984547339,8.11,,554057.3941698893,5648595.006833749,50.986401666666666,3.7701616666666666
5059.1841N,00346.2097E,19.6,01/07/2000,09:30:40.30,2.0,5,8.960001133701724,2.77,10.628210672816751,3.13,7.009264385264222,3.14,16.034311842287867,2.87,23.512805183588192,4.94,31.946659248358475,8.07,,554057.3941698893,5648595.006833749,50.986401666666666,3.7701616666666666
5059.1841N,00346.2097E,19.6,01/07/2000,09:30:40.75,2.0,5,8.968191262708762,2.77,10.628210672816751,3.13,7.065531415879874,3.14,16.01066241479187,2.87,23.589845829668104,4.93,31.724653277209352,8.09,,554057.3941698893,5648595.006833749,50.986401666666666,3.7701616666666666
5059.1841N,00346.2097E,19.6,01/07/2000,09:30:41.28,2.0,5,8.951811004694685,2.77,10.644461759472431,3.13,7.009264385264222,3.14,16.002779272293203,2.87,23.528213312804173,4.93,31.843056461822215,8.09,,554057.3941698893,5648595.006833749,50.986401666666666,3.7701616666666666
5059.1840N,00346.2097E,19.6,01/07/2000,09:30:41.80,2.0,5,8.951811004694685,2.77,10.628210672816751,3.13,7.009264385264222,3.14,16.002779272293203,2.88,23.566733635844123,4.94,31.946659248358475,8.04,,554057.3961057039,5648594.821498011,50.9864,3.7701616666666666
5059.1840N,00346.2097E,19.6,01/07/2000,09:30:42.25,2.0,5,8.943620875687643,2.77,10.63633621614459,3.13,7.033378826956644,3.14,15.97124670229854,2.88,23.52050924819618,4.94,31.909658253166945,8.06,,554057.3961057039,5648594.821498011,50.9864,3.7701616666666666
5059.1840N,00346.2097E,19.6,01/07/2000,09:30:42.77,2.0,5,8.943620875687643,2.77,10.603834042833226,3.13,6.993188090802605,3.14,15.91606470480787,2.88,23.458876731332253,4.94,31.806055466630692,8.08,,554057.3961057039,5648594.821498011,50.9864,3.7701616666666666
5059.1840N,00346.2097E,19.6,01/07/2000,09:30:43.30,2.0,5,8.943620875687643,2.77,10.611959586161069,3.13,7.017302532495029,3.14,15.979129844797203,2.87,23.481988925156227,4.93,31.880057457013734,8.12,,554057.3961057039,5648594.821498011,50.9864,3.7701616666666666
5059.1840N,00346.2097E,19.6,01/07/2000,09:30:43.75,2.0,5,8.951811004694685,2.77,10.63633621614459,3.13,7.041416974187452,3.14,15.963363559799868,2.87,23.551325506628142,4.93,31.806055466630692,8.13,,554057.3961057039,5648594.821498011,50.9864,3.7701616666666666
5059.1840N,00346.2097E,19.6,01/07/2000,09:30:44.28,2.0,5,8.943620875687643,2.77,10.63633621614459,3.13,7.017302532495029,3.14,15.963363559799868,2.87,23.49739705437221,4.92,31.93925904932017,8.03,,554057.3961057039,5648594.821498011,50.9864,3.7701616666666666
5059.1840N,00346.2097E,19.6,01/07/2000,09:30:44.80,2.0,5,8.951811004694685,2.77,10.652587302800274,3.13,7.033378826956644,3.14,15.979129844797203,2.87,23.53591737741216,4.93,32.05766223393303,8.1,,554057.3961057039,5648594.821498011,50.9864,3.7701616666666666
5059.1840N,00346.2097E,19.6,01/07/2000,09:30:45.25,2.0,5,8.951811004694685,2.77,10.628210672816751,3.13,7.025340679725836,3.14,15.994896129794538,2.87,23.559029571236135,4.94,31.96885984547339,8.08,,554057.3961057039,5648594.821498011,50.9864,3.7701616666666666
