    P+   P-        C+   C-  Normalised_Error  Observed_Rho  Calculated_Rho  Original_Weight  Final_Weight    C
   82   84        91   93       -1.90592         81.432         71.590         0.14797E+02    0.14797E+02    0
   82   84        92   94       -1.92375         92.283         78.768         0.12149E+02    0.12149E+02    0
   82   84        93   95       -1.78985         91.883         75.400         0.90528E+01    0.90528E+01    0
   83   85        86   88       -0.17479         51.130         51.038         0.97447E+02    0.97447E+02    0
   83   85        87   89        1.24152         42.769         43.483         0.75017E+02    0.75017E+02    0
   83   85        88   90        0.87732         50.420         51.275         0.52163E+02    0.52163E+02    0
   83   85        89   91       -0.26526         58.045         57.618         0.35923E+02    0.35923E+02    0
   83   85        90   92       -1.25584         63.268         60.141         0.24776E+02    0.24776E+02    0
   83   85        91   93       -1.62646         67.616         61.664         0.17654E+02    0.17654E+02    0
   83   85        92   94       -1.73260         77.525         68.562         0.14101E+02    0.14101E+02    0
   83   85        93   95       -1.68142         77.691         65.936         0.10250E+02    0.10250E+02    0
   83   85        94   96       -1.54519         82.321         68.052         0.81172E+01    0.81172E+01    0
   84   86        87   89       -0.01429         43.085         43.079         0.96459E+02    0.96459E+02    0
   84   86        88   90        0.92638         45.555         46.106         0.77040E+02    0.77040E+02    0
   84   86        89   91        0.59317         51.621         52.201         0.53058E+02    0.53058E+02    0
   84   86        90   92       -0.73985         56.684         55.504         0.35186E+02    0.35186E+02    0
   84   86        91   93       -1.34202         60.623         57.299         0.23800E+02    0.23800E+02    0
   84   86        92   94       -1.53873         70.145         64.485         0.18292E+02    0.18292E+02    0
   84   86        93   95       -1.62019         70.645         62.290         0.12872E+02    0.12872E+02    0
   84   86        94   96       -1.53687         75.176         64.388         0.99213E+01    0.99213E+01    0
   85   87        88   90       -0.76663         52.807         52.394         0.97601E+02    0.97601E+02    0
   85   87        89   91        0.13806         53.051         53.141         0.81514E+02    0.81514E+02    0
   85   87        90   92       -0.12333         57.478         57.354         0.57180E+02    0.57180E+02    0
   85   87        91   93       -1.01749         61.276         59.642         0.37646E+02    0.37646E+02    0
   85   87        92   94       -1.38869         71.785         68.295         0.27866E+02    0.27866E+02    0
   85   87        93   95       -1.68512         72.645         66.455         0.18922E+02    0.18922E+02    0
   85   87        94   96       -1.69823         77.731         68.933         0.14138E+02    0.14138E+02    0
   86   88        89   91       -0.29723         45.737         45.597         0.96839E+02    0.96839E+02    0
   86   88        90   92        0.50175         47.606         47.912         0.78396E+02    0.78396E+02    0
   86   88        91   93       -0.18449         51.093         50.914         0.52667E+02    0.52667E+02    0
   86   88        92   94       -0.93920         61.837         60.326         0.37941E+02    0.37941E+02    0
   86   88        93   95       -1.54768         63.632         59.799         0.24910E+02    0.24910E+02    0
   86   88        94   96       -1.71513         69.030         62.759         0.18011E+02    0.18011E+02    0
   87   89        90   92       -0.19352         45.125         45.035         0.96757E+02    0.96757E+02    0
   87   89        91   93        1.04326         42.434         43.030         0.74758E+02    0.74758E+02    0
   87   89        92   94       -0.09533         52.739         52.646         0.53877E+02    0.53877E+02    0
   87   89        93   95       -1.17556         54.877         53.023         0.34197E+02    0.34197E+02    0
   87   89        94   96       -1.70366         60.383         56.196         0.23711E+02    0.23711E+02    0
   88   90        91   93        0.00492         39.625         39.627         0.95853E+02    0.95853E+02    0
   88   90        92   94        0.30379         47.363         47.547         0.78241E+02    0.78241E+02    0
   88   90        93   95       -0.28268         49.251         48.980         0.51274E+02    0.51274E+02    0
   88   90        94   96       -1.39670         55.047         52.850         0.34291E+02    0.34291E+02    0
   89   91        92   94       -0.56608         47.857         47.579         0.97101E+02    0.97101E+02    0
   89   91        93   95        0.58909         45.166         45.514         0.76771E+02    0.76771E+02    0
   89   91        94   96       -0.90210         50.592         49.726         0.52292E+02    0.52292E+02    0
   90   92        93   95       -0.14960         39.832         39.770         0.95894E+02    0.95894E+02    0
   90   92        94   96        0.26762         41.234         41.384         0.73803E+02    0.73803E+02    0
   91   93        94   96        0.14393         39.563         39.623         0.95841E+02    0.95841E+02    0
    1    4         5    8       -1.90523         71.811         69.852         0.99086E+02    0.68880E+02    1
    1    4         6    9       -1.11412         75.721         74.522         0.93823E+02    0.69795E+02    1
    1    4         7   10       -1.59726         87.452         85.100         0.83974E+02    0.58594E+02    1
    1    4         8   11       -1.90766        105.080        100.938         0.73222E+02    0.47440E+02    1
    1    4         9   12       -2.32266        110.037        103.377         0.58240E+02    0.37199E+02    1
    1    4        10   13       -2.08694        120.792        113.094         0.47106E+02    0.31693E+02    1
    1    4        11   14       -2.05047        135.675        126.068         0.39279E+02    0.27918E+02    1
    1    4        12   15       -2.18835        156.846        144.037         0.34264E+02    0.25686E+02    1
    2    5         6    9       -0.50395         54.541         54.263         0.98432E+02    0.98432E+02    0
    2    5         7   10       -0.77808         65.667         65.048         0.92025E+02    0.82104E+02    1
    2    5         8   11       -1.34546         83.740         81.892         0.82874E+02    0.60272E+02    1
    2    5         9   12       -2.21895         91.123         86.708         0.68192E+02    0.44687E+02    1
    2    5        10   13       -2.08111        102.677         97.089         0.55577E+02    0.37191E+02    1
    2    5        11   14       -2.13303        117.674        110.110         0.46151E+02    0.32106E+02    1
    2    5        12   15       -2.30140        138.240        127.789         0.39905E+02    0.29274E+02    1
    2    5        13   16       -2.30378        146.385        133.887         0.32224E+02    0.25813E+02    1
    3    6         7   10       -0.43605         53.984         53.746         0.98400E+02    0.98400E+02    0
    3    6         8   11       -0.67165         70.919         70.295         0.93046E+02    0.75950E+02    1
    3    6         9   12       -1.25816         78.969         77.263         0.81304E+02    0.57630E+02    1
    3    6        10   13       -1.43998         91.746         88.926         0.68440E+02    0.46128E+02    1
    3    6        11   14       -1.63401        107.227        102.847         0.57244E+02    0.39181E+02    1
    3    6        12   15       -1.98900        128.592        121.510         0.49422E+02    0.35115E+02    1
    3    6        13   16       -2.11078        137.687        128.517         0.39770E+02    0.30624E+02    1
    3    6        14   17       -2.30128        141.693        129.695         0.31293E+02    0.26009E+02    1
    4    7         8   11       -1.01180         59.997         59.338         0.98699E+02    0.91558E+02    1
    4    7         9   12       -0.68537         64.847         64.239         0.91846E+02    0.72671E+02    1
    4    7        10   13       -0.73414         77.418         76.422         0.80752E+02    0.56676E+02    1
    4    7        11   14       -1.21946         92.858         90.449         0.68878E+02    0.46391E+02    1
    4    7        12   15       -1.77866        114.031        109.159         0.59611E+02    0.40732E+02    1
    4    7        13   16       -1.93674        123.094        116.543         0.47800E+02    0.35415E+02    1
    4    7        14   17       -2.21540        127.299        118.162         0.37199E+02    0.29745E+02    1
    4    7        15   18       -2.14107        136.840        126.191         0.30322E+02    0.26429E+02    1
    5    8         9   12       -0.12243         50.119         50.056         0.98151E+02    0.98151E+02    0
    5    8        10   13       -0.65103         64.060         63.441         0.91669E+02    0.67023E+02    1
    5    8        11   14       -1.08134         80.764         79.156         0.81917E+02    0.53772E+02    1
    5    8        12   15       -1.83423        103.474         99.470         0.72697E+02    0.46474E+02    1
    5    8        13   16       -2.00756        113.906        108.424         0.59569E+02    0.40704E+02    1
    5    8        14   17       -2.29763        118.998        111.300         0.46559E+02    0.34353E+02    1
    5    8        15   18       -2.21208        129.252        120.173         0.37689E+02    0.30375E+02    1
    5    8        16   19       -2.26032        136.113        124.729         0.30175E+02    0.25879E+02    1
    6    9        10   13       -0.86440         57.215         56.624         0.98572E+02    0.83328E+02    1
    6    9        11   14       -1.04898         74.242         72.962         0.93598E+02    0.60289E+02    1
    6    9        12   15       -1.24961         98.628         96.409         0.86752E+02    0.54920E+02    1
    6    9        13   16       -1.40762        110.256        107.170         0.74831E+02    0.49587E+02    1
    6    9        14   17       -1.91411        116.193        111.042         0.60332E+02    0.42215E+02    1
    6    9        15   18       -1.95257        127.567        121.016         0.49123E+02    0.37038E+02    1
    6    9        16   19       -2.20654        135.819        126.450         0.39314E+02    0.30872E+02    1
    6    9        17   20       -1.86345        139.906        130.657         0.30937E+02    0.27247E+02    1
    7   10        11   14       -1.30013         61.306         60.191         0.98753E+02    0.70888E+02    1
    7   10        12   15       -1.37634         88.644         86.618         0.95379E+02    0.59535E+02    1
    7   10        13   16       -1.07596        101.688         99.790         0.87396E+02    0.57111E+02    1
    7   10        14   17       -1.60740        108.646        105.236         0.74344E+02    0.50399E+02    1
    7   10        15   18       -1.67219        121.062        116.621         0.61904E+02    0.44748E+02    1
    7   10        16   19       -2.02149        130.194        123.317         0.49885E+02    0.37251E+02    1
    7   10        17   20       -1.66545        135.386        128.697         0.39209E+02    0.32870E+02    1
    7   10        18   21       -1.56863        135.862        128.247         0.30125E+02    0.27197E+02    1
    8   11        12   15       -1.87720         75.323         73.154         0.99169E+02    0.64258E+02    1
    8   11        13   16       -0.85615         89.765         88.549         0.95486E+02    0.62767E+02    1
    8   11        14   17       -0.84279         97.525         96.174         0.86509E+02    0.60438E+02    1
    8   11        15   18       -1.28495        112.245        109.542         0.75416E+02    0.52723E+02    1
    8   11        16   19       -1.98484        123.614        118.056         0.62699E+02    0.43138E+02    1
    8   11        17   20       -1.29087        129.227        125.092         0.49606E+02    0.39689E+02    1
    8   11        18   21       -1.26117        130.689        125.729         0.38048E+02    0.32595E+02    1
    8   11        19   22       -1.15588        133.230        127.749         0.29593E+02    0.27515E+02    1
    9   12        13   16       -1.36368         68.633         67.211         0.99001E+02    0.65136E+02    1
    9   12        14   17       -1.18351         77.699         76.264         0.94107E+02    0.63489E+02    1
    9   12        15   18       -0.92558         92.451         91.035         0.85307E+02    0.59972E+02    1
    9   12        16   19       -1.43063        103.859        100.980         0.72824E+02    0.50880E+02    1
    9   12        17   20       -0.91521        111.497        109.312         0.58747E+02    0.46230E+02    1
    9   12        18   21       -0.99499        114.127        111.137         0.45046E+02    0.37483E+02    1
    9   12        19   22       -0.94469        117.392        113.894         0.34665E+02    0.31226E+02    1
    9   12        20   23       -0.66196        124.859        121.912         0.27882E+02    0.27707E+02    1
   10   13        14   17       -0.75489         64.578         64.087         0.98874E+02    0.98874E+02    0
   10   13        15   18       -1.02325         82.481         81.399         0.94719E+02    0.77484E+02    1
   10   13        16   19       -1.06536         95.642         94.155         0.86080E+02    0.67991E+02    1
   10   13        17   20       -0.54271        105.811        104.892         0.73457E+02    0.62204E+02    1
   10   13        18   21       -0.77775        109.855        108.132         0.58176E+02    0.49175E+02    1
   10   13        19   22       -0.74159        113.942        111.870         0.44988E+02    0.40396E+02    1
   10   13        20   23       -0.50748        122.510        120.751         0.35984E+02    0.35091E+02    1
   10   13        21   24       -0.43944        122.924        120.974         0.27483E+02    0.27483E+02    0
   11   14        15   18       -0.17536         73.052         72.923         0.99117E+02    0.99117E+02    0
   11   14        16   19       -0.43358         87.975         87.576         0.95313E+02    0.95313E+02    0
   11   14        17   20       -0.52408        102.473        101.820         0.87553E+02    0.81991E+02    1
   11   14        18   21       -0.93787        108.614        107.010         0.74334E+02    0.63025E+02    1
   11   14        19   22       -0.88497        114.064        112.128         0.59622E+02    0.51707E+02    1
   11   14        20   23       -0.67717        124.242        122.357         0.48143E+02    0.44278E+02    1
   11   14        21   24       -0.47659        125.109        123.492         0.36646E+02    0.36646E+02    0
   11   14        22   25       -0.32139        132.728        131.289         0.29491E+02    0.29491E+02    0
   12   15        16   19       -0.26902         79.280         79.065         0.99249E+02    0.99249E+02    0
   12   15        17   20       -0.99926         97.974         96.882         0.96170E+02    0.89140E+02    1
   12   15        18   21       -1.24747        106.781        104.941         0.88373E+02    0.71794E+02    1
   12   15        19   22       -1.26839        114.472        112.086         0.76050E+02    0.60219E+02    1
   12   15        20   23       -1.05171        126.807        124.287         0.63667E+02    0.52395E+02    1
   12   15        21   24       -0.84849        129.199        126.746         0.49598E+02    0.44258E+02    1
   12   15        22   25       -0.76537        138.153        135.428         0.39883E+02    0.38417E+02    1
   12   15        23   26       -0.61315        139.823        137.078         0.30920E+02    0.30920E+02    0
   13   16        17   20       -0.69674         85.803         85.203         0.99357E+02    0.99357E+02    0
   13   16        18   21       -1.26453         98.175         96.590         0.96185E+02    0.77675E+02    1
   13   16        19   22       -1.27323        108.848        106.781         0.88739E+02    0.66425E+02    1
   13   16        20   23       -0.99027        123.479        121.455         0.78410E+02    0.59908E+02    1
   13   16        21   24       -1.03694        128.319        125.715         0.64115E+02    0.50592E+02    1
   13   16        22   25       -0.95546        138.178        135.224         0.52131E+02    0.44212E+02    1
   13   16        23   26       -0.93941        140.952        137.594         0.40560E+02    0.38956E+02    1
   13   16        24   27       -0.32746        155.216        153.726         0.33949E+02    0.33949E+02    0
   14   17        18   21       -0.88475         81.091         80.372         0.99281E+02    0.99281E+02    0
   14   17        19   22       -1.32253         96.338         94.524         0.96046E+02    0.69600E+02    1
   14   17        20   23       -1.08658        114.866        112.908         0.89717E+02    0.63196E+02    1
   14   17        21   24       -1.11145        122.388        119.963         0.78140E+02    0.55555E+02    1
   14   17        22   25       -1.10676        133.638        130.658         0.65641E+02    0.49068E+02    1
   14   17        23   26       -1.14423        137.743        134.160         0.52011E+02    0.43407E+02    1
   14   17        24   27       -0.62858        153.215        151.014         0.43444E+02    0.43444E+02    0
   14   17        25   28       -0.57100        154.249        151.662         0.33762E+02    0.33762E+02    0
   15   18        19   22       -0.96886         81.118         80.249         0.99282E+02    0.89942E+02    1
   15   18        20   23       -1.65844        108.139        105.330         0.96824E+02    0.63011E+02    1
   15   18        21   24       -1.47329        120.199        117.177         0.90486E+02    0.57859E+02    1
   15   18        22   25       -1.34007        133.622        130.298         0.80713E+02    0.53189E+02    1
   15   18        23   26       -1.40416        139.738        135.718         0.67297E+02    0.48100E+02    1
   15   18        24   27       -0.84969        157.103        154.483         0.57045E+02    0.50512E+02    1
   15   18        25   28       -0.89456        158.855        155.709         0.44728E+02    0.44728E+02    0
   15   18        26   29       -0.62301        164.968        162.124         0.35816E+02    0.35816E+02    0
   16   19        20   23       -1.42774         86.325         84.623         0.99365E+02    0.71675E+02    1
   16   19        21   24       -1.94055        107.646        104.008         0.96796E+02    0.56430E+02    1
   16   19        22   25       -1.49315        124.165        120.778         0.91006E+02    0.53991E+02    1
   16   19        23   26       -1.54575        133.243        129.200         0.80633E+02    0.50162E+02    1
   16   19        24   27       -0.99212        152.793        149.946         0.70527E+02    0.52757E+02    1
   16   19        25   28       -1.04919        155.646        152.352         0.56687E+02    0.49045E+02    1
   16   19        26   29       -0.89485        163.263        160.062         0.45713E+02    0.45195E+02    1
   16   19        27   30       -0.86816        158.719        154.789         0.34624E+02    0.34624E+02    0
   17   20        21   24       -1.70807         84.544         82.337         0.99338E+02    0.64569E+02    1
   17   20        22   25       -1.86025        108.037        104.317         0.96818E+02    0.53086E+02    1
   17   20        23   26       -1.85448        121.625        117.175         0.90678E+02    0.49758E+02    1
   17   20        24   27       -1.31202        143.981        140.416         0.82738E+02    0.52331E+02    1
   17   20        25   28       -1.33182        148.587        144.667         0.69531E+02    0.49816E+02    1
   17   20        26   29       -1.10132        157.745        154.074         0.57202E+02    0.46775E+02    1
   17   20        27   30       -1.15034        154.287        149.898         0.43690E+02    0.39861E+02    1
   17   20        28   31       -1.08934        152.428        147.538         0.33408E+02    0.33408E+02    0
   18   21        22   25       -1.75616         84.605         82.250         0.99339E+02    0.62219E+02    1
   18   21        23   26       -2.29910        106.974        102.095         0.96758E+02    0.49248E+02    1
   18   21        24   27       -1.54971        133.373        129.470         0.92067E+02    0.52173E+02    1
   18   21        25   28       -1.26464        139.710        136.363         0.81939E+02    0.52148E+02    1
   18   21        26   29       -0.94551        150.878        148.069         0.70078E+02    0.50304E+02    1
   18   21        27   30       -0.97881        148.502        145.240         0.54882E+02    0.44066E+02    1
   18   21        28   31       -0.98325        147.309        143.483         0.42071E+02    0.37367E+02    1
   18   21        29   32       -0.80682        146.145        142.526         0.32176E+02    0.32176E+02    0
   19   22        23   26       -2.05427         79.076         76.310         0.99245E+02    0.57691E+02    1
   19   22        24   27       -2.43351        116.123        110.663         0.97228E+02    0.50533E+02    1
   19   22        25   28       -1.83628        126.794        122.384         0.91329E+02    0.51877E+02    1
   19   22        26   29       -1.35787        141.329        137.650         0.82248E+02    0.51485E+02    1
   19   22        27   30       -1.21257        140.905        137.326         0.67603E+02    0.47122E+02    1
   19   22        28   31       -1.05676        140.500        136.944         0.52764E+02    0.41228E+02    1
   19   22        29   32       -0.86359        140.432        137.124         0.40435E+02    0.36231E+02    1
   19   22        30   33       -0.71345        141.239        138.046         0.31203E+02    0.31203E+02    0
   20   23        24   27       -1.98252         94.059         90.766         0.99464E+02    0.55632E+02    1
   20   23        25   28       -2.12070        114.363        109.669         0.97146E+02    0.50607E+02    1
   20   23        26   29       -1.71602        135.089        130.565         0.92244E+02    0.50376E+02    1
   20   23        27   30       -1.51321        137.760        133.501         0.81558E+02    0.48181E+02    1
   20   23        28   31       -1.23619        138.767        134.922         0.67040E+02    0.43991E+02    1
   20   23        29   32       -0.93102        139.779        136.539         0.52569E+02    0.39697E+02    1
   20   23        30   33       -0.79803        141.462        138.286         0.40682E+02    0.35146E+02    1
   20   23        31   34       -0.45870        137.533        135.477         0.30461E+02    0.30461E+02    0
   21   24        25   28       -1.87564         79.836         77.302         0.99259E+02    0.58151E+02    1
   21   24        26   29       -2.30579        110.800        105.727         0.96968E+02    0.49199E+02    1
   21   24        27   30       -2.09883        119.400        114.248         0.90376E+02    0.47591E+02    1
   21   24        28   31       -1.73630        123.600        118.892         0.78439E+02    0.44712E+02    1
   21   24        29   32       -1.36384        126.950        122.807         0.63710E+02    0.41105E+02    1
   21   24        30   33       -1.18401        130.052        125.911         0.49844E+02    0.36591E+02    1
   21   24        31   34       -0.82595        127.399        124.254         0.37224E+02    0.33044E+02    1
   21   24        32   35       -0.34883        137.228        135.663         0.30400E+02    0.30400E+02    0
   22   25        26   29       -1.87012         92.181         89.494         0.99443E+02    0.63209E+02    1
   22   25        27   30       -2.11472        109.973        105.673         0.96924E+02    0.53021E+02    1
   22   25        28   31       -1.60871        118.427        114.752         0.90240E+02    0.51027E+02    1
   22   25        29   32       -1.20176        124.720        121.672         0.78710E+02    0.48566E+02    1
   22   25        30   33       -1.08613        129.663        126.500         0.64508E+02    0.43972E+02    1
   22   25        31   34       -0.65921        127.815        125.743         0.49196E+02    0.40331E+02    1
   22   25        32   35       -0.16423        138.795        138.227         0.40039E+02    0.40039E+02    0
   22   25        33   36        0.14621        146.759        147.425         0.32297E+02    0.32297E+02    0
   23   26        27   30       -1.69602         83.279         81.162         0.99318E+02    0.65875E+02    1
   23   26        28   31       -2.32173        101.933         97.500         0.96446E+02    0.52215E+02    1
   23   26        29   32       -1.82674        112.925        108.946         0.89415E+02    0.50921E+02    1
   23   26        30   33       -1.60067        120.276        116.309         0.77607E+02    0.47718E+02    1
   23   26        31   34       -1.10668        120.269        117.317         0.61653E+02    0.44524E+02    1
   23   26        32   35       -0.52389        132.064        130.521         0.50421E+02    0.44568E+02    1
   23   26        33   36       -0.17953        140.479        139.857         0.40446E+02    0.40446E+02    0
   23   26        34   37        0.24330        143.095        144.202         0.31572E+02    0.31572E+02    0
   24   27        28   31       -1.51689         82.187         80.464         0.99300E+02    0.71618E+02    1
   24   27        29   32       -2.04689        104.205        100.482         0.96592E+02    0.56261E+02    1
   24   27        30   33       -1.74311        116.516        112.810         0.89964E+02    0.53928E+02    1
   24   27        31   34       -1.34487        119.938        116.838         0.77520E+02    0.51352E+02    1
   24   27        32   35       -0.76357        134.551        132.594         0.65895E+02    0.52112E+02    1
   24   27        33   36       -0.49239        144.677        143.296         0.53882E+02    0.51318E+02    1
   24   27        34   37        0.10083        148.716        149.070         0.42401E+02    0.42401E+02    0
   24   27        35   38        0.18640        144.380        145.228         0.31827E+02    0.31827E+02    0
   25   28        29   32       -1.55129         81.039         79.279         0.99281E+02    0.70656E+02    1
   25   28        30   33       -1.88441        101.182         97.878         0.96396E+02    0.56748E+02    1
   25   28        31   34       -1.71538        109.670        106.183         0.88880E+02    0.53081E+02    1
   25   28        32   35       -1.33099        127.440        124.294         0.79350E+02    0.53246E+02    1
   25   28        33   36       -1.30561        139.546        136.044         0.67246E+02    0.51380E+02    1
   25   28        34   37       -0.68695        145.188        143.222         0.54017E+02    0.50379E+02    1
   25   28        35   38       -0.46491        142.302        140.693         0.40883E+02    0.40883E+02    0
   25   28        36   39       -0.34154        130.721        129.195         0.29083E+02    0.29083E+02    0
   26   29        30   33       -1.19938         72.564         71.440         0.99105E+02    0.76805E+02    1
   26   29        31   34       -1.80342         89.373         86.547         0.95449E+02    0.56132E+02    1
   26   29        32   35       -1.57121        111.169        108.054         0.89131E+02    0.55292E+02    1
   26   29        33   36       -1.73640        125.679        121.643         0.78939E+02    0.53193E+02    1
   26   29        34   37       -1.25356        134.178        130.965         0.65792E+02    0.51708E+02    1
   26   29        35   38       -1.02550        133.628        130.651         0.50864E+02    0.45515E+02    1
   26   29        36   39       -0.86229        124.003        121.077         0.36365E+02    0.36115E+02    1
   26   29        37   40       -1.11398        124.235        119.263         0.27754E+02    0.27278E+02    1
   27   30        31   34       -1.25192         65.616         64.500         0.98909E+02    0.73003E+02    1
   27   30        32   35       -1.70184         92.811         90.149         0.95759E+02    0.58489E+02    1
   27   30        33   36       -1.81051        108.898        105.489         0.88748E+02    0.56927E+02    1
   27   30        34   37       -1.64898        120.433        116.836         0.77647E+02    0.54381E+02    1
   27   30        35   38       -1.53982        122.531        118.654         0.62364E+02    0.47894E+02    1
   27   30        36   39       -1.28510        114.750        110.984         0.45242E+02    0.38517E+02    1
   27   30        37   40       -1.52510        116.128        110.196         0.34336E+02    0.29090E+02    1
   27   30        38   41       -1.52673        121.055        113.365         0.27096E+02    0.23262E+02    1
   28   31        32   35       -1.47313         77.527         75.869         0.99215E+02    0.68152E+02    1
   28   31        33   36       -1.24824         94.508         92.691         0.95901E+02    0.64330E+02    1
   28   31        34   37       -1.49340        109.585        106.907         0.88866E+02    0.60349E+02    1
   28   31        35   38       -1.74570        114.852        111.139         0.76157E+02    0.53118E+02    1
   28   31        36   39       -1.63170        109.223        105.158         0.57954E+02    0.43027E+02    1
   28   31        37   40       -1.93162        111.885        105.417         0.44337E+02    0.32438E+02    1
   28   31        38   41       -1.95447        117.872        109.236         0.34790E+02    0.25687E+02    1
   28   31        39   42       -1.83574        119.569        109.766         0.26787E+02    0.21458E+02    1
   29   32        33   36       -0.97722         69.128         68.373         0.99015E+02    0.88926E+02    1
   29   32        34   37       -1.13568         86.888         85.556         0.95204E+02    0.73544E+02    1
   29   32        35   38       -1.33334         95.569         93.646         0.86063E+02    0.65605E+02    1
   29   32        36   39       -1.41882         93.603         91.106         0.69166E+02    0.52477E+02    1
   29   32        37   40       -1.99681         98.297         93.268         0.53905E+02    0.38025E+02    1
   29   32        38   41       -2.11696        105.468         98.130         0.42259E+02    0.29357E+02    1
   29   32        39   42       -2.04039        108.524         99.726         0.32330E+02    0.24135E+02    1
   29   32        40   43       -1.93510        113.523        103.255         0.25523E+02    0.20412E+02    1
   30   33        34   37       -0.36550         68.899         68.645         0.99009E+02    0.99009E+02    0
   30   33        35   38       -0.41983         78.898         78.547         0.94269E+02    0.94269E+02    0
   30   33        36   39       -0.56109         79.883         79.296         0.81619E+02    0.76110E+02    1
   30   33        37   40       -1.81369         86.660         83.492         0.66343E+02    0.48706E+02    1
   30   33        38   41       -2.21204         95.324         89.577         0.52733E+02    0.35573E+02    1
   30   33        39   42       -2.20442         99.682         92.306         0.40327E+02    0.28676E+02    1
   30   33        40   43       -2.13486        105.617         96.552         0.31551E+02    0.23789E+02    1
   30   33        41   44       -1.91914        109.915         99.999         0.24763E+02    0.20298E+02    1
   31   34        35   38       -0.08388         70.971         70.910         0.99065E+02    0.99065E+02    0
   31   34        36   39       -0.05815         69.106         69.063         0.92716E+02    0.92716E+02    0
   31   34        37   40       -0.92667         75.693         74.722         0.80112E+02    0.71804E+02    1
   31   34        38   41       -1.91468         85.290         81.833         0.65750E+02    0.46279E+02    1
   31   34        39   42       -2.14718         90.821         85.566         0.50899E+02    0.36029E+02    1
   31   34        40   43       -2.09285         97.111         90.432         0.39450E+02    0.29371E+02    1
   31   34        41   44       -1.92666        102.104         94.386         0.30602E+02    0.24513E+02    1
   31   34        42   45       -1.87371        108.540         99.227         0.24472E+02    0.20888E+02    1
   32   35        36   39       -0.31234         65.919         65.711         0.98919E+02    0.98919E+02    0
   32   35        37   40       -0.15087         68.925         68.813         0.92682E+02    0.92682E+02    0
   32   35        38   41       -1.24967         79.225         77.658         0.81393E+02    0.62545E+02    1
   32   35        39   42       -1.88682         86.587         83.173         0.66312E+02    0.46896E+02    1
   32   35        40   43       -1.93609         94.158         89.451         0.52265E+02    0.37753E+02    1
   32   35        41   44       -1.82979        100.303         94.559         0.40537E+02    0.31027E+02    1
   32   35        42   45       -1.81584        107.634        100.387         0.32092E+02    0.26048E+02    1
   32   35        43   46       -1.55580        114.456        106.978         0.25719E+02    0.23027E+02    1
   33   36        37   40       -1.04053         69.885         69.154         0.99036E+02    0.99036E+02    0
   33   36        38   41       -0.67877         74.237         73.576         0.93597E+02    0.75872E+02    1
   33   36        39   42       -1.32078         82.597         80.749         0.82515E+02    0.58353E+02    1
   33   36        40   43       -1.54738         91.682         88.722         0.68415E+02    0.47154E+02    1
   33   36        41   44       -1.60692         99.330         95.264         0.54305E+02    0.38448E+02    1
   33   36        42   45       -1.61328        107.562        102.307         0.42945E+02    0.32211E+02    1
   33   36        43   46       -1.41451        115.407        109.737         0.34148E+02    0.28077E+02    1
   33   36        44   47       -1.42357        125.214        118.144         0.27955E+02    0.24495E+02    1
   34   37        38   41       -1.01014         59.062         58.376         0.98658E+02    0.86498E+02    1
   34   37        39   42       -1.01769         66.564         65.597         0.92214E+02    0.69540E+02    1
   34   37        40   43       -1.26481         77.315         75.578         0.80714E+02    0.55670E+02    1
   34   37        41   44       -1.45655         86.558         83.799         0.66299E+02    0.44960E+02    1
   34   37        42   45       -1.54667         95.936         92.041         0.52977E+02    0.37317E+02    1
   34   37        43   46       -1.32281        104.287        100.111         0.41869E+02    0.32364E+02    1
   34   37        44   47       -1.37906        114.577        109.048         0.33930E+02    0.27886E+02    1
   34   37        45   48       -1.01903        124.679        119.753         0.27845E+02    0.25278E+02    1
   35   38        39   42       -0.53420         46.540         46.286         0.97865E+02    0.97865E+02    0
   35   38        40   43       -0.91891         57.957         57.173         0.90088E+02    0.67487E+02    1
   35   38        41   44       -1.44770         68.868         66.956         0.77284E+02    0.51427E+02    1
   35   38        42   45       -1.67546         79.246         76.135         0.62980E+02    0.41831E+02    1
   35   38        43   46       -1.49745         88.145         84.524         0.49775E+02    0.35702E+02    1
   35   38        44   47       -1.56649         98.508         93.555         0.39928E+02    0.30368E+02    1
   35   38        45   48       -1.20678        108.789        104.058         0.32401E+02    0.27141E+02    1
   35   38        46   49       -1.11173        109.264        104.114         0.24625E+02    0.23029E+02    1
   36   39        40   43       -0.66382         43.369         43.070         0.97553E+02    0.96232E+02    1
   36   39        41   44       -0.94611         53.534         52.721         0.88662E+02    0.61806E+02    1
   36   39        42   45       -1.57920         64.618         62.513         0.75253E+02    0.47685E+02    1
   36   39        43   46       -1.58763         73.816         70.922         0.60268E+02    0.39687E+02    1
   36   39        44   47       -1.75022         84.117         79.786         0.48035E+02    0.33115E+02    1
   36   39        45   48       -1.40125         94.284         89.853         0.38474E+02    0.29109E+02    1
   36   39        46   49       -1.33193         95.723         90.622         0.28853E+02    0.24321E+02    1
   36   39        47   50       -1.09849         97.933         92.893         0.22204E+02    0.20790E+02    1
   37   40        41   44       -0.66149         41.516         41.209         0.97339E+02    0.89028E+02    1
   37   40        42   45       -0.98231         52.184         51.328         0.88169E+02    0.59429E+02    1
   37   40        43   46       -1.32258         62.223         60.506         0.74004E+02    0.47274E+02    1
   37   40        44   47       -1.74901         73.177         69.912         0.59933E+02    0.38323E+02    1
