    P+   P-        C+   C-  Normalised_Error  Observed_Rho  Calculated_Rho  Original_Weight  Final_Weight    C
   46   47        48   49       -0.63974         33.598         33.352         0.87212E+02    0.87212E+02    0
   46   47        49   50        0.51586         40.120         40.563         0.46975E+02    0.46975E+02    0
   46   47        50   51       -0.20166         46.954         46.564         0.24171E+02    0.24171E+02    0
   46   47        51   52       -0.40991         58.349         56.806         0.15296E+02    0.15296E+02    0
   46   47        52   53       -0.52144         68.777         65.404         0.10369E+02    0.10369E+02    0
   46   47        53   54       -0.37093         77.671         73.843         0.73383E+01    0.73383E+01    0
   46   47        54   55       -0.41521         86.688         80.348         0.54668E+01    0.54668E+01    0
   46   47        55   56       -0.39034         96.736         88.291         0.42728E+01    0.42728E+01    0
   46   47        56   57       -0.29092         98.317         89.669         0.31596E+01    0.31596E+01    0
   46   47        57   58       -0.23103        106.553         97.387         0.25686E+01    0.25686E+01    0
   47   48        49   50       -1.92019         39.857         39.020         0.90400E+02    0.90400E+02    0
   47   48        50   51        0.38012         40.059         40.385         0.46919E+02    0.46919E+02    0
   47   48        51   52        0.11525         50.186         50.412         0.25728E+02    0.25728E+02    0
   47   48        52   53       -0.30606         60.657         59.500         0.15885E+02    0.15885E+02    0
   47   48        53   54       -0.20856         70.023         68.653         0.10555E+02    0.10555E+02    0
   47   48        54   55       -0.36482         79.458         75.689         0.75062E+01    0.75062E+01    0
   47   48        55   56       -0.37489         89.931         84.178         0.56706E+01    0.56706E+01    0
   47   48        56   57       -0.27996         92.448         86.322         0.40837E+01    0.40837E+01    0
   47   48        57   58       -0.22482        101.117         94.357         0.32494E+01    0.32494E+01    0
   47   48        58   59       -0.19620         92.289         84.500         0.22249E+01    0.22249E+01    0
   48   49        50   51       -1.01956         31.907         31.531         0.86098E+02    0.86098E+02    0
   48   49        51   52        0.51660         35.803         36.237         0.42895E+02    0.42895E+02    0
   48   49        52   53       -0.09723         44.237         44.049         0.22848E+02    0.22848E+02    0
   48   49        53   54       -0.06143         52.681         52.448         0.13840E+02    0.13840E+02    0
   48   49        54   55       -0.32840         61.118         58.981         0.92246E+01    0.92246E+01    0
   48   49        55   56       -0.40243         70.907         66.775         0.67023E+01    0.67023E+01    0
   48   49        56   57       -0.29976         74.035         69.433         0.46707E+01    0.46707E+01    0
   48   49        57   58       -0.25168         82.099         76.595         0.36272E+01    0.36272E+01    0
   48   49        58   59       -0.21485         75.506         69.109         0.24270E+01    0.24270E+01    0
   48   49        59   60       -0.17059         92.674         85.861         0.22342E+01    0.22342E+01    0
   49   50        51   52       -1.11898         35.312         34.867         0.88218E+02    0.88218E+02    0
   49   50        52   53        0.01770         38.440         38.455         0.45421E+02    0.45421E+02    0
   49   50        53   54        0.54530         46.314         47.385         0.23861E+02    0.23861E+02    0
   49   50        54   55       -0.17679         55.329         54.660         0.14521E+02    0.14521E+02    0
   49   50        55   56       -0.33375         65.571         63.395         0.98903E+01    0.98903E+01    0
   49   50        56   57       -0.27729         70.050         67.177         0.66217E+01    0.66217E+01    0
   49   50        57   58       -0.23898         78.721         75.022         0.49656E+01    0.49656E+01    0
   49   50        58   59       -0.23801         73.534         68.340         0.32492E+01    0.32492E+01    0
   49   50        59   60       -0.16587         90.655         85.638         0.29135E+01    0.29135E+01    0
   49   50        60   61       -0.16065         93.464         87.032         0.22532E+01    0.22532E+01    0
   50   51        52   53       -0.37838         33.810         33.664         0.87343E+02    0.87343E+02    0
   50   51        53   54        0.68030         36.950         37.525         0.44006E+02    0.44006E+02    0
   50   51        54   55        0.16827         43.809         44.136         0.22638E+02    0.22638E+02    0
   50   51        55   56       -0.37959         54.208         52.781         0.14233E+02    0.14233E+02    0
   50   51        56   57       -0.31841         59.429         57.357         0.89717E+01    0.89717E+01    0
   50   51        57   58       -0.32384         68.466         65.125         0.64725E+01    0.64725E+01    0
   50   51        58   59       -0.29274         64.548         60.071         0.40732E+01    0.40732E+01    0
   50   51        59   60       -0.24516         81.453         76.089         0.35987E+01    0.35987E+01    0
   50   51        60   61       -0.21791         84.414         77.899         0.27131E+01    0.27131E+01    0
   50   51        61   62       -0.16195         81.781         75.332         0.19717E+01    0.19717E+01    0
   51   52        53   54       -1.49134         43.309         42.611         0.91692E+02    0.91692E+02    0
   51   52        54   55        1.31784         39.265         40.401         0.46189E+02    0.46189E+02    0
   51   52        55   56        0.40221         48.247         49.036         0.24797E+02    0.24797E+02    0
   51   52        56   57        0.08705         54.424         54.756         0.14288E+02    0.14288E+02    0
   51   52        57   58       -0.14135         64.295         63.365         0.96996E+01    0.96996E+01    0
   51   52        58   59       -0.22882         61.694         59.322         0.58347E+01    0.58347E+01    0
   51   52        59   60       -0.19498         79.119         76.088         0.49907E+01    0.49907E+01    0
   51   52        60   61       -0.20061         82.943         78.524         0.36644E+01    0.36644E+01    0
   51   52        61   62       -0.15608         81.205         76.492         0.26101E+01    0.26101E+01    0
   51   52        62   63       -0.12139         85.897         81.007         0.20709E+01    0.20709E+01    0
   52   53        54   55       -0.84870         42.274         41.883         0.91332E+02    0.91332E+02    0
   52   53        55   56        0.41204         42.312         42.670         0.48939E+02    0.48939E+02    0
   52   53        56   57        0.54405         47.702         48.772         0.24533E+02    0.24533E+02    0
   52   53        57   58        0.05719         57.632         57.851         0.15112E+02    0.15112E+02    0
   52   53        58   59       -0.24367         56.902         55.311         0.85931E+01    0.85931E+01    0
   52   53        59   60       -0.14249         73.723         72.231         0.69672E+01    0.69672E+01    0
   52   53        60   61       -0.22092         78.829         75.403         0.49724E+01    0.49724E+01    0
   52   53        61   62       -0.15401         77.590         74.181         0.34282E+01    0.34282E+01    0
   52   53        62   63       -0.15917         84.081         79.272         0.27024E+01    0.27024E+01    0
   52   53        63   64       -0.17593         95.125         88.100         0.22933E+01    0.22933E+01    0
   53   54        55   56       -0.47911         43.298         43.072         0.91688E+02    0.91688E+02    0
   53   54        56   57        0.36761         42.134         42.453         0.48782E+02    0.48782E+02    0
   53   54        57   58        0.25344         50.644         51.141         0.25947E+02    0.25947E+02    0
   53   54        58   59       -0.25588         51.102         50.137         0.13432E+02    0.13432E+02    0
   53   54        59   60       -0.11503         67.798         67.040         0.10223E+02    0.10223E+02    0
   53   54        60   61       -0.27016         73.858         71.054         0.69799E+01    0.69799E+01    0
   53   54        61   62       -0.18226         73.643         70.810         0.46460E+01    0.46460E+01    0
   53   54        62   63       -0.19752         80.880         76.531         0.35734E+01    0.35734E+01    0
   53   54        63   64       -0.21114         91.957         85.617         0.29554E+01    0.29554E+01    0
   53   54        64   65       -0.16705         85.089         78.435         0.20514E+01    0.20514E+01    0
   54   55        56   57       -0.56347         44.700         44.427         0.92142E+02    0.92142E+02    0
   54   55        57   58        0.35930         45.354         45.671         0.51546E+02    0.51546E+02    0
   54   55        58   59        0.27487         44.774         45.310         0.23110E+02    0.23110E+02    0
   54   55        59   60        0.08884         61.858         62.198         0.16192E+02    0.16192E+02    0
   54   55        60   61       -0.22496         68.526         67.050         0.10331E+02    0.10331E+02    0
   54   55        61   62       -0.20897         70.021         67.844         0.66189E+01    0.66189E+01    0
   54   55        62   63       -0.18632         77.197         74.299         0.48697E+01    0.48697E+01    0
   54   55        63   64       -0.29140         90.062         83.701         0.39785E+01    0.39785E+01    0
   54   55        64   65       -0.19969         83.200         77.214         0.26741E+01    0.26741E+01    0
   54   55        65   66       -0.21259         98.968         90.531         0.23859E+01    0.23859E+01    0
   55   56        57   58       -0.65127         45.304         44.986         0.92327E+02    0.92327E+02    0
   55   56        58   59        0.57134         38.210         38.696         0.45204E+02    0.45204E+02    0
   55   56        59   60        0.76165         53.236         54.749         0.27179E+02    0.27179E+02    0
   55   56        60   61       -0.10387         60.838         60.442         0.15932E+02    0.15932E+02    0
   55   56        61   62       -0.13846         63.492         62.581         0.95797E+01    0.95797E+01    0
   55   56        62   63       -0.22539         72.249         69.903         0.68285E+01    0.68285E+01    0
   55   56        63   64       -0.29218         84.146         79.638         0.53069E+01    0.53069E+01    0
   55   56        64   65       -0.24404         79.557         74.221         0.35150E+01    0.35150E+01    0
   55   56        65   66       -0.24452         95.135         87.822         0.30574E+01    0.30574E+01    0
   55   56        66   67       -0.22520         91.540         82.660         0.22069E+01    0.22069E+01    0
   56   57        58   59       -0.07215         34.958         34.929         0.88020E+02    0.88020E+02    0
   56   57        59   60        0.25866         44.379         44.606         0.50725E+02    0.50725E+02    0
   56   57        60   61       -0.11783         50.107         49.878         0.25690E+02    0.25690E+02    0
   56   57        61   62       -0.15629         53.617         53.025         0.14081E+02    0.14081E+02    0
   56   57        62   63       -0.25722         62.384         60.703         0.94140E+01    0.94140E+01    0
   56   57        63   64       -0.36194         73.854         70.122         0.69795E+01    0.69795E+01    0
   56   57        64   65       -0.29972         70.762         66.167         0.44646E+01    0.44646E+01    0
   56   57        65   66       -0.29212         85.506         79.143         0.37775E+01    0.37775E+01    0
   56   57        66   67       -0.26471         82.898         75.058         0.26644E+01    0.26644E+01    0
   56   57        67   68       -0.24087         87.151         77.712         0.21011E+01    0.21011E+01    0
   57   58        59   60       -1.65884         50.652         49.696         0.93721E+02    0.87104E+02    1
   57   58        60   61        0.28129         45.904         46.153         0.52003E+02    0.52003E+02    0
   57   58        61   62        0.68444         48.158         49.508         0.24753E+02    0.24753E+02    0
   57   58        62   63        0.09108         57.757         58.106         0.15144E+02    0.15144E+02    0
   57   58        63   64       -0.09755         68.702         68.058         0.10358E+02    0.10358E+02    0
   57   58        64   65       -0.24804         67.680         65.107         0.63985E+01    0.63985E+01    0
   57   58        65   66       -0.23703         82.487         78.813         0.52026E+01    0.52026E+01    0
   57   58        66   67       -0.23392         80.458         75.334         0.35548E+01    0.35548E+01    0
   57   58        67   68       -0.24579         85.775         78.459         0.27568E+01    0.27568E+01    0
   57   58        68   69       -0.22842        104.508         95.450         0.25193E+01    0.25193E+01    0
   58   59        60   61       -0.37504         38.658         38.497         0.89884E+02    0.89884E+02    0
   58   59        61   62        0.04625         36.270         36.308         0.43349E+02    0.43349E+02    0
   58   59        62   63        0.40533         43.038         43.829         0.22260E+02    0.22260E+02    0
   58   59        63   64       -0.15022         52.945         52.376         0.13908E+02    0.13908E+02    0
   58   59        64   65       -0.27559         52.941         51.149         0.79990E+01    0.79990E+01    0
   58   59        65   66       -0.29876         66.123         63.038         0.62519E+01    0.62519E+01    0
   58   59        66   67       -0.29595         65.500         60.974         0.41332E+01    0.41332E+01    0
   58   59        67   68       -0.28419         70.200         64.054         0.31020E+01    0.31020E+01    0
   58   59        68   69       -0.26182         86.204         78.431         0.27706E+01    0.27706E+01    0
   58   59        69   70       -0.21417         88.373         79.922         0.21306E+01    0.21306E+01    0
   59   60        61   62       -0.52968         40.440         40.204         0.90637E+02    0.90637E+02    0
   59   60        62   63       -0.07022         43.072         43.011         0.49603E+02    0.49603E+02    0
   59   60        63   64        0.77405         50.660         52.193         0.25955E+02    0.25955E+02    0
   59   60        64   65       -0.25023         53.410         52.465         0.14027E+02    0.14027E+02    0
   59   60        65   66       -0.20449         67.757         66.414         0.10217E+02    0.10217E+02    0
   59   60        66   67       -0.23942         67.919         65.433         0.64211E+01    0.64211E+01    0
   59   60        67   68       -0.33053         74.733         69.674         0.47147E+01    0.47147E+01    0
   59   60        68   69       -0.32163         93.161         86.157         0.41151E+01    0.41151E+01    0
   59   60        69   70       -0.18815         94.139         88.463         0.30254E+01    0.30254E+01    0
   59   60        70   71       -0.20355         93.122         85.050         0.22450E+01    0.22450E+01    0
   60   61        62   63       -1.01050         44.399         43.914         0.92048E+02    0.92048E+02    0
   60   61        63   64        0.59573         43.699         44.222         0.50145E+02    0.50145E+02    0
   60   61        64   65        0.11118         44.619         44.835         0.23034E+02    0.23034E+02    0
   60   61        65   66       -0.05297         58.518         58.316         0.15339E+02    0.15339E+02    0
   60   61        66   67       -0.23926         60.150         58.586         0.90796E+01    0.90796E+01    0
   60   61        67   68       -0.35576         66.968         63.309         0.63315E+01    0.63315E+01    0
   60   61        68   69       -0.34859         84.447         79.097         0.53258E+01    0.53258E+01    0
   60   61        69   70       -0.25412         87.390         81.823         0.38606E+01    0.38606E+01    0
   60   61        70   71       -0.21284         85.470         79.098         0.27470E+01    0.27470E+01    0
   60   61        71   72       -0.18420         98.244         90.893         0.23684E+01    0.23684E+01    0
   61   62        63   64       -1.19735         41.878         41.332         0.91189E+02    0.91189E+02    0
   61   62        64   65        0.09463         35.001         35.080         0.42106E+02    0.42106E+02    0
   61   62        65   66        0.75802         45.303         46.796         0.23368E+02    0.23368E+02    0
   61   62        66   67        0.19533         47.430         48.178         0.12483E+02    0.12483E+02    0
   61   62        67   68       -0.18776         54.360         53.131         0.82119E+01    0.82119E+01    0
   61   62        68   69       -0.25197         69.967         67.351         0.66138E+01    0.66138E+01    0
   61   62        69   70       -0.14290         72.631         70.401         0.45823E+01    0.45823E+01    0
   61   62        70   71       -0.20567         73.068         68.559         0.32286E+01    0.32286E+01    0
   61   62        71   72       -0.13324         83.522         79.478         0.26845E+01    0.26845E+01    0
   61   62        72   73       -0.16688        101.331         94.639         0.24428E+01    0.24428E+01    0
   62   63        64   65       -0.07256         31.867         31.840         0.86070E+02    0.86070E+02    0
   62   63        65   66        0.25214         38.303         38.517         0.45292E+02    0.45292E+02    0
   62   63        66   67        0.06576         40.636         40.763         0.21074E+02    0.21074E+02    0
   62   63        67   68       -0.17441         47.010         46.352         0.12374E+02    0.12374E+02    0
   62   63        68   69       -0.23847         61.660         60.100         0.93056E+01    0.93056E+01    0
   62   63        69   70       -0.37910         67.765         63.871         0.64065E+01    0.64065E+01    0
   62   63        70   71       -0.14060         65.123         62.933         0.41095E+01    0.41095E+01    0
   62   63        71   72       -0.29234         80.211         73.860         0.35439E+01    0.35439E+01    0
   62   63        72   73       -0.25016         96.201         88.723         0.30916E+01    0.30916E+01    0
   62   63        73   74       -0.26585         94.510         84.101         0.22784E+01    0.22784E+01    0
   63   64        65   66       -1.59917         45.310         44.532         0.92329E+02    0.92329E+02    0
   63   64        66   67        0.36561         39.166         39.478         0.46097E+02    0.46097E+02    0
   63   64        67   68        0.05500         45.167         45.274         0.23302E+02    0.23302E+02    0
   63   64        68   69       -0.21854         60.509         59.681         0.15848E+02    0.15848E+02    0
   63   64        69   70       -0.01853         64.449         64.327         0.97227E+01    0.97227E+01    0
   63   64        70   71       -0.39502         68.083         64.031         0.64365E+01    0.64365E+01    0
   63   64        71   72       -0.16500         78.637         76.064         0.49603E+01    0.49603E+01    0
   63   64        72   73       -0.28168         98.252         92.077         0.43396E+01    0.43396E+01    0
   63   64        73   74       -0.31069         96.731         87.530         0.31086E+01    0.31086E+01    0
   63   64        74   75       -0.33523        100.836         87.847         0.24309E+01    0.24309E+01    0
   64   65        66   67       -0.67656         33.310         33.052         0.87031E+02    0.87031E+02    0
   64   65        67   68        0.25579         33.590         33.802         0.40695E+02    0.40695E+02    0
   64   65        68   69        0.42758         44.631         45.467         0.23041E+02    0.23041E+02    0
   64   65        69   70       -0.03392         50.286         50.157         0.13222E+02    0.13222E+02    0
   64   65        70   71       -0.06819         51.302         50.852         0.77527E+01    0.77527E+01    0
   64   65        71   72       -0.26563         64.345         61.597         0.60845E+01    0.60845E+01    0
   64   65        72   73       -0.28188         79.868         75.521         0.50378E+01    0.50378E+01    0
   64   65        73   74       -0.33232         79.407         72.231         0.35084E+01    0.35084E+01    0
   64   65        74   75       -0.29695         81.722         72.986         0.26267E+01    0.26267E+01    0
   64   65        75   76       -0.22498         88.259         79.403         0.21278E+01    0.21278E+01    0
   65   66        67   68       -0.41963         35.273         35.105         0.88196E+02    0.88196E+02    0
   65   66        68   69       -0.29651         42.523         42.267         0.49124E+02    0.49124E+02    0
   65   66        69   70        0.44438         46.762         47.634         0.24078E+02    0.24078E+02    0
   65   66        70   71       -0.10645         49.930         49.527         0.13130E+02    0.13130E+02    0
   65   66        71   72       -0.24196         63.257         61.674         0.95445E+01    0.95445E+01    0
   65   66        72   73       -0.38614         81.004         77.017         0.76514E+01    0.76514E+01    0
   65   66        73   74       -0.46422         81.390         74.353         0.51335E+01    0.51335E+01    0
   65   66        74   75       -0.45203         85.485         75.842         0.37766E+01    0.37766E+01    0
   65   66        75   76       -0.35008         93.468         83.186         0.30039E+01    0.30039E+01    0
   65   66        76   77       -0.26846         96.822         86.303         0.23342E+01    0.23342E+01    0
   66   67        68   69       -0.73177         38.510         38.198         0.89818E+02    0.89818E+02    0
   66   67        69   70        0.79293         36.743         37.414         0.43807E+02    0.43807E+02    0
   66   67        70   71       -0.11414         39.577         39.358         0.20548E+02    0.20548E+02    0
   66   67        71   72       -0.00700         50.599         50.573         0.13303E+02    0.13303E+02    0
   66   67        72   73       -0.42090         67.206         64.472         0.10134E+02    0.10134E+02    0
   66   67        73   74       -0.54545         68.375         62.842         0.64640E+01    0.64640E+01    0
   66   67        74   75       -0.57703         73.355         64.756         0.46279E+01    0.46279E+01    0
   66   67        75   76       -0.44911         81.191         71.636         0.35871E+01    0.35871E+01    0
   66   67        76   77       -0.31961         84.023         74.645         0.27006E+01    0.27006E+01    0
   66   67        77   78       -0.27137         87.169         76.610         0.21016E+01    0.21016E+01    0
   67   68        69   70       -1.02815         37.861         37.428         0.89519E+02    0.89519E+02    0
   67   68        70   71        1.45597         32.265         33.482         0.39342E+02    0.39342E+02    0
   67   68        71   72        0.58122         43.401         44.540         0.22438E+02    0.22438E+02    0
   67   68        72   73       -0.05124         58.528         58.333         0.15341E+02    0.15341E+02    0
   67   68        73   74       -0.48050         60.724         57.623         0.91656E+01    0.91656E+01    0
   67   68        74   75       -0.52415         65.564         60.248         0.61993E+01    0.61993E+01    0
   67   68        75   76       -0.41025         73.671         67.447         0.46478E+01    0.46478E+01    0
   67   68        76   77       -0.34632         78.170         70.711         0.34538E+01    0.34538E+01    0
   67   68        77   78       -0.29827         81.821         73.048         0.26298E+01    0.26298E+01    0
   67   68        78   79       -0.20760         86.990         78.791         0.20972E+01    0.20972E+01    0
   68   69        70   71       -0.36019         37.387         37.236         0.89293E+02    0.89293E+02    0
   68   69        71   72       -0.23862         45.298         45.088         0.51499E+02    0.51499E+02    0
   68   69        72   73        0.48479         59.545         60.511         0.30122E+02    0.30122E+02    0
   68   69        73   74       -0.40097         62.178         60.665         0.16273E+02    0.16273E+02    0
   68   69        74   75       -0.52650         68.116         64.712         0.10270E+02    0.10270E+02    0
   68   69        75   76       -0.42636         78.069         73.684         0.73757E+01    0.73757E+01    0
   68   69        76   77       -0.41768         84.330         77.961         0.53185E+01    0.53185E+01    0
   68   69        77   78       -0.36504         89.148         81.256         0.39382E+01    0.39382E+01    0
   68   69        78   79       -0.24397         95.636         88.338         0.30735E+01    0.30735E+01    0
   68   69        79   80       -0.22651        103.362         94.380         0.24917E+01    0.24917E+01    0
   69   70        71   72       -1.33326         46.917         46.248         0.92791E+02    0.92791E+02    0
   69   70        72   73        0.16853         54.051         54.208         0.58263E+02    0.58263E+02    0
   69   70        73   74        0.25684         53.144         53.649         0.27136E+02    0.27136E+02    0
   69   70        74   75       -0.73348         61.013         58.275         0.15976E+02    0.15976E+02    0
   69   70        75   76       -0.62921         71.696         67.640         0.10804E+02    0.10804E+02    0
   69   70        76   77       -0.35147         75.930         72.300         0.71747E+01    0.71747E+01    0
   69   70        77   78       -0.33066         81.199         76.122         0.51215E+01    0.51215E+01    0
   69   70        78   79       -0.19651         87.822         83.484         0.38796E+01    0.38796E+01    0
   69   70        79   80       -0.19405         95.574         89.723         0.30715E+01    0.30715E+01    0
   69   70        80   81       -0.09721        102.358         98.404         0.24676E+01    0.24676E+01    0
   70   71        72   73       -2.25795         56.262         54.762         0.94820E+02    0.83554E+02    1
   70   71        73   74        1.00552         43.363         44.247         0.49855E+02    0.49855E+02    0
   70   71        74   75        0.99566         46.468         48.441         0.23935E+02    0.23935E+02    0
   70   71        75   76        0.25874         56.588         57.583         0.14844E+02    0.14844E+02    0
   70   71        76   77       -0.38279         64.880         62.391         0.97870E+01    0.97870E+01    0
   70   71        77   78       -0.39455         70.651         66.598         0.66782E+01    0.66782E+01    0
   70   71        78   79       -0.24609         77.687         73.882         0.49006E+01    0.49006E+01    0
   70   71        79   80       -0.25798         85.635         79.990         0.37832E+01    0.37832E+01    0
   70   71        80   81       -0.23355         95.307         88.310         0.30629E+01    0.30629E+01    0
   70   71        81   82       -0.12256         89.116         84.175         0.21485E+01    0.21485E+01    0
   71   72        73   74       -0.71002         42.794         42.463         0.91516E+02    0.91516E+02    0
   71   72        74   75        0.94885         40.850         41.672         0.47637E+02    0.47637E+02    0
   71   72        75   76        0.20650         51.226         51.631         0.26225E+02    0.26225E+02    0
   71   72        76   77       -0.04615         57.772         57.596         0.15148E+02    0.15148E+02    0
   71   72        77   78       -0.27961         64.969         63.142         0.98004E+01    0.98004E+01    0
   71   72        78   79       -0.14827         73.122         71.570         0.69107E+01    0.69107E+01    0
   71   72        79   80       -0.20957         81.884         78.628         0.51646E+01    0.51646E+01    0
   71   72        80   81       -0.08114         89.676         87.858         0.39614E+01    0.39614E+01    0
   71   72        81   82       -0.06092         86.407         84.532         0.27771E+01    0.27771E+01    0
   71   72        82   83       -0.05617        100.346         98.043         0.24191E+01    0.24191E+01    0
   72   73        74   75       -0.25215         46.464         46.338         0.92665E+02    0.92665E+02    0
   72   73        75   76        1.03578         49.468         50.411         0.54856E+02    0.54856E+02    0
   72   73        76   77        0.16012         56.458         56.774         0.28693E+02    0.28693E+02    0
   72   73        77   78       -0.41578         65.420         63.848         0.17098E+02    0.17098E+02    0
   72   73        78   79       -0.27137         75.835         74.054         0.11420E+02    0.11420E+02    0
   72   73        79   80       -0.40098         86.738         82.593         0.81895E+01    0.81895E+01    0
   72   73        80   81       -0.24499         97.239         93.429         0.61297E+01    0.61297E+01    0
   72   73        81   82       -0.14945         94.034         90.711         0.41536E+01    0.41536E+01    0
   72   73        82   83       -0.13146        109.856        105.840         0.35300E+01    0.35300E+01    0
   72   73        83   84       -0.12484        107.787        102.731         0.25983E+01    0.25983E+01    0
   73   74        75   76       -1.05686         52.945         52.354         0.94208E+02    0.94208E+02    0
   73   74        76   77        1.26929         47.744         48.890         0.53498E+02    0.53498E+02    0
   73   74        77   78        0.10021         55.010         55.207         0.28015E+02    0.28015E+02    0
   73   74        78   79       -0.19875         66.065         65.309         0.17261E+02    0.17261E+02    0
   73   74        79   80       -0.58823         77.587         73.776         0.11680E+02    0.11680E+02    0
   73   74        80   81       -0.37234         88.253         84.396         0.83316E+01    0.83316E+01    0
   73   74        81   82       -0.26233         86.636         82.575         0.54635E+01    0.54635E+01    0
   73   74        82   83       -0.23198        101.843         96.724         0.44979E+01    0.44979E+01    0
   73   74        83   84       -0.21596        100.906         94.404         0.32427E+01    0.32427E+01    0
   73   74        84   85       -0.13548         89.651         84.204         0.21614E+01    0.21614E+01    0
   74   75        76   77       -0.52012         45.637         45.381         0.92427E+02    0.92427E+02    0
   74   75        77   78        1.50471         43.808         45.140         0.50238E+02    0.50238E+02    0
   74   75        78   79        0.37692         54.355         55.100         0.27707E+02    0.27707E+02    0
   74   75        79   80       -0.74290         66.635         63.851         0.17406E+02    0.17406E+02    0
   74   75        80   81       -0.69760         79.173         74.671         0.11915E+02    0.11915E+02    0
   74   75        81   82       -0.44392         78.812         74.250         0.74455E+01    0.74455E+01    0
   74   75        82   83       -0.39379         93.882         87.839         0.59189E+01    0.59189E+01    0
   74   75        83   84       -0.27716         92.686         86.619         0.40942E+01    0.40942E+01    0
   74   75        84   85       -0.18623         83.332         77.735         0.26784E+01    0.26784E+01    0
   74   75        85   86       -0.19166         89.991         82.382         0.21696E+01    0.21696E+01    0
   75   76        77   78       -0.86481         45.525         45.101         0.92393E+02    0.92393E+02    0
   75   76        78   79        1.96830         47.063         48.845         0.52951E+02    0.52951E+02    0
   75   76        79   80       -0.18047         58.052         57.697         0.29433E+02    0.29433E+02    0
   75   76        80   81       -0.80458         72.385         69.361         0.18856E+02    0.18856E+02    0
   75   76        81   82       -0.47713         73.576         70.476         0.11084E+02    0.11084E+02    0
   75   76        82   83       -0.46435         89.294         84.508         0.84292E+01    0.84292E+01    0
   75   76        83   84       -0.25997         88.503         84.475         0.55809E+01    0.55809E+01    0
   75   76        84   85       -0.18690         80.543         76.422         0.35585E+01    0.35585E+01    0
   75   76        85   86       -0.19073         87.220         81.483         0.28032E+01    0.28032E+01    0
   75   76        86   87       -0.24095        102.980         93.454         0.24825E+01    0.24825E+01    0
   76   77        78   79       -1.81811         54.602         53.562         0.94526E+02    0.94526E+02    0
   76   77        79   80        1.16948         51.795         52.876         0.56622E+02    0.56622E+02    0
   76   77        80   81        0.34044         63.558         64.239         0.31951E+02    0.31951E+02    0
   76   77        81   82       -0.10531         66.941         66.539         0.17483E+02    0.17483E+02    0
   76   77        82   83       -0.33020         82.908         80.742         0.12469E+02    0.12469E+02    0
   76   77        83   84       -0.26284         84.603         81.865         0.79893E+01    0.79893E+01    0
   76   77        84   85       -0.17509         77.345         74.618         0.48790E+01    0.48790E+01    0
   76   77        85   86       -0.20882         84.566         79.969         0.37360E+01    0.37360E+01    0
   76   77        86   87       -0.25956         99.736         91.977         0.32051E+01    0.32051E+01    0
   76   77        87   88       -0.23011         88.436         79.388         0.21321E+01    0.21321E+01    0
   77   78        79   80       -0.62756         48.220         47.896         0.93137E+02    0.93137E+02    0
   77   78        80   81        0.75861         52.085         52.785         0.56837E+02    0.56837E+02    0
   77   78        81   82        0.07996         56.187         56.344         0.28566E+02    0.28566E+02    0
   77   78        82   83       -0.57282         72.156         69.990         0.18799E+02    0.18799E+02    0
   77   78        83   84       -0.47062         75.827         72.765         0.11418E+02    0.11418E+02    0
   77   78        84   85       -0.31954         70.665         67.364         0.66795E+01    0.66795E+01    0
   77   78        85   86       -0.33647         78.155         72.999         0.49300E+01    0.49300E+01    0
   77   78        86   87       -0.39467         93.079         84.559         0.41115E+01    0.41115E+01    0
   77   78        87   88       -0.32483         83.074         73.558         0.26701E+01    0.26701E+01    0
   77   78        88   89       -0.33948         94.788         81.702         0.22852E+01    0.22852E+01    0
   78   79        80   81       -0.56601         50.605         50.300         0.93710E+02    0.93710E+02    0
   78   79        81   82        1.47244         46.989         48.315         0.52890E+02    0.52890E+02    0
   78   79        82   83        0.08826         60.843         61.018         0.30718E+02    0.30718E+02    0
   78   79        83   84       -0.26369         66.479         65.477         0.17366E+02    0.17366E+02    0
   78   79        84   85       -0.26670         63.624         61.881         0.95993E+01    0.95993E+01    0
   78   79        85   86       -0.33658         71.550         68.076         0.67628E+01    0.67628E+01    0
   78   79        86   87       -0.43905         86.308         79.619         0.54429E+01    0.54429E+01    0
   78   79        87   88       -0.36455         77.784         69.955         0.34368E+01    0.34368E+01    0
   78   79        88   89       -0.39021         89.740         78.384         0.28842E+01    0.28842E+01    0
   78   79        89   90       -0.34341         93.787         80.572         0.22610E+01    0.22610E+01    0
   79   80        81   82       -0.89219         51.582         51.094         0.93925E+02    0.93925E+02    0
   79   80        82   83        1.28247         52.899         54.093         0.57434E+02    0.57434E+02    0
   79   80        83   84        0.63406         57.898         59.162         0.29362E+02    0.29362E+02    0
   79   80        84   85        0.11229         56.580         57.009         0.14842E+02    0.14842E+02    0
   79   80        85   86       -0.18339         64.920         63.716         0.97930E+01    0.97930E+01    0
   79   80        86   87       -0.39436         79.330         75.263         0.74942E+01    0.74942E+01    0
   79   80        87   88       -0.37354         72.535         66.850         0.45763E+01    0.45763E+01    0
   79   80        88   89       -0.42477         84.695         75.606         0.37417E+01    0.37417E+01    0
   79   80        89   90       -0.38304         89.450         78.291         0.28748E+01    0.28748E+01    0
   79   80        90   91       -0.46388        103.089         85.535         0.24852E+01    0.24852E+01    0
   80   81        82   83       -0.43751         58.776         58.506         0.95223E+02    0.95223E+02    0
