    0.12500E+00   -0.31250E-01    0.52666E+02    0.17215E+01
    0.12500E+00   -0.10155E+00    0.57110E+02    0.17567E+01
    0.12500E+00   -0.18945E+00    0.63067E+02    0.17998E+01
    0.12500E+00   -0.29935E+00    0.70405E+02    0.18476E+01
    0.12500E+00   -0.43665E+00    0.78594E+02    0.18954E+01
    0.12500E+00   -0.60830E+00    0.86291E+02    0.19360E+01
    0.12500E+00   -0.82290E+00    0.92337E+02    0.19654E+01
    0.12500E+00   -0.10911E+01    0.96382E+02    0.19840E+01
    0.12500E+00   -0.14264E+01    0.98719E+02    0.19944E+01
    0.12500E+00   -0.18455E+01    0.99851E+02    0.19994E+01
    0.12500E+00   -0.23693E+01    0.10029E+03    0.20013E+01
    0.12500E+00   -0.30242E+01    0.10041E+03    0.20018E+01
    0.12500E+00   -0.38427E+01    0.10039E+03    0.20017E+01
    0.12500E+00   -0.48659E+01    0.10035E+03    0.20015E+01
    0.37500E+00   -0.31250E-01    0.39125E+02    0.15925E+01
    0.37500E+00   -0.10155E+00    0.49321E+02    0.16930E+01
    0.37500E+00   -0.18945E+00    0.57628E+02    0.17606E+01
    0.37500E+00   -0.29935E+00    0.67447E+02    0.18290E+01
    0.37500E+00   -0.43665E+00    0.79147E+02    0.18984E+01
    0.37500E+00   -0.60830E+00    0.90157E+02    0.19550E+01
    0.37500E+00   -0.82290E+00    0.98201E+02    0.19921E+01
    0.37500E+00   -0.10911E+01    0.10277E+03    0.20119E+01
    0.37500E+00   -0.14264E+01    0.10459E+03    0.20195E+01
    0.37500E+00   -0.18455E+01    0.10477E+03    0.20202E+01
    0.37500E+00   -0.23693E+01    0.10420E+03    0.20179E+01
    0.37500E+00   -0.30242E+01    0.10342E+03    0.20146E+01
    0.37500E+00   -0.38427E+01    0.10269E+03    0.20115E+01
    0.37500E+00   -0.48659E+01    0.10210E+03    0.20090E+01
    0.62500E+00   -0.31250E-01    0.52752E+02    0.17222E+01
    0.62500E+00   -0.10155E+00    0.54522E+02    0.17366E+01
    0.62500E+00   -0.18945E+00    0.54682E+02    0.17378E+01
    0.62500E+00   -0.29935E+00    0.62416E+02    0.17953E+01
    0.62500E+00   -0.43665E+00    0.76637E+02    0.18844E+01
    0.62500E+00   -0.60830E+00    0.91927E+02    0.19634E+01
    0.62500E+00   -0.82290E+00    0.10334E+03    0.20143E+01
    0.62500E+00   -0.10911E+01    0.10928E+03    0.20385E+01
    0.62500E+00   -0.14264E+01    0.11090E+03    0.20449E+01
    0.62500E+00   -0.18455E+01    0.11013E+03    0.20419E+01
    0.62500E+00   -0.23693E+01    0.10845E+03    0.20352E+01
    0.62500E+00   -0.30242E+01    0.10667E+03    0.20281E+01
    0.62500E+00   -0.38427E+01    0.10514E+03    0.20218E+01
    0.62500E+00   -0.48659E+01    0.10390E+03    0.20166E+01
    0.87500E+00   -0.31250E-01    0.39521E+02    0.15968E+01
    0.87500E+00   -0.10155E+00    0.46251E+02    0.16651E+01
    0.87500E+00   -0.18945E+00    0.46863E+02    0.16708E+01
    0.87500E+00   -0.29935E+00    0.55080E+02    0.17410E+01
    0.87500E+00   -0.43665E+00    0.71757E+02    0.18559E+01
    0.87500E+00   -0.60830E+00    0.91339E+02    0.19607E+01
    0.87500E+00   -0.82290E+00    0.10693E+03    0.20291E+01
    0.87500E+00   -0.10911E+01    0.11519E+03    0.20614E+01
    0.87500E+00   -0.14264E+01    0.11720E+03    0.20689E+01
    0.87500E+00   -0.18455E+01    0.11568E+03    0.20633E+01
    0.87500E+00   -0.23693E+01    0.11289E+03    0.20527E+01
    0.87500E+00   -0.30242E+01    0.11006E+03    0.20416E+01
    0.87500E+00   -0.38427E+01    0.10764E+03    0.20320E+01
    0.87500E+00   -0.48659E+01    0.10572E+03    0.20242E+01
    0.11250E+01   -0.31250E-01    0.55543E+02    0.17446E+01
    0.11250E+01   -0.10155E+00    0.53814E+02    0.17309E+01
    0.11250E+01   -0.18945E+00    0.47640E+02    0.16780E+01
    0.11250E+01   -0.29935E+00    0.52821E+02    0.17228E+01
    0.11250E+01   -0.43665E+00    0.68731E+02    0.18372E+01
    0.11250E+01   -0.60830E+00    0.90086E+02    0.19547E+01
    0.11250E+01   -0.82290E+00    0.10903E+03    0.20376E+01
    0.11250E+01   -0.10911E+01    0.12004E+03    0.20793E+01
    0.11250E+01   -0.14264E+01    0.12302E+03    0.20900E+01
    0.11250E+01   -0.18455E+01    0.12109E+03    0.20831E+01
    0.11250E+01   -0.23693E+01    0.11730E+03    0.20693E+01
    0.11250E+01   -0.30242E+01    0.11342E+03    0.20547E+01
    0.11250E+01   -0.38427E+01    0.11013E+03    0.20419E+01
    0.11250E+01   -0.48659E+01    0.10757E+03    0.20317E+01
    0.13750E+01   -0.31250E-01    0.85840E+02    0.19337E+01
    0.13750E+01   -0.10155E+00    0.64004E+02    0.18062E+01
    0.13750E+01   -0.18945E+00    0.52588E+02    0.17209E+01
    0.13750E+01   -0.29935E+00    0.54996E+02    0.17403E+01
    0.13750E+01   -0.43665E+00    0.68381E+02    0.18349E+01
    0.13750E+01   -0.60830E+00    0.88994E+02    0.19494E+01
    0.13750E+01   -0.82290E+00    0.10977E+03    0.20405E+01
    0.13750E+01   -0.10911E+01    0.12342E+03    0.20914E+01
    0.13750E+01   -0.14264E+01    0.12788E+03    0.21068E+01
    0.13750E+01   -0.18455E+01    0.12599E+03    0.21003E+01
    0.13750E+01   -0.23693E+01    0.12148E+03    0.20845E+01
    0.13750E+01   -0.30242E+01    0.11668E+03    0.20670E+01
    0.13750E+01   -0.38427E+01    0.11260E+03    0.20515E+01
    0.13750E+01   -0.48659E+01    0.10942E+03    0.20391E+01
    0.16250E+01   -0.31250E-01    0.28954E+02    0.14617E+01
    0.16250E+01   -0.10155E+00    0.38018E+02    0.15800E+01
    0.16250E+01   -0.18945E+00    0.47130E+02    0.16733E+01
    0.16250E+01   -0.29935E+00    0.55424E+02    0.17437E+01
    0.16250E+01   -0.43665E+00    0.67964E+02    0.18323E+01
    0.16250E+01   -0.60830E+00    0.87185E+02    0.19404E+01
    0.16250E+01   -0.82290E+00    0.10885E+03    0.20368E+01
    0.16250E+01   -0.10911E+01    0.12501E+03    0.20969E+01
    0.16250E+01   -0.14264E+01    0.13150E+03    0.21189E+01
    0.16250E+01   -0.18455E+01    0.13025E+03    0.21148E+01
    0.16250E+01   -0.23693E+01    0.12536E+03    0.20982E+01
    0.16250E+01   -0.30242E+01    0.11983E+03    0.20786E+01
    0.16250E+01   -0.38427E+01    0.11501E+03    0.20607E+01
    0.16250E+01   -0.48659E+01    0.11120E+03    0.20461E+01
    0.18750E+01   -0.31250E-01    0.40772E+02    0.16104E+01
    0.18750E+01   -0.10155E+00    0.43355E+02    0.16370E+01
    0.18750E+01   -0.18945E+00    0.50126E+02    0.17001E+01
    0.18750E+01   -0.29935E+00    0.56247E+02    0.17501E+01
    0.18750E+01   -0.43665E+00    0.66263E+02    0.18213E+01
    0.18750E+01   -0.60830E+00    0.83928E+02    0.19239E+01
    0.18750E+01   -0.82290E+00    0.10625E+03    0.20263E+01
    0.18750E+01   -0.10911E+01    0.12496E+03    0.20968E+01
    0.18750E+01   -0.14264E+01    0.13395E+03    0.21269E+01
    0.18750E+01   -0.18455E+01    0.13384E+03    0.21266E+01
    0.18750E+01   -0.23693E+01    0.12890E+03    0.21103E+01
    0.18750E+01   -0.30242E+01    0.12279E+03    0.20891E+01
    0.18750E+01   -0.38427E+01    0.11728E+03    0.20692E+01
    0.18750E+01   -0.48659E+01    0.11289E+03    0.20526E+01
    0.21250E+01   -0.31250E-01    0.55822E+02    0.17468E+01
    0.21250E+01   -0.10155E+00    0.47175E+02    0.16737E+01
    0.21250E+01   -0.18945E+00    0.47247E+02    0.16744E+01
    0.21250E+01   -0.29935E+00    0.51247E+02    0.17097E+01
    0.21250E+01   -0.43665E+00    0.60969E+02    0.17851E+01
    0.21250E+01   -0.60830E+00    0.78781E+02    0.18964E+01
    0.21250E+01   -0.82290E+00    0.10234E+03    0.20100E+01
    0.21250E+01   -0.10911E+01    0.12372E+03    0.20924E+01
    0.21250E+01   -0.14264E+01    0.13547E+03    0.21318E+01
    0.21250E+01   -0.18455E+01    0.13686E+03    0.21363E+01
    0.21250E+01   -0.23693E+01    0.13211E+03    0.21209E+01
    0.21250E+01   -0.30242E+01    0.12553E+03    0.20987E+01
    0.21250E+01   -0.38427E+01    0.11942E+03    0.20771E+01
    0.21250E+01   -0.48659E+01    0.11449E+03    0.20588E+01
    0.23750E+01   -0.31250E-01    0.49972E+02    0.16987E+01
    0.23750E+01   -0.10155E+00    0.43956E+02    0.16430E+01
    0.23750E+01   -0.18945E+00    0.43020E+02    0.16337E+01
    0.23750E+01   -0.29935E+00    0.46522E+02    0.16677E+01
    0.23750E+01   -0.43665E+00    0.56216E+02    0.17499E+01
    0.23750E+01   -0.60830E+00    0.74135E+02    0.18700E+01
    0.23750E+01   -0.82290E+00    0.98633E+02    0.19940E+01
    0.23750E+01   -0.10911E+01    0.12229E+03    0.20874E+01
    0.23750E+01   -0.14264E+01    0.13662E+03    0.21355E+01
    0.23750E+01   -0.18455E+01    0.13955E+03    0.21447E+01
