layer1,layer2,layer3,layer4,layer5,layer6,layer7,layer8,layer9,layer10,layer11,layer12,layer13,layer14,depth1,depth2,depth3,depth4,depth5,depth6,depth7,depth8,depth9,depth10,depth11,depth12,depth13,
25.62525625,29.32895354,30.29293266,27.1392515,20.82899396,14.50536699,10.20220776,7.85792865,6.773690984,6.388959877,6.352029473,6.457445435,6.59674121,6.724497344,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
27.18056046,29.59630638,30.10506668,27.22570106,21.12780207,14.7446956,10.31448876,7.884569897,6.758126647,6.358087487,6.320712976,6.431695395,6.577649148,6.711409396,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
25.9235256,29.42041777,30.69933075,27.98455253,21.68538839,15.04076046,10.43275049,7.909515147,6.740815639,6.326311128,6.288517168,6.405329234,6.558237146,6.698372296,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
27.59153492,31.78639542,32.7858103,29.31777537,22.38989768,15.35815211,10.54807814,7.930214116,6.722237161,6.294850812,6.257430699,6.379992344,6.540222368,6.685385747,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
21.57218052,28.26136107,30.68802553,28.56000457,22.43611317,15.5286737,10.63026863,7.942811755,6.702862122,6.26566416,6.229365228,6.35768326,6.524008351,6.674676278,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
34.69692238,36.46707024,32.75788646,28.69275795,22.53775073,15.66685989,10.69461526,7.950389569,6.685385747,6.241028522,6.206168932,6.339546089,6.51084055,6.666222252,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
32.35408309,36.80123652,33.70180642,29.43773918,22.98058141,15.86269253,10.75870379,7.958615201,6.673340007,6.223937263,6.190034045,6.327111674,6.502796202,6.660893892,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
26.81180792,34.71498993,34.77414195,30.74368986,23.6066193,16.06554743,10.81677465,7.971938776,6.67200427,6.217745446,6.183909468,6.322311437,6.499837504,6.66000666,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
29.75039419,35.80764135,35.55049948,31.30282351,23.86463976,16.1718093,10.86826575,8.000640051,6.688068486,6.227037798,6.190034045,6.327111674,6.504065041,6.663557007,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
29.21755391,34.3997248,34.67767105,31.08969377,23.93489708,16.29062475,10.9621477,8.063865817,6.729475101,6.255473539,6.210408645,6.341958397,6.515506906,6.67200427,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
32.35408309,35.97769383,36.03473749,32.17503218,24.59177651,16.65140288,11.1642031,8.181966945,6.804109682,6.305567816,6.245316013,6.367398918,6.53381248,6.685385747,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
24.38548576,31.78134435,35.54418142,33.09066843,25.49394519,17.21555598,11.47618119,8.357709987,6.910850035,6.375924509,6.294058409,6.40163882,6.558237146,6.702862122,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
19.59785208,28.6475492,33.11039004,32.12748185,25.78582295,17.74150625,11.83600038,8.568980291,7.039774727,6.460783047,6.353240152,6.443298969,6.587615283,6.724045186,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
21.14343708,26.84635829,28.91259722,29.42474621,25.35818435,18.10905272,12.17359547,8.781173165,7.17411579,6.551791915,6.417249567,6.489292667,6.620324396,6.747183051,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
18.79451952,25.17686749,27.35454222,28.5624518,25.37491436,18.42706567,12.43781095,8.958165368,7.295542424,6.639224539,6.481301445,6.535947712,6.654245409,6.771397616,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
14.96065348,22.6295542,27.16210343,29.03769092,25.64102564,18.55631843,12.55508544,9.067827349,7.388798581,6.714563889,6.540650141,6.580679126,6.687174,6.795324817,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
19.46547797,25.31581479,29.00484381,29.75304969,25.44982567,18.29792684,12.48268028,9.097525473,7.448789572,6.775067751,6.591957811,6.621639518,6.718172657,6.81849175,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
17.19040088,23.19593607,27.69929644,28.54044181,24.34037582,17.68471687,12.27521021,9.071940488,7.483349547,6.822678584,6.636140421,6.657789614,6.745817593,6.839477464,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
18.58390634,23.07337333,26.38383199,26.83339147,23.05209774,17.06135262,12.06986035,9.04159132,7.509762691,6.862475981,6.674230795,6.688963211,6.770480704,6.858240176,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
18.46653863,22.21580432,25.03003604,25.61016211,22.30848168,16.74424835,11.98279271,9.045680687,7.542615779,6.899882702,6.707807888,6.716367788,6.792094003,6.874269609,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
19.39977108,23.4318251,25.94302911,26.10829722,22.50731488,16.82340472,12.03659124,9.094216079,7.585526815,6.936255809,6.736728645,6.739452756,6.809669731,6.888001102,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
19.23298842,23.24662343,26.1335424,26.54491399,22.89429703,17.05727834,12.16397032,9.167583425,7.632422531,6.968641115,6.760868095,6.757669955,6.82360969,6.898454746,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
21.51370423,24.06623027,26.97671909,27.44161796,23.5150261,17.38223536,12.31967082,9.244707405,7.674008134,6.993985173,6.777822963,6.770022341,6.832934745,6.906077348,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
18.76067013,23.66079879,28.510335,29.13583125,24.45645528,17.76798564,12.47053835,9.306654258,7.701786815,7.007217434,6.785181164,6.775526797,6.838074398,6.910372469,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
15.35060788,21.90532518,27.44387727,28.72407652,24.48939609,17.88332916,12.5388705,9.333582229,7.708317274,7.00623555,6.783340117,6.774608766,6.838074398,6.911327666,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
28.73810961,29.29029612,28.09462269,27.32912465,23.68489614,17.67940173,12.50171899,9.317059536,7.692307692,6.992029087,6.772773451,6.767731456,6.834335703,6.910372469,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
24.16976845,26.75227394,26.31301968,26.06542421,23.06964727,17.46755402,12.42482978,9.273856997,7.659900421,6.967184561,6.7549311,6.75630025,6.828269034,6.907031358,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
16.75940202,23.04306749,26.38731298,26.88677977,23.40550029,17.48312878,12.37669715,9.226794612,7.621370322,6.937699459,6.734006734,6.743088334,6.82035193,6.903216899,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
18.55321991,23.89372073,27.63957988,27.93764318,23.83278915,17.56049591,12.35666271,9.190331771,7.586677794,6.90989497,6.714113066,6.72992799,6.812917291,6.899406651,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
20.22612811,24.70111649,27.76466669,27.94623145,23.9102886,17.6230086,12.36996079,9.175995596,7.56429652,6.888950124,6.698372296,6.719978496,6.80735194,6.897027381,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
17.14060438,23.39017145,27.0870578,27.73002052,24.04019521,17.78062268,12.44322777,9.192866336,7.559721802,6.878998418,6.689858175,6.714563889,6.804572673,6.896551724,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
23.34648519,28.834232,29.34788989,28.4770475,24.46363481,18.05347439,12.57197455,9.240436149,7.573462587,6.881838827,6.689858175,6.715014773,6.806425265,6.898930666,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
20.30704248,27.00877785,27.97046319,27.86058563,24.55614763,18.29625293,12.71763045,9.306654258,7.603406326,6.896551724,6.69926978,6.722237161,6.812453164,6.904170119,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
18.97533207,25.12941649,27.14661889,27.99316967,25.00937852,18.61989349,12.87780253,9.3835038,7.644675484,6.922810661,6.717721349,6.73627484,6.82360969,6.913238852,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
25.28892598,29.67799377,31.38239448,31.14100648,26.47113323,19.0970896,13.03916967,9.460737938,7.692899454,6.957489738,6.743997842,6.756756757,6.839477464,6.925207756,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
17.24613687,25.37362665,31.95909236,32.86014721,27.29183155,19.32143133,13.12284293,9.521089213,7.744133819,6.999370057,6.777822963,6.782880011,6.85965153,6.940588562,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
17.0575693,24.3973846,30.10053579,31.22853039,26.48796122,19.08469789,13.10495761,9.563886764,7.796663028,7.047713017,6.818026863,6.814774431,6.883733737,6.958942241,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
27.72002772,30.00120005,29.85520227,29.34616739,25.38844318,18.76137408,13.07172455,9.607070804,7.854225573,7.10176834,6.863417982,6.850722751,6.911805364,6.979828296,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
27.05261734,30.75882009,30.05710851,29.13922723,25.18828241,18.69158879,13.09089005,9.66276935,7.917656374,7.16075904,6.913238852,6.890374147,6.942034016,7.00280112,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
19.30986541,26.13149368,29.44120591,29.6647879,25.4796545,18.75679934,13.13249373,9.721952168,7.983394539,7.222824124,6.966213863,6.932889628,6.974959894,7.026913077,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
25.45824847,29.91772625,32.24246332,31.22755519,25.92083776,18.80441528,13.15841415,9.776126699,8.04893754,7.285974499,7.02000702,6.976419701,7.008199594,7.052186178,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
25.82911458,30.80619821,33.56380479,32.01639239,26.07357964,18.78675158,13.17661941,9.830908376,8.114907084,7.349158521,7.074637425,7.02000702,7.041757623,7.07764173,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
28.25098172,32.14090573,34.14134517,32.18745977,26.10148256,18.81821603,13.23451562,9.899029895,8.182636445,7.410701052,7.127075761,7.062146893,7.074637425,7.102272727,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
26.99419625,31.04722283,33.31334533,31.93153878,26.22606871,18.99046679,13.3539875,9.982032342,8.249463785,7.467702188,7.175660161,7.10176834,7.105805443,7.126060001,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
24.42956955,29.40484592,31.97442046,31.36369339,26.30678978,19.18796531,13.47690732,10.05398993,8.302889406,7.515406583,7.218131947,7.137249304,7.134194193,7.147962831,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
18.66855841,23.15672471,27.19386506,29.00400255,25.70099463,19.14315249,13.49746248,10.07414571,8.329168749,7.547169811,7.251105794,7.16794495,7.159221077,7.16794495,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
18.20598249,22.14447053,26.41868329,28.53392684,25.39424566,18.93616618,13.37864234,10.02224939,8.320159747,7.561436673,7.274843591,7.192692225,7.181328546,7.185972981,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
19.38886304,24.4977952,29.06469802,29.81692409,25.32735608,18.54736998,13.12129323,9.903931861,8.280887711,7.561436673,7.291286912,7.213966239,7.200979333,7.203054095,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
16.46415753,22.56114069,27.78472396,28.60821056,24.21424766,17.82562969,12.76340477,9.753242953,8.230452675,7.556865412,7.30513551,7.232749892,7.219695329,7.218131947,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
29.96524032,31.51790217,29.88732479,27.40326647,22.82062985,17.0633905,12.43332629,9.626492106,8.192692119,7.558007709,7.32171621,7.252157517,7.237461099,7.232749892,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
18.32643038,25.15533419,24.9538354,23.92001148,21.1380739,16.46063439,12.23810456,9.570293808,8.188666885,7.575183698,7.34484025,7.274314396,7.255840952,7.247427163,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
19.85663509,23.89429165,22.06141899,21.79693971,20.30044661,16.29460649,12.24170013,9.600614439,8.224360556,7.609191904,7.374631268,7.298737318,7.274314396,7.261109498,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
22.27072291,24.22539306,22.31246374,22.37436792,20.85114369,16.62703889,12.41156758,9.694619486,8.286377196,7.654623393,7.409053864,7.32386114,7.292350325,7.274314396,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
10.56356626,15.89951506,20.62961588,23.47087265,21.93463479,17.1183046,12.60811458,9.792401097,8.347942232,7.69882208,7.44047619,7.346459007,7.308338815,7.285443684,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
16.8725113,20.40857977,24.72860358,26.30817395,23.09415487,17.41826479,12.68439946,9.832841691,8.38293235,7.728572533,7.463800567,7.363228039,7.320108338,7.293414047,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
15.87578784,19.78356777,24.61417284,26.23157232,22.82062985,17.15766175,12.54579214,9.782821366,8.37520938,7.735746886,7.473841555,7.371913011,7.326544069,7.298204642,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
15.07499812,19.23668821,23.37595549,24.70660902,21.67457789,16.52510163,12.25039814,9.657170449,8.32570144,7.718431615,7.468817686,7.37082627,7.326544069,7.298737318,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
19.98920583,21.914446,23.41262409,23.5687855,20.63898291,15.91444395,11.93773279,9.504799924,8.2515059,7.682261658,7.450454478,7.361059993,7.321180174,7.295010213,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
18.86258606,21.46798051,23.0952216,23.22017369,20.28850251,15.61621588,11.72552882,9.368559116,8.170602173,7.634753397,7.422251911,7.343761475,7.30994152,7.288098535,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
16.46090535,20.74990144,23.91943933,24.28894125,20.8276925,15.69981945,11.64347674,9.267840593,8.09126952,7.579777155,7.386069872,7.319572537,7.29447808,7.278020378,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
16.81746325,21.46567638,25.4207128,25.78382838,21.64408467,15.92762487,11.61899008,9.182736455,8.010894817,7.519362358,7.343761475,7.291286912,7.275902212,7.265857735,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
18.66089423,23.21478317,26.54068687,26.42287164,21.94763295,15.96908385,11.53775152,9.077705156,7.921419518,7.452120128,7.297139521,7.260055176,7.25478816,7.252683493,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
13.26471056,19.56870573,23.46426393,24.36231637,21.01944298,15.5782652,11.31861913,8.929368694,7.81555295,7.378984652,7.247952453,7.227522405,7.233796296,7.239556939,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
19.8035488,23.34485013,23.04253652,22.626994,19.75620839,14.93897429,10.99541491,8.745845723,7.701786815,7.305669199,7.1999424,7.196833393,7.215007215,7.227522405,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
19.46093218,23.23258137,22.85714286,22.02740209,18.98794266,14.37442502,10.6721308,8.566778035,7.59762954,7.242178447,7.160246312,7.172572084,7.1999424,7.218652999,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
16.36902326,22.70508367,24.42539264,23.0139004,18.94334047,14.05343115,10.44419146,8.440243079,7.527853056,7.200979333,7.135721421,7.157683774,7.191657677,7.214486689,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
20.93320215,24.58935773,25.60753886,23.55157796,18.92792247,13.91865935,10.3604397,8.403361345,7.512019231,7.19372707,7.132158905,7.156659271,7.192174914,7.216048492,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
18.03849415,21.84359983,23.97104298,22.95209897,18.85725061,14.0077603,10.46189256,8.481044865,7.56486875,7.227522405,7.153587524,7.171543316,7.203054095,7.224389539,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
16.91331924,21.07259509,23.1679911,22.63928822,19.08834084,14.38248788,10.7584723,8.676036786,7.686985933,7.303001534,7.200979333,7.202016565,7.223867659,7.239032865,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
15.01884866,18.55356414,20.97315436,21.75000544,19.32255135,14.92693266,11.19833369,8.965393581,7.866582756,7.414547342,7.271140842,7.247427163,7.254261879,7.260055176,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
14.48540595,18.06586816,20.64409579,21.89573252,19.92389074,15.60427557,11.71783454,9.310120101,8.086035417,7.552299675,7.358893222,7.304068366,7.292350325,7.285974499,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
14.39449554,18.79487276,21.83978335,22.94209415,20.72281167,16.26280696,12.23017183,9.669309611,8.322237017,7.704753833,7.457121551,7.369196758,7.335680751,7.315824128,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
14.39884809,18.57562135,21.62723301,22.76400555,20.79261446,16.6165401,12.6495813,10.00930866,8.560910881,7.862253322,7.560864963,7.437709186,7.382253064,7.348078477,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
12.73479784,16.08570463,18.87825414,20.67867408,19.92309685,16.65029388,12.98498935,10.33153909,8.795074758,8.019889326,7.665184731,7.507507508,7.429972509,7.381163271,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
10.87819683,14.03784603,16.62178784,18.9218339,19.24001924,16.78471919,13.36523169,10.66734938,9.030976249,8.175277959,7.766990291,7.575757576,7.476635514,7.412898443,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
11.98279271,14.9653552,17.20785366,19.43823501,19.87913486,17.46694381,13.91904682,11.04459809,9.270418096,8.32570144,7.862871521,7.639419404,7.519927809,7.443245255,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
13.28444657,17.04506716,19.82632142,21.9543788,21.77605505,18.66611913,14.61795963,11.44256405,9.49938254,8.461668641,7.947862025,7.695267411,7.558007709,7.469933518,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
14.09224785,18.87148519,22.22617354,24.29661305,23.59993392,19.82946659,15.26997312,11.79203566,9.690861518,8.572653236,8.016674683,7.740537193,7.58955677,7.492881762,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
13.49127115,18.04272517,21.42107405,24.1656799,24.14642391,20.47292456,15.69612306,12.02587969,9.817396426,8.646031472,8.06321561,7.772423442,7.612667479,7.510326699,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
12.79901704,16.58952537,20.01360925,23.49568854,24.18964683,20.71508472,15.8621893,12.1131367,9.865824783,8.676789588,8.086035417,7.790588969,7.627765065,7.522756338,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
13.66344209,17.42403122,21.000021,24.30015552,24.50439854,20.69450768,15.77088065,12.04920897,9.833808634,8.665511265,8.08538163,7.795447459,7.635336337,7.530687552,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
11.62263625,16.13189437,20.67995699,24.09174135,23.98426632,20.12882448,15.39266693,11.84637619,9.735202492,8.619946556,8.067118425,7.791195949,7.637085688,7.534659433,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
11.5797031,15.53301542,19.5599022,22.66032178,22.60960004,19.14938435,14.83459427,11.56350097,9.597850082,8.55578371,8.039231449,7.780890134,7.635336337,7.536930962,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
21.11887817,22.50174389,22.65518804,23.11924909,21.9091646,18.36682217,14.3258266,11.28973988,9.461633078,8.491126773,8.010894817,7.770611547,7.633587786,7.53920386,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
21.03403307,23.95266953,24.01883076,23.68433518,21.76610147,17.97203551,13.99678074,11.09004004,9.357162908,8.442380751,7.991688644,7.765180929,7.634753397,7.542615779,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
19.05124786,23.541598,24.75799064,24.43971943,22.0696961,17.93046565,13.86155083,10.98418278,9.299730308,8.418925745,7.986582541,7.768800497,7.641170627,7.54944889,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
19.5549298,24.06159769,25.32607319,25.01939003,22.46080589,18.06325753,13.85828518,10.95746313,9.287638154,8.423180593,7.998720205,7.782706825,7.654037505,7.559721802,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
19.43823501,23.349756,24.67734373,24.8818114,22.6193169,18.19438885,13.90975352,10.98225268,9.313588526,8.453085376,8.028259473,7.807620237,7.673419276,7.574609908,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
20.98327633,23.74450908,24.76105581,25.04319952,22.803457,18.31233519,13.97682642,11.03570049,9.366804046,8.5041245,8.071676487,7.841907152,7.698229407,7.592437932,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
16.49566164,21.26799804,24.53205112,25.53626149,23.13368959,18.43555851,14.04395759,11.10420183,9.438414346,8.57118368,8.126777733,7.883326764,7.728572533,7.61324705,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
18.98145512,23.90171614,26.73725301,26.76516246,23.5211102,18.50686605,14.08946812,11.17518216,9.521089213,8.647526807,8.189337483,7.929585283,7.760962359,7.635919365,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
26.15473139,28.65822204,28.27574507,26.7730449,23.23474058,18.34828719,14.07360495,11.23481895,9.605225243,8.729050279,8.254911672,7.977662545,7.794232268,7.658140603,0.03125,0.10155,0.18945,0.29935,0.43665,0.6083,0.8229,1.0911,1.4264,1.8455,2.3693,3.0242,3.8427,
