Easting (m),Northing (m),VCP1.48,VCP2.82,VCP4.49,HCP1.48,HCP2.82,HCP4.49,Depth (m)
358855.301,524369.2591,25.7072225217933,18.7442540558225,14.8769741231054,15.6314152734064,8.53750507778433,6.4883558933454,0.393170234
358855.2835,524368.9866,25.4788825699739,18.7780321196692,14.9370927958913,15.7895164413855,8.78046208117274,6.76516262481129,0.349133537
358855.2933,524368.6453,25.4950539977926,18.771487023165,14.9545591035914,15.7697568550715,8.62494238071492,6.44379581706878,0.350866463
358855.3355,524368.3129,25.8473212527622,18.7781859153678,14.9594129968277,15.6906758383791,8.5763468842615,6.39921056220872,0.386136595
358855.3242,524368.0255,26.009091223713,18.9326805294548,15.1625241739697,15.5326007542852,8.63463602887638,6.36358998922986,0.322731906
358855.2715,524367.7849,26.0884833915825,19.0098400595275,15.2872394446916,15.483207470359,8.80963326654964,6.49728944185693,0.347400612
358855.2892,524367.4824,26.4683414626409,19.1784110161848,15.5611215525523,15.3646741419283,8.78046208117274,6.50615853916726,0.380835882
358855.3131,524367.1502,26.5992171568972,19.2994562638512,15.8320385513523,15.1277615378955,8.76104179397302,6.52400943840995,0.405504587
358855.3161,524366.77,26.7660975303878,19.3046731605855,15.9296520006031,14.9205364234942,8.77073436897237,6.57758035128181,0.384301733
358855.3146,524366.375,26.5597513275325,19.2884640365968,15.9329324351457,14.7528316517402,8.79991862202155,6.76516262481129,0.373802243
358855.3272,524366.1022,26.701413321217,19.4117563420329,15.9696788507514,14.7528316517402,8.69300043988786,6.78304464113113,0.433639144
358855.3862,524365.8383,26.124521164757,19.5334174920065,15.9926570972742,14.812013536001,8.73184253706709,6.827787249418,0.421304791
358855.3909,524365.5248,26.5527498709537,19.8396766002249,16.2551217433023,14.7922689280912,8.50835506010536,6.86355206787829,0.396636086
358855.4059,524365.1686,26.9927328230054,19.9426755485527,16.3779899443892,14.6443620725519,8.25605634412071,6.97998929437528,0.53058104
358855.3944,524364.7254,26.5009800087358,19.8645654063043,16.5912468824037,14.3288845419375,8.12031808203103,7.0068425833707,0.458307849
358855.4379,524364.3077,25.5561478342495,19.6769313894993,16.7734329578509,13.9447447012045,7.85881369441869,7.18628440030248,0.475942915
358855.3725,524363.8539,25.2734781142682,19.7171459535966,17.1548107815702,13.0201124373291,7.82981744923506,6.89938062973753,0.447706422
358855.2273,524363.5121,25.5745271256639,19.8738613242418,17.4316006748729,12.3916485313759,7.8782097237207,7.03374967858002,0.477675841
358855.0997,524363.211,26.4676331029758,20.1082535939485,17.5873333793339,12.4211081276718,7.82981744923506,7.05167938588089,0.468909276
358854.9283,524362.9529,26.8897252707601,20.1584931539341,17.5948560775965,13.0397749570662,7.95564172711001,7.15033520253818,0.479510703
358854.8746,524362.7308,27.3302268458196,20.1656683073433,17.5861822092154,13.2953713041614,8.04279239017256,7.45594974880815,0.42833843
358854.6666,524362.4601,27.430617944326,19.9917119347184,17.5064823798389,13.2068606022937,8.41127193532978,7.68120696647608,0.447706422
358854.3015,524362.2075,27.589114659487,19.7680754721343,17.3298162951696,13.0594270927792,8.83884537647984,8.03351932706639,0.460040775
358854.0436,524361.8982,27.5019779996645,19.3983034346967,17.1064306759503,12.843261659806,9.03347444514881,8.16024697616652,0.502344546
358853.9545,524361.6913,27.6826316069573,19.1811878324396,16.8988838712802,12.8727161452634,9.26735511382643,8.12402112892971,0.500611621
358853.8123,524361.3291,27.8277267906952,18.8982087460436,16.5404560517615,13.0299276118022,9.49168148055623,8.32342726242512,0.475942915
358853.646,524360.9133,27.726086207731,18.619654279561,16.2115811033352,13.2167234540173,9.83351670371075,8.34160139998925,0.481243629
358853.6102,524360.6484,27.7007158118494,18.5998076821413,16.1825917130474,13.1478768475891,9.56976509426417,8.24181307261397,0.477675841
358853.4623,524360.2417,27.6729558446938,18.4558866415162,15.9082237377766,12.7352172993124,9.44288239021516,8.52319538495974,0.412538226
358853.3182,524359.7868,28.3924514308063,18.5575511259972,15.7364990136699,12.7843561905855,9.43313060216031,8.68692731191822,0.516513761
358853.1857,524359.4189,28.5003537388479,18.5769472944061,15.7708940377408,12.8334716928503,9.27706158739884,8.4505138119223,0.535881753
358853.1961,524359.2667,28.1425542382493,18.4824195691813,15.8025834458683,12.7352172993124,9.35508281165738,8.06970418600688,0.505912334
358853.0931,524358.9431,27.4415037862507,18.3113996383485,15.7942916659883,12.843261659806,9.27706158739884,8.0878330774264,0.410805301
358853.0091,524358.7065,26.835255958435,18.1972828898758,15.8589312940088,12.8040080787408,9.22832955396288,8.31435695026831,0.564118247
358853.0122,524358.5711,26.8054824491946,18.1924353793686,15.8616515226856,12.7450515138968,9.25755879480285,8.25996290121438,0.486544343
358853.0091,524358.343,26.7104425740347,18.1248982529061,15.8496585585493,12.7057699937341,9.10164748741396,8.33251996830017,0.479510703
358853.1498,524358.0802,26.6659057928347,18.1184010236434,15.8584509847861,12.4898076510053,9.08217661342481,8.05163162741214,0.368501529
358853.1273,524357.8541,26.1605016407837,18.0389545507146,15.8633904583151,12.2935191967806,9.0529361873727,7.90690695520606,0.606422018
358853.0949,524357.5985,25.9936232125575,18.0593792167669,15.8545796803245,12.3033490526207,8.93614129951805,8.26900367479126,0.276962283
358853.1196,524357.3534,25.9730998902864,18.0298018213965,15.8129498578871,12.3131636766796,8.85827477693283,8.18744356184595,0.342099898
358852.8889,524357.0866,25.4628126157223,18.0939687343474,15.7715561269466,12.5879268525359,8.68323458044968,8.32342726242512,0.335066259
358852.8354,524356.8831,25.235406606899,18.084805917146,15.6883625686399,12.6075872228648,8.73184253706709,8.13307219655041,0.430173293
358852.7486,524356.6928,25.2952227915119,18.161110794866,15.5980762918231,12.8924144299928,8.61520757792484,8.06970418600688,0.320998981
358852.461,524356.4339,24.7963018307466,18.0188378766472,15.4897258094608,12.7745235137932,8.5763468842615,8.14214864631184,0.296330275
358852.2943,524356.2147,24.5704297006596,17.7421247309905,15.2995107991944,12.7843561905855,8.53750507778433,8.05163162741214,0.250560652
358852.3088,524356.0291,24.4127056523781,17.7814850915272,15.3702714552178,12.7352172993124,8.43069743095177,7.77142729590883,0.252293578
358852.2133,524355.711,24.0120102771108,17.7372728772605,15.4155699651734,12.8629399152626,8.42096960169271,7.84365968638214,0.225891947
358852.0991,524355.4598,23.9543368224474,17.7411290368092,15.4290268952333,13.1577220510596,8.68323458044968,7.56399086254443,0.196024465
358851.9321,524355.2091,24.0879473892843,17.7467101115616,15.4456573772461,13.1184137309024,8.42096960169271,7.3390040402368,0.173190622
358851.7967,524354.9952,24.2587858921159,17.8282797244444,15.4774051968846,13.236390453764,8.54720252560111,7.06064775953743,0.225891947
358851.6909,524354.8441,24.4118058736963,17.8597970717495,15.4819876280376,13.3150192650067,8.5860966282064,7.35696263489077,0.190723751
358851.6418,524354.6535,24.5590659693719,17.8919991523301,15.4880282954401,13.3543409730338,8.3336430910977,7.12344045539919,0.215392457
358851.4416,524354.5366,24.7295020763655,17.9841435344663,15.485931351258,13.6396092843877,8.51806428477191,7.27607150806427,0.192456677
358851.3571,524354.3649,24.7369720924112,18.0061025465604,15.4834160450108,13.6396092843877,8.49865697001057,7.20422789640801,0.206625892
358851.2336,524354.1601,24.7696685951543,18.0766445864151,15.4745330316093,13.8561533800082,8.67354962360046,7.42895710198756,0.185423038
358851.1313,524353.7976,24.8798260788949,18.2042771219782,15.5162560388928,14.1417211538623,8.78046208117274,7.56399086254443,0.171355759
358850.9822,524353.734,24.6821349526554,18.1943047439378,15.501543117848,14.3190762807788,8.97507642684724,7.43792414307815,0.139755352
358850.7815,524353.5708,24.5615041607441,18.2394890854633,15.517917648029,14.4767585768859,9.01402647851758,7.45594974880815,0.20479103
358850.589,524353.4668,24.9665819248238,18.2731029897661,15.5416413054257,14.7429588035079,9.15038133235444,7.4649452971562,0.254026504
358850.4155,524353.3293,25.4651183658085,18.3978370874701,15.631830336244,14.6936453459272,9.29659034738522,7.50093446731832,0.19775739
358850.2551,524353.0878,26.2483362736941,18.6395975549612,15.7695863399953,14.9599944823164,9.51117125533852,7.4649452971562,0.2382263
358850.0316,524352.7838,26.7800254233321,18.8835538775642,15.9181453877446,15.1277615378955,9.48190044796351,7.74432791623267,0.217125382
358849.8755,524352.6609,26.8755066675458,18.9389922227289,15.9400005584791,15.2264678948491,9.47216387840399,7.8255923762022,0.222426096
358849.7353,524352.5083,27.1579791048019,19.1325471731874,16.0359150671333,15.4239507637191,9.64789392651652,7.84365968638214,0.178389399
358849.6343,524352.1791,27.0765508923606,19.3179411913928,16.1668294482295,15.483207470359,9.50141995576507,7.74432791623267,0.183690112
358849.3974,524351.9308,26.9697479295719,19.463423425634,16.2465905888148,15.7697568550715,9.62836954912678,7.96114660846314,0.217125382
358849.0883,524351.5627,26.7136497048022,19.6612514506422,16.4401383519608,16.1355581463887,9.41361773193139,7.78946975747951,0.188990826
358848.8256,524351.2016,26.6826128892804,19.8639725549468,16.5108086972432,16.2740106581972,9.47216387840399,8.09686243460484,0.301630989
358848.5156,524350.724,28.3802501413343,20.4722878826172,16.7318008759094,16.5708613185217,9.53071580698744,7.97921704748325,0.234760449
358848.2885,524350.4906,29.4161154743517,20.8727505657777,16.8595280725498,16.6302871739701,9.4233543180798,8.04257724535222,0.190723751
358848.2024,524350.1427,30.529116115176,21.2249708996216,17.0001991330138,16.7491065711043,9.3940950291245,7.85270800078732,0.248827727
358847.9557,524349.889,31.3995289336962,21.615230247424,17.2818861196476,17.0561563944504,9.56001640852604,7.72629586569286,0.254026504
358847.8688,524349.5633,31.8655891573354,21.925458377996,17.5198078159078,17.1948810552767,9.59903767769208,7.8798166122331,0.250152905
358847.5784,524349.4658,31.9029212765488,21.9585726984116,17.5570775873269,17.2345318836113,9.56001640852604,7.53695944611537,0.269928644
358847.3332,524349.2603,32.1963624250347,22.1751966912923,17.7383496801699,17.5220308688079,9.76510850840594,7.58203714895574,0.259327217
358847.0993,524348.9935,32.0984110675451,22.2424760474728,17.8185109504446,17.6013830146398,9.7162811965739,7.50994165401235,0.250560652
358846.9012,524348.7431,31.6941608098076,22.3189863023159,17.9963630428978,17.6013830146398,9.68695045854996,7.56399086254443,0.287461774
358846.7372,524348.5925,31.3483959912607,22.3334101325613,18.1475602792818,17.5319555711886,9.65764410200424,7.60000679143055,0.287461774
358846.648,524348.3726,31.2929438613259,22.3390738664344,18.1743857465869,17.7005655851951,9.85311205436819,7.69021236195344,0.319164118
358846.5692,524348.2212,30.7653572971277,22.2656065474138,18.2095600193543,17.5914300890225,9.80419808731781,7.45594974880815,0.363200815
358846.5897,524348.1172,30.7493252865551,22.2674959522279,18.2199466906451,17.7501461494151,9.96066137851119,7.62704619334922,0.289296636
358846.4093,524348.0446,30.6988357023142,22.264381730848,18.2377540709239,17.3633834228863,9.60881555686756,7.17728474474868,0.298063201
358846.2334,524347.8719,30.2169319965196,22.2336647389782,18.3171470081852,17.8196242302123,10.156420405869,7.76237504667963,0.33853211
358846.0306,524347.59,30.3023950722355,22.1545507844612,18.3210102408895,18.0975081220623,10.156420405869,7.64512965156272,0.45127421
358845.8683,524347.3856,30.2524223750959,22.0131826487041,18.1840363087373,18.2166488486374,10.3621119064709,7.79851246276004,0.370234455
358845.6722,524347.1277,30.5015740738119,22.0428403687925,18.2246430866709,18.186860587462,10.5680453360436,7.98829467367482,0.354434251
358845.4914,524346.8994,30.5098083726144,22.0296652799754,18.2226059486826,18.1471567120401,10.6171048198875,7.80753268889767,0.465341488
358845.3169,524346.6487,30.4851920327661,21.9161010864365,18.1567146555533,18.186860587462,10.6661840131302,7.95210896551432,0.454841998
358845.23,524346.3213,30.4144234557647,21.8987019340452,18.1409561480911,18.2464343121433,10.8429174916707,8.14214864631184,0.421304791
358845.0028,524346.1953,30.191502240253,21.815084814358,18.0585192900834,18.405325609442,10.950969922334,8.29623597537258,0.396636086
358844.853,524345.9371,30.2255632181109,21.7798794327583,18.0371591509886,18.4649339340491,10.8723740276972,8.32342726242512,0.431906218
358844.6237,524345.8167,30.5206601503081,21.8747708838873,18.0802689224023,18.445094409954,11.0001411750045,8.55956378632179,0.527115189
358844.4637,524345.744,30.6269927342792,21.8881447660611,18.0941004707902,18.4947329062534,11.0001411750045,8.49593790969596,0.55351682
358844.3012,524345.6268,30.8989805085508,21.8707250427125,18.0258247151618,18.256383960679,10.7250742045123,8.45961102429904,0.597655454
358844.0722,524345.5398,30.9999802472842,21.8748974048544,18.0063782050417,18.4947329062534,10.6759777093473,8.64142023381139,0.502344546
358843.9036,524345.4765,31.3028249844259,21.9355850190212,17.9719973287582,18.5543399616962,10.7250742045123,8.60503805643662,0.456574924
358843.8094,524345.2918,31.3538716977178,21.9360258583146,17.9457618878331,18.3655958830905,10.6269202460362,8.50504445982457,0.541182467
358843.7092,524345.0424,31.6091174257967,21.9262344873726,17.8895136323675,18.3457676332392,10.6171048198875,8.36882127005064,0.565851172
358843.509,524344.8068,31.6654308611559,21.9484352785234,17.8312849676083,18.3755646251711,10.6171048198875,8.53228929809658,0.539449541
358843.347,524344.6302,31.6717714831598,21.9526752058596,17.8451019267774,18.3854810879266,10.4993689004058,8.49593790969596,0.505912334
358843.1495,524344.3427,31.8118194428815,21.9936211079784,17.9253173271963,18.5146137974219,10.4111098332995,8.47775944940299,0.571151886
358843.0469,524344.3028,31.8343537723963,21.9981189865397,17.9354131289986,18.62388535472,10.597476471218,8.25088518446148,0.588786952
358842.9103,524344.0797,31.9699078034721,22.0402661750894,17.993790634648,18.484794249353,10.5876620948979,8.06970418600688,0.643425076
358842.7431,524343.9198,32.0872095821812,22.0814703511061,18.035760670856,18.5046706916619,10.3327367335944,7.98829467367482,0.608154944
358842.6244,524343.6557,32.3626838927853,22.2213093888498,18.1952470444646,18.5543399616962,10.440574921579,8.26900367479126,0.579918451
358842.4796,524343.3547,32.2646035516046,22.1626111122163,18.0231203340109,18.6040613327126,10.5582260351981,8.03351932706639,0.62579001
358842.2289,524343.0194,31.6373305121191,22.1131910678049,17.9262359873335,18.5940880581262,10.5190114982065,7.8798166122331,0.632925586
