Easting (m),Northing (m),VCP1.48,VCP2.82,VCP4.49,HCP1.48,HCP2.82,HCP4.49,Depth (m)
358841.9183,524342.8312,30.8288373753701,21.879079356963,17.8358515790798,18.4649339340491,10.4993689004058,7.91596043753529,0.664627931
358841.6676,524342.6128,29.9747281625049,21.7017483224734,17.8196632391984,18.1670024279861,10.4503612458324,7.98829467367482,0.631090724
358841.5838,524342.2723,28.9524551068439,21.6979006346827,17.9382146825299,18.3655958830905,10.4797924219049,8.03351932706639,0.581753313
358841.5436,524342,28.4236106693395,21.4824126313829,17.8870986570862,18.1471567120401,10.2347621862371,7.75336896142172,0.620489297
358841.3361,524341.6625,27.9861303813508,21.28823392694,17.8053582475506,18.5444379679316,10.5778944946213,8.16024697616652,0.655861366
358841.1238,524341.4066,27.2687278697442,21.0806830199021,17.6254233193976,18.7034271834484,10.3915412458382,7.98829467367482,0.407237513
358840.8901,524341.1565,27.108723181204,20.9942768177118,17.4898691748589,18.822707907124,10.5778944946213,8.23277849951598,0.645259939
358840.674,524340.8321,27.6127535855336,20.9656628130637,17.3177554965808,18.5642854491802,10.7938135434737,8.396017375563,0.685830785
358840.3474,524340.6644,28.5155316958435,21.1148940980436,17.3055604214831,18.5742489388069,10.8723740276972,8.45961102429904,0.588786952
358840.0012,524340.471,29.7386440758573,21.2117869742571,17.3328884641223,18.5543399616962,11.0099661507514,8.60503805643662,0.714067278
358839.6627,524340.3015,30.0912429839943,21.2485358122722,17.3392197844515,18.3854810879266,11.1476671113745,8.61410937585304,0.542915392
358839.3883,524340.1928,30.4065551079767,21.2748037151059,17.4034485955341,18.5344778898754,11.1771740022827,8.78706764973865,0.68756371
358839.1751,524339.9536,30.2016016834672,21.1650028369316,17.418718154456,18.5543399616962,11.255881635836,8.89642580336286,0.775840979
358839.0363,524339.8417,30.1168075654139,21.1367307541128,17.4184442385699,18.405325609442,11.0591556478033,8.82350968668889,0.659327217
358838.9161,524339.6388,29.8129096236602,21.1216909747536,17.4400347215623,18.5245629698285,11.1575039154435,8.75063479006242,0.61529052
358838.53,524339.7962,29.5805672163695,21.07281982509,17.4217799577318,18.6636969957914,10.9805071732042,8.79619647789853,0.639959225
358838.3311,524339.7146,29.5289901626798,21.1059879376641,17.4295893474392,18.3159388450485,10.9313264800203,8.85083318651454,0.609989806
358838.0893,524339.637,29.6338757127565,21.2143021061891,17.4154005058436,18.3954105372641,10.9018861792579,8.75974277647278,0.454841998
358837.8437,524339.4946,29.9903093864112,21.3544348384779,17.4561080592249,18.4152654955098,10.7938135434737,8.76884238173903,0.578185525
358837.656,524339.335,30.4532232811996,21.5382912832273,17.5594436028169,18.3259040117132,10.6171048198875,8.74154198265385,0.668195719
358837.4329,524339.1942,30.5833084243688,21.6231344359333,17.5989528470499,18.435131936976,10.5876620948979,8.60503805643662,0.606422018
358837.142,524339.0392,30.4998314806392,21.6813438965062,17.693148864109,18.3854810879266,10.4601690330008,8.47775944940299,0.6382263
358836.8899,524338.78,30.2529755184395,21.7910404795133,17.826966158972,18.2166488486374,10.4797924219049,8.46870415236361,0.639959225
358836.6828,524338.6186,29.5980747668747,21.5839676270385,17.5179457837054,18.296072843147,10.4601690330008,8.396017375563,0.572884811
358836.4684,524338.4852,29.3936855413472,21.4277876066453,17.3313816586634,18.3755646251711,10.4307277312638,8.23277849951598,0.694699286
358836.1932,524338.1687,29.8133007130689,21.4588001905703,17.2743506165592,18.6636969957914,10.440574921579,8.35975123527848,0.581753313
358835.9181,524337.8596,29.7429305343166,21.3133506451309,17.1806933121452,18.6338381301926,10.4797924219049,8.24181307261397,0.655861366
358835.6232,524337.6286,29.3594737412463,20.9799099123733,17.0809816615128,18.62388535472,10.5582260351981,8.23277849951598,0.54648318
358835.3821,524337.3953,29.1811925132578,20.8119757466887,17.0277246229636,18.62388535472,10.6367435213998,8.25996290121438,0.567584098
358835.1238,524337.1621,28.7626760089303,20.6092283902323,16.9087915588845,18.5046706916619,10.8330966613741,8.13307219655041,0.676962283
358834.7884,524337.0983,28.2039376886167,20.424169981941,16.7130889280639,18.286144883358,10.7446976960827,8.29623597537258,0.565851172
358834.5164,524336.9042,27.0165363074746,20.0814581691959,16.581301858832,18.1372162416878,10.8429174916707,8.28715383305685,0.493577982
358834.1568,524336.8908,26.3037663426258,19.7998538389122,16.4109974212029,17.8791770163995,10.6171048198875,8.2055844368476,0.504179409
358833.8666,524336.8211,25.6380202164209,19.5496365512346,16.4066116796642,17.6013830146398,10.401368836694,8.2055844368476,0.758205912
358833.634,524336.6953,25.1847282933871,19.4468535493787,16.3850747592597,17.7303116946111,10.7250742045123,8.43233811487311,0.6382263
358833.3404,524336.6089,23.9839873456432,19.2631874227997,16.2998863495904,17.4625516126918,10.5778944946213,8.4505138119223,0.618756371
358833.0259,524336.4708,23.6394236718815,19.23774528188,16.2020781757473,17.2543328382846,10.5092057126911,8.54136704102508,0.50764526
358832.7284,524336.3103,22.981636591427,19.1058997114299,16.057650592684,17.1651527918349,10.420940223658,8.48687456928561,0.68756371
358832.4538,524336.1811,22.846032686313,19.082119998004,15.9995980576076,17.1255236784921,10.6171048198875,8.78706764973865,0.645259939
358832.1909,524336.0351,23.3573226317637,19.0989119334036,15.9878179459085,16.8877329269157,10.5190114982065,8.74154198265385,0.673496432
358831.9079,524335.8077,24.8670239046449,19.2114832041592,16.0379063365889,16.4323286608974,10.254327112527,8.57774248607968,0.680530071
358831.672,524335.5558,27.2652950859556,19.6306949712431,16.2351154441467,15.7401015377072,10.2837325259422,8.67781968933474,0.617023445
358831.5323,524335.3512,28.9668950821166,19.7173523349026,16.2174040162503,15.4535790247488,10.3425193429099,8.68692731191822,0.938430173
358831.3275,524335.0804,29.6757963792099,19.7222113205217,16.1443012617859,15.4930754901893,10.3425193429099,8.9785069023695,0.684097859
358831.0113,524334.8793,28.875013929048,19.4307473366862,15.9278864643545,16.0168700618352,10.4699514589944,9.19769333398503,0.587054027
358830.6616,524334.658,26.8022546638368,19.1045863384868,15.8399462884293,16.2443534818281,10.5386160947901,9.14288157684908,0.639959225
358830.3437,524334.5033,22.9072562894441,18.4501013320368,15.6619380582016,16.2443534818281,10.6956078443221,9.27090204731834,0.645259939
358830.0168,524334.2967,21.9483386714807,18.2808473673723,15.6127662212503,16.1948799836701,10.6563512700698,9.52726857915678,0.629357798
358829.7144,524334.0694,21.3887401212441,18.1628867524209,15.6130651481168,15.9971163860449,10.6367435213998,9.69238277276637,0.646992864
358829.3531,524333.8798,21.4036712371628,18.152874517467,15.6962327170795,15.9575376191111,10.852760773249,9.481428996541,0.587054027
358829.0189,524333.7104,22.3153989473896,18.2002400764406,15.7569897085692,15.4930754901893,10.7348945240996,9.5180852579496,0.551783894
358828.7092,524333.5092,22.7162772027924,18.0024127112743,15.6354930596988,15.3745751727354,10.8330966613741,9.6281382871534,0.654026504
358828.3361,524333.3179,21.7857105930597,17.799746871451,15.5327265263948,15.2857149196176,10.5484393237089,9.43563714179863,0.659327217
358828.0878,524333.118,20.2636261971624,17.6109054380391,15.4796529051556,15.5128440540839,10.5484393237089,9.33492109819492,0.579918451
358827.8052,524332.9443,18.5162790587224,17.4174465088412,15.4705371427541,15.4634549296456,10.3327367335944,9.280030286387,0.55351682
358827.5053,524332.8729,18.6057656041459,17.401888592964,15.4408064639567,15.5819870692035,10.3523107015724,9.34404510678071,0.549949032
358827.2453,524332.8011,19.8702494227313,17.4073115744593,15.1818610927253,15.5326007542852,10.3621119064709,9.39900504659816,0.609989806
358827.0482,524332.9104,20.5284671300307,17.411895501623,15.0820730453867,15.6610264756666,10.3719491997116,9.34404510678071,0.562283384
358826.764,524332.7924,20.6271320544076,17.5754511171225,15.0300657980975,15.8685695910232,10.4111098332995,9.29832615317645,0.477675841
358826.4555,524332.6061,20.2875135206167,17.6900903910108,15.3404705261965,15.9773436290962,10.2739201948928,9.23427137006986,0.532313965
358826.2234,524332.4116,20.1880331491003,17.6329898431713,15.3204584990723,15.7302139185834,10.2641341447614,8.9967662806764,0.535881753
358826.0174,524332.2558,20.684668223293,17.6280283204674,15.3304565416991,15.3153446339398,10.1466338633163,8.93289937826021,0.460040775
358825.8685,524332.213,21.2057377000614,17.6397162715906,15.3605936881221,15.2659788878519,10.1368118542848,9.01501645522857,0.555249745
358825.6161,524332.0384,21.4523787185055,17.6445634306783,15.358698664085,15.4239507637191,10.0585217066797,8.65962950512398,0.59235474
358825.3465,524331.9874,22.112888070731,17.7263851395043,15.4661206603533,15.4239507637191,10.2249261607503,9.25257106997721,0.435474006
358825.2373,524331.9361,22.1383372271111,17.7348974529652,15.4757704661524,15.6610264756666,10.3817322828928,9.14288157684908,0.551783894
358825.1523,524331.9391,22.1619424952839,17.7420549827761,15.4838530600927,15.8389096783514,10.3621119064709,8.96940950654898,0.574719674
358824.9893,524331.7659,22.5115071572701,17.8577918929618,15.5083663344138,16.0564300522577,10.420940223658,9.17031394161143,0.470642202
358824.742,524331.6847,22.9519733596438,18.054172634988,15.59991183261,16.0069972702532,10.0878721855894,8.85083318651454,0.518246687
358824.5414,524331.5251,22.7837331784474,18.2426134110852,15.7219455342654,15.8587206722463,10.2347621862371,9.02417027574213,0.490010194
358824.2438,524331.4667,22.9983231904148,18.5707608896352,15.9229194277293,15.6610264756666,10.1466338633163,8.96940950654898,0.435474006
358824.0289,524331.3985,22.9872763342754,18.6193227533604,15.9563522431222,15.572109746503,10.0878721855894,8.84174512207475,0.419571865
358823.8263,524331.4916,22.9654550891349,18.6568306147263,15.9806765187529,15.5128440540839,10.1270469245793,8.88732741182376,0.393170234
358823.5854,524331.4003,23.0262198389103,18.8711954369516,16.099426660637,15.443706123974,9.99003160514262,8.84174512207475,0.465341488
358823.5104,524331.3175,22.8928708916147,18.9993883142286,16.2062494231958,15.483207470359,10.0291516275458,8.91465599506771,0.414271152
358823.2677,524331.3832,22.952018484404,19.0454666389538,16.2528465990409,15.572109746503,10.0291516275458,8.91465599506771,0.523547401
358822.9788,524331.3357,23.4179850894508,19.2489334974665,16.427714797992,15.6215030089037,9.87267243547449,8.73240777086187,0.470642202
358822.6586,524331.2797,23.3725220052051,19.2330049389426,16.3883848621101,15.6610264756666,9.73581031967807,8.68692731191822,0.433639144
358822.4206,524331.0381,23.4925936943059,19.2429812716643,16.3641750428421,15.6808204259299,9.99980466692454,8.86909423546331,0.42833843
358822.2704,524330.7301,23.9897644803304,19.3518506676498,16.4775794297976,15.7598416941316,9.83351670371075,8.83261460371757,0.379102956
358821.971,524330.5993,24.4007028770193,19.414148159058,16.5568913693987,15.7302139185834,9.82374656381395,8.47775944940299,0.398470948
358821.8063,524330.4817,24.4761265581052,19.412620568996,16.5935731841035,15.8883461704577,10.1662026612106,8.78706764973865,0.500611621
358821.5462,524330.1781,24.0938778329801,19.3731367251058,16.6800042577311,16.2641053671334,10.3033342229551,8.83261460371757,0.370234455
358821.2418,524329.9661,24.0250769922547,19.3456046731965,16.7335556741358,16.650093617686,10.5386160947901,8.9967662806764,0.363200815
358820.9329,524329.733,23.6495543247704,19.272811573525,16.7106606655564,16.7985998437841,10.7054346213214,8.9785069023695,0.442507645
358820.6213,524329.4376,24.1925714711765,19.3666691569359,16.8353443681885,16.7491065711043,10.8429174916707,9.06978616888309,0.456574924
358820.3026,524329.1979,24.7177510610452,19.4237993853174,16.9004917212658,16.5115196261179,10.7938135434737,9.08808011311325,0.317431193
358819.9021,524329.1904,25.1796121350197,19.4762989072485,16.9140227476962,16.2344432246757,11.0001411750045,9.14288157684908,0.549949032
358819.5175,524329.2718,25.4928797099731,19.4989557659266,16.8555393564848,16.4323286608974,11.0099661507514,9.31662053170036,0.629357798
358819.2942,524329.0969,25.1152146074877,19.4472498792474,16.8993573331175,16.6006110022075,11.0591556478033,9.25257106997721,0.534148828
358819.0081,524329.1351,24.8594688826097,19.4229768099133,16.8959074436584,16.6797881159323,10.950969922334,9.280030286387,0.456574924
358818.6878,524329.3049,24.6853939085027,19.4013103443646,16.899238368774,16.7985998437841,10.9805071732042,9.39900504659816,0.558817533
358818.5427,524328.9746,24.4536934028513,19.3550787965068,16.9293949546122,16.7589966936958,10.9215192208071,9.44479854118065,0.421304791
358818.1668,524328.948,23.8757702703985,19.369344695639,16.8401021758357,16.6401740573294,10.9313264800203,9.60978302380231,0.505912334
358817.9021,524328.7223,23.5316417711043,19.4976216043702,16.9246316946728,16.6797881159323,11.0395049139089,9.67402910423634,0.470642202
358817.5217,524328.7981,23.4930002276119,19.5916067637849,16.9737146302859,16.8778411742657,11.1575039154435,9.82095464207727,0.521814475
358817.2402,524328.6204,23.4606885619646,19.6605269138727,17.0065872104497,17.0759913804415,11.0984837180583,9.63733329210062,0.555249745
358816.9167,524328.4453,23.7114435139209,19.9200997573048,17.0869755101944,17.343580449339,11.0886492547806,9.83937938869863,0.565851172
358816.6472,524328.1573,24.1112090388566,20.1412124842819,17.1872093723302,17.343580449339,10.9608372366099,9.74749308116524,0.401936799
358816.3479,524328.0432,24.2426071984455,20.1731871252972,17.2007517396908,17.5815317150317,11.1575039154435,9.64647155892392,0.535881753
358816.0402,524327.819,24.6799306953111,20.3286967558863,17.2579893781098,17.6212168126714,11.0296434526713,9.57310953313605,0.465341488
358815.7792,524327.6433,25.0477901658197,20.3762311742106,17.1953761958937,17.7997894738727,11.1968264914389,9.65565833390749,0.392762487
358815.6592,524327.4719,25.0392288569202,20.3666575343121,17.1756176425269,17.7402433500984,11.1378299069174,9.65565833390749,0.93312946
358815.418,524327.3483,25.334839646955,20.4412979129341,17.1363319764887,17.6807452988353,11.0788162065513,9.57310953313605,0.45127421
358815.0862,524327.2045,25.4642571590504,20.4837220485852,17.1351470716851,17.7303116946111,11.1575039154435,9.49058096386306,0.45127421
358814.7051,524327.08,25.9668974687309,20.6676512365795,17.2346738288991,17.6807452988353,11.2854015208474,9.4539673425352,0.535881753
358814.4596,524327.0755,26.4570553170943,20.9340256389949,17.3620408993254,17.9287748496712,11.2657077836047,9.59146076981588,0.401936799
358814.2079,524326.9732,26.5489179368787,20.9765271863991,17.3919133512084,18.2464343121433,11.2263596500855,9.44479854118065,0.437206932
358813.9236,524326.8534,27.323540585969,21.2691603481049,17.5435819578393,18.6934602939612,11.3838653849972,9.39900504659816,0.45127421
358813.6002,524326.7973,27.411218587105,21.3137242638095,17.5738142096662,18.62388535472,11.3346301927933,9.55478966729754,0.465035678
358813.2809,524326.7201,28.0094739309935,21.6860903858932,17.9007358331402,18.7928914719877,11.433137506197,9.67402910423634,0.341692151
358812.9611,524326.5973,28.7081935023834,21.8945880578141,18.0049900875564,18.6437860634764,11.3838653849972,9.52726857915678,0.414271152
358812.6398,524326.5357,29.6222908982894,22.1763235725178,18.2491616303789,18.8425502266894,11.6400657792424,9.61896577647255,0.42803262
358812.3374,524326.4271,30.2802018736191,22.326906272183,18.3468095032403,19.0016567364646,11.6203187444461,9.53643765696089,0.433639144
358812.0569,524326.2439,30.7111570861528,22.4854882080972,18.4347278020411,19.2005487233088,11.6597866315946,9.57310953313605,0.449133537
358811.8151,524326.1715,30.7365813320852,22.49837777895,18.4434644322284,19.30998524551,11.7090657737462,9.6281382871534,0.396330275
358811.5107,524326.0852,30.7651592505521,22.5150688299093,18.4544799447552,19.439372127374,11.7189220559454,9.61896577647255,0.46146789
358811.229,524325.9977,30.8676407161039,22.6154426142134,18.5255620844107,19.6185204841435,11.5907669235645,9.39900504659816,0.412130479
358810.8558,524325.9176,31.1981681814584,22.840975161882,18.6444312383943,19.6483882844384,11.5907669235645,9.50892200209948,0.424464832
358810.5399,524325.7424,31.4944157194186,23.0929884274263,18.7198195856516,19.6384388690936,11.5612029468676,9.38068682023776,0.505504587
358810.2455,524325.5682,31.6413820484622,23.3798204762224,18.9451972685127,19.5388999016619,11.6301808667496,9.38985562415453,0.50733945
358810.0066,524325.4613,31.6854038955786,23.4072112725796,18.9627990244754,19.4990843686189,11.7682835466492,9.46313026487481,0.387461774
358809.7465,524325.3769,32.0636726475315,23.5706750710012,18.9723976474908,19.5587677401262,11.8175962970187,9.31662053170036,0.510805301
358809.5579,524325.235,32.6610669154238,23.8987859524457,19.1141502780588,19.5985995531716,11.7682835466492,9.280030286387,0.54077472
358809.3611,524325.1444,33.1042914260795,24.100772242853,19.2435829029674,19.7280100211985,11.8866718378915,9.23427137006986,0.547808359
358809.1206,524325.0932,33.1335990122946,24.1126255886222,19.2492532413803,20.0069055377176,11.8471981413531,9.17944539611819,0.553109072
358808.8991,524325.0062,33.526327409286,24.3112592785992,19.3734730609321,20.0766382935425,11.7386808480397,9.14288157684908,0.560244648
358808.7346,524324.9076,33.5438289998681,24.3188953159165,19.3760460553366,20.2559860485548,11.6794882176637,9.32578091196848,0.54077472
358808.5907,524324.831,33.813757281135,24.4289513136514,19.3956907049533,20.3058694387104,11.7189220559454,9.22511435867619,0.630784913
358808.3741,524324.8051,33.8390849363727,24.4459666111632,19.4122851021043,20.40553516349,11.521779051458,9.2891582693174,0.479102956
358808.0831,524324.761,34.1860103797484,24.6116166867135,19.6374131151979,20.465341455502,11.6006246224531,9.37151303157235,0.549643221
358807.7628,524324.6994,34.1028499375332,24.598836872549,19.5566816721254,20.465341455502,11.6696446516587,9.1885683270772,0.581345566
358807.5321,524324.6681,34.0969353060044,24.5954574031765,19.5480134059776,20.5451075245492,11.7189220559454,9.23427137006986,0.565443425
358807.2797,524324.6092,34.3560188833993,24.7422341650303,19.6958796470405,20.6846967756008,11.8373074397477,9.17031394161143,0.364627931
358806.966,524324.5598,34.6624022178778,24.8508021226337,19.8609459770106,21.0438975430458,12.0545045545782,9.31662053170036,0.620183486
358806.6422,524324.4626,34.7263498710163,24.8801052836601,19.897400861649,20.7246224990199,11.9854056627994,9.1885683270772,0.567278287
358806.2875,524324.4012,35.0740442345589,25.0076524831569,20.0749145886707,20.6846967756008,11.8767791645252,9.15202259147926,0.569011213
358805.9225,524324.3945,35.7053050423301,25.3902616036593,20.6166254323159,20.5750160070422,12.1730702553641,9.42648450622251,0.554943935
358805.614,524324.3295,35.704807192236,25.3963513721958,20.6260565375894,20.515185606431,12.153306331373,9.42648450622251,0.558409786
358805.3086,524324.2443,35.7982855189467,25.4955571872781,20.7704396196847,20.5251542017338,12.2323578117536,9.5180852579496,0.616615698
358805.0307,524324.1078,35.7757782307642,25.5230281586722,20.8674348374205,20.7944572743734,12.2126159647511,9.31662053170036,0.532008155
358804.734,524324.0326,35.7829983976686,25.5316341624912,20.8864243244197,20.7345710877173,12.1434344924607,9.49058096386306,0.586646279
358804.4386,524323.9896,35.8484347955325,25.6517143630263,21.0279827594556,20.814373436251,12.2027310428188,9.42648450622251,0.706625892
358804.1066,524323.9381,35.7434390536935,25.6656123671068,21.0016534531969,20.6248470275851,12.2422596977368,9.59146076981588,0.660754332
358803.7837,524323.9411,35.110235222307,25.421604218741,20.6432332773346,20.5550693298564,12.2620421599881,9.57310953313605,0.840876656
358803.4063,524323.8711,34.9096069711801,25.4087226531165,20.5240057821827,20.3357201809699,12.1730702553641,9.69238277276637,0.734862385
358803.0684,524323.764,34.7447161239481,25.4307563175315,20.48970194791,20.2958672739922,12.2818170402912,9.75666746952902,0.660754332
358802.7231,524323.6636,35.0401652757727,25.5701928537275,20.6689846775387,20.0567284848241,12.2027310428188,9.6281382871534,0.655453619
358802.4008,524323.622,35.7060652247019,25.8414486886255,21.0246997217603,19.9570966126421,12.2126159647511,9.7658147726404,0.628950051
358802.1685,524323.6464,35.7203904791632,25.8469852729231,21.0356140188001,19.9172221120344,12.2916776746211,9.84855393560959,0.669520897
358802.0262,524323.631,35.7534475466581,25.8451975398061,21.0834542488604,19.9670519523927,12.4004760455394,10.0509052078402,0.810805301
358801.7631,524323.5689,35.7526101626651,25.839253520163,21.0830126990586,20.2460259287153,13.1138589427473,10.8452886197651,0.653720693
358801.4481,524323.6274,35.7036487292283,25.7454573174142,20.9911920363865,20.5750160070422,12.8362041406725,10.4289798297943,0.699592253
358801.0211,524323.5456,35.5815610450851,25.7258229630025,20.9651208700717,21.0239157713862,13.3123839688926,10.743414303702,0.7490316
358800.607,524323.5827,35.0637290638017,25.4220165243931,20.507258123532,20.9740288142654,13.630373628784,11.1328569812308,0.706625892
358800.2497,524323.5915,34.9142779862597,25.429406975266,20.3576334668314,20.9440816731699,14.0683522977779,11.2908652329211,0.706625892
358799.9368,524323.6278,34.8861060612142,25.4432709758071,20.2669626730884,20.8942140517422,14.0285089510327,11.5142078937348,0.703058104
358799.6132,524323.5617,34.9694703130329,25.4736602585001,20.200598057681,20.8044161321614,13.9587807864339,11.6540058538066,0.844342508
358799.2415,524323.5206,35.1858669400431,25.5960917313314,20.1484132963335,20.5949421234566,13.7497806826938,11.7379744341758,0.844342508
358798.9474,524323.4977,35.3785732703174,25.6834586635325,20.1355106915776,20.7345710877173,13.610519351639,11.7846359767465,0.832008155
358798.6261,524323.554,35.6874699655327,25.8161200150351,20.1712861195861,20.7744675516489,13.3918598036421,11.7099699085506,0.73312946
358798.3231,524323.5056,35.8114231616526,26.0156395470165,20.4278288851085,21.0838045893373,13.0543161653622,11.5980876426357,0.734862385
358797.9279,524323.3712,36.2046335230283,26.3119320960521,20.8260251873351,22.2127347695971,13.2428655058132,11.7099699085506,0.865545362
358797.6666,524323.1666,36.656986470708,26.7138623569786,21.2979959284713,21.9527700084542,13.0939874883902,11.4490183100315,0.759633028
358797.6323,524323.178,36.6577694763401,26.7140810453603,21.2988870164402,21.9527700084542,12.9948122484519,11.3652604092556,0.770234455
358797.5903,524323.1762,36.658649441698,26.7143573470082,21.2998799066372,22.0627474408582,13.1138589427473,11.4397310679871,0.791335372
358797.5329,524323.1466,36.6597893427755,26.7147229870947,21.3011836877067,21.7329207188301,12.9749676518601,11.2164745255091,0.708358818
358797.4393,524323.2643,37.023518180359,26.7846503120751,21.4536685365827,21.5730610326291,12.8659153857383,11.3559855352556,0.793170234
358797.3232,524323.2788,37.0287289999922,26.7859969439447,21.4556273012078,21.8428261859322,13.1039344046909,11.2536633808763,0.669520897
358797.1674,524323.308,37.0356990333772,26.7877202787625,21.4582187471485,21.8128661546771,12.8857402120739,11.1792993714412,0.750764526
358797.0225,524323.356,37.309231848035,26.8655154187696,21.5853835679322,21.7428992796625,13.0543161653622,11.1700403612573,0.763098879
358796.8194,524323.398,37.3743218678878,26.9316245791923,21.6778011167127,22.1627310083782,13.014632440665,10.8916125016399,0.777268094
358796.5022,524323.3196,37.4602995535182,26.9748626779272,21.7575033047434,22.0327722186599,13.0642341764731,10.7804251762693,0.685423038
358796.2064,524323.2244,37.1230653308006,26.990990854587,22.1331877296806,22.5728385796562,13.5210491059198,10.9936358287855,0.740163099
358795.953,524323.2946,36.671779583585,27.1531039048295,22.7336904963213,22.3927585409647,13.4514685513486,10.8730915018019,0.637818552
358795.7215,524323.2933,36.9400123160263,27.175720733607,22.6695117199919,22.3927585409647,13.630373628784,11.0864315625778,0.718960245
358795.4465,524323.2313,36.9402399450053,27.1745339107161,22.667697780111,22.3627494614328,13.5906311008238,11.0400190274484,0.761365953
358795.2214,524323.3424,37.2090592588055,27.1831927059959,22.6526117993474,22.4027541754744,13.8094669376118,11.2071905855924,0.713659531
358795.0096,524323.3744,37.1970458956989,27.1732919845576,22.6022915582514,22.5728385796562,13.9587807864339,11.3280583427073,0.690723751
358794.8936,524323.401,37.201413805261,27.1749694078223,22.6033217462333,22.6328737044255,14.1181828828892,11.2536633808763,0.435066259
358794.7836,524323.4944,37.3558049020491,27.2303789463261,22.6368643986148,22.7229218908973,14.0683522977779,11.5048977937138,0.574311927
358794.6332,524323.5336,37.3563381201069,27.2300115979733,22.6361429829801,22.9832436373919,14.4172994505099,11.635379408617,0.591946993
358794.4324,524323.5777,37.3569806041773,27.2295152036654,22.6351491141609,23.0132691854455,14.5171043775494,11.7566385429618,0.830275229
358794.223,524323.633,36.9831051964732,27.1888804962714,22.5816823427877,23.1735332729018,14.7967617240915,12.1023854550058,0.66432212
358794.012,524323.5148,36.6887675287974,27.1764249323107,22.5929207528927,23.6143926909864,15.2467972436598,12.3552899616804,0.761365953
358793.773,524323.4001,36.6215752202103,27.2761798380334,22.7129014026413,23.4339925434615,15.8080359363072,12.8719259638915,0.729561672
358793.5497,524323.46,36.6706865732795,27.3198037660329,22.7555130989017,23.2837018572591,15.9183974547951,13.1074109571865,0.810805301
358793.3028,524323.5457,36.6690696001265,27.361912836449,22.8401010433455,23.2937106620939,15.9585529214207,13.277209380395,0.819673802
358793.1141,524323.5062,36.729829477145,27.4494494112809,22.9259121895904,23.464038649647,16.2598784235314,13.7121112944903,0.872680938
358792.7912,524323.5125,36.7408667182086,27.4878903767928,23.1013611427499,23.2937106620939,16.4610130218907,14.1198883084439,0.743730887
358792.5145,524323.5095,36.8593380051403,27.6190628484282,23.2716011228303,23.5843251548496,16.551519519781,14.3670304064906,1.176962283
358792.3372,524323.4221,36.8856861323127,27.634098296532,23.291615668035,23.2937106620939,16.2699714849673,14.3194474554059,0.826707441
358792.2268,524323.4754,37.2071890271719,27.8380714183664,23.4225546578692,23.3438380985105,16.4207603354384,14.5193288097721,0.895616718
358791.9808,524323.5277,37.4030638237306,28.0381523497444,23.612696358541,23.4840721474608,16.3000895592463,14.6717341052403,0.876146789
358791.7357,524323.6824,37.6797503399966,28.2420502086595,23.7929189508766,23.5041388152083,16.1694750973755,14.6908260587255,0.86911315
358791.4709,524323.8139,38.0251896052893,28.464962728822,23.9607568517149,23.4540335848721,16.1292537993368,14.7957686805073,0.842609582
358791.3288,524323.9209,38.530840548187,28.7588232387621,24.1310289812459,23.5542356029501,16.1292537993368,15.0154111582498,0.98756371
358791.0405,524323.9457,38.7980409881183,28.8919440571466,24.3363927357407,23.8650023465012,16.2297696704158,15.0918629652787,0.945158002
358790.8574,524324.052,39.0107404357068,29.103483414875,24.5265688116386,24.1157636779755,16.3000895592463,14.9867160117953,0.816106014
358790.6787,524324.057,39.0257550787747,29.1212116709849,24.5435839490974,24.1358195822504,16.2699714849673,14.500244418283,0.768399592
358790.4694,524324.1223,39.0956155675932,29.3113328350094,24.7538424405909,24.2462029110259,16.5314114358359,15.4652852834661,0.784301733
358790.3783,524324.1632,39.084185034477,29.3177981916113,24.7635909163291,24.2160871178498,16.5213581829366,15.1110265353381,0.410397554
358790.1605,524324.2453,38.9739037745198,29.5072111543108,24.9740847779183,24.3064022233116,16.5716552688908,14.8912231232584,0.655453619
358789.9366,524324.362,38.6164407159923,29.5756479199379,25.1312463430789,24.1859677197044,16.7528767802917,15.3407238000672,0.832008155
358789.6301,524324.5139,38.387410020995,29.7821664788898,25.3651494013964,24.3164393492888,16.7730078328726,16.292033737409,0.844342508
358789.4982,524324.5663,38.3881857068936,29.7870727068658,25.3691613230926,24.3666339789129,16.8334450899549,15.3407238000672,0.731396534
358789.1477,524324.733,38.1110593199105,29.893602973178,25.5405354316346,24.4569396639347,17.0349601939541,15.5515721218375,0.860244648
358788.926,524324.8608,37.7654917877947,29.923741617651,25.7504728138489,24.2863220355094,17.1559532663947,15.9261625514283,0.814373089
358788.6875,524324.9175,37.1619360521245,30.0786680809776,26.2007810736288,24.8786425346629,17.4485856182449,16.4753110781686,0.98756371
358788.561,524324.9643,37.137502260737,30.0813957728262,26.2118324857612,24.6376282032433,17.3375509447012,16.581530451301,0.888583078
358788.3329,524324.983,36.9463476264792,30.1359635173484,26.3785674425008,24.8384691731031,17.751651321317,16.6685186929405,0.946890928
358788.1301,524325.0516,36.9635347306289,30.2247964730512,26.5659031078481,24.6778291594244,17.7819602210075,17.5505513365722,0.680122324
358787.8972,524325.1228,36.7813486334117,30.2966885106099,26.6949574743035,24.8183620759306,18.1056437045796,17.618617754803,0.872680938
