x,y,VCP1.48f10000h0.2,VCP2.82f10000h0.2,VCP4.49f10000h0.2,HCP1.48f10000h0.2,HCP2.82f10000h0.2,HCP4.49f10000h0.2,depth,dist,Z(m),Stage(m),H20cm(m),H50cm(m),H100cm(m),elevation,,,,,,,,,,,,,
358794.07174,524323.50665,36.9633571027627,27.2637526436165,22.6920509072148,23.161567809451,15.1109362712532,12.3576912138819,0.7090010194,62.244984793489,109.407,109.922,109.99,110,110.022,110.1160010194,-0.7090010194,21,20,19,18,17,15,13,12,10,8,7,5
358794.26129,524323.49347,37.0100787446181,27.2361369009442,22.6596888440809,23.0724478024519,14.8808265075435,12.1192859187036,0.6908053007,62.4483036452553,109.411,109.92,109.99,110,110.021,110.1018053007,-0.6908053007,22,22,20,19,17,16,14,12,10,8,7,5
358794.45315,524323.47314,37.064077710486,27.2182648878989,22.6409399196811,22.9833521537899,14.6659179091626,11.9122840392233,0.6802038736,62.6537638819362,109.415,109.918,109.99,110,110.02,110.0952038736,-0.6802038736,23,22,21,19,18,16,14,12,10,8,6,5
358794.64283,524323.45027,37.0910330476585,27.2037379023672,22.6321583878021,22.8912569142073,14.4331412737654,11.7055448462495,0.6752599388,62.8581914996762,109.425,109.916,109.99,110,110.02,110.1002599388,-0.6752599388,28,27,25,23,21,19,16,13,11,9,6,4
358794.83768,524323.43959,37.1228767572401,27.1936919919246,22.6278194195371,22.7871335139576,14.2153750430131,11.5269954061181,0.6741997961,63.0676899132672,109.435,109.914,109.99,110,110.02,110.1091997961,-0.6741997961,31,29,28,25,23,20,17,14,11,9,6,4
358795.03178,524323.41757,37.1211779627189,27.1913598891764,22.64189639388,22.6649700989555,14.035842173782,11.3787755601303,0.661845056,63.2738288653787,109.464,109.912,109.99,110,110.021,110.125845056,-0.661845056,27,26,24,22,20,18,15,13,11,8,6,4
358795.23012,524323.37671,37.1351739761516,27.171570925008,22.5970469325693,22.6049006296309,13.9082709119648,11.2679005975082,0.6694291539,63.4820770585484,109.493,109.91,109.99,110,110.022,110.1624291539,-0.6694291539,24,23,22,20,18,16,14,12,10,8,6,4
358795.4371,524323.3509,37.1455058710857,27.1461056724342,22.5092823516275,22.5068509329523,13.7629838918572,11.170279260839,0.6549439348,63.6997415691686,109.517,109.91,109.99,110,110.023,110.1719439348,-0.6549439348,22,21,20,18,17,15,13,11,9,7,6,4
358795.65572,524323.33734,37.1473042458638,27.1162669705561,22.4134481650008,22.424799670051,13.6227171908727,11.0959025701413,0.6734760449,63.9295220331556,109.541,109.91,109.99,110,110.024,110.2144760449,-0.6734760449,22,21,20,19,17,15,13,11,9,7,6,4
358795.87961,524323.3235,37.1426469404624,27.0797806178004,22.3083000819325,22.3267974089275,13.5213135776311,11.0624168268956,0.6923547401,64.1644997619185,109.565,109.91,109.99,110,110.025,110.2573547401,-0.6923547401,24,23,22,20,18,16,14,12,10,8,6,4
358796.10699,524323.3142,37.126075463274,27.0410557048945,22.193789782024,22.2447966539527,13.3980693105496,11.0549804259521,0.7239245668,64.4003114607347,109.588,109.91,109.99,110,110.026,110.3119245668,-0.7239245668,23,22,21,19,17,16,13,11,9,7,6,4
358796.33835,524323.30464,37.1092437737034,27.0023262008332,22.0791233563197,22.1717954145803,13.3125846723753,11.047540929769,0.7218042814,64.640073355212,109.611,109.91,109.99,110,110.027,110.3328042814,-0.7218042814,22,22,20,19,17,15,13,11,9,7,5,4
358796.56014,524323.29683,37.0906896658587,26.9624719614411,21.9592290300432,22.0888261002957,13.218229517188,11.0624204247353,0.7297553517,64.8701150727936,109.634,109.91,109.99,110,110.028,110.3637553517,-0.7297553517,22,21,20,19,17,15,13,11,9,7,5,4
358796.76878,524323.28836,37.0626446056357,26.9164908690789,21.8225776208028,22.0258432260355,13.1566631722916,11.0800659745414,0.7244546382,65.0900923913411,109.657,109.91,109.99,110,110.029,110.3814546382,-0.7244546382,20,19,18,17,15,14,12,10,8,7,5,4
358796.95566,524323.27665,37.0345083182029,26.8703545304191,21.6856144394673,21.9928421160248,13.1050117036879,11.1153959250823,0.7316921509,65.2883377293718,109.68,109.91,109.99,110,110.03,110.4116921509,-0.7316921509,20,19,18,17,15,14,12,10,8,7,5,4
358797.12359,524323.26499,37.0331073074784,26.8264522444721,21.5421340914792,21.9488432627738,13.0593460733982,11.1646128158277,0.7449337412,65.4676365577699,109.684,109.91,109.99,110,110.03,110.4289337412,-0.7449337412,19,19,18,16,15,13,12,10,8,7,5,4
358797.26961,524323.25921,36.9864994214692,26.7987393947113,21.4586149113583,21.8868364056536,13.0166399116453,11.2101510639523,0.7468807341,65.6242554608568,109.688,109.91,109.99,110,110.03,110.4348807341,-0.7468807341,21,20,19,17,16,14,12,11,9,7,5,4
358797.41218,524323.26437,36.8609328184202,26.7324463365238,21.3654670996174,21.9048326607473,13.0345030445793,11.3031055371804,0.7648929665,65.7829873232852,109.692,109.91,109.99,110,110.03,110.4568929665,-0.7648929665,18,18,17,16,14,13,11,10,8,7,5,4
358797.56255,524323.27513,36.7046429477966,26.6408478333062,21.240469876457,21.7969400188432,13.038471417049,11.37375305128,0.7606523956,65.9507875013701,109.696,109.91,109.99,110,110.03,110.4566523956,-0.7606523956,18,17,17,15,14,13,11,10,8,7,5,4
358797.72291,524323.29493,36.5424667595464,26.5359082929328,21.0990601316224,21.7000968460418,13.072225780877,11.4277460060093,0.7576554537,66.128532082887,109.68,109.91,109.99,109.999,110.03,110.4376554537,-0.7576554537,17,17,16,15,14,12,11,9,8,7,5,4
358797.90091,524323.3139,36.3767541832404,26.4254821314098,20.9667893260653,21.5922673393459,13.1447036948335,11.4882796665399,0.7657798166,66.3236318545691,109.66,109.91,109.99,109.998,110.03,110.4257798166,-0.7657798166,15,15,14,13,12,11,10,9,7,6,5,4
358798.09274,524323.33808,36.1924679772455,26.3064916101484,20.8360679255779,21.4674789330983,13.2092883226338,11.5367107718698,0.7832619777,66.5323793753316,109.64,109.91,109.99,109.997,110.03,110.4232619777,-0.7832619777,16,15,15,14,12,11,10,9,8,6,5,4
358798.31013,524323.36782,35.9870631905129,26.1753926047909,20.7107608776877,21.3906144430515,13.3185748627034,11.5665128037249,0.7883792051,66.7668232367849,109.619,109.91,109.99,109.996,110.031,110.4073792051,-0.7883792051,16,15,15,14,13,11,10,9,8,7,6,5
358798.55052,524323.41594,35.8096948623568,26.0482474036622,20.6073387762259,21.3067437763427,13.4239289926206,11.5962861405475,0.7878491337,67.0192572586565,109.598,109.91,109.99,109.995,110.032,110.3858491337,-0.7878491337,15,15,14,13,12,11,10,9,8,7,6,5
358798.81646,524323.45747,35.635257716813,25.919752366488,20.5131141322453,21.1948771995739,13.5193783281237,11.5813995570409,0.7793781857,67.2967328716465,109.572,109.91,109.99,109.994,110.033,110.3513781857,-0.7793781857,14,13,13,12,11,10,9,8,7,6,6,5
358799.11393,524323.49794,35.4758536755591,25.7905459143912,20.4339512429545,21.097003080155,13.5829344661569,11.5581592142384,0.773017329400001,67.6057454644537,109.546,109.91,109.99,109.993,110.034,110.3190173294,-0.773017329400001,12,12,11,11,10,9,8,8,7,6,6,5
358799.44938,524323.53584,35.3683111329968,25.6917419749936,20.4006637371145,21.0041176564482,13.6047741142071,11.4875988136055,0.771957186600001,67.9527194332983,109.52,109.91,109.99,109.992,110.035,110.2919571866,-0.771957186600001,12,12,12,11,10,9,9,8,7,6,6,5
358799.8014,524323.56146,35.3182126536168,25.6350944971298,20.4171804220197,20.8403457801927,13.5641079776931,11.3594998057298,0.755361875700001,68.3099826864063,109.498,109.91,109.99,109.991,110.036,110.2533618757,-0.755361875700001,15,14,14,13,12,11,10,9,8,7,6,5
358800.1454,524323.56779,35.3123313537181,25.6174558944445,20.4826988034147,20.7565679141305,13.5700622554316,11.2842199034428,0.747247706500001,68.6575417173191,109.476,109.91,109.99,109.99,110.037,110.2232477065,-0.747247706500001,17,16,16,15,13,12,11,10,8,7,6,5
358800.48541,524323.57549,35.3189291118306,25.6203636469216,20.5739156163421,20.6758263542049,13.4709238796213,11.1183134333717,0.755015290600001,69.0014495686131,109.474,109.91,109.99,109.99,110.038,110.2290152906,-0.755015290600001,17,17,16,15,14,12,11,10,8,7,6,5
358800.80752,524323.59036,35.3531108327152,25.6367163078606,20.6639259490643,20.5940914566366,13.3390397119195,10.924705229258,0.738766564800001,69.3270509773616,109.472,109.91,109.99,109.99,110.039,110.2107665648,-0.738766564800001,18,17,16,15,14,12,11,10,8,7,6,4
358801.12345,524323.6005,35.4051306611811,25.6612520035901,20.751554591607,20.5303069055552,13.1853232401252,10.7274892631045,0.717227319100001,69.646511158916,109.47,109.91,109.99,109.99,110.041,110.1872273191,-0.717227319100001,18,17,16,15,14,13,11,10,8,7,5,4
358801.43444,524323.61069,35.412200157455,25.6709052631128,20.7983932535928,20.4555381408214,13.0097182657637,10.5249025064392,0.698338430200001,69.9610721646281,109.469,109.91,109.99,109.99,110.042,110.1673384302,-0.698338430200001,19,18,17,16,15,13,11,10,8,7,5,4
358801.7476,524323.62431,35.3980611637284,25.6696537972852,20.820667181075,20.3957034630464,12.8350490746896,10.3491484640186,0.694108053000001,70.2785649873207,109.468,109.91,109.99,109.99,110.043,110.162108053,-0.694108053000001,20,19,18,17,15,13,12,10,8,7,5,4
358802.06326,524323.65227,35.3975940622205,25.6675853650703,20.8373044126101,20.3348673138264,12.6455208704482,10.1893002180031,0.696931702300001,70.600004648065,109.472,109.91,109.99,109.99,110.044,110.1689317023,-0.696931702300001,16,16,15,14,13,11,10,9,7,6,5,4
358802.38093,524323.68811,35.402244678071,25.6675441345051,20.8509019279903,20.2929713653855,12.5086877235686,10.0333254731937,0.710356778700001,70.9240871628682,109.476,109.91,109.99,109.99,110.045,110.1863567787,-0.710356778700001,21,20,19,17,16,14,12,10,8,6,5,3
358802.68948,524323.72736,35.4184324789318,25.6615230749155,20.8545551863029,20.2530644910054,12.401675296453,9.91813011980505,0.701529051900001,71.2388852104737,109.479,109.91,109.989,109.99,110.046,110.1805290519,-0.701529051900001,20,19,18,17,15,14,12,10,8,6,5,3
358802.98853,524323.76358,35.4329110855623,25.6521487794767,20.8582342586098,20.2770002339263,12.3383279866677,9.81788058744787,0.702232415800001,71.5438038609662,109.478,109.91,109.988,109.99,110.047,110.1802324158,-0.702232415800001,19,19,18,16,15,13,11,10,8,6,5,3
358803.28562,524323.80995,35.4359499090626,25.6213868437095,20.8385754211459,20.3258547498265,12.241285541639,9.68240982185766,0.695524974400001,71.8465352268672,109.477,109.91,109.987,109.99,110.048,110.1725249744,-0.695524974400001,18,17,16,15,13,12,10,9,7,6,4,3
358803.58607,524323.85763,35.4381829774732,25.5891699055962,20.8169734800019,20.4085952820246,12.2224995335602,9.60898135424368,0.667645259800001,72.152841803606,109.478,109.911,109.986,109.991,110.05,110.1456452598,-0.667645259800001,16,16,15,14,13,11,10,8,7,6,4,3
358803.90008,524323.91742,35.4459724814516,25.5540270970317,20.7904560400904,20.4693884909945,12.2165675472734,9.57593448647768,0.662354739900001,72.4757966646374,109.479,109.912,109.985,109.992,110.052,110.1413547399,-0.662354739900001,17,16,15,14,13,11,10,8,7,6,4,3
358804.2214,524323.98817,35.445846678205,25.5095173653887,20.7505917216733,20.5251973903734,12.2106365839356,9.54200145983589,0.655300713400001,72.8070999149023,109.48,109.913,109.984,109.993,110.053,110.1353007134,-0.655300713400001,21,20,19,17,16,14,12,10,8,6,4,3
358804.54134,524324.06126,35.5123606548607,25.4915242403819,20.745355797151,20.5770261425952,12.2076705051901,9.5218360817428,0.645249745000001,73.1374331331499,109.481,109.914,109.983,109.994,110.054,110.126249745,-0.645249745000001,22,21,20,18,16,14,12,10,8,6,4,3
358804.86325,524324.12498,35.5452934659218,25.4492138569444,20.7038770612271,20.6159090927561,12.1671667176135,9.46137159393782,0.636075433100001,73.4683124876811,109.482,109.915,109.982,109.995,110.055,110.1180754331,-0.636075433100001,25,24,23,21,19,16,14,11,9,7,5,3
358805.18684,524324.18413,35.5269677559054,25.3963521199988,20.6412165691737,20.6547993245611,12.1484002583571,9.41099014936891,0.6193170233,73.7997426538824,109.484,109.916,109.981,109.996,110.056,110.1033170233,-0.6193170233,26,25,23,21,19,17,14,12,9,7,5,3
358805.50507,524324.246,35.4821844554625,25.339271910388,20.5629878391413,20.70368214588,12.1276464978161,9.38534124922534,0.597247706300001,74.1265965678878,109.486,109.917,109.98,109.997,110.057,110.0832477063,-0.597247706300001,26,25,23,21,19,17,14,12,9,7,5,3
358805.84762,524324.319,35.3175340806936,25.232256413995,20.4176238344194,20.6957081955764,12.0753127336369,9.34962230925074,0.5877166156,74.4787957172833,109.492,109.918,109.98,109.998,110.058,110.0797166156,-0.5877166156,26,25,24,22,19,17,14,12,9,7,4,2
358806.18004,524324.389980001,35.1429755948937,25.1269686649473,20.2704937256863,20.6608049975015,12.0220040945209,9.32583069133621,0.575188583000001,74.8206791674427,109.498,109.919,109.98,109.999,110.059,110.073188583,-0.575188583000001,26,25,23,21,19,17,14,11,9,7,4,2
358806.51495,524324.46282,34.9832767931016,25.0349669173695,20.1455926047642,20.63388203428,11.9677231075202,9.31392389810713,0.571488277200001,75.1653282591128,109.504,109.92,109.98,110,110.06,110.0754882772,-0.571488277200001,26,25,24,22,19,17,14,12,9,7,4,2
358806.84929,524324.53255,34.7896074636625,24.9272607626186,20.0000776312325,20.5949898231917,11.8986394161909,9.31117767186884,0.566197757300001,75.5088014562854,109.513,109.92,109.98,110,110.061,110.0791977573,-0.566197757300001,26,25,23,21,19,16,14,11,9,7,4,2
358807.1775,524324.59122,34.5911546398813,24.8206001752559,19.8626027397594,20.5730613468893,11.84729584061,9.2818805819415,0.567614678800001,75.8431275811038,109.522,109.92,109.98,110,110.062,110.0896146788,-0.567614678800001,29,28,26,24,21,19,16,13,10,7,4,2
358807.48956,524324.64903,34.3750568206445,24.712854569628,19.7376016915341,20.5471413911017,11.7999140292391,9.2718102225161,0.565851172200001,76.1620492934055,109.532,109.92,109.98,110,110.063,110.0978511722,-0.565851172200001,26,25,23,21,19,17,14,11,9,7,4,2
358807.78722,524324.7102,34.1571590573401,24.604954337122,19.6132864543957,20.4973036197517,11.7564750885067,9.24344992957875,0.566381243500001,76.4686223649781,109.542,109.92,109.98,110,110.064,110.1083812435,-0.566381243500001,24,24,22,20,18,16,13,11,9,6,4,2
358808.07053,524324.7794,33.9631145351137,24.5154516476685,19.5307203196667,20.4295244959634,11.7535169861895,9.24619221004265,0.564791029400001,76.7624866090386,109.552,109.92,109.98,110,110.065,110.1167910294,-0.564791029400001,25,24,22,20,18,16,14,11,9,7,4,3
358808.34242,524324.84758,33.80090869062,24.4375183435878,19.4653385237985,20.3298632481813,11.7436436036987,9.25076251434191,0.562844036600001,77.0449423051381,109.568,109.92,109.98,110,110.066,110.1308440366,-0.562844036600001,26,25,24,21,19,17,14,12,9,7,4,2
358808.60161,524324.9151,33.6007751603746,24.342316726569,19.3906589539034,20.1853334491939,11.7150215029058,9.24710348981058,0.554903160000001,77.3152558820924,109.584,109.92,109.98,110,110.067,110.13890316,-0.554903160000001,23,22,21,19,17,15,13,11,8,6,4,3
358808.82305,524324.98598,33.3974488945273,24.2398384933515,19.3330973780547,20.0866994707515,11.7248889270131,9.25533840597362,0.549439347600001,77.5515348575267,109.597,109.92,109.98,110,110.068,110.1464393476,-0.549439347600001,23,23,21,19,17,15,13,11,9,6,4,3
358809.04743,524325.06217,33.1557042903319,24.1206759333545,19.2737091132897,19.9900737620632,11.7347528165122,9.28279459975338,0.530050968400001,77.7918775567962,109.61,109.92,109.98,110,110.069,110.1400509684,-0.530050968400001,23,22,21,19,17,15,13,11,9,6,5,3
358809.26367,524325.14289,32.9012414572032,23.9974963123054,19.2044875286212,19.8974296066792,11.7377084409418,9.2846288590116,0.525820591300001,78.0257759509344,109.623,109.92,109.98,110,110.07,110.1488205913,-0.525820591300001,23,22,21,19,17,15,13,11,9,7,5,3
358809.48025,524325.23662,32.6667745355078,23.8621984939317,19.1352409769759,19.8207199772396,11.7416508304828,9.29378171410364,0.528460754400001,78.264449829818,109.634,109.92,109.98,110,110.071,110.1624607544,-0.528460754400001,23,23,21,19,17,15,13,11,9,7,5,3
358809.70676,524325.34528,32.4052156255402,23.7034008787548,19.06011503032,19.7549718618124,11.7288353172447,9.32216247844597,0.507828746300001,78.5174325103804,109.645,109.92,109.98,110,110.072,110.1528287463,-0.507828746300001,24,23,22,20,18,16,13,11,9,7,5,3
358809.9562,524325.45429,32.1375967971638,23.5330556085845,18.9750666332274,19.6912253053713,11.7199631878348,9.32948489190894,0.494964322200001,78.7922833372564,109.655,109.92,109.98,110,110.073,110.1499643222,-0.494964322200001,27,26,24,22,20,17,15,12,10,7,5,3
358810.21736,524325.56219,31.8614799812904,23.3534365637155,18.8831673216097,19.6274986887544,11.7179873086253,9.37709331187128,0.485086646400001,79.0774531262013,109.665,109.92,109.98,110,110.074,110.1500866464,-0.485086646400001,24,23,22,20,18,16,13,11,9,7,5,3
358810.48681,524325.67002,31.6217782132694,23.1920117827483,18.8025884406945,19.5578066595336,11.7041740718646,9.42196260097481,0.469408766700001,79.3704652920322,109.68,109.92,109.979,110,110.075,110.1494087667,-0.469408766700001,24,23,22,20,18,16,13,11,9,7,5,3
358810.75639,524325.77997,31.3824647792768,23.0304833792727,18.7217029306019,19.5050605297447,11.6814855512349,9.45584641728143,0.459541284500001,79.6641291407935,109.688,109.92,109.978,110,110.076,110.1475412845,-0.459541284500001,25,24,23,21,19,16,14,12,9,7,5,3
358811.03434,524325.89918,31.1443782750963,22.8732954112464,18.64496885312,19.445366248074,11.6666890710146,9.48148715433881,0.448827726900001,79.9696302819891,109.697,109.92,109.977,110,110.077,110.1458277269,-0.448827726900001,26,25,23,21,19,17,14,12,9,7,5,3
358811.32367,524326.01506,30.9002401001721,22.7338602613981,18.5726452514089,19.3737444967303,11.648936019237,9.51172167881603,0.440550458800001,80.2836603340887,109.706,109.92,109.976,110,110.078,110.1465504588,-0.440550458800001,26,25,23,21,19,17,14,12,10,7,5,3
358811.61912,524326.12866,30.6025190608525,22.5825979399215,18.476864357717,19.288214666216,11.6104942030718,9.51813551024423,0.443231396600001,80.6030604730297,109.715,109.92,109.975,110,110.079,110.1582313966,-0.443231396600001,25,24,23,21,19,16,14,12,9,7,5,4
358811.92266,524326.24385,30.2393282491057,22.4132249308886,18.3724182141797,19.2136138232486,11.5907898670165,9.54655285825241,0.426666666700001,80.9305446113279,109.727,109.921,109.974,110.001,110.081,110.1536666667,-0.426666666700001,25,24,23,21,19,16,14,12,9,7,5,4
358812.22869,524326.34934,29.8310085358743,22.2352985145269,18.2578176765812,19.1121584718113,11.5681325916091,9.56396314295839,0.422619775800001,81.2566710141416,109.736,109.922,109.973,110.002,110.082,110.1586197758,-0.422619775800001,24,23,22,20,18,16,13,11,9,7,5,4
358812.53547,524326.44292,29.4435457763254,22.0781170331492,18.1477327485257,19.0166656727635,11.5474424377524,9.55297144740826,0.425300713600001,81.5794972901076,109.746,109.923,109.972,110.003,110.083,110.1713007136,-0.425300713600001,23,22,21,19,17,15,13,11,9,7,6,4
358812.83336,524326.54047,29.0116734984029,21.9142254903678,18.0343678752054,18.8794570555635,11.5110017104045,9.5575507968665,0.427808358900001,81.8950046677247,109.756,109.924,109.971,110.004,110.084,110.1838083589,-0.427808358900001,23,22,21,19,17,15,13,11,9,7,6,4
358813.12825,524326.6395,28.5808631050571,21.7561211712764,17.9251239706625,18.7283973277932,11.4656802831704,9.55480029620084,0.421855249800001,82.2081838958746,109.766,109.925,109.97,110.005,110.085,110.1878552498,-0.421855249800001,23,22,21,19,17,15,13,11,9,7,6,4
358813.41725,524326.73035,28.1038947187217,21.5730485170393,17.8042449103295,18.5654733331258,11.4233138578805,9.53738320173902,0.435810397600001,82.5142775497464,109.779,109.926,109.97,110.006,110.086,110.2148103976,-0.435810397600001,22,22,20,19,17,15,13,11,9,7,6,4
358813.72018,524326.82641,27.5792047260114,21.3728719010881,17.6742868372939,18.418449630256,11.3730855862654,9.52913034481172,0.436024464900001,82.8352226383126,109.792,109.927,109.97,110.007,110.087,110.2280244649,-0.436024464900001,20,20,19,17,16,14,12,10,9,7,6,4
358814.02824,524326.91853,27.084668503345,21.1843110651632,17.5532390846188,18.2863584864931,11.3189353324759,9.53279753242923,0.437787971500001,83.1588272071742,109.804,109.928,109.97,110.008,110.088,110.2417879715,-0.437787971500001,19,19,18,16,15,13,12,10,9,7,6,5
358814.34218,524327.02929,26.627218430098,21.0043018253325,17.4478605411702,18.1820824112114,11.2746114036956,9.53646678817273,0.434260958200001,83.4969367079949,109.818,109.929,109.97,110.009,110.09,110.2522609582,-0.434260958200001,19,18,17,16,15,13,12,10,9,7,6,5
358814.65009,524327.15146,26.2243921493908,20.8477126951397,17.3731604702256,18.0798254861309,11.239189210463,9.54105088357066,0.439367991800001,83.8337939495825,109.833,109.93,109.97,110.01,110.092,110.2723679918,-0.439367991800001,16,16,15,14,13,12,10,9,8,7,6,5
358814.95679,524327.28377,25.847705476136,20.6964223690801,17.3031620608806,17.9586895104353,11.2116258513877,9.53829512903941,0.458786952000001,84.1744661642978,109.846,109.93,109.97,110.01,110.093,110.304786952,-0.458786952000001,14,14,13,12,11,10,9,8,8,7,6,5
358815.26149,524327.41977,25.5177045213112,20.5791711911274,17.264501577147,17.8306590198972,11.1742465557693,9.55756547042618,0.452477064100001,84.5143194923296,109.859,109.93,109.97,110.01,110.094,110.3114770641,-0.452477064100001,12,12,11,11,10,9,9,8,7,7,6,5
358815.5608,524327.57896,25.1564948141064,20.4442651320474,17.2188409323826,17.695671035435,11.1447249427477,9.60160290463623,0.463934760300001,84.8607927469495,109.871,109.93,109.97,110.01,110.095,110.3349347603,-0.463934760300001,8,7,7,7,7,7,6,6,6,6,6,6
358815.86403,524327.74368,24.847671876615,20.3126651047947,17.1803083183067,17.5786267422648,11.1319373495449,9.62085637972823,0.475739041600001,85.21319979856,109.887,109.93,109.97,110.01,110.096,110.3627390416,-0.475739041600001,13,12,12,11,10,10,9,8,7,7,6,6
358816.17024,524327.91594,24.5512663676667,20.1784232172737,17.1414756914027,17.4735333747243,11.1211169627288,9.64380576695437,0.487726809200001,85.5717269178191,109.903,109.93,109.97,110.01,110.097,110.3907268092,-0.487726809200001,12,12,11,11,10,9,9,8,7,7,6,6
358816.48994,524328.08017,24.3077407979041,20.0614202540528,17.1104714779801,17.373437656434,11.096527302035,9.66581194312448,0.481202854100001,85.9444877721138,109.911,109.93,109.97,110.01,110.098,110.3922028541,-0.481202854100001,13,13,12,12,11,10,9,9,8,7,6,6
358816.798,524328.25452,24.1488921090389,19.9499825187582,17.0809669883952,17.2644238927058,11.0739095584927,9.67773214911841,0.486666666500001,86.3119425499381,109.911,109.931,109.97,110.01,110.1,110.3976666665,-0.486666666500001,12,12,11,11,10,9,9,8,8,7,7,6
358817.11047,524328.41715,24.0607774846285,19.8413606071154,17.0602732862075,17.1722490321918,11.0581798599182,9.66490104992287,0.483669724600001,86.6809192350515,109.911,109.932,109.97,110.01,110.102,110.3946697246,-0.483669724600001,9,9,9,9,8,8,8,7,7,7,7,6
358817.40133,524328.58331,24.0245378588968,19.7438685241308,17.0306595034955,17.072130069183,11.0365479280948,9.63923572119193,0.500275229200001,87.0393366489118,109.909,109.933,109.97,110.01,110.103,110.4092752292,-0.500275229200001,9,8,8,8,8,8,7,7,7,7,7,6
358817.69812,524328.71492,24.0424916776267,19.6532965295335,16.9944513100504,16.9779871995091,11.028680575061,9.60992779651703,0.499398572800001,87.4025436158039,109.905,109.934,109.97,110.01,110.104,110.4043985728,-0.499398572800001,9,9,9,9,8,8,8,7,7,7,7,6
358817.99275,524328.82029,24.1297524185309,19.5807028049286,16.9643118693931,16.8798951282267,11.018845748297,9.57053774762236,0.499225280300001,87.7565428450373,109.9,109.935,109.97,110.01,110.105,110.3992252803,-0.499225280300001,11,10,10,10,9,9,8,8,7,7,7,6
358818.27978,524328.93174,24.2679194856425,19.516477133093,16.9311448678085,16.7887699493825,11.0237586397112,9.52745049267587,0.521967380200001,88.1068751692011,109.895,109.937,109.969,110.011,110.107,110.4169673802,-0.521967380200001,11,11,10,10,9,9,8,8,7,7,6,6
358818.57832,524329.00625,24.4147363477524,19.4720970480874,16.9138495915587,16.6778562269162,11.0149078317335,9.45780071149092,0.520377166200001,88.4570765643219,109.89,109.939,109.968,110.012,110.109,110.4103771662,-0.520377166200001,13,13,12,12,11,10,9,9,8,7,6,6
358818.88456,524329.064,24.5404425976605,19.4484242952319,16.9032400426403,16.6214090514838,10.9844408142751,9.40287539359218,0.496595311000001,88.8105501664968,109.881,109.941,109.967,110.013,110.111,110.377595311,-0.496595311000001,11,11,10,10,9,9,8,8,7,7,6,6
358819.19452,524329.12795,24.6103997220169,19.425930534547,16.8894030164306,16.6085355911677,10.9529821718978,9.32775854627276,0.490071355900001,89.1706122362931,109.87,109.943,109.966,110.014,110.113,110.3600713559,-0.490071355900001,10,10,9,9,8,8,8,7,7,6,6,6
358819.4976,524329.22902,24.6221909773835,19.4034495314624,16.8680059135189,16.6204167639528,10.9195751426391,9.25820632608608,0.487257900200001,89.534823112152,109.859,109.945,109.965,110.015,110.115,110.3462579002,-0.487257900200001,6,6,6,6,6,6,6,6,6,6,6,6
358819.8051,524329.33083,24.6371216495692,19.4010755292182,16.857351263349,16.6214087199885,10.880304104116,9.19690465177348,0.472986748300001,89.9029461558694,109.858,109.947,109.964,110.016,110.116,110.3309867483,-0.472986748300001,10,9,9,9,8,8,7,7,7,6,6,6
358820.10545,524329.45118,24.601140092582,19.4028813220781,16.8324121936608,16.5719195873323,10.8184856043308,9.13568625802718,0.467879714700001,90.2704801285355,109.858,109.952,109.963,110.017,110.116,110.3258797147,-0.467879714700001,13,13,12,11,11,10,9,8,7,7,6,5
358820.4173,524329.56886,24.5802133575423,19.4040123445412,16.8018456751938,16.4808942199996,10.7370551531315,9.07449251834123,0.462059123500001,90.6419156173972,109.858,109.957,109.962,110.018,110.116,110.3200591235,-0.462059123500001,15,15,14,13,12,11,10,9,8,7,6,5
358820.71359,524329.71528,24.5343367569833,19.4031294794557,16.7679440677678,16.3859368002647,10.6243328172795,8.99426543464282,0.456248725900001,90.9973361918688,109.858,109.962,109.961,110.019,110.116,110.3142487259,-0.456248725900001,16,15,15,14,13,11,10,9,8,7,6,5
358821.01121,524329.8786,24.4217917442675,19.3935895582959,16.7257662774358,16.3018598694571,10.5017689228702,8.95226978801686,0.440744138700001,91.3565653356747,109.858,109.967,109.96,110.02,110.116,110.2987441387,-0.440744138700001,16,16,15,14,13,12,10,9,8,7,6,5
358821.30152,524330.05523,24.2217631427008,19.3679921088697,16.6766298460716,16.2267090459604,10.4007527744875,8.90751715839316,0.420642201900001,91.7216974503652,109.863,109.971,109.96,110.02,110.115,110.2836422019,-0.420642201900001,17,16,15,14,13,12,11,9,8,7,6,5
358821.57717,524330.26416,24.0410541297193,19.3436627120391,16.6240660575129,16.1693673710595,10.2743196889549,8.86192173190007,0.409011213100001,92.081431388925,109.868,109.975,109.96,110.02,110.114,110.2770112131,-0.409011213100001,16,16,15,14,13,11,10,9,8,7,6,5
358821.84479,524330.47794,23.9110775325599,19.326176123254,16.5767883651856,16.0803657093381,10.182205578155,8.82635449767493,0.424332314,92.433614311226,109.873,109.979,109.96,110.02,110.113,110.297332314,-0.424332314,12,12,11,11,10,9,8,8,7,6,6,5
358822.10943,524330.6725,23.7870222338827,19.2940558714558,16.5185385882708,15.9626660268779,10.1008289917425,8.81084148029339,0.431029561700001,92.7751970828269,109.88,109.983,109.96,110.02,110.112,110.3110295617,-0.431029561700001,15,15,14,13,12,11,10,9,8,7,6,5
