Easting (m),Northing (m),VCP1.48,VCP2.82,VCP4.49,HCP1.48,HCP2.82,HCP4.49,Stage (m),Distance (m)
358853.1196,524357.3534,25.3168164997526,17.3171410429003,14.8684608627774,11.8847055148859,8.36743768254066,7.48372812152727,0.342099898,61.8093382482939
358852.8889,524357.0866,24.8257681052511,17.37750226967,14.8307855434562,12.1450902992496,8.20686851592474,7.60214154117169,0.335066259,62.1620487953021
358852.8354,524356.8831,24.6068911150475,17.3688855117095,14.7549991701134,12.1636892124184,8.25147106220694,7.4363627536695,0.430173293,62.3724638613718
358852.7486,524356.6928,24.664459005176,17.4406633270318,14.6727595128189,12.4333734533666,8.14442495112966,7.38110315783544,0.320998981,62.5816248759146
358852.461,524356.4339,24.1841260797073,17.3068489990183,14.5740024187678,12.3217799743535,8.1087429141039,7.4442569816458,0.296330275,62.9685912439587
358852.2943,524356.2147,23.9665706659965,17.0464344271654,14.4006051262295,12.331079430938,8.07306087707815,7.36531470188285,0.250560652,63.2439773909807
358852.3088,524356.0291,23.814651937053,17.0834897336466,14.4651521355228,12.2845821480159,7.97493527525731,7.12059363461772,0.252293578,63.4301429355582
358852.2133,524355.711,23.4286399184417,17.0418582157101,14.506426378567,12.4054750836133,7.96601476600087,7.18374745842807,0.225891947,63.7622692067568
358852.0991,524355.4598,23.3730623583327,17.0454953614875,14.5187053714684,12.6844587811458,8.20686851592474,6.93902639116294,0.196024465,64.0382095626874
358851.9321,524355.2091,23.5018027881008,17.0507583963084,14.5338797816395,12.6472609548082,7.96601476600087,6.74167069175557,0.173190622,64.3394395246646
358851.7967,524354.9952,23.6663990867732,17.1275401250426,14.5627774527033,12.7588544338212,8.08198138633458,6.49694962449044,0.225891947,64.5925923835868
358851.6909,524354.8441,23.8137764004562,17.1571980019812,14.5669672670639,12.8332500864965,8.11766342336034,6.75745914770817,0.190723751,64.7770506444735
358851.6418,524354.6535,23.9556148076782,17.1874702826178,14.5724906122393,12.8704479128342,7.8857301826929,6.55220922032451,0.215392457,64.9738733311484
358851.4416,524354.5366,24.1197852678354,17.274193889453,14.5705759042372,13.1401321537823,8.05521985856526,6.68641109592151,0.192456677,65.2057044118742
358851.3571,524354.3649,24.1269670968571,17.294877473672,14.5682518662285,13.1401321537823,8.03737884005238,6.62325727211116,0.206625892,65.3970709188227
358851.2336,524354.1601,24.1584408750348,17.3612098594042,14.560180179144,13.3447201986395,8.1979480066683,6.82061297151852,0.185423038,65.6362262868114
358851.1313,524353.7976,24.2645527888482,17.481233615323,14.5981921047175,13.6144044395876,8.29607360848914,6.93902639116294,0.171355759,66.0128846730755
358850.9822,524353.734,24.0741641920135,17.4718828994902,14.5847998546636,13.7817946581071,8.47448379361794,6.82850719949482,0.139755352,66.1749826989532
358850.7815,524353.5708,23.9580003576079,17.5143511234346,14.5997271015174,13.9305859634578,8.5101658306437,6.8442956554474,0.20479103,66.4336615153265
358850.589,524353.4668,24.3480695354389,17.5459982584993,14.6213518053468,14.1816712912371,8.63505296023386,6.8521898834237,0.254026504,66.6524587959038
358850.4155,524353.3293,24.8279899167838,17.6632598138117,14.7035212751125,14.135174008315,8.76886059908046,6.88376679532888,0.19775739,66.87383743085
358850.2551,524353.0878,25.5816051426842,17.8904981167062,14.8289978624173,14.3862593360943,8.96511180272214,6.8521898834237,0.2382263,67.1637519182419
358850.0316,524352.7838,26.0929407060746,18.1197099379882,14.9642425220359,14.5443500980294,8.93835027495282,7.09691095068883,0.217125382,67.541069092529
358849.8755,524352.6609,26.1847173686593,18.1717937871892,14.9841087039463,14.6373446638736,8.92942976569638,7.16795900247548,0.222426096,67.7397437511508
358849.7353,524352.5083,26.4562530207141,18.3535477573128,15.071402817988,14.8233337955619,9.0899989323123,7.18374745842807,0.178389399,67.9469701973777
358849.6343,524352.1791,26.3780243958053,18.527607555046,15.1905004283224,14.8791305350684,8.9561912934657,7.09691095068883,0.183690112,68.2913154311605
358849.3974,524351.9308,26.2753346420938,18.664138400005,15.2630514281262,15.1488147760165,9.07215791379942,7.2863724221199,0.217125382,68.6344983269607
358849.0883,524351.5627,26.0291216900933,18.8497738489597,15.438965795383,15.49289466964,8.87590671015774,7.13638209057031,0.188990826,69.1151649681801
358848.8256,524351.2016,25.9992473300015,19.0399111075435,15.5031925987541,15.6230870618218,8.92942976569638,7.40478584176432,0.301630989,69.5617122781
358848.5156,524350.724,27.6306939000496,19.6101166697859,15.7039000087649,15.9020707593544,8.98295282123502,7.30216087807249,0.234760449,70.131099457428
358848.2885,524350.4906,28.6251488542952,19.9851487411716,15.8198731248595,15.9578674988609,8.88482721941418,7.35742047390655,0.190723751,70.4567526011165
358848.2024,524350.1427,29.6928308908371,20.3148461397061,15.9475148438587,16.0694609778739,8.85806569164486,7.19164168640437,0.248827727,70.8151484995842
358847.9557,524349.889,30.5272444845539,20.6799095878545,16.2029548731927,16.3577441319908,9.00971434900434,7.08112249473624,0.254026504,71.1690193517455
358847.8688,524349.5633,30.9738287552418,20.9699533510846,16.4185604258576,16.4879365241727,9.0453963860301,7.21532437033325,0.250152905,71.5061129588526
358847.5784,524349.4658,31.0095822813748,21.0008892418916,16.4523069114404,16.5251343505104,9.00971434900434,6.91534370723406,0.269928644,71.8124435156132
358847.3332,524349.2603,31.2906743063049,21.2033189886422,16.616454349311,16.7948185914585,9.19704504338958,6.95481484711553,0.259327217,72.1323705229427
358847.0993,524348.9935,31.1968335911255,21.2661494568916,16.6890159877579,16.8692142441338,9.15244249710738,6.89166102330517,0.250560652,72.4871823744742
358846.9012,524348.7431,30.8095796139513,21.337632110717,16.8499269375389,16.8692142441338,9.12568096933806,6.93902639116294,0.287461774,72.8064687193144
358846.7372,524348.5925,30.4782182564482,21.3511218301924,16.9866513803558,16.8041180480429,9.09891944156874,6.97060330306812,0.287461774,73.0291262141271
358846.648,524348.3726,30.4250852338602,21.3564040311614,17.0109276741445,16.962208809978,9.27732962669753,7.04954558283106,0.319164118,73.2664290796998
358846.5692,524348.2212,29.9193695782958,21.2877593594259,17.0427222187473,16.8599147875494,9.23272708041534,6.8442956554474,0.363200815,73.4371083109657
358846.5897,524348.1172,29.9039690984946,21.2895224056419,17.0520847183926,17.0087060929001,9.37545522851837,6.994285986997,0.289296636,73.5431094902507
358846.4093,524348.0446,29.855554255471,21.2866288083484,17.068205708996,16.6460272861078,9.05431689528654,6.59957458818227,0.298063201,73.7375700775118
358846.2334,524347.8719,29.3934604868974,21.2579398144531,17.1399585456544,17.073802288991,9.55386541364717,7.11269940664142,0.33853211,73.9840778866963
