x,y,VCP1.48f10000h0.2,VCP2.82f10000h0.2,VCP4.49f10000h0.2,HCP1.48f10000h0.2,HCP2.82f10000h0.2,HCP4.49f10000h0.2,depth,distance0,distance,dist,Z.m.,Stage(m),H20cm(m),H50cm(m),H100cm(m),elevation
358776.97256,524339.73745,34.026314438595,24.3081589400787,19.62272802537,22.2994145430843,14.1448299956819,12.6712866225601,0.627,0.332706068696533,36.7876898062704,36.5820889579433,109.572,109.94,109.99,110,110.09,110.1967604485
358777.12342,524339.47067,33.8755671456286,24.2315401220212,19.5363136942189,22.3996613260843,14.0113282179854,12.750484671585,0.628,0.335403804003856,37.0948861329836,36.8910968285132,109.577,109.94,109.99,110,110.092,110.2022905199
358777.27533,524339.20032,33.8080806800451,24.183296579063,19.4962660335905,22.487499985848,13.9076637463246,12.8051058097043,0.633,0.325578498962156,37.2899856320616,37.2037125708141,109.585,109.94,109.99,110,110.093,110.2127573905
358777.42797,524338.92785,33.7915398860261,24.0581370258117,19.4272181939819,22.7035612523681,13.7450163861145,12.8679152273558,0.64,0.320760682130184,37.6026489238724,37.5185625885698,109.593,109.94,109.99,110,110.094,110.2253445464
358777.6015,524338.64362,33.8323053893716,23.8135927022141,19.3095244825752,23.0793674652742,13.500651310325,12.9023725764674,0.645,0.312109921303377,38.0461156465209,37.8527344120329,109.599,109.94,109.99,110,110.095,110.2417624873
358777.77783,524338.34879,33.8494691458752,23.6164223989523,19.221667938295,23.3135139393485,13.2963557084934,12.8289092426745,0.649,0.298901428408869,38.3829876625681,38.1977329917274,109.605,109.94,109.99,110,110.096,110.2530530072
358777.95483,524338.04438,33.7965232510587,23.4377266094206,19.1538610380974,23.6173231718601,13.1901110232284,12.8439163551464,0.649,0.257738156492431,38.6512457508679,38.5513145699176,109.609,109.941,109.989,110,110.097,110.2626901122
358778.12944,524337.72553,33.5705322663827,23.3223408973311,19.1349839181161,23.5146102427346,13.3717479887542,12.9726121891186,0.648,0.338607760564837,39.0091606833417,38.915923410097,109.61,109.942,109.988,110,110.098,110.2557390419
358778.30968,524337.38726,33.0573365550706,23.2642402887113,19.1740416006374,23.2179823172759,13.7416516613331,13.2824157259937,0.651,0.444492100068349,39.500086632594,39.2999885123577,109.605,109.943,109.987,110,110.099,110.2436850154
358778.49551,524337.03726,32.4335003689628,23.2161363681526,19.2416716193039,22.923569982544,14.1619849746689,13.5980366515368,0.664,0.442911653109288,39.9054777971209,39.6970458291463,109.596,109.944,109.986,110,110.101,110.2599245669
358778.68493,524336.67721,31.8461156192318,23.1909984385425,19.333200026737,22.6035683838804,14.5620270024472,13.8848722189275,0.669,0.44846733430166,40.3176425504118,40.1046168293636,109.585,109.945,109.985,110,110.102,110.2519317024
358778.87737,524336.30623,31.4523755575149,23.1713991931205,19.388266751089,22.3595057526018,14.7213138535584,13.970427591911,0.678,0.451591187149154,40.5837903764577,40.5231093544758,109.562,109.946,109.984,110,110.103,110.2331620795
358779.07756,524335.92439,30.9962884167139,23.2000931122321,19.5398058613207,22.0820005531715,14.8669613577048,14.0999012403727,0.682,0.46115221746538,41.0083418875143,40.9548953945909,109.536,109.947,109.983,110,110.104,110.2184566768
358779.28282,524335.54317,30.7873416353258,23.2998079556416,19.7527389205485,21.8853538025602,14.9324145283884,14.2098751842204,0.682,0.470473271688231,41.4501718970927,41.3884838676962,109.51,109.948,109.982,110,110.105,110.2051681957
358779.47644,524335.17218,31.0349677773732,23.5421144030975,20.0794906192983,21.7269750600379,14.9272823000214,14.2571909789898,0.677,0.445179205984842,42.0114726490564,41.8073714653026,109.487,109.949,109.981,110,110.106,110.1602925586
358779.67172,524334.80652,31.4096368796469,23.7574864794923,20.3370953564903,21.6895679120654,14.855074020006,14.2527295417619,0.678,0.423582417057192,42.300032805867,42.2221437830763,109.464,109.95,109.98,110,110.107,110.1443567788
358779.86286,524334.44757,32.1114229373828,24.0826127609095,20.6712106763155,21.605913760232,14.8284519803438,14.25636396024,0.678,0.394138884282298,42.7064926754341,42.6290549117723,109.443,109.95,109.98,110,110.108,110.1161294597
358780.04515,524334.09794,32.914952478284,24.3721633933097,20.9331878827269,21.4785812214269,14.7570135753803,14.3648623761396,0.683,0.374643283631128,43.0991879610753,43.0240320369138,109.425,109.95,109.98,110,110.109,110.100953109
358780.22013,524333.76106,33.5618525553855,24.6277120494279,21.1634377780936,21.3474987774721,14.6498694909456,14.4842063614222,0.692,0.368230402408196,43.4774333718297,43.4043186825046,109.413,109.95,109.98,110,110.11,110.1011243629
358780.386,524333.43973,34.1224189781444,24.895228235174,21.4371638998254,21.3144205457608,14.6706046374558,14.7320315127046,0.7,0.371114890598919,43.8376427780585,43.7666593753971,109.405,109.95,109.98,110,110.11,110.095061162
358780.5483,524333.13023,34.7108772319094,25.236184611458,21.788559383264,21.3346919216475,14.7017047611148,14.9641395097402,0.712,0.368869843013672,44.1949286800814,44.1169859467896,109.405,109.95,109.98,110,110.11,110.1125331294
358780.70286,524332.8208,35.3823953718033,25.6788448429253,22.2962887212663,21.4430745814713,14.8565784201692,15.3587135388172,0.717,0.348139049038596,44.6568244126103,44.4641722647724,109.417,109.95,109.98,110,110.11,110.1356544342
358780.85961,524332.51558,35.8378840566428,25.9988293672109,22.6719089658957,21.4949186429788,14.9687008485364,15.7201217337544,0.719,0.329858048782164,45.003795574754,44.8091564201,109.433,109.951,109.98,110,110.109,110.1546615698
358781.01658,524332.21002,36.152830383696,26.2090841951167,22.9150049207732,21.4975009211415,15.0965377206398,15.9668567723375,0.724,0.320828664640074,45.2384802439486,45.1545454279483,109.449,109.952,109.98,110,110.108,110.1565433231
358781.17346,524331.9078,36.6303579430718,26.643053066198,23.4319987899068,21.5044410289442,15.3803056052301,16.3771017465371,0.734,0.311971503343997,45.5802044496939,45.4969411738879,109.463,109.953,109.98,110,110.107,110.2003598368
358781.32801,524331.60783,37.1121145345445,27.151620606925,24.0802994104942,21.5540574020653,15.6497253379711,16.7795054869477,0.74,0.335884426660917,45.9057551361585,45.836271676728,109.478,109.954,109.981,110,110.106,110.2144729866
358781.48432,524331.31241,37.5816149263672,27.7113417996182,24.8044626066496,21.6747484617577,16.0380231587369,17.2456836623069,0.746,0.350729021519118,46.3762572740766,46.17253523184,109.493,109.955,109.982,110,110.105,110.2471182465
358781.65037,524331.02291,37.7986991052172,28.0261027528759,25.2288060968686,21.7911670660466,16.3535861790688,17.5118289774098,0.738,0.3551136110034,46.7114230795354,46.5081418208143,109.505,109.956,109.983,110,110.104,110.2478338429
358781.81794,524330.73518,37.9737355633358,28.3158917064267,25.6233560722676,21.9094023259564,16.6574660094578,17.7067208251396,0.739,0.349440393686892,47.0413706725716,46.8429606532351,109.517,109.957,109.984,110,110.103,110.2649612639
358781.99113,524330.45006,38.1626752016715,28.718226636665,26.1536955067609,22.0833679523606,16.9343311907094,17.8445547473811,0.741,0.343218148992451,47.3761182155645,47.1783210796588,109.53,109.957,109.985,110,110.1,110.2896228338
358782.15594,524330.17815,38.2669719968624,29.0032249076378,26.5337061964734,22.2187904772992,17.1070276418246,17.9351226407092,0.737,0.34324132814267,47.5821073387032,47.4980384867282,109.535,109.957,109.986,110,110.097,110.2864984709
358782.31637,524329.93388,38.4245862145041,29.3585534507524,26.9976673015952,22.3414700691259,17.2530451866211,18.0140125486586,0.735,0.332171133308954,47.8856464025964,47.7911366807017,109.54,109.957,109.987,110,110.094,110.2810805301
358782.4537,524329.70584,38.5986200870238,29.8340849442023,27.5596265842798,22.5277828614882,17.3799130441397,17.9975621156671,0.734,0.320770252570469,48.1730863295167,48.0605173008871,109.542,109.956,109.988,110,110.092,110.2832538227
358782.58455,524329.48788,38.902893701413,30.2547307139153,28.052117663882,22.6980971502455,17.448516197205,18.2347846354769,0.736,0.303639175781777,48.5628493442244,48.3179186484393,109.544,109.955,109.989,110,110.09,110.2887808359
358782.71347,524329.26982,39.1858336152757,30.5629383121214,28.3892505132428,22.9328794796775,17.5308829177973,18.4218082905009,0.736,0.2371808407868,48.824139180163,48.5745126921793,109.543,109.954,109.99,110,110.088,110.291664628
358782.84179,524329.05889,39.4244703555462,30.8281993399153,28.6643197875892,23.0504672138665,17.5540707126109,18.4717270604726,0.737,0.158184473773497,48.9901071095153,48.8245687439944,109.541,109.953,109.99,110,110.086,110.2730795108
358782.97415,524328.86384,39.5678525655905,30.986366511736,28.7948317647174,23.2262016405707,17.5792953980848,18.668615212551,0.747,0.147219262086235,49.122979138634,49.0666313685058,109.539,109.952,109.99,110,110.084,110.2756666668
358783.09637,524328.67945,39.8008249790575,31.201773001897,28.9880663235803,23.1488605416533,17.1207723194943,17.9320929283952,0.772,0.218459326930312,49.3478108425625,49.2940996297956,109.536,109.951,109.99,110,110.082,110.3095677881
358783.21502,524328.50444,40.0680698107553,31.432162557459,29.1038454868772,23.3567142358042,17.1609295436693,18.0351262957344,0.784,0.262564359562483,49.5801422602328,49.5117720516955,109.533,109.95,109.99,110,110.08,110.3215830786
358783.32815,524328.33816,40.3864929185478,31.6577432230166,29.2209732903666,23.4811902050913,17.0278034579978,17.940066307404,0.791,0.281783478942806,49.9136579045317,49.7191527610003,109.529,109.95,109.99,110,110.08,110.309988787
358783.44238,524328.16219,40.5711899852368,31.7774380206534,29.2539850984304,23.6127676453351,17.0417350890483,18.1011209112745,0.803,0.267922801646415,50.1416082765499,49.9356438992298,109.525,109.95,109.99,110,110.08,110.3233078492
358783.57039,524327.97541,40.7257907266031,31.8205967532807,29.2367074256509,23.587893731795,16.989398420859,17.9743632997013,0.813,0.23224625457357,50.3486403419857,50.169596558143,109.517,109.95,109.99,110,110.079,110.3363374108
358783.72204,524327.7833,40.6875767225704,31.7294347740806,29.0034897144881,23.6156182227631,17.0801847208033,18.05459476214,0.828,0.216654472657036,50.5194348087783,50.41997478158,109.509,109.95,109.99,110,110.078,110.3272772681
358783.88864,524327.60129,40.4040006054027,31.566150901084,28.7227058105614,23.8072411843771,17.2015045233761,18.1488654194009,0.845,0.207694798719722,50.7751575578973,50.6755596094785,109.501,109.95,109.99,110,110.077,110.3411834863
358784.06226,524327.43446,39.8127489339479,31.2140905499379,28.3246265335553,24.2074220967472,17.5784653270875,18.4932446117507,0.862,0.234189594358492,51.0756029914238,50.9241112531259,109.496,109.95,109.99,110,110.076,110.3543893986
358784.23908,524327.28719,39.5233785069342,31.028432682612,28.1354716800001,24.3778601983947,17.7630281233684,18.6519885600558,0.875,0.251451327927622,51.2256016307036,51.1627300537322,109.491,109.95,109.99,110,110.075,110.3813465852
358784.41993,524327.14644,39.1269613693674,30.728091742043,27.8094376836465,24.5055221506671,17.8887177130361,18.6761018499245,0.879,0.265536948303696,51.4790556323224,51.4029602626088,109.48,109.95,109.99,110,110.073,110.3737104996
358784.61642,524327.00777,38.6371494694022,30.3690923693141,27.4361081455885,24.5221188708539,17.9100805111459,18.5249369706532,0.883,0.272062289941075,51.8641786050493,51.6539804909171,109.47,109.95,109.99,110,110.071,110.350988787
358784.8292,524326.87296,38.3747346212083,30.2028040617489,27.2731347685955,24.4265449963895,17.8018833365006,18.2826622581218,0.886,0.266760180875995,52.1055912377667,51.9150370722769,109.46,109.95,109.99,110,110.069,110.347706422
358785.05832,524326.73567,38.0092105334079,30.0318942059533,27.1233753731142,24.2614772769052,17.6324433748124,18.0103317551828,0.886,0.233854692059396,52.3675883948423,52.1902138841897,109.45,109.95,109.99,110,110.067,110.3453007136
358785.30344,524326.60625,37.7682390082269,29.9312565690942,27.0368456961421,24.1337440103538,17.4686633004216,17.6825148882412,0.882,0.25402456734749,52.5627395979856,52.4703765303311,109.44,109.95,109.99,110,110.065,110.3280530072
358785.55378,524326.4819,37.1839368282234,29.742799901555,26.8459977557537,23.9594825231411,17.2732327107709,17.2531561192641,0.878,0.275152723017479,52.8407966772015,52.752109529406,109.441,109.95,109.99,110,110.063,110.3168511724
358785.80845,524326.3604,36.4959115821359,29.4193876086408,26.4856778103289,23.9123413305083,17.1343502584136,16.9559687760057,0.869,0.314003674190304,53.2316579216377,53.0359921544515,109.442,109.95,109.99,110,110.061,110.3249153925
358786.06154,524326.23201,35.9054611048304,29.1229628600593,26.1607432749398,23.894585558604,17.0360757026637,16.7840127587715,0.854,0.319445603050766,53.5190327406875,53.3216861630411,109.443,109.95,109.99,110,110.059,110.3045392457
358786.31504,524326.10051,35.3801797807442,28.8311750937004,25.8559908614611,23.8792994961311,16.9060041823458,16.5969764872773,0.842,0.310626468464942,53.7987848026771,53.609545837894,109.444,109.95,109.99,110,110.057,110.2850397554
358786.57531,524325.95614,35.1327432102333,28.6543353316601,25.6943264721327,23.8168294993014,16.8126422902343,16.3555192433511,0.838,0.299032126244059,53.9944370850937,53.9092662317435,109.445,109.95,109.99,110,110.055,110.2814424057
358786.82746,524325.80607,34.8360786695541,28.4113758023734,25.4472129016861,23.7762501880813,16.6756303431125,16.0765080586695,0.835,0.297766624534643,54.2860102932574,54.2034144913757,109.45,109.95,109.99,110,110.053,110.2912130479
358787.07771,524325.66113,34.734047777709,28.225912223273,25.2341988943098,23.7759731575416,16.5044473011148,15.8470009560327,0.826,0.299310081430926,54.578825133686,54.4939060880701,109.455,109.95,109.99,110,110.051,110.2815545362
358787.3176,524325.52541,34.8496131019636,28.0846683169501,25.0353497336499,23.7784011577803,16.3978908658403,15.6685693076612,0.824,0.300899907355824,54.8613065468227,54.7712033934657,109.46,109.95,109.99,110,110.049,110.2835474007
358787.55268,524325.40454,35.1339712469824,28.0326470432269,24.8937975176005,23.7140449052743,16.316775219772,15.5162702497079,0.831,0.283940746883908,55.129065783724,55.0391006502227,109.465,109.95,109.99,110,110.047,110.286783894
358787.77503,524325.29346,35.406704125425,27.9626051854851,24.7136174895057,23.7016392604066,16.2570644395445,15.4753653203848,0.832,0.279396665817175,55.4091022629283,55.2912707055547,109.47,109.95,109.99,110,110.045,110.3046890927
358787.9954,524325.18941,35.6435165648393,27.9158993876392,24.6006425493034,23.601026447115,16.1263095601907,15.3179054937388,0.836,0.240992288745404,55.649095805049,55.5391721695146,109.468,109.95,109.99,110,110.044,110.304462793
358788.21126,524325.08651,35.8561570358695,27.835482411649,24.4265853704665,23.525903232584,15.8907338005131,15.0242904889995,0.838,0.222171468398977,55.9712927666521,55.7825657929739,109.466,109.95,109.99,110,110.043,110.3058165137
358788.43639,524324.98443,35.977372006828,27.7646128784197,24.2576846893272,23.5053979124335,15.7209519370398,14.6248780515096,0.842,0.212874256695076,56.2113791118981,56.0336186893971,109.464,109.95,109.99,110,110.042,110.3062935779
358788.6528,524324.89455,36.1118324023737,27.7241396443609,24.1398302091632,23.5324410877586,15.5995875458933,14.4250233421068,0.838,0.175746780561624,56.4246842608001,56.2708607183234,109.462,109.95,109.99,110,110.041,110.3099408766
358788.87473,524324.80752,36.4410572717657,27.6496068977527,23.9162186677978,23.2868100678606,15.4691000245301,14.1565006421782,0.829,0.223420344422682,56.5893419943902,56.511375582444,109.461,109.95,109.99,110,110.04,110.3068205912
358789.10106,524324.71977,36.8695900454764,27.5763193180109,23.6507482376714,23.2491063058947,15.2977021848466,13.8297740330767,0.81,0.24945709386646,56.9234232246651,56.7560787776306,109.465,109.949,109.99,110,110.039,110.2890978593
358789.33499,524324.62684,37.0835307972264,27.5014390846962,23.5152819141423,23.1643066991597,15.1758427871687,13.7887488605393,0.799,0.285388568318291,57.2084812326672,57.0096767394609,109.469,109.948,109.99,110,110.038,110.3035158002
358789.56957,524324.53424,37.232494665942,27.4574107073579,23.4291997466546,23.1439795419748,15.0828185454948,13.8870654049465,0.786,0.259153482588896,57.4309849714416,57.2637908753303,109.473,109.947,109.99,110,110.037,110.2896666666
358789.79921,524324.44301,37.4087857859829,27.3460210696068,23.290551069887,23.0860989347791,15.0208363724382,13.7018883854813,0.78,0.270860940476129,57.7021127661482,57.5128954803735,109.481,109.946,109.99,110,110.036,110.2904189602
358790.03451,524324.34583,37.5863488231031,27.2434052450392,23.158174547746,23.0566504163122,14.9621443850667,13.5043368743271,0.784,0.264891844106683,57.9471453217336,57.7696841177397,109.489,109.945,109.99,110,110.035,110.2941783894
358790.27479,524324.25184,37.7843119519655,27.1242671908112,22.9962220223976,23.0586238311156,14.8611554370442,13.3124905299636,0.788,0.228076229808726,58.2041489724295,58.0308945071449,109.497,109.944,109.99,110,110.034,110.3194974515
358790.50711,524324.15993,37.8578429233428,27.0284932611697,22.8822839773434,23.0383328657018,14.8061384657126,13.4076727731497,0.795,0.161138734491555,58.4057773903612,58.2843031400738,109.505,109.943,109.99,110,110.033,110.3257339449
358790.73086,524324.07154,37.8072004717424,26.8907070807317,22.7348443433356,22.95174235828,14.6680784454599,13.0952205934416,0.804,0.198286461159373,58.6364066128203,58.5284649150094,109.503,109.942,109.99,110,110.032,110.3375056065
358790.96593,524323.97292,37.6745241048529,26.7631825202163,22.609347378067,22.7971900089996,14.6200317249366,13.2670019493089,0.818,0.203726974078352,58.8861656771251,58.7874177617149,109.501,109.941,109.99,110,110.031,110.3386860346
358791.19495,524323.88426,37.435701109739,26.6112992005149,22.4545309643903,22.5991028145001,14.5571399794805,13.2182013137277,0.836,0.229016435850562,59.1179957073987,59.037312836534,109.498,109.94,109.99,110,110.03,110.3420468909
358791.41262,524323.80194,37.0499035421762,26.3920528167339,22.2745159042974,22.4170790746592,14.5218607080546,13.1494248296073,0.878,0.216740997483329,59.3837078599968,59.2742184317917,109.492,109.94,109.99,110,110.03,110.3531722731
358791.61713,524323.74066,36.800737781095,26.2402321049808,22.1582015095184,22.3917152060146,14.540176531675,13.0902308142058,0.893,0.252537317535938,59.5833972398492,59.4976423932035,109.485,109.939,109.99,110,110.03,110.3854383281
358791.82838,524323.68621,36.5394486501427,26.0770437748102,22.0274073660795,22.3538984086986,14.5764707732543,13.0167071865633,0.902,0.275371904256429,59.8057175142883,59.7268129768861,109.478,109.938,109.99,110,110.03,110.3759714576
358792.05405,524323.63163,36.1465283762776,25.8054046789879,21.807519068434,22.3159067051981,14.6746896187398,12.8942736584819,0.897,0.2494959725799,60.1763908602201,59.9704027122583,109.467,109.937,109.99,110,110.03,110.37062895
358792.28028,524323.59163,35.9361032804401,25.6443113827422,21.6684687678408,22.2687475762994,14.7309375259219,12.7861552670859,0.887,0.217760145113309,60.4089545255422,60.212099449985,109.456,109.936,109.99,110,110.03,110.34708053
358792.50237,524323.54554,35.7973552144808,25.5554133295467,21.6022160173051,22.3689622779417,14.8113441027639,12.734159320868,0.877,0.20451051480217,60.5715154207239,60.4509947707305,109.439,109.935,109.99,110,110.029,110.3124046891
358792.73258,524323.50416,35.6968680820626,25.459414466809,21.4794323908791,22.240245754301,14.7696443787577,12.5672430965747,0.864,0.253153282694923,60.8066970380866,60.6952215096645,109.422,109.934,109.99,110,110.028,110.2840998981
358792.96021,524323.4874,35.6303148243585,25.3820399611539,21.3374332338899,22.2633376112337,14.63361523879,12.2570187336383,0.851,0.269058733994823,61.1269839997458,60.936392674703,109.415,109.933,109.99,110,110.027,110.2663251784
358793.18443,524323.49793,35.6002028455622,25.3373539313647,21.2460181140715,22.26313766275,14.5106714797494,12.0317267004677,0.833,0.272473930911758,61.3332951956524,61.172765202915,109.408,109.932,109.99,110,110.026,110.2381427115
358793.40499,524323.50816,35.5735221741927,25.2775051388563,21.1637508693105,22.2351958381395,14.326975041268,11.7469163526901,0.813,0.240423356304162,61.5725722774348,61.4056458189241,109.406,109.929,109.99,110,110.025,110.2296085626
358793.63459,524323.51931,35.5651233931964,25.2493105527698,21.1230222475858,22.2547358140658,14.2603375087173,11.6237217973948,0.768,0.250656637260262,61.7216768472224,61.6468256950346,109.404,109.926,109.99,110,110.024,110.2041325178
358793.8615,524323.5178,35.5974299511901,25.193839258581,21.0550315590466,22.2999783754964,13.9882623133398,11.3261199972117,0.739,0.24450965884665,61.9830235136567,61.8837808720208,109.403,109.924,109.99,110,110.023,110.1428674822
358794.07174,524323.50665,35.6865054664573,25.1541223309789,21.0037297053838,22.316896192475,13.7046673842263,11.0559261153255,0.716,0.252734871939338,62.2008038129979,62.107494793489,109.407,109.922,109.99,110,110.022,110.1160010194
358794.26129,524323.49347,35.9164538029591,25.1604061271539,21.0025480537204,22.1093278119858,13.4066397510485,10.8180087924579,0.701,0.234269303628564,62.4324996401545,62.3108136452553,109.411,109.92,109.99,110,110.021,110.1018053007
358794.45315,524323.47314,36.1092980455681,25.1676537604055,21.0083208320303,21.9541028395247,13.1359808318618,10.589194199665,0.693,0.214753685310932,62.6512921876192,62.5162738819362,109.415,109.918,109.99,110,110.02,110.0952038736
358794.64283,524323.45027,36.1908923180598,25.1668121711294,21.0130555618175,21.7608542846508,12.8921663240099,10.3658963448377,0.685,0.179475252005048,62.9268138573431,62.7207014996762,109.425,109.916,109.99,110,110.02,110.1002599388
358794.83768,524323.43959,36.1405762286739,25.1503836788475,21.0059714362614,21.6075545375923,12.740164188428,10.2313360742443,0.678,0.155665139665027,63.0982608866168,62.9301999132672,109.435,109.914,109.99,110,110.02,110.1091997961
358795.03178,524323.41757,36.0990038081379,25.1365883561272,21.0002078874977,21.5374034542814,12.6657217192222,10.1899202755718,0.673,0.144611343253784,63.2131581141749,63.1363388653787,109.464,109.912,109.99,110,110.021,110.125845056
358795.23012,524323.37671,36.0658002748709,25.1358644050991,21.026896072652,21.3959272279962,12.5197470494074,10.0949260986228,0.672,0.199235738212541,63.4256458659433,63.3445870585484,109.493,109.91,109.99,110,110.022,110.1624291539
358795.4371,524323.3509,35.8884969296432,25.1280567194998,21.044013465152,21.3519980317675,12.3750839273715,9.99164877463022,0.672,0.231189932489346,63.7113366619162,63.5622515691686,109.517,109.91,109.99,110,110.023,110.1719439348
358795.65572,524323.33734,35.8290846764471,25.1146075677943,21.020559132529,21.3504910486125,12.3166717606231,9.95045229648995,0.685,0.261782823591542,63.9751765751371,63.7920320331556,109.541,109.91,109.99,110,110.024,110.2144760449
358795.87961,524323.3235,35.7515931620366,25.088677429389,20.9720149314305,21.3379492468496,12.2144742309051,9.85991342148662,0.705,0.253950779986147,64.2034224149995,64.0270097619185,109.565,109.91,109.99,110,110.025,110.2573547401
358796.10699,524323.3142,35.8714307683797,25.0398185324134,20.7926064006896,21.3598175198306,12.1892502415182,9.85763100938257,0.717,0.260488849014047,64.3382377164976,64.2628214607347,109.588,109.91,109.99,110,110.026,110.3119245668
358796.33835,524323.30464,36.0573545063495,24.9866434545653,20.5327107511684,21.2684941518844,12.0639829090914,9.82391797957592,0.72,0.282609039229916,64.5923515835229,64.502583355212,109.611,109.91,109.99,110,110.027,110.3328042814
358796.56014,524323.29683,36.2193780764238,24.9463194806453,20.3020436899904,21.0760498065568,11.8988955149335,9.78204553148283,0.724,0.294452402560418,64.8320144656244,64.7326250727936,109.634,109.91,109.99,110,110.028,110.3637553517
358796.76878,524323.28836,36.1752646419969,24.8771355391947,20.1179796438205,20.9648750446642,11.8063829594602,9.89786579183025,0.729,0.264442790354655,65.209190749405,64.9526023913411,109.657,109.91,109.99,110,110.029,110.3814546382
358796.95566,524323.27665,36.1272442846862,24.8503363283108,20.0777146648975,20.8709396142072,11.8034967356857,9.97667384745827,0.738,0.227317717222831,65.3161928529384,65.1508477293718,109.68,109.91,109.99,110,110.03,110.4116921509
358797.12359,524323.26499,35.9994747087514,24.8049362923106,20.0064621341981,20.8009971998233,11.7528038086207,10.0571191708921,0.75,0.176866395719772,65.4836168277765,65.3301465577699,109.684,109.91,109.99,110,110.03,110.4289337412
358797.26961,524323.25921,35.9068770315303,24.7791385363874,19.9628987819841,20.7691980510956,11.7891138642482,10.1096655037045,0.759,0.154955285749862,65.6336652034728,65.4867654608568,109.688,109.91,109.99,110,110.03,110.4348807341
358797.41218,524323.26437,35.8238876365849,24.7615941772674,19.9292456616474,20.697735200198,11.739109230397,10.1870554478075,0.765,0.11823132488986,65.8025930752144,65.6454973232852,109.692,109.91,109.99,110,110.03,110.4568929665
358797.56255,524323.27513,35.6278148935432,24.7258409831801,19.8515404396836,20.8486517095153,11.7950271174475,10.2167600819831,0.768,0.08181734539163,65.9561113389859,65.8132975013701,109.696,109.91,109.99,110,110.03,110.4566523956
358797.72291,524323.29493,35.4876929149356,24.6543170589185,19.7549347647935,20.9625242100659,11.8566553758125,10.2743933169554,0.773,0.107887078607622,66.0763910830065,65.991042082887,109.68,109.91,109.99,109.999,110.03,110.4376554537
358797.90091,524323.3139,35.3148410070331,24.5094994572194,19.5855659547809,21.0614464878995,11.9235829139501,10.3836322349889,0.78,0.215776030377553,66.2290421721299,66.1861418545691,109.66,109.91,109.99,109.998,110.03,110.4257798166
358798.09274,524323.33808,35.2101276167715,24.4325165931022,19.4853308690812,20.8555073306007,11.9007080803044,10.3886995662087,0.79,0.23917500599279,66.3490908388661,66.3948893753316,109.64,109.91,109.99,109.997,110.03,110.4232619777
358798.31013,524323.36782,34.8274009671809,24.1265266231637,19.1097677265411,20.2948132759483,11.9638895825271,10.4485084454915,0.79,0.338456629923013,66.7919076418775,66.6293332367849,109.619,109.91,109.99,109.996,110.031,110.4073792051
358798.55052,524323.41594,34.6219011531382,23.9574789605514,18.9225840230338,20.0234635796187,12.0971075810912,10.4948137367252,0.785,0.339659472201196,67.078722162808,66.8817672586565,109.598,109.91,109.99,109.995,110.032,110.3858491337
358798.81646,524323.45747,34.4094710361043,23.8253830681748,18.8234185341364,19.8331906849013,12.2499757864607,10.5223588938425,0.78,0.330758705147262,67.3769816975757,67.1592428716465,109.572,109.91,109.99,109.994,110.033,110.3513781857
358799.11393,524323.49794,34.2788579921555,23.7638342092804,18.8107605881865,19.778123327412,12.3472535020355,10.5255298599155,0.77,0.322513753042277,67.5628001770044,67.4682554644537,109.546,109.91,109.99,109.993,110.034,110.3190173294
358799.44938,524323.53584,34.0402754284546,23.6432701367953,18.8347229231024,19.8179065737529,12.5455959123869,10.4559893842116,0.762,0.334444017381073,68.0163232064071,67.8152294332983,109.52,109.91,109.99,109.992,110.035,110.2919571866
358799.8014,524323.56146,33.9346741957413,23.5857131841441,18.8938385859185,19.9039540430271,12.6186578260529,10.3497773517667,0.755,0.340104896127285,68.3636842249888,68.1724926864063,109.498,109.91,109.99,109.991,110.036,110.2533618757
358800.1454,524323.56779,33.9444436590695,23.575557741377,18.9929285369171,19.9774543504462,12.6176283721947,10.1848384692084,0.746,0.335271090106691,68.7117987141731,68.5200517173191,109.476,109.91,109.99,109.99,110.037,110.2232477065
358800.48541,524323.57549,34.0290071043669,23.5831047357822,19.0835014562534,20.0015968814874,12.4553208953828,10.0782449641765,0.741,0.351559453647,68.9418574498769,68.8639595686131,109.474,109.91,109.99,109.99,110.038,110.2290152906
358800.80752,524323.59036,34.2314093185656,23.6709330559617,19.2603713823215,19.9860358307379,12.2459995840572,9.88677580275887,0.725,0.377373316553145,69.2511161728814,69.1895609773616,109.472,109.91,109.99,109.99,110.039,110.2107665648
358801.12345,524323.6005,34.4635551162598,23.7829697274952,19.4516108687749,19.9093903630353,12.0431504624506,9.71601474479925,0.71,0.396224803090182,69.5880868090249,69.509021158916,109.47,109.91,109.99,109.99,110.041,110.1872273191
358801.43444,524323.61069,34.6454001102859,23.8478270841301,19.5545052668964,19.6183713488925,11.650713042799,9.42676341813596,0.701,0.415323610651678,70.0074609736207,69.8235821646281,109.469,109.91,109.99,109.99,110.042,110.1673384302
358801.7476,524323.62431,34.6824002918307,23.9149198365125,19.613704700998,19.3056239631163,11.6740773939779,9.52282982378575,0.7,0.307937135921563,70.3590822967384,70.1410749873207,109.468,109.91,109.99,109.99,110.043,110.162108053
358802.06326,524323.65227,34.6810108515294,23.9250542569549,19.6130203357703,19.1141666772912,11.2916427943612,9.10239175630625,0.703,0.248511429563696,70.5788479215965,70.462514648065,109.472,109.91,109.99,109.99,110.044,110.1689317023
