x,y,VCP1.48f10000h0.2,VCP2.82f10000h0.2,VCP4.49f10000h0.2,HCP1.48f10000h0.2,HCP2.82f10000h0.2,HCP4.49f10000h0.2,depth,distance0,distance,dist,Z.m.,Stage(m),H20cm(m),H50cm(m),H100cm(m),elevation
358770.84718,524348.08588,31.3342454887259,23.5354323284341,20.0003903804763,21.6469374010512,15.3410230576296,14.8318555830635,0.79,0.353386073105028,26.259993869199,26.083444616418,109.793,109.932,109.974,110.01,110.024,110.5854566769
358771.04986,524347.8469,31.0012132222087,23.4907519250595,19.9601485058153,21.7068758698141,15.2594473379546,14.6838248253721,0.789,0.273984668082821,26.4970819413608,26.3996132509273,109.795,109.933,109.977,110.01,110.026,110.5803924567
358771.25449,524347.60991,30.4381079751726,23.3709473812804,19.8821406998048,21.823798284315,15.1747241023754,14.5089454977441,0.788,0.288155720173895,26.7959496604335,26.7156605819404,109.797,109.934,109.98,110.01,110.028,110.5875198777
358771.46986,524347.38149,29.8341670716329,23.2201703155779,19.779092775505,21.9197639784499,15.0901954348492,14.2691552960042,0.783,0.306449279695167,27.1066335630748,27.0312537224086,109.795,109.935,109.983,110.01,110.03,110.5832262997
358771.67668,524347.14814,29.7616354153872,23.1763925663336,19.718417446608,22.0237744978541,14.977592235182,14.0260724609475,0.778,0.317812210824456,27.5341953509825,27.3456038825519,109.793,109.936,109.986,110.01,110.032,110.5699215086
358771.88032,524346.92039,30.3123065370248,23.2843877732508,19.7365222246161,22.0911959533264,14.9383833474917,13.8744494191865,0.774,0.32031102307213,27.8451211073973,27.6535525740376,109.791,109.937,109.987,110.01,110.034,110.5682680937
358772.08734,524346.68571,30.870438229275,23.4140289918423,19.7704048822612,22.142497263706,14.9154838081307,13.7676216850578,0.77,0.31768904261507,28.0457094661133,27.9690795149813,109.789,109.938,109.988,110.01,110.036,110.5604373088
358772.29731,524346.43231,31.9159398111634,23.6630019313455,19.8488711219742,22.3341385850744,14.9425825065113,13.6507486747954,0.766,0.326707710069261,28.4936745355703,28.3018666097899,109.787,109.939,109.989,110.009,110.04,110.5545535167
358772.50951,524346.17555,32.5400647163547,23.8229003326533,19.9213509942002,22.5008138030601,14.9583688500999,13.6073534622417,0.763,0.334914873836769,28.8447748065344,28.6386837687853,109.785,109.94,109.99,110.008,110.044,110.5483129458
358772.71597,524345.91461,32.8685936575404,23.9004788147417,19.986467135617,22.6370216708652,15.0929485886437,13.68385594384,0.761,0.340501697328494,29.1746747025047,28.9753115711399,109.782,109.94,109.99,110.007,110.046,110.5445993882
358772.92489,524345.65343,33.012831491002,23.9211709849213,20.0242611036506,22.6511601056034,15.044956953905,13.5974202468251,0.759,0.344807186658132,29.391366473112,29.3138447300403,109.776,109.94,109.99,110.006,110.048,110.5350621813
358773.12959,524345.3885,33.2012064267369,23.9261295253398,20.0771934254313,22.6277539413132,14.9420177596782,13.4883920753015,0.755,0.357664951946532,29.7208492526631,29.6515198992058,109.77,109.94,109.99,110.005,110.05,110.5311824667
358773.33201,524345.12081,33.3960828195214,23.9185779086048,20.1256091455602,22.6163074203247,14.8550738034811,13.3767770273994,0.75,0.36184363805972,30.188391229801,29.9896979611511,109.764,109.94,109.99,110.004,110.052,110.5163547399
358773.52719,524344.85085,33.49928541341,23.9282920697044,20.1398611124472,22.6648349714103,14.8332433907522,13.31500956706,0.744,0.345293688429305,30.5214160321294,30.3246839600912,109.759,109.94,109.99,110.003,110.054,110.5044638123
358773.72714,524344.58441,33.5283050559703,23.9503965444777,20.1209534479279,22.7402122239809,14.8058308531674,13.2968035473711,0.738,0.33724924405582,30.7482537326258,30.6594185663091,109.754,109.94,109.99,110.002,110.056,110.4957533128
358773.92808,524344.32052,33.5405200876503,24.0131249143832,20.0984080595111,22.8443549824116,14.7786915055108,13.2748417122451,0.733,0.323481529729862,31.077988372245,30.9927737488521,109.751,109.94,109.99,110.001,110.058,110.483925586
358774.12318,524344.06525,33.6086826127007,24.0984048816169,20.0998329081608,22.8639254702334,14.6859957274543,13.1919002201106,0.73,0.316436259908291,31.4016390900775,31.3157204394988,109.747,109.94,109.99,110,110.06,110.4769286441
358774.32195,524343.82363,33.7823032071781,24.2015520439958,20.1388656866098,22.7973706324888,14.635255112472,13.1417916390059,0.724,0.313310305589102,31.7140164168799,31.6296452999664,109.743,109.94,109.99,110,110.06,110.4722150865
358774.52367,524343.58599,34.0810218579969,24.3446986017001,20.2270817402268,22.7382548870965,14.5946856981226,13.0805388900117,0.716,0.313309226303625,32.1370916038375,31.9423800893455,109.73,109.94,109.99,110,110.062,110.4523343526
358774.7242,524343.34836,34.2883741591007,24.4396008370753,20.2970338694283,22.7333758422242,14.606779506358,13.0402821361498,0.706,0.314299158211847,32.4437202583837,32.2544972625333,109.714,109.94,109.99,110,110.064,110.4229194699
358774.93012,524343.11079,34.3561128881399,24.4837798391683,20.3278132075121,22.7696496241279,14.6177025712338,12.9701479099536,0.697,0.290090868265778,32.749494714137,32.5706664407022,109.698,109.94,109.99,110,110.066,110.3973883792
358775.12575,524342.86642,34.3235677258012,24.4986016429654,20.3275742285424,22.8492920435894,14.6472048670725,12.9432601492681,0.691,0.293483723747855,32.9707469917285,32.8866237439844,109.682,109.94,109.99,110,110.068,110.375027523
358775.31194,524342.61423,34.2513566259702,24.5220502650981,20.3332644834528,22.8459197213517,14.6217660322254,12.9453541518973,0.686,0.312934044819976,33.2743603813995,33.2050945321057,109.662,109.94,109.99,110,110.07,110.3520203874
358775.49219,524342.35909,34.1694445221646,24.5261874209495,20.3215264863017,22.8217929262028,14.5902190054731,12.8889356946515,0.679,0.332643384310248,33.7124080169444,33.5231499891764,109.645,109.94,109.99,110,110.072,110.3279663608
358775.66386,524342.10804,34.1726392984426,24.5225100267302,20.315345517248,22.7916873353899,14.5671605939638,12.8466792494767,0.671,0.339774559256279,34.018353957885,33.8329561295725,109.628,109.94,109.99,110,110.074,110.3062059123
358775.82568,524341.86364,34.2140650141269,24.5194383041737,20.3162979737766,22.7712550590879,14.5286668001378,12.8212880170957,0.663,0.339090089170099,34.2231621408929,34.1315455241181,109.61,109.94,109.99,110,110.077,110.2776248725
358775.98634,524341.60968,34.2870555139287,24.5264791033374,20.3192156475971,22.7671247897825,14.4754924982535,12.8013831005797,0.652,0.327807635412913,34.539315940054,34.4378822165611,109.593,109.94,109.99,110,110.08,110.2523272171
358776.13292,524341.34584,34.4088195789952,24.5543272856548,20.3204182273752,22.8045283984261,14.4891017127816,12.811253318547,0.645,0.307754393887481,34.9375903574131,34.7460974168759,109.577,109.94,109.99,110,110.083,110.2209755352
358776.2702,524341.07718,34.4624172933026,24.5858436187069,20.3124849963637,22.7638154204078,14.435775670875,12.8543221285021,0.641,0.286925418908875,35.2337638962202,35.0530036366272,109.57,109.94,109.99,110,110.084,110.2104485219
358776.41049,524340.80828,34.49834460354,24.5801001815216,20.2462988875309,22.8055482771681,14.4244268354767,12.6938666480239,0.639,0.24582359013366,35.4589032002405,35.3617068860816,109.566,109.94,109.99,110,110.085,110.2004546381
358776.54343,524340.53566,34.4996041024,24.5381466535086,20.096426834025,22.6779182314486,14.3606619921851,12.6287832935797,0.64,0.288035057256696,35.7558800361564,35.6677109516667,109.565,109.94,109.99,110,110.086,110.2081090723
358776.68169,524340.26811,34.416234037931,24.4724369274756,19.9419386529959,22.4904958752512,14.3467705591387,12.6186713624937,0.635,0.302957266854897,36.0439510191873,35.9719674078325,109.564,109.94,109.99,110,110.087,110.2053455656
358776.82503,524340.00252,34.2147612261324,24.3778394620959,19.7379509517735,22.312660739475,14.2567622808644,12.623553744284,0.628,0.324606994820266,36.4643331667255,36.2762917157896,109.567,109.94,109.99,110,110.088,110.1921172272
